record,lma_code,lma_fips,lma_title
744,CN1607100000000,071,"Oneida County, ID"
745,MC4136620000000,36620,"Ontario, OR-ID Micropolitan Statistical Area"
746,MT1638540000000,38540,"Pocatello, ID Metropolitan Statistical Area"
747,CN1607700000000,077,"Power County, ID"
748,MC1639940000000,39940,"Rexburg, ID Micropolitan Statistical Area"
749,MC1639940000000,39940,"Rexburg, ID Micropolitan Statistical Area"
750,MC1641760000000,41760,"Sandpoint, ID Micropolitan Statistical Area"
751,CN1607900000000,079,"Shoshone County, ID"
752,MT1646300000000,46300,"Twin Falls, ID Metropolitan Statistical Area"
753,MT1646300000000,46300,"Twin Falls, ID Metropolitan Statistical Area"
754,CN1608500000000,085,"Valley County, ID"
755,CN1608700000000,087,"Washington County, ID"
756,MT1714010000000,14010,"Bloomington, IL Metropolitan Statistical Area"
757,MT1714010000000,14010,"Bloomington, IL Metropolitan Statistical Area"
758,CN1700900000000,009,"Brown County, IL"
759,MC1915460000000,15460,"Burlington, IA-IL Micropolitan Statistical Area"
760,MC1715900000000,15900,"Canton, IL Micropolitan Statistical Area"
761,MT2916020000000,16020,"Cape Girardeau, MO-IL Metropolitan Statistical Area"
762,MT1716060000000,16060,"Carbondale-Marion, IL Metropolitan Statistical Area"
763,MT1716060000000,16060,"Carbondale-Marion, IL Metropolitan Statistical Area"
764,CN1701500000000,015,"Carroll County, IL"
765,CN1701700000000,017,"Cass County, IL"
766,MC1716460000000,16460,"Centralia, IL Micropolitan Statistical Area"
767,MT1716580000000,16580,"Champaign-Urbana, IL Metropolitan Statistical Area"
768,MT1716580000000,16580,"Champaign-Urbana, IL Metropolitan Statistical Area"
769,MT1716580000000,16580,"Champaign-Urbana, IL Metropolitan Statistical Area"
770,MC1716660000000,16660,"Charleston-Mattoon, IL Micropolitan Statistical Area"
771,MC1716660000000,16660,"Charleston-Mattoon, IL Micropolitan Statistical Area"
772,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
773,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
774,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
775,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
776,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
777,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
778,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
779,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
780,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
781,CN1702300000000,023,"Clark County, IL"
782,CN1702500000000,025,"Clay County, IL"
783,CN1703300000000,033,"Crawford County, IL"
784,MT1719180000000,19180,"Danville, IL Metropolitan Statistical Area"
785,MT1719340000000,19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area"
786,MT1719340000000,19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area"
787,MT1719340000000,19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area"
788,MT1719500000000,19500,"Decatur, IL Metropolitan Statistical Area"
789,MC1719940000000,19940,"Dixon, IL Micropolitan Statistical Area"
790,CN1704100000000,041,"Douglas County, IL"
791,CN1704500000000,045,"Edgar County, IL"
792,CN1704700000000,047,"Edwards County, IL"
793,MC1720820000000,20820,"Effingham, IL Micropolitan Statistical Area"
794,CN1705100000000,051,"Fayette County, IL"
795,MC1922800000000,22800,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area"
796,CN1705500000000,055,"Franklin County, IL"
797,MC1723300000000,23300,"Freeport, IL Micropolitan Statistical Area"
798,MC1723660000000,23660,"Galesburg, IL Micropolitan Statistical Area"
799,CN1705900000000,059,"Gallatin County, IL"
800,CN1706100000000,061,"Greene County, IL"
801,CN1706500000000,065,"Hamilton County, IL"
802,CN1706900000000,069,"Hardin County, IL"
803,CN1707500000000,075,"Iroquois County, IL"
804,MC1727300000000,27300,"Jacksonville, IL Micropolitan Statistical Area"
805,MC1727300000000,27300,"Jacksonville, IL Micropolitan Statistical Area"
806,CN1707900000000,079,"Jasper County, IL"
807,CN1708500000000,085,"Jo Daviess County, IL"
808,CN1708700000000,087,"Johnson County, IL"
809,MT1728100000000,28100,"Kankakee, IL Metropolitan Statistical Area"
810,CN1710100000000,101,"Lawrence County, IL"
811,MC1730660000000,30660,"Lincoln, IL Micropolitan Statistical Area"
812,MC1731380000000,31380,"Macomb, IL Micropolitan Statistical Area"
813,CN1712500000000,125,"Mason County, IL"
814,CN1713500000000,135,"Montgomery County, IL"
815,CN1713900000000,139,"Moultrie County, IL"
816,MC1734500000000,34500,"Mount Vernon, IL Micropolitan Statistical Area"
817,MC1736860000000,36860,"Ottawa-Peru, IL Micropolitan Statistical Area"
818,MC1736860000000,36860,"Ottawa-Peru, IL Micropolitan Statistical Area"
819,MC1736860000000,36860,"Ottawa-Peru, IL Micropolitan Statistical Area"
820,MC2137140000000,37140,"Paducah, KY-IL Micropolitan Statistical Area"
821,MT1737900000000,37900,"Peoria, IL Metropolitan Statistical Area"
822,MT1737900000000,37900,"Peoria, IL Metropolitan Statistical Area"
823,MT1737900000000,37900,"Peoria, IL Metropolitan Statistical Area"
824,MT1737900000000,37900,"Peoria, IL Metropolitan Statistical Area"
825,MT1737900000000,37900,"Peoria, IL Metropolitan Statistical Area"
826,CN1714500000000,145,"Perry County, IL"
827,CN1714900000000,149,"Pike County, IL"
828,MC1738700000000,38700,"Pontiac, IL Micropolitan Statistical Area"
829,CN1715100000000,151,"Pope County, IL"
830,CN1715300000000,153,"Pulaski County, IL"
831,MC1739500000000,39500,"Quincy, IL-MO Micropolitan Statistical Area"
832,CN1715700000000,157,"Randolph County, IL"
833,CN1715900000000,159,"Richland County, IL"
834,MC1740300000000,40300,"Rochelle, IL Micropolitan Statistical Area"
835,MT1740420000000,40420,"Rockford, IL Metropolitan Statistical Area"
836,MT1740420000000,40420,"Rockford, IL Metropolitan Statistical Area"
837,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
838,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
839,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
840,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
841,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
842,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
843,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
844,MT2941180000000,41180,"St. Louis, MO-IL Metropolitan Statistical Area"
845,CN1716500000000,165,"Saline County, IL"
846,CN1716900000000,169,"Schuyler County, IL"
847,CN1717300000000,173,"Shelby County, IL"
848,MT1744100000000,44100,"Springfield, IL Metropolitan Statistical Area"
849,MT1744100000000,44100,"Springfield, IL Metropolitan Statistical Area"
850,MC1744580000000,44580,"Sterling, IL Micropolitan Statistical Area"
851,MC1745380000000,45380,"Taylorville, IL Micropolitan Statistical Area"
852,CN1718100000000,181,"Union County, IL"
853,CN1718500000000,185,"Wabash County, IL"
854,CN1718700000000,187,"Warren County, IL"
855,CN1718900000000,189,"Washington County, IL"
856,CN1719100000000,191,"Wayne County, IL"
857,CN1719300000000,193,"White County, IL"
858,MC1811420000000,11420,"Angola, IN Micropolitan Statistical Area"
859,MC1812140000000,12140,"Auburn, IN Micropolitan Statistical Area"
860,MC1813260000000,13260,"Bedford, IN Micropolitan Statistical Area"
861,CN1800900000000,009,"Blackford County, IN"
862,MT1814020000000,14020,"Bloomington, IN Metropolitan Statistical Area"
863,MT1814020000000,14020,"Bloomington, IN Metropolitan Statistical Area"
864,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
865,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
866,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
867,MT1716980000000,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
868,MT3917140000000,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
869,MT3917140000000,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
870,MT3917140000000,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
871,MT1818020000000,18020,"Columbus, IN Metropolitan Statistical Area"
872,MC1818220000000,18220,"Connersville, IN Micropolitan Statistical Area"
873,CN1802500000000,025,"Crawford County, IN"
874,MC1818820000000,18820,"Crawfordsville, IN Micropolitan Statistical Area"
875,MC1819540000000,19540,"Decatur, IN Micropolitan Statistical Area"
876,MT1821140000000,21140,"Elkhart-Goshen, IN Metropolitan Statistical Area"
877,MT1821780000000,21780,"Evansville, IN-KY Metropolitan Statistical Area"
878,MT1821780000000,21780,"Evansville, IN-KY Metropolitan Statistical Area"
879,MT1821780000000,21780,"Evansville, IN-KY Metropolitan Statistical Area"
880,MT1823060000000,23060,"Fort Wayne, IN Metropolitan Statistical Area"
881,MT1823060000000,23060,"Fort Wayne, IN Metropolitan Statistical Area"
882,MT1823060000000,23060,"Fort Wayne, IN Metropolitan Statistical Area"
883,CN1804500000000,045,"Fountain County, IN"
884,MC1823140000000,23140,"Frankfort, IN Micropolitan Statistical Area"
885,CN1804700000000,047,"Franklin County, IN"
886,CN1804900000000,049,"Fulton County, IN"
887,CN1805100000000,051,"Gibson County, IN"
888,CN1805500000000,055,"Greene County, IN"
889,MC1824700000000,24700,"Greensburg, IN Micropolitan Statistical Area"
890,MC1826540000000,26540,"Huntington, IN Micropolitan Statistical Area"
891,MT1826900000000,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
892,MT1826900000000,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
893,MT1826900000000,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
894,MT1826900000000,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
895,MT1826900000000,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
896,MT1826900000000,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
897,MT1826900000000,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
898,MT1826900000000,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
899,MT1826900000000,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
900,MT1826900000000,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
901,MT1826900000000,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
902,MC1827540000000,27540,"Jasper, IN Micropolitan Statistical Area"
903,MC1827540000000,27540,"Jasper, IN Micropolitan Statistical Area"
904,CN1807500000000,075,"Jay County, IN"
905,MC1828340000000,28340,"Kendallville, IN Micropolitan Statistical Area"
906,MT1829020000000,29020,"Kokomo, IN Metropolitan Statistical Area"
907,MT1829200000000,29200,"Lafayette-West Lafayette, IN Metropolitan Statistical Area"
908,MT1829200000000,29200,"Lafayette-West Lafayette, IN Metropolitan Statistical Area"
909,MT1829200000000,29200,"Lafayette-West Lafayette, IN Metropolitan Statistical Area"
910,CN1808700000000,087,"LaGrange County, IN"
911,MC1830900000000,30900,"Logansport, IN Micropolitan Statistical Area"
912,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
913,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
914,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
915,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
916,MT2131140000000,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
917,MC1831500000000,31500,"Madison, IN Micropolitan Statistical Area"
918,MC1831980000000,31980,"Marion, IN Micropolitan Statistical Area"
919,CN1810100000000,101,"Martin County, IN"
920,MT1833140000000,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area"
921,MT1834620000000,34620,"Muncie, IN Metropolitan Statistical Area"
922,MC1835220000000,35220,"New Castle, IN Micropolitan Statistical Area"
923,MC1835860000000,35860,"North Vernon, IN Micropolitan Statistical Area"
924,CN1811700000000,117,"Orange County, IN"
925,CN1812100000000,121,"Parke County, IN"
926,CN1812300000000,123,"Perry County, IN"
927,MC1837940000000,37940,"Peru, IN Micropolitan Statistical Area"
928,MC1838500000000,38500,"Plymouth, IN Micropolitan Statistical Area"
929,CN1813100000000,131,"Pulaski County, IN"
930,CN1813500000000,135,"Randolph County, IN"
931,MC1839980000000,39980,"Richmond, IN Micropolitan Statistical Area"
932,CN1813700000000,137,"Ripley County, IN"
933,CN1813900000000,139,"Rush County, IN"
934,MC1842980000000,42980,"Seymour, IN Micropolitan Statistical Area"
935,MT1843780000000,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area"
936,CN1814700000000,147,"Spencer County, IN"
937,CN1814900000000,149,"Starke County, IN"
938,CN1815500000000,155,"Switzerland County, IN"
939,MT1845460000000,45460,"Terre Haute, IN Metropolitan Statistical Area"
940,MT1845460000000,45460,"Terre Haute, IN Metropolitan Statistical Area"
941,MT1845460000000,45460,"Terre Haute, IN Metropolitan Statistical Area"
942,MT1845460000000,45460,"Terre Haute, IN Metropolitan Statistical Area"
943,CN1815900000000,159,"Tipton County, IN"
944,MC1847180000000,47180,"Vincennes, IN Micropolitan Statistical Area"
945,MC1847340000000,47340,"Wabash, IN Micropolitan Statistical Area"
946,CN1817100000000,171,"Warren County, IN"
947,MC1847700000000,47700,"Warsaw, IN Micropolitan Statistical Area"
948,MC1847780000000,47780,"Washington, IN Micropolitan Statistical Area"
949,CN1818100000000,181,"White County, IN"
950,CN1900100000000,001,"Adair County, IA"
951,CN1900300000000,003,"Adams County, IA"
952,CN1900500000000,005,"Allamakee County, IA"
953,MT1911180000000,11180,"Ames, IA Metropolitan Statistical Area"
954,CN1900700000000,007,"Appanoose County, IA"
955,CN1900900000000,009,"Audubon County, IA"
956,MC1914340000000,14340,"Boone, IA Micropolitan Statistical Area"
957,CN1901900000000,019,"Buchanan County, IA"
958,MC1915460000000,15460,"Burlington, IA-IL Micropolitan Statistical Area"
959,CN1902300000000,023,"Butler County, IA"
960,CN1902500000000,025,"Calhoun County, IA"
961,MC1916140000000,16140,"Carroll, IA Micropolitan Statistical Area"
962,CN1902900000000,029,"Cass County, IA"
963,CN1903100000000,031,"Cedar County, IA"
964,MT1916300000000,16300,"Cedar Rapids, IA Metropolitan Statistical Area"
965,MT1916300000000,16300,"Cedar Rapids, IA Metropolitan Statistical Area"
966,MT1916300000000,16300,"Cedar Rapids, IA Metropolitan Statistical Area"
967,CN1903500000000,035,"Cherokee County, IA"
968,CN1903700000000,037,"Chickasaw County, IA"
969,CN1903900000000,039,"Clarke County, IA"
970,CN1904300000000,043,"Clayton County, IA"
971,MC1917540000000,17540,"Clinton, IA Micropolitan Statistical Area"
972,CN1904700000000,047,"Crawford County, IA"
973,MT1719340000000,19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area"
974,CN1905300000000,053,"Decatur County, IA"
975,CN1905500000000,055,"Delaware County, IA"
976,MT1919780000000,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area"
977,MT1919780000000,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area"
978,MT1919780000000,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area"
979,MT1919780000000,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area"
980,MT1919780000000,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area"
981,MT1920220000000,20220,"Dubuque, IA Metropolitan Statistical Area"
982,CN1906300000000,063,"Emmet County, IA"
983,MC1921840000000,21840,"Fairfield, IA Micropolitan Statistical Area"
984,CN1906500000000,065,"Fayette County, IA"
985,CN1906700000000,067,"Floyd County, IA"
986,MC1922700000000,22700,"Fort Dodge, IA Micropolitan Statistical Area"
987,MC1922800000000,22800,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area"
988,CN1906900000000,069,"Franklin County, IA"
989,CN1907100000000,071,"Fremont County, IA"
990,CN1907300000000,073,"Greene County, IA"
991,CN1907900000000,079,"Hamilton County, IA"
992,CN1908100000000,081,"Hancock County, IA"
993,CN1908300000000,083,"Hardin County, IA"
994,CN1908700000000,087,"Henry County, IA"
995,CN1908900000000,089,"Howard County, IA"
996,CN1909100000000,091,"Humboldt County, IA"
997,CN1909300000000,093,"Ida County, IA"
998,MT1926980000000,26980,"Iowa City, IA Metropolitan Statistical Area"
999,MT1926980000000,26980,"Iowa City, IA Metropolitan Statistical Area"
1000,CN1909500000000,095,"Iowa County, IA"
1001,CN1909700000000,097,"Jackson County, IA"
1002,CN1910700000000,107,"Keokuk County, IA"
1003,CN1910900000000,109,"Kossuth County, IA"
1004,CN1911500000000,115,"Louisa County, IA"
1005,CN1911700000000,117,"Lucas County, IA"
1006,CN1911900000000,119,"Lyon County, IA"
1007,MC1932260000000,32260,"Marshalltown, IA Micropolitan Statistical Area"
1008,MC1932380000000,32380,"Mason City, IA Micropolitan Statistical Area"
1009,MC1932380000000,32380,"Mason City, IA Micropolitan Statistical Area"
1010,CN1913100000000,131,"Mitchell County, IA"
1011,CN1913300000000,133,"Monona County, IA"
1012,CN1913500000000,135,"Monroe County, IA"
1013,CN1913700000000,137,"Montgomery County, IA"
1014,MC1934700000000,34700,"Muscatine, IA Micropolitan Statistical Area"
1015,MC1935500000000,35500,"Newton, IA Micropolitan Statistical Area"
1016,CN1914100000000,141,"O'Brien County, IA"
1017,MT3136540000000,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
1018,MT3136540000000,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
1019,MT3136540000000,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area"
1020,CN1914300000000,143,"Osceola County, IA"
1021,MC1936820000000,36820,"Oskaloosa, IA Micropolitan Statistical Area"
1022,MC1936900000000,36900,"Ottumwa, IA Micropolitan Statistical Area"
1023,MC1936900000000,36900,"Ottumwa, IA Micropolitan Statistical Area"
1024,CN1914500000000,145,"Page County, IA"
1025,CN1914700000000,147,"Palo Alto County, IA"
1026,MC1937800000000,37800,"Pella, IA Micropolitan Statistical Area"
1027,CN1915100000000,151,"Pocahontas County, IA"
1028,CN1915700000000,157,"Poweshiek County, IA"
1029,CN1915900000000,159,"Ringgold County, IA"
1030,CN1916100000000,161,"Sac County, IA"
1031,CN1916500000000,165,"Shelby County, IA"
1032,MT1943580000000,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area"
1033,MT1943580000000,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area"
1034,CN1916700000000,167,"Sioux County, IA"
1035,MC1943980000000,43980,"Spencer, IA Micropolitan Statistical Area"
1036,MC1944020000000,44020,"Spirit Lake, IA Micropolitan Statistical Area"
1037,MC1944740000000,44740,"Storm Lake, IA Micropolitan Statistical Area"
1038,CN1917100000000,171,"Tama County, IA"
1039,CN1917300000000,173,"Taylor County, IA"
1040,CN1917500000000,175,"Union County, IA"
1041,CN1917700000000,177,"Van Buren County, IA"
1042,MT1947940000000,47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area"
1043,MT1947940000000,47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area"
1044,MT1947940000000,47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area"
1045,CN1918500000000,185,"Wayne County, IA"
1046,CN1918900000000,189,"Winnebago County, IA"
1047,CN1919100000000,191,"Winneshiek County, IA"
1048,CN1919700000000,197,"Wright County, IA"
1049,CN2000100000000,001,"Allen County, KS"
1050,CN2000300000000,003,"Anderson County, KS"
1051,MC2011680000000,11680,"Arkansas City-Winfield, KS Micropolitan Statistical Area"
1052,MC2011860000000,11860,"Atchison, KS Micropolitan Statistical Area"
1053,CN2000700000000,007,"Barber County, KS"
1054,CN2001100000000,011,"Bourbon County, KS"
1055,CN2001300000000,013,"Brown County, KS"
1056,CN2001700000000,017,"Chase County, KS"
1057,CN2001900000000,019,"Chautauqua County, KS"
1058,CN2002100000000,021,"Cherokee County, KS"
1059,CN2002300000000,023,"Cheyenne County, KS"
1060,CN2002500000000,025,"Clark County, KS"
1061,CN2002700000000,027,"Clay County, KS"
1062,CN2002900000000,029,"Cloud County, KS"
1063,CN2003100000000,031,"Coffey County, KS"
1064,MC2017700000000,17700,"Coffeyville, KS Micropolitan Statistical Area"
1065,CN2003300000000,033,"Comanche County, KS"
1066,CN2003900000000,039,"Decatur County, KS"
1067,CN2004100000000,041,"Dickinson County, KS"
1068,MC2019980000000,19980,"Dodge City, KS Micropolitan Statistical Area"
1069,CN2004700000000,047,"Edwards County, KS"
1070,CN2004900000000,049,"Elk County, KS"
1071,CN2005300000000,053,"Ellsworth County, KS"
1072,MC2021380000000,21380,"Emporia, KS Micropolitan Statistical Area"
1073,MC2023780000000,23780,"Garden City, KS Micropolitan Statistical Area"
1074,MC2023780000000,23780,"Garden City, KS Micropolitan Statistical Area"
1075,CN2006300000000,063,"Gove County, KS"
1076,CN2006500000000,065,"Graham County, KS"
1077,CN2006700000000,067,"Grant County, KS"
1078,CN2006900000000,069,"Gray County, KS"
1079,MC2024460000000,24460,"Great Bend, KS Micropolitan Statistical Area"
1080,CN2007100000000,071,"Greeley County, KS"
1081,CN2007300000000,073,"Greenwood County, KS"
1082,CN2007500000000,075,"Hamilton County, KS"
1083,CN2007700000000,077,"Harper County, KS"
1084,CN2008100000000,081,"Haskell County, KS"
1085,MC2025700000000,25700,"Hays, KS Micropolitan Statistical Area"
1086,CN2008300000000,083,"Hodgeman County, KS"
1087,MC2026740000000,26740,"Hutchinson, KS Micropolitan Statistical Area"
1088,CN2008900000000,089,"Jewell County, KS"
1089,MC2027920000000,27920,"Junction City, KS Micropolitan Statistical Area"
1090,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
1091,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
1092,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
1093,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
1094,MT2928140000000,28140,"Kansas City, MO-KS Metropolitan Statistical Area"
1095,CN2009700000000,097,"Kiowa County, KS"
1096,CN2010100000000,101,"Lane County, KS"
1097,MT2029940000000,29940,"Lawrence, KS Metropolitan Statistical Area"
1098,MC2030580000000,30580,"Liberal, KS Micropolitan Statistical Area"
1099,CN2010500000000,105,"Lincoln County, KS"
1100,CN2010900000000,109,"Logan County, KS"
1101,MT2031740000000,31740,"Manhattan, KS Metropolitan Statistical Area"
1102,MT2031740000000,31740,"Manhattan, KS Metropolitan Statistical Area"
1103,CN2011500000000,115,"Marion County, KS"
1104,CN2011700000000,117,"Marshall County, KS"
1105,MC2032700000000,32700,"McPherson, KS Micropolitan Statistical Area"
1106,CN2011900000000,119,"Meade County, KS"
1107,CN2012300000000,123,"Mitchell County, KS"
1108,CN2012700000000,127,"Morris County, KS"
1109,CN2012900000000,129,"Morton County, KS"
1110,CN2013100000000,131,"Nemaha County, KS"
1111,CN2013300000000,133,"Neosho County, KS"
1112,CN2013500000000,135,"Ness County, KS"
1113,CN2013700000000,137,"Norton County, KS"
1114,CN2014100000000,141,"Osborne County, KS"
1115,MC2036840000000,36840,"Ottawa, KS Micropolitan Statistical Area"
1116,MC2037660000000,37660,"Parsons, KS Micropolitan Statistical Area"
1117,CN2014500000000,145,"Pawnee County, KS"
1118,CN2014700000000,147,"Phillips County, KS"
1119,MC2038260000000,38260,"Pittsburg, KS Micropolitan Statistical Area"
1120,CN2015100000000,151,"Pratt County, KS"
1121,CN2015300000000,153,"Rawlins County, KS"
1122,CN2015700000000,157,"Republic County, KS"
1123,CN2015900000000,159,"Rice County, KS"
1124,CN2016300000000,163,"Rooks County, KS"
1125,CN2016500000000,165,"Rush County, KS"
1126,CN2016700000000,167,"Russell County, KS"
1127,MT2941140000000,41140,"St. Joseph, MO-KS Metropolitan Statistical Area"
1128,MC2041460000000,41460,"Salina, KS Micropolitan Statistical Area"
1129,MC2041460000000,41460,"Salina, KS Micropolitan Statistical Area"
1130,CN2017100000000,171,"Scott County, KS"
1131,CN2017900000000,179,"Sheridan County, KS"
1132,CN2018100000000,181,"Sherman County, KS"
1133,CN2018300000000,183,"Smith County, KS"
1134,CN2018500000000,185,"Stafford County, KS"
1135,CN2018700000000,187,"Stanton County, KS"
1136,CN2018900000000,189,"Stevens County, KS"
1137,CN2019300000000,193,"Thomas County, KS"
1138,MT2045820000000,45820,"Topeka, KS Metropolitan Statistical Area"
1139,MT2045820000000,45820,"Topeka, KS Metropolitan Statistical Area"
1140,MT2045820000000,45820,"Topeka, KS Metropolitan Statistical Area"
1141,MT2045820000000,45820,"Topeka, KS Metropolitan Statistical Area"
1142,MT2045820000000,45820,"Topeka, KS Metropolitan Statistical Area"
1143,CN2019500000000,195,"Trego County, KS"
1144,CN2019900000000,199,"Wallace County, KS"
1145,CN2020100000000,201,"Washington County, KS"
1146,CN2020300000000,203,"Wichita County, KS"
1147,MT2048620000000,48620,"Wichita, KS Metropolitan Statistical Area"
1148,MT2048620000000,48620,"Wichita, KS Metropolitan Statistical Area"
1149,MT2048620000000,48620,"Wichita, KS Metropolitan Statistical Area"
1150,MT2048620000000,48620,"Wichita, KS Metropolitan Statistical Area"
1151,MT2048620000000,48620,"Wichita, KS Metropolitan Statistical Area"
1152,CN2020500000000,205,"Wilson County, KS"
1153,CN2020700000000,207,"Woodson County, KS"
1154,CN2100100000000,001,"Adair County, KY"
1155,MC2112680000000,12680,"Bardstown, KY Micropolitan Statistical Area"
1156,MT2114540000000,14540,"Bowling Green, KY Metropolitan Statistical Area"
1157,MT2114540000000,14540,"Bowling Green, KY Metropolitan Statistical Area"
1158,MT2114540000000,14540,"Bowling Green, KY Metropolitan Statistical Area"
1159,MT2114540000000,14540,"Bowling Green, KY Metropolitan Statistical Area"
1160,CN2102500000000,025,"Breathitt County, KY"
1161,CN2102700000000,027,"Breckinridge County, KY"
1162,CN2103300000000,033,"Caldwell County, KY"
1163,MC2115820000000,15820,"Campbellsville, KY Micropolitan Statistical Area"
1164,CN2103900000000,039,"Carlisle County, KY"
1165,CN2104100000000,041,"Carroll County, KY"
1166,CN2104300000000,043,"Carter County, KY"
1167,CN2104500000000,045,"Casey County, KY"
1168,MC2116420000000,16420,"Central City, KY Micropolitan Statistical Area"
1169,MT3917140000000,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
1170,MT3917140000000,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
1171,MT3917140000000,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
1172,MT3917140000000,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
1173,MT3917140000000,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
1174,MT3917140000000,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
1175,MT3917140000000,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area"
1176,MT4717300000000,17300,"Clarksville, TN-KY Metropolitan Statistical Area"
1177,MT4717300000000,17300,"Clarksville, TN-KY Metropolitan Statistical Area"
1178,CN2105100000000,051,"Clay County, KY"
1179,CN2105300000000,053,"Clinton County, KY"
1180,CN2105500000000,055,"Crittenden County, KY"
