,CBSA,MNAME,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG
948,17820,"Colorado Springs, CO Metro Area",2005,571244,5/1/14,2014.0,2015.0,0
949,17820,"Colorado Springs, CO Metro Area",2006,600444,5/1/14,2014.0,2015.0,0
950,17820,"Colorado Springs, CO Metro Area",2007,608296,5/1/14,2014.0,2015.0,0
951,17820,"Colorado Springs, CO Metro Area",2008,617321,5/1/14,2014.0,2015.0,0
952,17820,"Colorado Springs, CO Metro Area",2009,627491,5/1/14,2014.0,2015.0,0
953,17820,"Colorado Springs, CO Metro Area",2010,648943,5/1/14,2014.0,2015.0,0
954,17820,"Colorado Springs, CO Metro Area",2011,660276,5/1/14,2014.0,2015.0,0
955,17820,"Colorado Springs, CO Metro Area",2012,668353,5/1/14,2014.0,2015.0,0
956,17820,"Colorado Springs, CO Metro Area",2013,678319,5/1/14,2014.0,2015.0,0
957,17820,"Colorado Springs, CO Metro Area",2014,686908,5/1/14,2014.0,2015.0,0
958,17820,"Colorado Springs, CO Metro Area",2015,697856,5/1/14,2014.0,2015.0,1
959,17820,"Colorado Springs, CO Metro Area",2016,712327,5/1/14,2014.0,2015.0,1
960,17820,"Colorado Springs, CO Metro Area",2017,723878,5/1/14,2014.0,2015.0,1
961,17860,"Columbia, MO Metro Area",2005,143221,3/1/15,2015.0,2016.0,0
962,17860,"Columbia, MO Metro Area",2006,157193,3/1/15,2015.0,2016.0,0
963,17860,"Columbia, MO Metro Area",2007,163192,3/1/15,2015.0,2016.0,0
964,17860,"Columbia, MO Metro Area",2008,164929,3/1/15,2015.0,2016.0,0
965,17860,"Columbia, MO Metro Area",2009,166481,3/1/15,2015.0,2016.0,0
966,17860,"Columbia, MO Metro Area",2010,172319,3/1/15,2015.0,2016.0,0
967,17860,"Columbia, MO Metro Area",2011,175065,3/1/15,2015.0,2016.0,0
968,17860,"Columbia, MO Metro Area",2012,178101,3/1/15,2015.0,2016.0,0
969,17860,"Columbia, MO Metro Area",2013,170773,3/1/15,2015.0,2016.0,0
970,17860,"Columbia, MO Metro Area",2014,172717,3/1/15,2015.0,2016.0,0
971,17860,"Columbia, MO Metro Area",2015,174974,3/1/15,2015.0,2016.0,0
972,17860,"Columbia, MO Metro Area",2016,176594,3/1/15,2015.0,2016.0,1
973,17860,"Columbia, MO Metro Area",2017,178271,3/1/15,2015.0,2016.0,1
974,17900,"Columbia, SC Metro Area",2005,652063,7/1/14,2014.0,2015.0,0
975,17900,"Columbia, SC Metro Area",2006,701464,7/1/14,2014.0,2015.0,0
976,17900,"Columbia, SC Metro Area",2007,712760,7/1/14,2014.0,2015.0,0
977,17900,"Columbia, SC Metro Area",2008,721109,7/1/14,2014.0,2015.0,0
978,17900,"Columbia, SC Metro Area",2009,745381,7/1/14,2014.0,2015.0,0
979,17900,"Columbia, SC Metro Area",2010,770410,7/1/14,2014.0,2015.0,0
980,17900,"Columbia, SC Metro Area",2011,775897,7/1/14,2014.0,2015.0,0
981,17900,"Columbia, SC Metro Area",2012,785641,7/1/14,2014.0,2015.0,0
982,17900,"Columbia, SC Metro Area",2013,793360,7/1/14,2014.0,2015.0,0
983,17900,"Columbia, SC Metro Area",2014,800752,7/1/14,2014.0,2015.0,0
984,17900,"Columbia, SC Metro Area",2015,810574,7/1/14,2014.0,2015.0,1
985,17900,"Columbia, SC Metro Area",2016,816450,7/1/14,2014.0,2015.0,1
986,17900,"Columbia, SC Metro Area",2017,825004,7/1/14,2014.0,2015.0,1
987,17980,"Columbus, GA-AL Metro Area",2005,274086,9/1/16,2016.0,2017.0,0
988,17980,"Columbus, GA-AL Metro Area",2006,290319,9/1/16,2016.0,2017.0,0
989,17980,"Columbus, GA-AL Metro Area",2007,285518,9/1/16,2016.0,2017.0,0
990,17980,"Columbus, GA-AL Metro Area",2008,291305,9/1/16,2016.0,2017.0,0
991,17980,"Columbus, GA-AL Metro Area",2009,288135,9/1/16,2016.0,2017.0,0
992,17980,"Columbus, GA-AL Metro Area",2010,292141,9/1/16,2016.0,2017.0,0
993,17980,"Columbus, GA-AL Metro Area",2011,297181,9/1/16,2016.0,2017.0,0
994,17980,"Columbus, GA-AL Metro Area",2012,306326,9/1/16,2016.0,2017.0,0
995,17980,"Columbus, GA-AL Metro Area",2013,314519,9/1/16,2016.0,2017.0,0
996,17980,"Columbus, GA-AL Metro Area",2014,312731,9/1/16,2016.0,2017.0,0
997,17980,"Columbus, GA-AL Metro Area",2015,312936,9/1/16,2016.0,2017.0,0
998,17980,"Columbus, GA-AL Metro Area",2016,307816,9/1/16,2016.0,2017.0,0
999,17980,"Columbus, GA-AL Metro Area",2017,305911,9/1/16,2016.0,2017.0,1
1000,18020,"Columbus, IN Metro Area",2005,72650,3/1/18,2018.0,2019.0,0
1001,18020,"Columbus, IN Metro Area",2006,74444,3/1/18,2018.0,2019.0,0
1002,18020,"Columbus, IN Metro Area",2007,74750,3/1/18,2018.0,2019.0,0
1003,18020,"Columbus, IN Metro Area",2008,75360,3/1/18,2018.0,2019.0,0
1004,18020,"Columbus, IN Metro Area",2009,76063,3/1/18,2018.0,2019.0,0
1005,18020,"Columbus, IN Metro Area",2010,76855,3/1/18,2018.0,2019.0,0
1006,18020,"Columbus, IN Metro Area",2011,77870,3/1/18,2018.0,2019.0,0
1007,18020,"Columbus, IN Metro Area",2012,79129,3/1/18,2018.0,2019.0,0
1008,18020,"Columbus, IN Metro Area",2013,79587,3/1/18,2018.0,2019.0,0
1009,18020,"Columbus, IN Metro Area",2014,80217,3/1/18,2018.0,2019.0,0
1010,18020,"Columbus, IN Metro Area",2015,81162,3/1/18,2018.0,2019.0,0
1011,18020,"Columbus, IN Metro Area",2016,81402,3/1/18,2018.0,2019.0,0
1012,18020,"Columbus, IN Metro Area",2017,82040,3/1/18,2018.0,2019.0,0
1013,18140,"Columbus, OH Metro Area",2005,1665428,12/1/13,2013.0,2014.0,0
1014,18140,"Columbus, OH Metro Area",2006,1725570,12/1/13,2013.0,2014.0,0
1015,18140,"Columbus, OH Metro Area",2007,1754337,12/1/13,2013.0,2014.0,0
1016,18140,"Columbus, OH Metro Area",2008,1773120,12/1/13,2013.0,2014.0,0
1017,18140,"Columbus, OH Metro Area",2009,1801848,12/1/13,2013.0,2014.0,0
1018,18140,"Columbus, OH Metro Area",2010,1840631,12/1/13,2013.0,2014.0,0
1019,18140,"Columbus, OH Metro Area",2011,1858464,12/1/13,2013.0,2014.0,0
1020,18140,"Columbus, OH Metro Area",2012,1878714,12/1/13,2013.0,2014.0,0
1021,18140,"Columbus, OH Metro Area",2013,1967066,12/1/13,2013.0,2014.0,0
1022,18140,"Columbus, OH Metro Area",2014,1994536,12/1/13,2013.0,2014.0,1
1023,18140,"Columbus, OH Metro Area",2015,2021632,12/1/13,2013.0,2014.0,1
1024,18140,"Columbus, OH Metro Area",2016,2041520,12/1/13,2013.0,2014.0,1
1025,18140,"Columbus, OH Metro Area",2017,2078725,12/1/13,2013.0,2014.0,1
1026,18580,"Corpus Christi, TX Metro Area",2005,405416,6/1/17,2017.0,2018.0,0
1027,18580,"Corpus Christi, TX Metro Area",2006,414379,6/1/17,2017.0,2018.0,0
1028,18580,"Corpus Christi, TX Metro Area",2007,410568,6/1/17,2017.0,2018.0,0
1029,18580,"Corpus Christi, TX Metro Area",2008,415527,6/1/17,2017.0,2018.0,0
1030,18580,"Corpus Christi, TX Metro Area",2009,416095,6/1/17,2017.0,2018.0,0
1031,18580,"Corpus Christi, TX Metro Area",2010,428217,6/1/17,2017.0,2018.0,0
1032,18580,"Corpus Christi, TX Metro Area",2011,431381,6/1/17,2017.0,2018.0,0
1033,18580,"Corpus Christi, TX Metro Area",2012,435596,6/1/17,2017.0,2018.0,0
1034,18580,"Corpus Christi, TX Metro Area",2013,444904,6/1/17,2017.0,2018.0,0
1035,18580,"Corpus Christi, TX Metro Area",2014,443480,6/1/17,2017.0,2018.0,0
1036,18580,"Corpus Christi, TX Metro Area",2015,450436,6/1/17,2017.0,2018.0,0
1037,18580,"Corpus Christi, TX Metro Area",2016,452790,6/1/17,2017.0,2018.0,0
1038,18580,"Corpus Christi, TX Metro Area",2017,449830,6/1/17,2017.0,2018.0,0
1039,18700,"Corvallis, OR Metro Area",2005,74075,9/1/17,2017.0,2018.0,0
1040,18700,"Corvallis, OR Metro Area",2006,79061,9/1/17,2017.0,2018.0,0
1041,18700,"Corvallis, OR Metro Area",2007,81428,9/1/17,2017.0,2018.0,0
1042,18700,"Corvallis, OR Metro Area",2008,81859,9/1/17,2017.0,2018.0,0
1043,18700,"Corvallis, OR Metro Area",2009,82605,9/1/17,2017.0,2018.0,0
1044,18700,"Corvallis, OR Metro Area",2010,85575,9/1/17,2017.0,2018.0,0
1045,18700,"Corvallis, OR Metro Area",2011,85928,9/1/17,2017.0,2018.0,0
1046,18700,"Corvallis, OR Metro Area",2012,86430,9/1/17,2017.0,2018.0,0
1047,18700,"Corvallis, OR Metro Area",2013,86591,9/1/17,2017.0,2018.0,0
1048,18700,"Corvallis, OR Metro Area",2014,86316,9/1/17,2017.0,2018.0,0
1049,18700,"Corvallis, OR Metro Area",2015,87572,9/1/17,2017.0,2018.0,0
1050,18700,"Corvallis, OR Metro Area",2016,89385,9/1/17,2017.0,2018.0,0
1051,18700,"Corvallis, OR Metro Area",2017,90951,9/1/17,2017.0,2018.0,0
1065,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2005,5727391,8/1/12,2012.0,2013.0,0
1066,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2006,6006094,8/1/12,2012.0,2013.0,0
1067,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2007,6144489,8/1/12,2012.0,2013.0,0
1068,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2008,6303407,8/1/12,2012.0,2013.0,0
1069,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2009,6447228,8/1/12,2012.0,2013.0,0
1070,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2010,6402922,8/1/12,2012.0,2013.0,0
1071,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2011,6526566,8/1/12,2012.0,2013.0,0
1072,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2012,6647496,8/1/12,2012.0,2013.0,0
1073,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2013,6812373,8/1/12,2012.0,2013.0,1
1074,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2014,6954003,8/1/12,2012.0,2013.0,1
1075,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2015,7102165,8/1/12,2012.0,2013.0,1
1076,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2016,7232599,8/1/12,2012.0,2013.0,1
1077,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2017,7400479,8/1/12,2012.0,2013.0,1
1112,19300,"Daphne-Fairhope-Foley, AL Metro Area",2013,195540,10/1/16,2016.0,2017.0,0
1113,19300,"Daphne-Fairhope-Foley, AL Metro Area",2014,200111,10/1/16,2016.0,2017.0,0
1114,19300,"Daphne-Fairhope-Foley, AL Metro Area",2015,203709,10/1/16,2016.0,2017.0,0
1115,19300,"Daphne-Fairhope-Foley, AL Metro Area",2016,208563,10/1/16,2016.0,2017.0,0
1116,19300,"Daphne-Fairhope-Foley, AL Metro Area",2017,212628,10/1/16,2016.0,2017.0,1
1117,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2005,367050,7/1/15,2015.0,2016.0,0
1118,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2006,379853,7/1/15,2015.0,2016.0,0
1119,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2007,378163,7/1/15,2015.0,2016.0,0
1120,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2008,378879,7/1/15,2015.0,2016.0,0
1121,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2009,380588,7/1/15,2015.0,2016.0,0
1122,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2010,382382,7/1/15,2015.0,2016.0,0
1123,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2011,379592,7/1/15,2015.0,2016.0,0
1124,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2012,381928,7/1/15,2015.0,2016.0,0
1125,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2013,383257,7/1/15,2015.0,2016.0,0
1126,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2014,382382,7/1/15,2015.0,2016.0,0
1127,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2015,384584,7/1/15,2015.0,2016.0,0
1128,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2016,383352,7/1/15,2015.0,2016.0,1
1129,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2017,382298,7/1/15,2015.0,2016.0,1
1130,19380,"Dayton, OH Metro Area",2005,817340,10/1/14,2014.0,2015.0,0
1131,19380,"Dayton, OH Metro Area",2006,838940,10/1/14,2014.0,2015.0,0
1132,19380,"Dayton, OH Metro Area",2007,835537,10/1/14,2014.0,2015.0,0
1133,19380,"Dayton, OH Metro Area",2008,836544,10/1/14,2014.0,2015.0,0
1134,19380,"Dayton, OH Metro Area",2009,835063,10/1/14,2014.0,2015.0,0
1135,19380,"Dayton, OH Metro Area",2010,841310,10/1/14,2014.0,2015.0,0
1136,19380,"Dayton, OH Metro Area",2011,845388,10/1/14,2014.0,2015.0,0
1137,19380,"Dayton, OH Metro Area",2012,842858,10/1/14,2014.0,2015.0,0
1138,19380,"Dayton, OH Metro Area",2013,802489,10/1/14,2014.0,2015.0,0
1139,19380,"Dayton, OH Metro Area",2014,800836,10/1/14,2014.0,2015.0,0
1140,19380,"Dayton, OH Metro Area",2015,800909,10/1/14,2014.0,2015.0,1
1141,19380,"Dayton, OH Metro Area",2016,800683,10/1/14,2014.0,2015.0,1
1142,19380,"Dayton, OH Metro Area",2017,803416,10/1/14,2014.0,2015.0,1
1156,19500,"Decatur, IL Metro Area",2005,106433,3/1/17,2017.0,2018.0,0
1157,19500,"Decatur, IL Metro Area",2006,109309,3/1/17,2017.0,2018.0,0
1158,19500,"Decatur, IL Metro Area",2007,108732,3/1/17,2017.0,2018.0,0
1159,19500,"Decatur, IL Metro Area",2008,108328,3/1/17,2017.0,2018.0,0
1160,19500,"Decatur, IL Metro Area",2009,108204,3/1/17,2017.0,2018.0,0
1161,19500,"Decatur, IL Metro Area",2010,110715,3/1/17,2017.0,2018.0,0
1162,19500,"Decatur, IL Metro Area",2011,110730,3/1/17,2017.0,2018.0,0
1163,19500,"Decatur, IL Metro Area",2012,110122,3/1/17,2017.0,2018.0,0
1164,19500,"Decatur, IL Metro Area",2013,109278,3/1/17,2017.0,2018.0,0
1165,19500,"Decatur, IL Metro Area",2014,108350,3/1/17,2017.0,2018.0,0
1166,19500,"Decatur, IL Metro Area",2015,107303,3/1/17,2017.0,2018.0,0
1167,19500,"Decatur, IL Metro Area",2016,106550,3/1/17,2017.0,2018.0,0
1168,19500,"Decatur, IL Metro Area",2017,105801,3/1/17,2017.0,2018.0,0
1169,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2005,475189,12/1/14,2014.0,2015.0,0
1170,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2006,496575,12/1/14,2014.0,2015.0,0
1171,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2007,500413,12/1/14,2014.0,2015.0,0
1172,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2008,498036,12/1/14,2014.0,2015.0,0
1173,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2009,495890,12/1/14,2014.0,2015.0,0
1174,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2010,494527,12/1/14,2014.0,2015.0,0
1175,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2011,494804,12/1/14,2014.0,2015.0,0
1176,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2012,496950,12/1/14,2014.0,2015.0,0
1177,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2013,600756,12/1/14,2014.0,2015.0,0
1178,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2014,609939,12/1/14,2014.0,2015.0,0
1179,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2015,623279,12/1/14,2014.0,2015.0,1
1180,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2016,637674,12/1/14,2014.0,2015.0,1
1181,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2017,649202,12/1/14,2014.0,2015.0,1
1182,19740,"Denver-Aurora, CO Metro Area",2005,2327901,8/1/12,2012.0,2013.0,0
1183,19740,"Denver-Aurora, CO Metro Area",2006,2408622,8/1/12,2012.0,2013.0,0
1184,19740,"Denver-Aurora, CO Metro Area",2007,2466591,8/1/12,2012.0,2013.0,0
1185,19740,"Denver-Aurora, CO Metro Area",2008,2502881,8/1/12,2012.0,2013.0,0
1186,19740,"Denver-Aurora-Broomfield, CO Metro Area",2009,2554474,8/1/12,2012.0,2013.0,0
1187,19740,"Denver-Aurora-Broomfield, CO Metro Area",2010,2560529,8/1/12,2012.0,2013.0,0
1188,19740,"Denver-Aurora-Broomfield, CO Metro Area",2011,2600594,8/1/12,2012.0,2013.0,0
1189,19740,"Denver-Aurora-Broomfield, CO Metro Area",2012,2645209,8/1/12,2012.0,2013.0,0
1190,19740,"Denver-Aurora-Lakewood, CO Metro Area",2013,2697476,8/1/12,2012.0,2013.0,1
1191,19740,"Denver-Aurora-Lakewood, CO Metro Area",2014,2754258,8/1/12,2012.0,2013.0,1
1192,19740,"Denver-Aurora-Lakewood, CO Metro Area",2015,2814330,8/1/12,2012.0,2013.0,1
1193,19740,"Denver-Aurora-Lakewood, CO Metro Area",2016,2853077,8/1/12,2012.0,2013.0,1
1194,19740,"Denver-Aurora-Lakewood, CO Metro Area",2017,2888227,8/1/12,2012.0,2013.0,1
1195,19780,"Des Moines, IA Metro Area",2005,511565,9/1/14,2014.0,2015.0,0
1196,19780,"Des Moines-West Des Moines, IA Metro Area",2006,532425,9/1/14,2014.0,2015.0,0
1197,19780,"Des Moines-West Des Moines, IA Metro Area",2007,546656,9/1/14,2014.0,2015.0,0
1198,19780,"Des Moines-West Des Moines, IA Metro Area",2008,554247,9/1/14,2014.0,2015.0,0
1199,19780,"Des Moines-West Des Moines, IA Metro Area",2009,562993,9/1/14,2014.0,2015.0,0
1200,19780,"Des Moines-West Des Moines, IA Metro Area",2010,570358,9/1/14,2014.0,2015.0,0
1201,19780,"Des Moines-West Des Moines, IA Metro Area",2011,578665,9/1/14,2014.0,2015.0,0
1202,19780,"Des Moines-West Des Moines, IA Metro Area",2012,588999,9/1/14,2014.0,2015.0,0
1203,19780,"Des Moines-West Des Moines, IA Metro Area",2013,599789,9/1/14,2014.0,2015.0,0
1204,19780,"Des Moines-West Des Moines, IA Metro Area",2014,611549,9/1/14,2014.0,2015.0,0
1205,19780,"Des Moines-West Des Moines, IA Metro Area",2015,622899,9/1/14,2014.0,2015.0,1
1206,19780,"Des Moines-West Des Moines, IA Metro Area",2016,634725,9/1/14,2014.0,2015.0,1
1207,19780,"Des Moines-West Des Moines, IA Metro Area",2017,645911,9/1/14,2014.0,2015.0,1
1208,19820,"Detroit-Warren-Livonia, MI Metro Area",2005,4428941,3/1/13,2013.0,2014.0,0
1209,19820,"Detroit-Warren-Livonia, MI Metro Area",2006,4468966,3/1/13,2013.0,2014.0,0
1210,19820,"Detroit-Warren-Livonia, MI Metro Area",2007,4467592,3/1/13,2013.0,2014.0,0
1211,19820,"Detroit-Warren-Livonia, MI Metro Area",2008,4425110,3/1/13,2013.0,2014.0,0
1212,19820,"Detroit-Warren-Livonia, MI Metro Area",2009,4403437,3/1/13,2013.0,2014.0,0
1213,19820,"Detroit-Warren-Livonia, MI Metro Area",2010,4291843,3/1/13,2013.0,2014.0,0
1214,19820,"Detroit-Warren-Livonia, MI Metro Area",2011,4285832,3/1/13,2013.0,2014.0,0
1215,19820,"Detroit-Warren-Livonia, MI Metro Area",2012,4292060,3/1/13,2013.0,2014.0,0
1216,19820,"Detroit-Warren-Dearborn, MI Metro Area",2013,4294983,3/1/13,2013.0,2014.0,0
1217,19820,"Detroit-Warren-Dearborn, MI Metro Area",2014,4296611,3/1/13,2013.0,2014.0,1
1218,19820,"Detroit-Warren-Dearborn, MI Metro Area",2015,4302043,3/1/13,2013.0,2014.0,1
1219,19820,"Detroit-Warren-Dearborn, MI Metro Area",2016,4297617,3/1/13,2013.0,2014.0,1
1220,19820,"Detroit-Warren-Dearborn, MI Metro Area",2017,4313002,3/1/13,2013.0,2014.0,1
1221,20020,"Dothan, AL Metro Area",2005,134993,8/1/18,2018.0,2019.0,0
1222,20020,"Dothan, AL Metro Area",2006,138234,8/1/18,2018.0,2019.0,0
1223,20020,"Dothan, AL Metro Area",2007,139499,8/1/18,2018.0,2019.0,0
1224,20020,"Dothan, AL Metro Area",2008,140961,8/1/18,2018.0,2019.0,0
1225,20020,"Dothan, AL Metro Area",2009,142693,8/1/18,2018.0,2019.0,0
1226,20020,"Dothan, AL Metro Area",2010,146010,8/1/18,2018.0,2019.0,0
1227,20020,"Dothan, AL Metro Area",2011,146562,8/1/18,2018.0,2019.0,0
1228,20020,"Dothan, AL Metro Area",2012,147620,8/1/18,2018.0,2019.0,0
1229,20020,"Dothan, AL Metro Area",2013,147691,8/1/18,2018.0,2019.0,0
1230,20020,"Dothan, AL Metro Area",2014,148095,8/1/18,2018.0,2019.0,0
1231,20020,"Dothan, AL Metro Area",2015,148171,8/1/18,2018.0,2019.0,0
1232,20020,"Dothan, AL Metro Area",2016,147834,8/1/18,2018.0,2019.0,0
1233,20020,"Dothan, AL Metro Area",2017,147914,8/1/18,2018.0,2019.0,0
1234,20100,"Dover, DE Metro Area",2005,140205,8/1/15,2015.0,2016.0,0
1235,20100,"Dover, DE Metro Area",2006,147601,8/1/15,2015.0,2016.0,0
1236,20100,"Dover, DE Metro Area",2007,152255,8/1/15,2015.0,2016.0,0
1237,20100,"Dover, DE Metro Area",2008,155415,8/1/15,2015.0,2016.0,0
1238,20100,"Dover, DE Metro Area",2009,157741,8/1/15,2015.0,2016.0,0
1239,20100,"Dover, DE Metro Area",2010,162912,8/1/15,2015.0,2016.0,0
1240,20100,"Dover, DE Metro Area",2011,164834,8/1/15,2015.0,2016.0,0
1241,20100,"Dover, DE Metro Area",2012,167626,8/1/15,2015.0,2016.0,0
1242,20100,"Dover, DE Metro Area",2013,169416,8/1/15,2015.0,2016.0,0
1243,20100,"Dover, DE Metro Area",2014,171987,8/1/15,2015.0,2016.0,0
1244,20100,"Dover, DE Metro Area",2015,173533,8/1/15,2015.0,2016.0,0
1245,20100,"Dover, DE Metro Area",2016,174827,8/1/15,2015.0,2016.0,1
1246,20100,"Dover, DE Metro Area",2017,176824,8/1/15,2015.0,2016.0,1
1247,20220,"Dubuque, IA Metro Area",2005,86626,4/1/17,2017.0,2018.0,0
1248,20220,"Dubuque, IA Metro Area",2006,92384,4/1/17,2017.0,2018.0,0
1249,20220,"Dubuque, IA Metro Area",2007,92359,4/1/17,2017.0,2018.0,0
1250,20220,"Dubuque, IA Metro Area",2008,92724,4/1/17,2017.0,2018.0,0
1251,20220,"Dubuque, IA Metro Area",2009,93072,4/1/17,2017.0,2018.0,0
1252,20220,"Dubuque, IA Metro Area",2010,93880,4/1/17,2017.0,2018.0,0
1253,20220,"Dubuque, IA Metro Area",2011,94648,4/1/17,2017.0,2018.0,0
1254,20220,"Dubuque, IA Metro Area",2012,95097,4/1/17,2017.0,2018.0,0
1255,20220,"Dubuque, IA Metro Area",2013,95697,4/1/17,2017.0,2018.0,0
1256,20220,"Dubuque, IA Metro Area",2014,96370,4/1/17,2017.0,2018.0,0
1257,20220,"Dubuque, IA Metro Area",2015,97125,4/1/17,2017.0,2018.0,0
1258,20220,"Dubuque, IA Metro Area",2016,97003,4/1/17,2017.0,2018.0,0
1259,20220,"Dubuque, IA Metro Area",2017,97041,4/1/17,2017.0,2018.0,0
1260,20260,"Duluth, MN-WI Metro Area",2005,261976,5/1/17,2017.0,2018.0,0
1261,20260,"Duluth, MN-WI Metro Area",2006,275559,5/1/17,2017.0,2018.0,0
1262,20260,"Duluth, MN-WI Metro Area",2007,276222,5/1/17,2017.0,2018.0,0
1263,20260,"Duluth, MN-WI Metro Area",2008,275336,5/1/17,2017.0,2018.0,0
1264,20260,"Duluth, MN-WI Metro Area",2009,277637,5/1/17,2017.0,2018.0,0
1265,20260,"Duluth, MN-WI Metro Area",2010,280035,5/1/17,2017.0,2018.0,0
1266,20260,"Duluth, MN-WI Metro Area",2011,279761,5/1/17,2017.0,2018.0,0
1267,20260,"Duluth, MN-WI Metro Area",2012,279452,5/1/17,2017.0,2018.0,0
1268,20260,"Duluth, MN-WI Metro Area",2013,279887,5/1/17,2017.0,2018.0,0
1269,20260,"Duluth, MN-WI Metro Area",2014,280218,5/1/17,2017.0,2018.0,0
1270,20260,"Duluth, MN-WI Metro Area",2015,279601,5/1/17,2017.0,2018.0,0
1271,20260,"Duluth, MN-WI Metro Area",2016,279227,5/1/17,2017.0,2018.0,0
1272,20260,"Duluth, MN-WI Metro Area",2017,278782,5/1/17,2017.0,2018.0,0
1273,20500,"Durham, NC Metro Area",2005,434878,6/1/14,2014.0,2015.0,0
1274,20500,"Durham, NC Metro Area",2006,464389,6/1/14,2014.0,2015.0,0
1275,20500,"Durham, NC Metro Area",2007,479624,6/1/14,2014.0,2015.0,0
1276,20500,"Durham, NC Metro Area",2008,489762,6/1/14,2014.0,2015.0,0
1277,20500,"Durham-Chapel Hill, NC Metro Area",2009,501228,6/1/14,2014.0,2015.0,0
1278,20500,"Durham-Chapel Hill, NC Metro Area",2010,505933,6/1/14,2014.0,2015.0,0
1279,20500,"Durham-Chapel Hill, NC Metro Area",2011,512979,6/1/14,2014.0,2015.0,0
1280,20500,"Durham-Chapel Hill, NC Metro Area",2012,522826,6/1/14,2014.0,2015.0,0
1281,20500,"Durham-Chapel Hill, NC Metro Area",2013,534578,6/1/14,2014.0,2015.0,0
1282,20500,"Durham-Chapel Hill, NC Metro Area",2014,542710,6/1/14,2014.0,2015.0,0
1283,20500,"Durham-Chapel Hill, NC Metro Area",2015,552493,6/1/14,2014.0,2015.0,1
1284,20500,"Durham-Chapel Hill, NC Metro Area",2016,559535,6/1/14,2014.0,2015.0,1
1285,20500,"Durham-Chapel Hill, NC Metro Area",2017,567428,6/1/14,2014.0,2015.0,1
1286,20700,"East Stroudsburg, PA Metro Area",2013,167148,9/1/15,2015.0,2016.0,0
1287,20700,"East Stroudsburg, PA Metro Area",2014,166314,9/1/15,2015.0,2016.0,0
1288,20700,"East Stroudsburg, PA Metro Area",2015,166397,9/1/15,2015.0,2016.0,0
1289,20700,"East Stroudsburg, PA Metro Area",2016,166098,9/1/15,2015.0,2016.0,1
1290,20700,"East Stroudsburg, PA Metro Area",2017,168046,9/1/15,2015.0,2016.0,1
1291,20740,"Eau Claire, WI Metro Area",2005,146010,3/1/17,2017.0,2018.0,0
1292,20740,"Eau Claire, WI Metro Area",2006,155041,3/1/17,2017.0,2018.0,0
1293,20740,"Eau Claire, WI Metro Area",2007,157808,3/1/17,2017.0,2018.0,0
1294,20740,"Eau Claire, WI Metro Area",2008,158742,3/1/17,2017.0,2018.0,0
1295,20740,"Eau Claire, WI Metro Area",2009,160018,3/1/17,2017.0,2018.0,0
1296,20740,"Eau Claire, WI Metro Area",2010,161443,3/1/17,2017.0,2018.0,0
