,CBSA,MNAME_x,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG,MNAME_y,TNC_CLUSTER,TNC_TRIPS_PER_PERSON,TOT_POP_CLUSTER,TOTAL_YEARLY_POPULATION,POP_SHARE,TNC_TRIPS_PER_CAPITA
170,25620,"Hattiesburg, MS Metro Area",2017,146530,7/1/16,2016,2017,1,"Hattiesburg, MS Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
171,25980,"Hinesville, GA Metro Area",2017,81044,6/1/16,2016,2017,1,"Hinesville, GA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
172,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2017,356474,8/1/16,2016,2017,1,"Huntington-Ashland, WV-KY-OH Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
173,26620,"Huntsville, AL Metro Area",2017,455448,3/1/16,2016,2017,1,"Huntsville, AL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
174,26980,"Iowa City, IA Metro Area",2017,171491,4/1/16,2016,2017,1,"Iowa City, IA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
485,27140,"Jackson, MS Metro Area",2015,578561,12/1/14,2014,2015,1,"Jackson, MS Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
47,27140,"Jackson, MS Metro Area",2016,580178,12/1/14,2014,2015,1,"Jackson, MS Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
175,27140,"Jackson, MS Metro Area",2017,578794,12/1/14,2014,2015,1,"Jackson, MS Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
48,27340,"Jacksonville, NC Metro Area",2016,187136,10/1/15,2015,2016,1,"Jacksonville, NC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
176,27340,"Jacksonville, NC Metro Area",2017,193893,10/1/15,2015,2016,1,"Jacksonville, NC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
177,27500,"Janesville-Beloit, WI Metro Area",2017,162309,12/1/16,2016,2017,1,"Janesville-Beloit, WI Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
178,27740,"Johnson City, TN Metro Area",2017,203462,8/1/16,2016,2017,1,"Johnson City, TN Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
486,28020,"Kalamazoo-Portage, MI Metro Area",2015,335340,10/1/14,2014,2015,1,"Kalamazoo-Portage, MI Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
49,28020,"Kalamazoo-Portage, MI Metro Area",2016,336877,10/1/14,2014,2015,1,"Kalamazoo-Portage, MI Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
179,28020,"Kalamazoo-Portage, MI Metro Area",2017,338338,10/1/14,2014,2015,1,"Kalamazoo-Portage, MI Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
50,28660,"Killeen-Temple, TX Metro Area",2016,435887,7/1/15,2015,2016,1,"Killeen-Temple, TX Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
180,28660,"Killeen-Temple, TX Metro Area",2017,442693,7/1/15,2015,2016,1,"Killeen-Temple, TX Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
181,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",2017,305914,9/1/16,2016,2017,1,"Kingsport-Bristol-Bristol, TN-VA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
487,28940,"Knoxville, TN Metro Area",2015,861679,8/1/14,2014,2015,1,"Knoxville, TN Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
51,28940,"Knoxville, TN Metro Area",2016,869076,8/1/14,2014,2015,1,"Knoxville, TN Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
182,28940,"Knoxville, TN Metro Area",2017,877874,8/1/14,2014,2015,1,"Knoxville, TN Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
52,29140,"Lafayette-West Lafayette, IN Metro Area",2016,217439,7/1/15,2015,2016,1,"Lafayette-West Lafayette, IN Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
183,29140,"Lafayette-West Lafayette, IN Metro Area",2017,218769,7/1/15,2015,2016,1,"Lafayette-West Lafayette, IN Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
53,29180,"Lafayette, LA Metro Area",2016,491528,2/1/15,2015,2016,1,"Lafayette, LA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
184,29180,"Lafayette, LA Metro Area",2017,491558,2/1/15,2015,2016,1,"Lafayette, LA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
54,29460,"Lakeland-Winter Haven, FL Metro Area",2016,666149,3/1/15,2015,2016,1,"Lakeland-Winter Haven, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
185,29460,"Lakeland-Winter Haven, FL Metro Area",2017,686483,3/1/15,2015,2016,1,"Lakeland-Winter Haven, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
55,29740,"Las Cruces, NM Metro Area",2016,214207,9/1/15,2015,2016,1,"Las Cruces, NM Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
186,29740,"Las Cruces, NM Metro Area",2017,215579,9/1/15,2015,2016,1,"Las Cruces, NM Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
56,29940,"Lawrence, KS Metro Area",2016,119440,6/1/15,2015,2016,1,"Lawrence, KS Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
187,29940,"Lawrence, KS Metro Area",2017,120793,6/1/15,2015,2016,1,"Lawrence, KS Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
188,30140,"Lebanon, PA Metro Area",2017,139754,6/1/16,2016,2017,1,"Lebanon, PA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
488,30460,"Lexington-Fayette, KY Metro Area",2015,500535,7/1/14,2014,2015,1,"Lexington-Fayette, KY Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
57,30460,"Lexington-Fayette, KY Metro Area",2016,506751,7/1/14,2014,2015,1,"Lexington-Fayette, KY Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
189,30460,"Lexington-Fayette, KY Metro Area",2017,512650,7/1/14,2014,2015,1,"Lexington-Fayette, KY Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
58,30700,"Lincoln, NE Metro Area",2016,326591,1/1/15,2015,2016,1,"Lincoln, NE Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
190,30700,"Lincoln, NE Metro Area",2017,331592,1/1/15,2015,2016,1,"Lincoln, NE Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
489,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2015,730250,11/1/14,2014,2015,1,"Little Rock-North Little Rock-Conway, AR Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
59,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2016,734381,11/1/14,2014,2015,1,"Little Rock-North Little Rock-Conway, AR Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
191,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2017,738082,11/1/14,2014,2015,1,"Little Rock-North Little Rock-Conway, AR Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
490,31180,"Lubbock, TX Metro Area",2015,312433,7/1/14,2014,2015,1,"Lubbock, TX Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
60,31180,"Lubbock, TX Metro Area",2016,313910,7/1/14,2014,2015,1,"Lubbock, TX Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
192,31180,"Lubbock, TX Metro Area",2017,318011,7/1/14,2014,2015,1,"Lubbock, TX Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
61,31340,"Lynchburg, VA Metro Area",2016,261167,12/1/15,2015,2016,1,"Lynchburg, VA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
193,31340,"Lynchburg, VA Metro Area",2017,260116,12/1/15,2015,2016,1,"Lynchburg, VA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
194,31420,"Macon-Bibb County, GA Metro Area",2017,229258,5/1/16,2016,2017,1,"Macon-Bibb County, GA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
491,31700,"Manchester-Nashua, NH Metro Area",2015,406678,10/1/14,2014,2015,1,"Manchester-Nashua, NH Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
62,31700,"Manchester-Nashua, NH Metro Area",2016,407761,10/1/14,2014,2015,1,"Manchester-Nashua, NH Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
195,31700,"Manchester-Nashua, NH Metro Area",2017,409697,10/1/14,2014,2015,1,"Manchester-Nashua, NH Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
63,31740,"Manhattan, KS Metro Area",2016,97004,6/1/15,2015,2016,1,"Manhattan, KS Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
196,31740,"Manhattan, KS Metro Area",2017,98080,6/1/15,2015,2016,1,"Manhattan, KS Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
64,32900,"Merced, CA Metro Area",2016,268672,11/1/15,2015,2016,1,"Merced, CA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
197,32900,"Merced, CA Metro Area",2017,272673,11/1/15,2015,2016,1,"Merced, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
198,33140,"Michigan City-La Porte, IN Metro Area",2017,110029,5/1/16,2016,2017,1,"Michigan City-La Porte, IN Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
199,33260,"Midland, TX Metro Area",2017,169643,6/1/16,2016,2017,1,"Midland, TX Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
200,33540,"Missoula, MT Metro Area",2017,117441,8/1/16,2016,2017,1,"Missoula, MT Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
65,33660,"Mobile, AL Metro Area",2016,414836,6/1/15,2015,2016,1,"Mobile, AL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
201,33660,"Mobile, AL Metro Area",2017,413955,6/1/15,2015,2016,1,"Mobile, AL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
492,33700,"Modesto, CA Metro Area",2015,538388,5/1/14,2014,2015,1,"Modesto, CA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
66,33700,"Modesto, CA Metro Area",2016,541560,5/1/14,2014,2015,1,"Modesto, CA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
202,33700,"Modesto, CA Metro Area",2017,547899,5/1/14,2014,2015,1,"Modesto, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
203,33860,"Montgomery, AL Metro Area",2017,373889,2/1/16,2016,2017,1,"Montgomery, AL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
204,34060,"Morgantown, WV Metro Area",2017,138709,7/1/16,2016,2017,1,"Morgantown, WV Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
205,34620,"Muncie, IN Metro Area",2017,115184,9/1/16,2016,2017,1,"Muncie, IN Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
493,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2015,431964,8/1/14,2014,2015,1,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
67,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2016,449295,8/1/14,2014,2015,1,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
206,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2017,464165,8/1/14,2014,2015,1,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
494,34900,"Napa, CA Metro Area",2015,142456,4/1/14,2014,2015,1,"Napa, CA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
68,34900,"Napa, CA Metro Area",2016,142166,4/1/14,2014,2015,1,"Napa, CA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
207,34900,"Napa, CA Metro Area",2017,140973,4/1/14,2014,2015,1,"Napa, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
495,34940,"Naples-Immokalee-Marco Island, FL Metro Area",2015,357305,12/1/14,2014,2015,1,"Naples-Immokalee-Marco Island, FL Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
69,34940,"Naples-Immokalee-Marco Island, FL Metro Area",2016,365136,12/1/14,2014,2015,1,"Naples-Immokalee-Marco Island, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
208,34940,"Naples-Immokalee-Marco Island, FL Metro Area",2017,372880,12/1/14,2014,2015,1,"Naples-Immokalee-Marco Island, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
70,35980,"Norwich-New London, CT Metro Area",2016,269801,2/1/15,2015,2016,1,"Norwich-New London, CT Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
209,35980,"Norwich-New London, CT Metro Area",2017,269033,2/1/15,2015,2016,1,"Norwich-New London, CT Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
71,36100,"Ocala, FL Metro Area",2016,349020,9/1/15,2015,2016,1,"Ocala, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
210,36100,"Ocala, FL Metro Area",2017,354353,9/1/15,2015,2016,1,"Ocala, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
72,36140,"Ocean City, NJ Metro Area",2016,94430,5/1/15,2015,2016,1,"Ocean City, NJ Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
211,36140,"Ocean City, NJ Metro Area",2017,93553,5/1/15,2015,2016,1,"Ocean City, NJ Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
73,36220,"Odessa, TX Metro Area",2016,157462,10/1/15,2015,2016,1,"Odessa, TX Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
212,36220,"Odessa, TX Metro Area",2017,157087,10/1/15,2015,2016,1,"Odessa, TX Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
496,36540,"Omaha-Council Bluffs, NE-IA Metro Area",2015,915557,6/1/14,2014,2015,1,"Omaha-Council Bluffs, NE-IA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
74,36540,"Omaha-Council Bluffs, NE-IA Metro Area",2016,924495,6/1/14,2014,2015,1,"Omaha-Council Bluffs, NE-IA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
213,36540,"Omaha-Council Bluffs, NE-IA Metro Area",2017,934184,6/1/14,2014,2015,1,"Omaha-Council Bluffs, NE-IA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
75,36780,"Oshkosh-Neenah, WI Metro Area",2016,169886,11/1/15,2015,2016,1,"Oshkosh-Neenah, WI Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
214,36780,"Oshkosh-Neenah, WI Metro Area",2017,170414,11/1/15,2015,2016,1,"Oshkosh-Neenah, WI Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
497,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",2015,568088,12/1/14,2014,2015,1,"Palm Bay-Melbourne-Titusville, FL Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
76,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",2016,579130,12/1/14,2014,2015,1,"Palm Bay-Melbourne-Titusville, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
215,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",2017,589162,12/1/14,2014,2015,1,"Palm Bay-Melbourne-Titusville, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
77,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",2016,485684,1/1/15,2015,2016,1,"Pensacola-Ferry Pass-Brent, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
216,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",2017,487784,1/1/15,2015,2016,1,"Pensacola-Ferry Pass-Brent, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
78,37900,"Peoria, IL Metro Area",2016,376044,11/1/15,2015,2016,1,"Peoria, IL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
217,37900,"Peoria, IL Metro Area",2017,373637,11/1/15,2015,2016,1,"Peoria, IL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
79,38940,"Port St. Lucie, FL Metro Area",2016,465208,3/1/15,2015,2016,1,"Port St. Lucie, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
218,38940,"Port St. Lucie, FL Metro Area",2017,473429,3/1/15,2015,2016,1,"Port St. Lucie, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
219,39380,"Pueblo, CO Metro Area",2017,166475,9/1/16,2016,2017,1,"Pueblo, CO Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
80,39460,"Punta Gorda, FL Metro Area",2016,178465,10/1/15,2015,2016,1,"Punta Gorda, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
220,39460,"Punta Gorda, FL Metro Area",2017,182033,10/1/15,2015,2016,1,"Punta Gorda, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
81,39540,"Racine, WI Metro Area",2016,195140,11/1/15,2015,2016,1,"Racine, WI Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
221,39540,"Racine, WI Metro Area",2017,196071,11/1/15,2015,2016,1,"Racine, WI Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
82,39740,"Reading, PA Metro Area",2016,414812,5/1/15,2015,2016,1,"Reading, PA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
222,39740,"Reading, PA Metro Area",2017,417854,5/1/15,2015,2016,1,"Reading, PA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
223,39820,"Redding, CA Metro Area",2017,179921,3/1/16,2016,2017,1,"Redding, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
498,40220,"Roanoke, VA Metro Area",2015,311901,11/1/14,2014,2015,1,"Roanoke, VA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
83,40220,"Roanoke, VA Metro Area",2016,312576,11/1/14,2014,2015,1,"Roanoke, VA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
224,40220,"Roanoke, VA Metro Area",2017,312688,11/1/14,2014,2015,1,"Roanoke, VA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
84,40420,"Rockford, IL Metro Area",2016,339376,3/1/15,2015,2016,1,"Rockford, IL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
225,40420,"Rockford, IL Metro Area",2017,338291,3/1/15,2015,2016,1,"Rockford, IL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
226,41100,"St. George, UT Metro Area",2017,165662,7/1/16,2016,2017,1,"St. George, UT Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
85,41540,"Salisbury, MD-DE Metro Area",2016,400200,5/1/15,2015,2016,1,"Salisbury, MD-DE Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
227,41540,"Salisbury, MD-DE Metro Area",2017,405853,5/1/15,2015,2016,1,"Salisbury, MD-DE Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
499,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2015,281401,7/1/14,2014,2015,1,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
86,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2016,282887,7/1/14,2014,2015,1,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
228,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2017,283405,7/1/14,2014,2015,1,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
87,42140,"Santa Fe, NM Metro Area",2016,148651,3/1/15,2015,2016,1,"Santa Fe, NM Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
229,42140,"Santa Fe, NM Metro Area",2017,148750,3/1/15,2015,2016,1,"Santa Fe, NM Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
500,42220,"Santa Rosa, CA Metro Area",2015,502146,5/1/14,2014,2015,1,"Santa Rosa, CA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
88,42220,"Santa Rosa, CA Metro Area",2016,503070,5/1/14,2014,2015,1,"Santa Rosa, CA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
230,42220,"Santa Rosa, CA Metro Area",2017,504217,5/1/14,2014,2015,1,"Santa Rosa, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
89,42340,"Savannah, GA Metro Area",2016,384024,5/1/15,2015,2016,1,"Savannah, GA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
231,42340,"Savannah, GA Metro Area",2017,387543,5/1/15,2015,2016,1,"Savannah, GA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
90,42540,"Scranton-Wilkes-Barre-Hazleton, PA Metro Area",2016,555225,2/1/15,2015,2016,1,"Scranton-Wilkes-Barre-Hazleton, PA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
232,42540,"Scranton-Wilkes-Barre-Hazleton, PA Metro Area",2017,555426,2/1/15,2015,2016,1,"Scranton-Wilkes-Barre-Hazleton, PA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
91,42680,"Sebastian-Vero Beach, FL Metro Area",2016,151563,8/1/15,2015,2016,1,"Sebastian-Vero Beach, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
233,42680,"Sebastian-Vero Beach, FL Metro Area",2017,154383,8/1/15,2015,2016,1,"Sebastian-Vero Beach, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
501,43780,"South Bend-Mishawaka, IN-MI Metro Area",2015,320098,10/1/14,2014,2015,1,"South Bend-Mishawaka, IN-MI Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
92,43780,"South Bend-Mishawaka, IN-MI Metro Area",2016,320740,10/1/14,2014,2015,1,"South Bend-Mishawaka, IN-MI Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
234,43780,"South Bend-Mishawaka, IN-MI Metro Area",2017,321815,10/1/14,2014,2015,1,"South Bend-Mishawaka, IN-MI Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
93,43900,"Spartanburg, SC Metro Area",2016,329136,7/1/15,2015,2016,1,"Spartanburg, SC Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
235,43900,"Spartanburg, SC Metro Area",2017,334391,7/1/15,2015,2016,1,"Spartanburg, SC Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
94,44100,"Springfield, IL Metro Area",2016,208892,2/1/15,2015,2016,1,"Springfield, IL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
236,44100,"Springfield, IL Metro Area",2017,207596,2/1/15,2015,2016,1,"Springfield, IL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
237,44180,"Springfield, MO Metro Area",2017,461469,11/1/16,2016,2017,1,"Springfield, MO Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
95,44300,"State College, PA Metro Area",2016,161464,2/1/15,2015,2016,1,"State College, PA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
238,44300,"State College, PA Metro Area",2017,162660,2/1/15,2015,2016,1,"State College, PA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
502,45220,"Tallahassee, FL Metro Area",2015,378593,9/1/14,2014,2015,1,"Tallahassee, FL Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
96,45220,"Tallahassee, FL Metro Area",2016,380110,9/1/14,2014,2015,1,"Tallahassee, FL Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
239,45220,"Tallahassee, FL Metro Area",2017,385473,9/1/14,2014,2015,1,"Tallahassee, FL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
503,45780,"Toledo, OH Metro Area",2015,605956,11/1/14,2014,2015,1,"Toledo, OH Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
97,45780,"Toledo, OH Metro Area",2016,605221,11/1/14,2014,2015,1,"Toledo, OH Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
240,45780,"Toledo, OH Metro Area",2017,603668,11/1/14,2014,2015,1,"Toledo, OH Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
98,45820,"Topeka, KS Metro Area",2016,233068,11/1/15,2015,2016,1,"Topeka, KS Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
241,45820,"Topeka, KS Metro Area",2017,233149,11/1/15,2015,2016,1,"Topeka, KS Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
504,46140,"Tulsa, OK Metro Area",2015,980794,4/1/14,2014,2015,1,"Tulsa, OK Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
99,46140,"Tulsa, OK Metro Area",2016,987958,4/1/14,2014,2015,1,"Tulsa, OK Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
242,46140,"Tulsa, OK Metro Area",2017,990773,4/1/14,2014,2015,1,"Tulsa, OK Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
243,46220,"Tuscaloosa, AL Metro Area",2017,242279,8/1/16,2016,2017,1,"Tuscaloosa, AL Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
244,46340,"Tyler, TX Metro Area",2017,227727,9/1/16,2016,2017,1,"Tyler, TX Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
505,46700,"Vallejo-Fairfield, CA Metro Area",2015,436092,11/1/14,2014,2015,1,"Vallejo-Fairfield, CA Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
100,46700,"Vallejo-Fairfield, CA Metro Area",2016,440207,11/1/14,2014,2015,1,"Vallejo-Fairfield, CA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
245,46700,"Vallejo-Fairfield, CA Metro Area",2017,445458,11/1/14,2014,2015,1,"Vallejo-Fairfield, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
246,47220,"Vineland-Bridgeton, NJ Metro Area",2017,152538,10/1/16,2016,2017,1,"Vineland-Bridgeton, NJ Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
101,47300,"Visalia-Porterville, CA Metro Area",2016,460437,6/1/15,2015,2016,1,"Visalia-Porterville, CA Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
247,47300,"Visalia-Porterville, CA Metro Area",2017,464493,6/1/15,2015,2016,1,"Visalia-Porterville, CA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
102,47380,"Waco, TX Metro Area",2016,264869,1/1/15,2015,2016,1,"Waco, TX Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
248,47380,"Waco, TX Metro Area",2017,267554,1/1/15,2015,2016,1,"Waco, TX Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
249,47580,"Warner Robins, GA Metro Area",2017,192766,6/1/16,2016,2017,1,"Warner Robins, GA Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
506,48620,"Wichita, KS Metro Area",2015,644502,9/1/14,2014,2015,1,"Wichita, KS Metro Area",22,2.3,22529422,213074972,0.105734718,4.346757737
103,48620,"Wichita, KS Metro Area",2016,645447,9/1/14,2014,2015,1,"Wichita, KS Metro Area",22,2.3,40213220,240308609,0.167339906,2.746524803
250,48620,"Wichita, KS Metro Area",2017,646542,9/1/14,2014,2015,1,"Wichita, KS Metro Area",22,2.3,50630502,253371069,0.199827479,2.3
