,CBSA,MNAME,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG,TNC_CLUSTER,TNC_TRIPS_PER_PERSON,TOT_POP_CLUSTER,TOTAL_YEARLY_POPULATION,POP_SHARE,TNC_TRIPS_PER_CAPITA,TOT_TNC_TRIPS
255,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",2017,2027059,6/1/13,2013,2014,1,21,4.4,83298580,253371069,0.024334857,4.4,8919059.6
260,27260,"Jacksonville, FL Metro Area",2015,1449481,1/1/14,2014,2015,1,21,4.4,72929208,213074972,0.019875178,3.746633713,5430674.381
261,27260,"Jacksonville, FL Metro Area",2016,1478212,1/1/14,2014,2015,1,21,4.4,81851382,240308609,0.018059707,4.205089803,6216014.208
262,27260,"Jacksonville, FL Metro Area",2017,1504980,1/1/14,2014,2015,1,21,4.4,83298580,253371069,0.018067295,4.4,6621912
272,28140,"Kansas City, MO-KS Metro Area",2015,2088269,5/1/14,2014,2015,1,21,4.4,72929208,213074972,0.028634193,3.746633713,7823979.037
273,28140,"Kansas City, MO-KS Metro Area",2016,2104115,5/1/14,2014,2015,1,21,4.4,81851382,240308609,0.02570653,4.205089803,8847992.531
274,28140,"Kansas City, MO-KS Metro Area",2017,2126945,5/1/14,2014,2015,1,21,4.4,83298580,253371069,0.025533989,4.4,9358558
275,28420,"Kennewick-Richland, WA Metro Area",2017,290296,12/1/16,2016,2017,1,21,4.4,83298580,253371069,0.003485005,4.4,1277302.4
289,29540,"Lancaster, PA Metro Area",2016,538500,4/1/15,2015,2016,1,21,4.4,81851382,240308609,0.006578997,4.205089803,2264440.859
290,29540,"Lancaster, PA Metro Area",2017,542903,4/1/15,2015,2016,1,21,4.4,83298580,253371069,0.006517554,4.4,2388773.2
291,29620,"Lansing-East Lansing, MI Metro Area",2015,472276,8/1/14,2014,2015,1,21,4.4,72929208,213074972,0.006475814,3.746633713,1769445.183
292,29620,"Lansing-East Lansing, MI Metro Area",2016,475099,8/1/14,2014,2015,1,21,4.4,81851382,240308609,0.00580441,4.205089803,1997833.96
293,29620,"Lansing-East Lansing, MI Metro Area",2017,477656,8/1/14,2014,2015,1,21,4.4,83298580,253371069,0.005734263,4.4,2101686.4
296,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2016,2155664,9/1/15,2015,2016,1,21,4.4,81851382,240308609,0.026336318,4.205089803,9064760.705
297,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2017,2204079,9/1/15,2015,2016,1,21,4.4,83298580,253371069,0.026459983,4.4,9697947.6
314,31140,"Louisville-Jefferson County, KY-IN Metro Area",2015,1279335,4/1/14,2014,2015,1,21,4.4,72929208,213074972,0.017542149,3.746633713,4793199.641
315,31140,"Louisville-Jefferson County, KY-IN Metro Area",2016,1283297,4/1/14,2014,2015,1,21,4.4,81851382,240308609,0.015678379,4.205089803,5396379.129
316,31140,"Louisville-Jefferson County, KY-IN Metro Area",2017,1293722,4/1/14,2014,2015,1,21,4.4,83298580,253371069,0.015531141,4.4,5692376.8
323,31540,"Madison, WI Metro Area",2015,641385,3/1/14,2014,2015,1,21,4.4,72929208,213074972,0.008794625,3.746633713,2403034.664
324,31540,"Madison, WI Metro Area",2016,648929,3/1/14,2014,2015,1,21,4.4,81851382,240308609,0.007928137,4.205089803,2728804.721
325,31540,"Madison, WI Metro Area",2017,654230,3/1/14,2014,2015,1,21,4.4,83298580,253371069,0.007854035,4.4,2878612
331,32820,"Memphis, TN-MS-AR Metro Area",2015,1343572,5/1/14,2014,2015,1,21,4.4,72929208,213074972,0.018422962,3.746633713,5033872.151
332,32820,"Memphis, TN-MS-AR Metro Area",2016,1346437,5/1/14,2014,2015,1,21,4.4,81851382,240308609,0.016449777,4.205089803,5661888.499
333,32820,"Memphis, TN-MS-AR Metro Area",2017,1346626,5/1/14,2014,2015,1,21,4.4,83298580,253371069,0.016166254,4.4,5925154.4
341,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2015,1575747,3/1/14,2014,2015,1,21,4.4,72929208,213074972,0.021606528,3.746633713,5903746.833
342,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2016,1572482,3/1/14,2014,2015,1,21,4.4,81851382,240308609,0.019211429,4.205089803,6612428.024
343,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2017,1576236,3/1/14,2014,2015,1,21,4.4,83298580,253371069,0.018922724,4.4,6935438.4
367,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",2014,1792468,12/1/13,2013,2014,1,21,4.4,20063673,119360751,0.089338976,4.034635127,7231954.357
368,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",2015,1830298,12/1/13,2013,2014,1,21,4.4,72929208,213074972,0.025096913,3.746633713,6857456.192
369,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",2016,1865535,12/1/13,2013,2014,1,21,4.4,81851382,240308609,0.022791735,4.205089803,7844742.206
370,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN Metro Area",2017,1904226,12/1/13,2013,2014,1,21,4.4,83298580,253371069,0.022860246,4.4,8378594.4
372,35300,"New Haven-Milford, CT Metro Area",2015,859470,5/1/14,2014,2015,1,21,4.4,72929208,213074972,0.01178499,3.746633713,3220119.277
373,35300,"New Haven-Milford, CT Metro Area",2016,856875,5/1/14,2014,2015,1,21,4.4,81851382,240308609,0.010468669,4.205089803,3603236.325
374,35300,"New Haven-Milford, CT Metro Area",2017,860435,5/1/14,2014,2015,1,21,4.4,83298580,253371069,0.010329528,4.4,3785914
375,35380,"New Orleans-Metairie, LA Metro Area",2015,1262888,9/1/14,2014,2015,1,21,4.4,72929208,213074972,0.017316628,3.746633713,4731578.757
376,35380,"New Orleans-Metairie, LA Metro Area",2016,1268883,9/1/14,2014,2015,1,21,4.4,81851382,240308609,0.015502279,4.205089803,5335766.965
377,35380,"New Orleans-Metairie, LA Metro Area",2017,1275762,9/1/14,2014,2015,1,21,4.4,83298580,253371069,0.015315531,4.4,5613352.8
384,35840,"North Port-Sarasota-Bradenton, FL Metro Area",2015,768918,12/1/14,2014,2015,1,21,4.4,72929208,213074972,0.010543348,3.746633713,2880854.101
385,35840,"North Port-Sarasota-Bradenton, FL Metro Area",2016,788457,12/1/14,2014,2015,1,21,4.4,81851382,240308609,0.009632788,4.205089803,3315532.491
386,35840,"North Port-Sarasota-Bradenton, FL Metro Area",2017,804690,12/1/14,2014,2015,1,21,4.4,83298580,253371069,0.009660309,4.4,3540636
395,36260,"Ogden-Clearfield, UT Metro Area",2016,656061,3/1/15,2015,2016,1,21,4.4,81851382,240308609,0.008015271,4.205089803,2758795.421
396,36260,"Ogden-Clearfield, UT Metro Area",2017,666547,3/1/15,2015,2016,1,21,4.4,83298580,253371069,0.008001901,4.4,2932806.8
397,36420,"Oklahoma City, OK Metro Area",2014,1336767,11/1/13,2013,2014,1,21,4.4,20063673,119360751,0.066626235,4.034635127,5393367.095
398,36420,"Oklahoma City, OK Metro Area",2015,1358452,11/1/13,2013,2014,1,21,4.4,72929208,213074972,0.018626995,3.746633713,5089622.061
399,36420,"Oklahoma City, OK Metro Area",2016,1373211,11/1/13,2013,2014,1,21,4.4,81851382,240308609,0.016776882,4.205089803,5774475.573
400,36420,"Oklahoma City, OK Metro Area",2017,1383737,11/1/13,2013,2014,1,21,4.4,83298580,253371069,0.016611772,4.4,6088442.8
401,36500,"Olympia-Tumwater, WA Metro Area",2016,275222,6/1/15,2015,2016,1,21,4.4,81851382,240308609,0.00336246,4.205089803,1157333.226
402,36500,"Olympia-Tumwater, WA Metro Area",2017,280588,6/1/15,2015,2016,1,21,4.4,83298580,253371069,0.003368461,4.4,1234587.2
406,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2015,2387138,6/1/14,2014,2015,1,21,4.4,72929208,213074972,0.032732263,3.746633713,8943731.708
407,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2016,2441257,6/1/14,2014,2015,1,21,4.4,81851382,240308609,0.029825483,4.205089803,10265704.92
408,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2017,2509831,6/1/14,2014,2015,1,21,4.4,83298580,253371069,0.030130538,4.4,11043256.4
411,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2015,850536,5/1/14,2014,2015,1,21,4.4,72929208,213074972,0.011662488,3.746633713,3186646.852
412,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2016,849738,5/1/14,2014,2015,1,21,4.4,81851382,240308609,0.010381474,4.205089803,3573224.599
413,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2017,854223,5/1/14,2014,2015,1,21,4.4,83298580,253371069,0.010254953,4.4,3758581.2
434,38860,"Portland-South Portland, ME Metro Area",2015,526295,10/1/14,2014,2015,1,21,4.4,72929208,213074972,0.007216519,3.746633713,1971834.59
435,38860,"Portland-South Portland, ME Metro Area",2016,529657,10/1/14,2014,2015,1,21,4.4,81851382,240308609,0.00647096,4.205089803,2227255.25
436,38860,"Portland-South Portland, ME Metro Area",2017,532083,10/1/14,2014,2015,1,21,4.4,83298580,253371069,0.00638766,4.4,2341165.2
443,39300,"Providence-Warwick, RI-MA Metro Area",2014,1609367,11/1/13,2013,2014,1,21,4.4,20063673,119360751,0.08021298,4.034635127,6493208.63
444,39300,"Providence-Warwick, RI-MA Metro Area",2015,1613070,11/1/13,2013,2014,1,21,4.4,72929208,213074972,0.022118299,3.746633713,6043582.443
445,39300,"Providence-Warwick, RI-MA Metro Area",2016,1614750,11/1/13,2013,2014,1,21,4.4,81851382,240308609,0.019727828,4.205089803,6790168.759
446,39300,"Providence-Warwick, RI-MA Metro Area",2017,1621122,11/1/13,2013,2014,1,21,4.4,83298580,253371069,0.01946158,4.4,7132936.8
447,39340,"Provo-Orem, UT Metro Area",2016,602543,4/1/15,2015,2016,1,21,4.4,81851382,240308609,0.007361427,4.205089803,2533747.425
448,39340,"Provo-Orem, UT Metro Area",2017,617678,4/1/15,2015,2016,1,21,4.4,83298580,253371069,0.007415228,4.4,2717783.2
454,39580,"Raleigh, NC Metro Area",2015,1273568,4/1/14,2014,2015,1,21,4.4,72929208,213074972,0.017463072,3.746633713,4771592.805
455,39580,"Raleigh, NC Metro Area",2016,1302946,4/1/14,2014,2015,1,21,4.4,81851382,240308609,0.015918436,4.205089803,5479004.938
456,39580,"Raleigh, NC Metro Area",2017,1335079,4/1/14,2014,2015,1,21,4.4,83298580,253371069,0.016027632,4.4,5874347.6
460,39900,"Reno, NV Metro Area",2016,457387,9/1/15,2015,2016,1,21,4.4,81851382,240308609,0.005588018,4.205089803,1923353.41
461,39900,"Reno, NV Metro Area",2017,465208,9/1/15,2015,2016,1,21,4.4,83298580,253371069,0.005584825,4.4,2046915.2
462,40060,"Richmond, VA Metro Area",2015,1271142,8/1/14,2014,2015,1,21,4.4,72929208,213074972,0.017429807,3.746633713,4762503.471
463,40060,"Richmond, VA Metro Area",2016,1282066,8/1/14,2014,2015,1,21,4.4,81851382,240308609,0.01566334,4.205089803,5391202.663
464,40060,"Richmond, VA Metro Area",2017,1301540,8/1/14,2014,2015,1,21,4.4,83298580,253371069,0.015624996,4.4,5726776
465,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",2015,4489159,2/1/14,2014,2015,1,21,4.4,72929208,213074972,0.061555022,3.746633713,16819234.45
466,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",2016,4527837,2/1/14,2014,2015,1,21,4.4,81851382,240308609,0.055317783,4.205089803,19039961.2
467,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",2017,4580670,2/1/14,2014,2015,1,21,4.4,83298580,253371069,0.054990973,4.4,20154948
473,40900,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",2014,2244397,2/1/13,2013,2014,1,21,4.4,20063673,119360751,0.111863715,4.034635127,9055322.975
474,40900,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",2015,2274194,2/1/13,2013,2014,1,21,4.4,72929208,213074972,0.031183583,3.746633713,8520571.91
475,40900,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",2016,2296418,2/1/13,2013,2014,1,21,4.4,81851382,240308609,0.028055947,4.205089803,9656643.915
476,40900,"Sacramento-Roseville-Arden-Arcade, CA Metro Area",2017,2324884,2/1/13,2013,2014,1,21,4.4,83298580,253371069,0.027910248,4.4,10229489.6
478,41180,"St. Louis, MO-IL Metro Area",2015,2812313,11/1/14,2014,2015,1,21,4.4,72929208,213074972,0.038562231,3.746633713,10536706.7
479,41180,"St. Louis, MO-IL Metro Area",2016,2807954,11/1/14,2014,2015,1,21,4.4,81851382,240308609,0.034305517,4.205089803,11807698.73
480,41180,"St. Louis, MO-IL Metro Area",2017,2807216,11/1/14,2014,2015,1,21,4.4,83298580,253371069,0.033700647,4.4,12351750.4
481,41500,"Salinas, CA Metro Area",2015,433898,8/1/14,2014,2015,1,21,4.4,72929208,213074972,0.005949578,3.746633713,1625656.875
482,41500,"Salinas, CA Metro Area",2016,435232,8/1/14,2014,2015,1,21,4.4,81851382,240308609,0.005317345,4.205089803,1830189.645
483,41500,"Salinas, CA Metro Area",2017,437907,8/1/14,2014,2015,1,21,4.4,83298580,253371069,0.005257076,4.4,1926790.8
486,41620,"Salt Lake City, UT Metro Area",2015,1170266,5/1/14,2014,2015,1,21,4.4,72929208,213074972,0.016046602,3.746633713,4384558.049
487,41620,"Salt Lake City, UT Metro Area",2016,1186187,5/1/14,2014,2015,1,21,4.4,81851382,240308609,0.014491961,4.205089803,4988022.858
488,41620,"Salt Lake City, UT Metro Area",2017,1203105,5/1/14,2014,2015,1,21,4.4,83298580,253371069,0.014443283,4.4,5293662
489,41700,"San Antonio-New Braunfels, TX Metro Area",2015,2381828,4/1/14,2014,2015,1,21,4.4,72929208,213074972,0.032659452,3.746633713,8923837.083
490,41700,"San Antonio-New Braunfels, TX Metro Area",2016,2429609,4/1/14,2014,2015,1,21,4.4,81851382,240308609,0.029683176,4.205089803,10216724.03
491,41700,"San Antonio-New Braunfels, TX Metro Area",2017,2473974,4/1/14,2014,2015,1,21,4.4,83298580,253371069,0.029700074,4.4,10885485.6
512,42060,"Santa Maria-Santa Barbara, CA Metro Area",2014,440668,10/1/13,2013,2014,1,21,4.4,20063673,119360751,0.021963476,4.034635127,1777934.592
513,42060,"Santa Maria-Santa Barbara, CA Metro Area",2015,444769,10/1/13,2013,2014,1,21,4.4,72929208,213074972,0.00609864,3.746633713,1666386.53
514,42060,"Santa Maria-Santa Barbara, CA Metro Area",2016,446170,10/1/13,2013,2014,1,21,4.4,81851382,240308609,0.005450977,4.205089803,1876184.917
515,42060,"Santa Maria-Santa Barbara, CA Metro Area",2017,448150,10/1/13,2013,2014,1,21,4.4,83298580,253371069,0.005380044,4.4,1971860
516,42100,"Santa Cruz-Watsonville, CA Metro Area",2015,274146,6/1/14,2014,2015,1,21,4.4,72929208,213074972,0.00375907,3.746633713,1027124.646
517,42100,"Santa Cruz-Watsonville, CA Metro Area",2016,274673,6/1/14,2014,2015,1,21,4.4,81851382,240308609,0.003355753,4.205089803,1155024.631
518,42100,"Santa Cruz-Watsonville, CA Metro Area",2017,275897,6/1/14,2014,2015,1,21,4.4,83298580,253371069,0.003312145,4.4,1213946.8
541,44060,"Spokane-Spokane Valley, WA Metro Area",2015,546807,6/1/14,2014,2015,1,21,4.4,72929208,213074972,0.007497778,3.746633713,2048685.541
542,44060,"Spokane-Spokane Valley, WA Metro Area",2016,556264,6/1/14,2014,2015,1,21,4.4,81851382,240308609,0.006796025,4.205089803,2339140.074
543,44060,"Spokane-Spokane Valley, WA Metro Area",2017,564291,6/1/14,2014,2015,1,21,4.4,83298580,253371069,0.006774317,4.4,2482880.4
546,44140,"Springfield, MA Metro Area",2016,630283,1/1/15,2015,2016,1,21,4.4,81851382,240308609,0.007700334,4.205089803,2650396.616
547,44140,"Springfield, MA Metro Area",2017,631652,1/1/15,2015,2016,1,21,4.4,83298580,253371069,0.007582986,4.4,2779268.8
551,44700,"Stockton-Lodi, CA Metro Area",2015,726106,9/1/14,2014,2015,1,21,4.4,72929208,213074972,0.009956313,3.746633713,2720453.219
552,44700,"Stockton-Lodi, CA Metro Area",2016,733709,9/1/14,2014,2015,1,21,4.4,81851382,240308609,0.008963917,4.205089803,3085312.234
553,44700,"Stockton-Lodi, CA Metro Area",2017,745424,9/1/14,2014,2015,1,21,4.4,83298580,253371069,0.00894882,4.4,3279865.6
557,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2015,2975225,4/1/14,2014,2015,1,21,4.4,72929208,213074972,0.040796069,3.746633713,11147078.29
558,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2016,3032171,4/1/14,2014,2015,1,21,4.4,81851382,240308609,0.037044836,4.205089803,12750551.35
559,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2017,3091399,4/1/14,2014,2015,1,21,4.4,83298580,253371069,0.037112265,4.4,13602155.6
565,45940,"Trenton, NJ Metro Area",2015,371398,5/1/14,2014,2015,1,21,4.4,72929208,213074972,0.005092582,3.746633713,1391492.268
566,45940,"Trenton, NJ Metro Area",2016,371023,5/1/14,2014,2015,1,21,4.4,81851382,240308609,0.004532886,4.205089803,1560185.034
567,45940,"Trenton, NJ Metro Area",2017,374733,5/1/14,2014,2015,1,21,4.4,83298580,253371069,0.004498672,4.4,1648825.2
568,46060,"Tucson, AZ Metro Area",2014,1004516,10/1/13,2013,2014,1,21,4.4,20063673,119360751,0.050066406,4.034635127,4052855.539
569,46060,"Tucson, AZ Metro Area",2015,1010025,10/1/13,2013,2014,1,21,4.4,72929208,213074972,0.013849389,3.746633713,3784193.716
570,46060,"Tucson, AZ Metro Area",2016,1016206,10/1/13,2013,2014,1,21,4.4,81851382,240308609,0.012415258,4.205089803,4273237.488
571,46060,"Tucson, AZ Metro Area",2017,1022769,10/1/13,2013,2014,1,21,4.4,83298580,253371069,0.012278349,4.4,4500183.6
577,46520,"Urban Honolulu, HI Metro Area",2014,991788,8/1/13,2013,2014,1,21,4.4,20063673,119360751,0.049432026,4.034635127,4001502.703
578,46520,"Urban Honolulu, HI Metro Area",2015,998714,8/1/13,2013,2014,1,21,4.4,72929208,213074972,0.013694294,3.746633713,3741815.542
579,46520,"Urban Honolulu, HI Metro Area",2016,992605,8/1/13,2013,2014,1,21,4.4,81851382,240308609,0.012126918,4.205089803,4173993.164
580,46520,"Urban Honolulu, HI Metro Area",2017,988650,8/1/13,2013,2014,1,21,4.4,83298580,253371069,0.01186875,4.4,4350060
585,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2015,1723351,5/1/14,2014,2015,1,21,4.4,72929208,213074972,0.023630464,3.746633713,6456764.956
586,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2016,1725937,5/1/14,2014,2015,1,21,4.4,81851382,240308609,0.021086229,4.205089803,7257720.079
587,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2017,1724388,5/1/14,2014,2015,1,21,4.4,83298580,253371069,0.020701289,4.4,7587307.2
610,49340,"Worcester, MA-CT Metro Area",2015,935536,8/1/14,2014,2015,1,21,4.4,72929208,213074972,0.012828002,3.746633713,3505110.717
611,49340,"Worcester, MA-CT Metro Area",2016,935781,8/1/14,2014,2015,1,21,4.4,81851382,240308609,0.011432684,4.205089803,3935043.141
612,49340,"Worcester, MA-CT Metro Area",2017,942475,8/1/14,2014,2015,1,21,4.4,83298580,253371069,0.011314419,4.4,4146890
0,10180,"Abilene, TX Metro Area",2016,170860,10/1/15,2015,2016,1,22,2.3,40213220,240308609,0.004248851,2.746524803,469271.2278
1,10180,"Abilene, TX Metro Area",2017,169747,10/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003352663,2.3,390418.1
10,11020,"Altoona, PA Metro Area",2017,123457,8/1/16,2016,2017,1,22,2.3,50630502,253371069,0.002438392,2.3,283951.1
11,11100,"Amarillo, TX Metro Area",2016,263491,5/1/15,2015,2016,1,22,2.3,40213220,240308609,0.006552348,2.746524803,723684.5669
12,11100,"Amarillo, TX Metro Area",2017,266575,5/1/15,2015,2016,1,22,2.3,50630502,253371069,0.005265107,2.3,613122.5
13,11180,"Ames, IA Metro Area",2016,97090,8/1/15,2015,2016,1,22,2.3,40213220,240308609,0.00241438,2.746524803,266660.0931
14,11180,"Ames, IA Metro Area",2017,97502,8/1/15,2015,2016,1,22,2.3,50630502,253371069,0.001925756,2.3,224254.6
20,11700,"Asheville, NC Metro Area",2015,446840,8/1/14,2014,2015,1,22,2.3,22529422,213074972,0.01983362,4.346757737,1942305.227
21,11700,"Asheville, NC Metro Area",2016,452319,8/1/14,2014,2015,1,22,2.3,40213220,240308609,0.011248017,2.746524803,1242305.352
22,11700,"Asheville, NC Metro Area",2017,456145,8/1/14,2014,2015,1,22,2.3,50630502,253371069,0.009009292,2.3,1049133.5
23,12020,"Athens-Clarke County, GA Metro Area",2015,201813,8/1/14,2014,2015,1,22,2.3,22529422,213074972,0.008957753,4.346757737,877232.2192
24,12020,"Athens-Clarke County, GA Metro Area",2016,206360,8/1/14,2014,2015,1,22,2.3,40213220,240308609,0.005131646,2.746524803,566772.8583
25,12020,"Athens-Clarke County, GA Metro Area",2017,206937,8/1/14,2014,2015,1,22,2.3,50630502,253371069,0.0040872,2.3,475955.1
34,12220,"Auburn-Opelika, AL Metro Area",2017,161604,8/1/16,2016,2017,1,22,2.3,50630502,253371069,0.003191831,2.3,371689.2
35,12260,"Augusta-Richmond County, GA-SC Metro Area",2016,595147,4/1/15,2015,2016,1,22,2.3,40213220,240308609,0.014799785,2.746524803,1634585.997
36,12260,"Augusta-Richmond County, GA-SC Metro Area",2017,600600,4/1/15,2015,2016,1,22,2.3,50630502,253371069,0.011862414,2.3,1381380
47,12620,"Bangor, ME Metro Area",2016,151806,10/1/15,2015,2016,1,22,2.3,40213220,240308609,0.003775027,2.746524803,416938.9442
48,12620,"Bangor, ME Metro Area",2017,151957,10/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003001294,2.3,349501.1
51,12940,"Baton Rouge, LA Metro Area",2015,830480,7/1/14,2014,2015,1,22,2.3,22529422,213074972,0.03686202,4.346757737,3609895.365
52,12940,"Baton Rouge, LA Metro Area",2016,835175,7/1/14,2014,2015,1,22,2.3,40213220,240308609,0.020768668,2.746524803,2293828.852
53,12940,"Baton Rouge, LA Metro Area",2017,834159,7/1/14,2014,2015,1,22,2.3,50630502,253371069,0.016475424,2.3,1918565.7
54,13140,"Beaumont-Port Arthur, TX Metro Area",2017,411339,2/1/16,2016,2017,1,22,2.3,50630502,253371069,0.008124332,2.3,946079.7
55,13380,"Bellingham, WA Metro Area",2016,216800,11/1/15,2015,2016,1,22,2.3,40213220,240308609,0.005391262,2.746524803,595446.5773
56,13380,"Bellingham, WA Metro Area",2017,221404,11/1/15,2015,2016,1,22,2.3,50630502,253371069,0.004372937,2.3,509229.2
57,13740,"Billings, MT Metro Area",2017,172081,8/1/16,2016,2017,1,22,2.3,50630502,253371069,0.003398761,2.3,395786.3
60,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2015,179904,10/1/14,2014,2015,1,22,2.3,22529422,213074972,0.007985291,4.346757737,781999.1039
61,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2016,183411,10/1/14,2014,2015,1,22,2.3,40213220,240308609,0.004560963,2.746524803,503742.8606
62,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2017,181986,10/1/14,2014,2015,1,22,2.3,50630502,253371069,0.003594395,2.3,418567.8
63,14020,"Bloomington, IN Metro Area",2015,165577,8/1/14,2014,2015,1,22,2.3,22529422,213074972,0.007349367,4.346757737,719723.1058
64,14020,"Bloomington, IN Metro Area",2016,166336,8/1/14,2014,2015,1,22,2.3,40213220,240308609,0.004136351,2.746524803,456845.9496
65,14020,"Bloomington, IN Metro Area",2017,167825,8/1/14,2014,2015,1,22,2.3,50630502,253371069,0.003314701,2.3,385997.5
66,14060,"Bloomington, IL Metro Area",2016,187326,3/1/15,2015,2016,1,22,2.3,40213220,240308609,0.004658319,2.746524803,514495.5052
67,14060,"Bloomington, IL Metro Area",2017,186356,3/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003680706,2.3,428618.8
68,14260,"Boise City, ID Metro Area",2015,675800,11/1/14,2014,2015,1,22,2.3,22529422,213074972,0.029996331,4.346757737,2937538.879
69,14260,"Boise City, ID Metro Area",2016,690214,11/1/14,2014,2015,1,22,2.3,40213220,240308609,0.017163858,2.746524803,1895689.87
70,14260,"Boise City, ID Metro Area",2017,710323,11/1/14,2014,2015,1,22,2.3,50630502,253371069,0.014029547,2.3,1633742.9
80,14540,"Bowling Green, KY Metro Area",2016,174560,9/1/15,2015,2016,1,22,2.3,40213220,240308609,0.004340861,2.746524803,479433.3696
81,14540,"Bowling Green, KY Metro Area",2017,178474,9/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003525029,2.3,410490.2
87,15500,"Burlington, NC Metro Area",2016,159688,8/1/15,2015,2016,1,22,2.3,40213220,240308609,0.003971032,2.746524803,438587.0527
88,15500,"Burlington, NC Metro Area",2017,162391,8/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003207375,2.3,373499.3
89,15540,"Burlington-South Burlington, VT Metro Area",2015,216661,11/1/14,2014,2015,1,22,2.3,22529422,213074972,0.009616802,4.346757737,941772.8781
90,15540,"Burlington-South Burlington, VT Metro Area",2016,217411,11/1/14,2014,2015,1,22,2.3,40213220,240308609,0.005406456,2.746524803,597124.7039
91,15540,"Burlington-South Burlington, VT Metro Area",2017,218341,11/1/14,2014,2015,1,22,2.3,50630502,253371069,0.00431244,2.3,502184.3
93,15940,"Canton-Massillon, OH Metro Area",2016,401281,5/1/15,2015,2016,1,22,2.3,40213220,240308609,0.009978833,2.746524803,1102128.219
94,15940,"Canton-Massillon, OH Metro Area",2017,399927,5/1/15,2015,2016,1,22,2.3,50630502,253371069,0.007898934,2.3,919832.1
95,15980,"Cape Coral-Fort Myers, FL Metro Area",2015,701982,12/1/14,2014,2015,1,22,2.3,22529422,213074972,0.031158456,4.346757737,3051345.69
96,15980,"Cape Coral-Fort Myers, FL Metro Area",2016,722336,12/1/14,2014,2015,1,22,2.3,40213220,240308609,0.01796265,2.746524803,1983913.74
97,15980,"Cape Coral-Fort Myers, FL Metro Area",2017,739224,12/1/14,2014,2015,1,22,2.3,50630502,253371069,0.014600369,2.3,1700215.2
98,16180,"Carson City, NV Metro Area",2017,54745,8/1/16,2016,2017,1,22,2.3,50630502,253371069,0.001081265,2.3,125913.5
99,16300,"Cedar Rapids, IA Metro Area",2016,267799,1/1/15,2015,2016,1,22,2.3,40213220,240308609,0.006659477,2.746524803,735516.5957
100,16300,"Cedar Rapids, IA Metro Area",2017,270293,1/1/15,2015,2016,1,22,2.3,50630502,253371069,0.005338541,2.3,621673.9
103,16620,"Charleston, WV Metro Area",2017,215089,7/1/16,2016,2017,1,22,2.3,50630502,253371069,0.00424821,2.3,494704.7
104,16700,"Charleston-North Charleston, SC Metro Area",2015,744526,7/1/14,2014,2015,1,22,2.3,22529422,213074972,0.033046831,4.346757737,3236274.151
105,16700,"Charleston-North Charleston, SC Metro Area",2016,761155,7/1/14,2014,2015,1,22,2.3,40213220,240308609,0.018927979,2.746524803,2090531.086
106,16700,"Charleston-North Charleston, SC Metro Area",2017,775831,7/1/14,2014,2015,1,22,2.3,50630502,253371069,0.015323391,2.3,1784411.3
111,16820,"Charlottesville, VA Metro Area",2015,230602,9/1/14,2014,2015,1,22,2.3,22529422,213074972,0.010235593,4.346757737,1002371.028
