,ID,Year,BUS_FLAG,RAIL_FLAG,CBSA, UPT ,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,TNC_FLAG,YEARS_SINCE_TNC,FARE_TOTAL_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,FARE_per_UPT_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,walkscore,transit,bike,Bus_UPT_ADJ,Bus_VRM_ADJ,Bus_VRH_ADJ,Bus_FARE_TOTAL,Bus_FARE_per_UPT_2018,Bus_AVG_SPEED,Rail_UPT_ADJ,Rail_VRM_ADJ,Rail_VRH_ADJ,Rail_FARE_TOTAL,Rail_FARE_per_UPT_2018,Rail_AVG_SPEED,CLUSTER_APTA,CLUSTER_GT,CLUSTER_APTA_HML
350,"North Port-Bradenton-Sarasota, FL Metro Area-Bus",2018,1,0,0," (876,857)",-759734.64,-876856.995,-759734.64,-42792.435,-271147.75,0.078340094,0,73041.5,752,45856.5,13011,3548.5,670,2957,72794.5,-4.12,-0.67,4.75,-0.92,-1.67,2.6,24622,3329.5,9661,8350.75,1784.75,1496,0.6,7115.75,13397.5,-5.55,0.73,4.83,-7233.38,39261.86,32028.49,-2.47,2.47,-0.7,,4290.5,-0.48,-0.06,0,0,4,-437425.69,1931.56,-708.44,1177.1,3991.13,8988.46,-0.9046,0.040765272,0,0,0,,,0,40,25,42,-876856.995,-759734.64,-42792.435,-271147.75,0.040765272,-0.48,0,0,0,0,0,0,24,2,2
266,"Lansing-East Lansing, MI Metro Area-Bus",2018,1,0,0," (895,214)",255154.712,-895214.26,255154.712,32157.2536,-2221513.75,-0.158921647,0,9821.5,-6551,995,109.75,4464.25,4996,5690.25,9641,-2.05,-1.67,3.7,-0.67,-1.25,1.93,3831.75,1101.75,2491,728,-634.25,145.25,0.45,9465.25,10881,-6.15,-0.72,6.88,-4883.25,15201.42,10318.17,-2.2,2.2,-0.64,,1826.75,-0.61,-0.06,0,0,4,-2674675.99,2966.29,3494.56,4084.05,6483.43,6900.66,-0.8416,-0.200082571,0,0,1,0,,0,81,0,82,-895214.26,255154.712,32157.2536,-2221513.75,-0.200082571,-0.61,0,0,0,0,0,0,23,3,2
79,"Cape Coral-Fort Myers, FL Metro Area-Bus",2018,1,0,0," (895,995)",143998.915,-895995.195,143998.915,16681.9657,-704599.75,0.058519326,0,77465.5,12317.25,35850.75,-410,2146.25,4090.75,1990.75,81310.25,-6.55,-1.52,7.83,-1.07,-1.02,2.1,5879.5,-765.5,-7310.75,5105.5,5675.75,3174.5,-0.4,6201.75,14628.75,-7.75,1.93,5.83,-7268.72,36179.7,28910.99,-2.66,2.66,-0.7,,2351.75,-0.58,-0.06,0,0,4,-949698.67,660.23,2801.29,348.43,3258.45,10598.43,-0.9046,-0.001228322,0,0,0,,,0,75,0,54,-895995.195,143998.915,16681.9657,-704599.75,-0.001228322,-0.58,0,0,0,0,0,0,32,3,3
548,"Worcester, MA Metro Area-Bus",2018,1,0,0," (960,212)",93058.639,-960212.09,93058.639,3246.7267,-300445.5,0.16649042,0,17083.75,-14218.75,10693.5,15158.5,3789.5,3701,3778.5,17929.5,-0.57,-0.47,0.95,-1.12,-0.5,1.63,11026.25,8197.25,-986,4652.5,-3499.25,2661.75,2.03,6676.75,10924,-1.45,-3.07,4.53,-9364.5,32879.99,23515.49,-2.4,2.4,-0.7,,-329,0.26,-0.06,0,0,4,-533928.6,1964.66,1895.66,1606.56,2803.39,5924.74,-0.913,0.112618007,0,0,0,,,0,93,58,68,-960212.09,93058.639,3246.7267,-300445.5,0.112618007,0.26,0,0,0,0,0,0,24,1,2
412,"Reno-Sparks, NV Metro Area-Bus",2018,1,0,0," (999,932)",-78623,-999932,-78623,-3254,-620234.25,0.0176995,0,28149,7193,23631.25,2554,6589.25,6704.75,6713,27730.25,-6.1,-4,10.1,-0.7,-1,1.7,19161.25,-4810.25,5148.25,12239.75,5566,1017.5,-3.32,11471.25,17369,-10.7,1.15,9.55,-7776.28,33299.63,25523.34,-3.88,3.88,-0.31,,7786,-0.17,-0.06,0,0,4,-990792.45,4953.41,5249.75,4829.24,8307.57,13154,-0.5326,-0.027216912,0,0,0,0,,1,91,65,81,-999932,-78623,-3254,-620234.25,-0.027216912,-0.17,0,0,0,0,0,0,21,1,2
322,"Modesto, CA Metro Area-Bus",2018,1,0,0," (1,003,994)",64626.798,-1003994.379,64626.798,22242.5495,-276322.75,0.155052906,0,21449.25,31012.75,-18845,-288.25,5004.25,3232.75,4610.75,23517.5,-6.4,-3.52,9.93,-0.25,-0.65,0.9,5284.25,-3874.25,2107.75,-1781.5,5197.75,3634.5,-2.43,12822.25,12799.25,-8.25,-0.9,9.15,-11360.58,13763.65,2403.06,-4.77,4.77,-0.31,,7129.5,-1.23,-0.06,0,0,4,-433396.75,3610.63,1767.25,2983.55,9757.21,8859.47,-0.5326,0.113127171,0,0,0,,,0,81,55,63,-1003994.379,64626.798,22242.5495,-276322.75,0.113127171,-1.23,0,0,0,0,0,0,32,2,3
114,"Columbia, MO Metro Area-Bus",2018,1,0,0," (1,086,702)",-37226,-1086702,-37226,-10553,-451967.25,0.397669612,0,7216.75,8484,-322.5,399.5,718.75,2660.75,-1331.75,7574.5,-6.25,0.23,6.03,-0.32,-1.7,2.03,4211.25,-474.25,3254.25,-5136.75,3137.5,3430.5,-1.03,754,9295.75,-6.8,1.18,5.63,-1902.02,1618.77,-283.25,-1.84,1.84,-0.64,,605.75,0.96,-0.06,0,0,4,-567294.39,-775.67,1257.29,-2985.47,-2251.1,5409.31,-0.8416,0.346798729,0,0,2,0,,1,94,0,76,-1086702,-37226,-10553,-451967.25,0.346798729,0.96,0,0,0,0,0,0,33,3,3
85,"Charleston, WV Metro Area-Bus",2018,1,0,0," (1,095,215)",-248067.838,-1095214.747,-248067.838,-8914.2244,121698.25,0.686654941,0,-11563.75,-1096.5,-9661.25,-303.5,2573.25,3193,-221.75,-11447.5,0.95,0.48,-1.42,1.25,-4.5,3.25,-9722.5,-2746.25,-5244.25,-2077.25,-188.5,533.75,-2.08,-1510.5,1292.5,1.8,-5.35,3.55,-1707.94,-3775.32,-5483.26,-1.06,1.06,-0.7,,621.5,-0.67,-0.06,0,0,4,-45111.41,1189.35,1809.1,-1560.71,-4076.16,-2261.6,-0.9046,0.627836888,0,0,0,0,,1,82,0,70,-1095214.747,-248067.838,-8914.2244,121698.25,0.627836888,-0.67,0,0,0,0,0,0,33,1,3
488,"Springfield, MA Metro Area-Bus",2018,1,0,0," (1,105,351)",196161.701,-1105351.347,196161.701,23489.6424,-665405,0.008224217,0,3154,-7747.25,7873.75,-5166.25,3066.5,4160,5726,3125.75,-2.3,0.68,1.63,-1.1,-0.62,1.73,5993,-3068.5,2040.75,1374.5,1756.25,3890,-1.59,5221.5,11049.25,-4.72,-1.57,6.3,-8271.94,22159.51,13887.57,-2.55,2.55,-0.7,,,-0.38,-0.06,0,1,2,-1073826.86,1578.44,2578.22,4148,2166.54,6895.99,-0.913,-0.031940906,0,0,0,0,,1,93,64,68,-1105351.347,196161.701,23489.6424,-665405,-0.031940906,-0.38,0,0,0,0,0,0,23,3,2
500,"Stockton, CA Metro Area-Bus",2018,1,0,0," (1,129,347)",-442942,-1129347,-442942,-26499,-1288662.25,-0.048513396,0,40514,40941,-9556.75,3469.75,7477.5,6968.75,6642.5,36777.75,-5.32,-3.1,8.38,-0.65,-0.12,0.78,5359.5,-7713.25,-1293.75,2387.75,4897.25,7081.5,-3.56,12192.75,16216.75,-8.47,-0.97,9.45,-13524,28765.06,15241.06,-4.61,4.61,-0.31,,9910.25,-0.34,-0.06,0,0,4,-1564321.03,6078.78,5496.53,5112.26,9093.21,11958.01,-0.5326,-0.107930697,0,0,0,,,0,91,51,66,-1129347,-442942,-26499,-1288662.25,-0.107930697,-0.34,0,0,0,0,0,0,22,2,2
193,"Greensboro-High Point, NC Metro Area-Bus",2018,1,0,0," (1,161,368)",332985,-1161368,332985,16597,-857808.5,0.050579733,0,19370.25,2802.75,5007.25,6421,3983,3646.75,6240.75,16132.75,-3.75,-2.67,6.6,-1.02,-0.67,1.7,9535,232.5,-5706.75,-134,9078.75,6064.5,-0.15,10929,10825.75,-8.57,4.2,4.38,-8795.2,18708.45,9913.25,-2.55,2.55,-0.7,,3432.25,0.38,-0.06,0,0,4,-1121310.44,2512.94,2272.15,4587.03,8375.1,7227.13,-0.9046,-0.003447344,0,1,2,0,,1,87,0,51,-1161368,332985,16597,-857808.5,-0.003447344,0.38,0,0,0,0,0,0,33,3,3
5,"Albany-Schenectady-Troy, NY Metro Area-Bus",2018,1,0,0," (1,213,532)",678223,-1213532,678223,39919,3620581.5,0.310079247,0,9285,3014,-4943.25,-2850,5595.25,5093.5,4067,10484.25,-1,-0.7,1.73,-0.85,-1.22,2.08,5219.75,7170.75,-15781.25,16408,-3155.5,577.75,1.9,9229.25,13200.5,-3.65,-4.62,8.28,-4688.24,9935.12,5246.88,-1.09,1.09,-0.62,,2780.75,0.3,-0.06,0,1,1,2673687.24,3697.75,3203.38,1978.34,5493.35,8433.74,-0.8324,0.253066909,76,0,0,0,,1,93,69,58,-1213532,678223,39919,3620581.5,0.253066909,0.3,0,0,0,0,0,0,23,1,2
508,"Tallahassee, FL Metro Area-Bus",2018,1,0,0," (1,228,283)",-200287,-1228283,-200287,-19869,-470869.75,0.275008458,0,14984.5,26784.25,-6287.75,-2619,2085.75,2148,2207,13636.5,-5.7,-1.02,6.73,0.53,-2.5,1.98,7132.25,-3895.75,1980.5,1739.25,8468,-1159.75,-2.95,8301,13535.75,-6.02,2.85,3.18,-4280.42,9498.6,5218.18,-2.37,2.37,-0.7,,-1013,-0.02,-0.06,0,0,4,-735675.13,544.53,766.02,486.02,5646.48,9833.87,-0.9046,0.212026065,0,1,0,0,,1,74,0,74,-1228283,-200287,-19869,-470869.75,0.212026065,-0.02,0,0,0,0,0,0,31,3,3
484,"Spokane, WA Metro Area-Bus",2018,1,0,0," (1,254,835)",403596,-1254835,403596,35300,318901.75,0.124936212,0,30602.5,17030.75,4978.75,3963.25,5713,5163.5,6278.25,31429,-2.97,-1.02,4,-0.57,-0.8,1.38,19618.75,318,546.5,6816.25,3570,8368,-0.48,5627.25,14877,-6.1,-2.2,8.3,-3110.89,15616.4,12505.51,-1.67,1.67,-0.31,,3291,-0.2,-0.06,0,0,4,-189630.83,4203.52,3725.9,4684.05,2668.05,11031.3,-0.5326,0.080030429,0,0,1,,,0,95,71,66,-1254835,403596,35300,318901.75,0.080030429,-0.2,0,0,0,0,0,0,23,2,2
150,"Durham-Chapel Hill, NC Metro Area-Bus",2018,1,0,0," (1,310,010)",508683,-1310010,508683,37390,-1925653.25,-0.054760381,0,32398.25,11267.25,8548.5,5166.5,3657.75,2235.25,8421.5,33556,-1.65,-0.37,2.1,-1.1,-1.15,2.25,16851.75,-790,777.25,11333.25,5177.5,353.75,-0.9,13605.25,15702,-5.7,-3.45,9.15,-3852.37,27643.85,23791.49,-1.7,1.7,-0.7,,1589.25,-0.07,-0.06,0,0,4,-2731629.23,1899.51,772.03,6192.14,10485.97,11015.4,-0.9046,-0.108917001,0,1,1,0,,1,91,61,73,-1310010,508683,37390,-1925653.25,-0.108917001,-0.07,0,0,0,0,0,0,23,3,2
45,"Bellingham, WA Metro Area-Bus",2018,1,0,0," (1,377,078)",311990,-1377078,311990,18614,1032446.5,0.320745048,0,17635,1153,14648.5,1468,7766,7076.75,5509,18642.5,-4.75,1.45,3.48,-1.2,-1.32,2.53,11128.75,2697.75,-3195.5,7003.25,4391.5,231.75,2.12,11451,17784.5,-6.87,-7.45,14.33,-1417.85,11308.02,9890.17,-1.86,1.86,-0.31,,2177.5,0.38,-0.06,0,1,3,922946.44,6331.1,5854.31,3723.88,8231.1,13779.86,-0.5326,0.30224721,0,0,0,,,0,97,56,96,-1377078,311990,18614,1032446.5,0.30224721,0.38,0,0,0,0,0,0,33,3,3
221,"Indianapolis-Carmel, IN Metro Area-Bus",2018,1,0,0," (1,469,106)",418177.995,-1469106.119,418177.995,63851.8707,-2062410,-0.065880985,0,77205.75,15324.5,27797.5,6406.75,5075.25,5493,6065.25,80898.25,-4.1,-0.65,4.75,-0.57,-0.5,1.08,37221.75,-518,885.5,23068.5,7347.5,6438.25,-0.38,10017,12636.5,-6.22,-0.47,6.7,-20742.25,92164.12,71421.88,-2.47,2.47,-0.64,,3837.5,-0.87,-0.06,0,0,4,-2683691.52,3392.19,3850.38,4205.37,6880.92,8370.32,-0.8416,-0.126479179,43,0,2,0,,1,96,65,99,-1469106.119,418177.995,63851.8707,-2062410,-0.126479179,-0.87,0,0,0,0,0,0,24,2,2
132,"Dayton, OH Metro Area-Bus",2018,1,0,0," (1,500,532)",130925.426,-1500532.333,130925.426,11740.0762,-3200784.5,-0.213107227,0,4573.25,-4843.5,2548.25,-467,2653,1539.25,4619.25,291.25,-5.25,1.28,3.98,-0.25,-0.75,1,2130,-7229.5,-8168.25,10966.25,4452.5,2109,-2.25,7517.25,9231.75,-6.55,1.45,5.1,-6133.98,16050.18,9916.2,-1.63,1.63,-0.64,,,-0.11,-0.06,0,0,4,-3762359.84,1086.1,-9.65,2989.29,4715.43,5446.53,-0.8416,-0.270497872,27,0,0,0,,1,91,0,83,-1500532.333,130925.426,11740.0762,-3200784.5,-0.270497872,-0.11,0,0,0,0,0,0,24,1,2
144,"Detroit-Warren-Livonia, MI Metro Area-Bus",2018,1,0,0," (1,519,527)",5597584.69,-1519527.03,5597584.69,399039.819,-3200654.25,-0.045876291,0,26823.25,-19187.25,-24674.25,8834.5,5673.5,5424.75,6601.5,12501,-2.02,-1.27,3.33,-0.8,-0.92,1.73,70050.5,-11358,-11429,60631.25,13029.75,19176.5,-1.03,8279.25,12980.75,-5.9,0.18,5.73,-75903.28,161529.03,85625.75,-3.91,3.91,-0.64,,-6715.75,-0.08,-0.06,0,0,4,-5501420.07,4055.24,3806.31,4949.88,5131.53,8660.93,-0.8416,-0.109395051,58,0,1,0,,1,99,75,64,-1519527.03,5597584.69,399039.819,-3200654.25,-0.109395051,-0.08,0,0,0,0,0,0,22,1,2
185,"Gainesville, FL Metro Area-Bus",2018,1,0,0," (1,521,176)",212241,-1521176,212241,13938,44634.25,0.226271972,0,16292.25,18462,-4022.75,1080,-29.25,3638.75,-2992,21641.75,-2.07,0.2,1.98,-0.17,-1.77,1.95,2510.5,-185,11397.75,-7292,-1337.25,-73,-0.34,-1770.75,2746,-1.87,4.53,-2.65,-2521.85,10788,8266.15,-2.05,2.05,-0.7,,2199.5,0.16,-0.06,0,0,4,-830309.57,-1472.13,2510.69,-4621.84,-4491.93,-1064.54,-0.9046,0.145241031,0,0,0,0,,1,89,0,98,-1521176,212241,13938,44634.25,0.145241031,0.16,0,0,0,0,0,0,31,3,3
340,"New Orleans-Metairie-Kenner, LA Metro Area-Bus",2018,1,0,0," (1,557,939)",1229398.071,-1557939.35,1229398.071,91383.7196,-309007.5,0.113035918,0,30571,19972.75,9223.5,2832.75,1622.25,1819,-185.75,29895.25,1.45,-0.17,-1.22,-0.2,-1.55,1.75,6555.5,-3680.25,5004,-3133.25,6433,1932,-0.91,5152.25,3107.25,-1.82,-1.5,3.33,-10116.85,15884.99,5768.14,-1.75,1.75,-0.64,,15195,0.15,-0.06,0,1,3,-1162387.68,63.75,336.76,-2120.51,2345.21,-1102.29,-0.8332,0.049472115,93,0,0,0,,1,95,0,90,-1557939.35,1229398.071,91383.7196,-309007.5,0.049472115,0.15,0,0,0,0,0,0,21,1,2
223,"Iowa City, IA Metro Area-Bus",2018,1,0,0," (1,618,304)",-4726,-1618304,-4726,2050,-124198,0.115572267,0,9713.75,1242.25,7464.25,438,3858.75,6629.25,3339.75,10624.75,-2.22,0.05,2.38,-0.02,-2.15,2.18,5562.25,135.25,3794,-673,3456.25,-1150.25,-0.2,4041.5,-5142.25,-4.25,0.5,3.75,-1098.73,2362.43,1263.7,-1.17,1.17,-0.64,,1773.5,-0.2,-0.06,0,1,2,-324376.12,2116.05,4824.09,1740.21,454.04,-10273.57,-0.8416,0.087426516,0,0,0,,,0,93,0,79,-1618304,-4726,2050,-124198,0.087426516,-0.2,0,0,0,0,0,0,31,2,3
187,"Grand Rapids-Wyoming, MI Metro Area-Bus",2018,1,0,0," (1,676,174)",347934.668,-1676174.416,347934.668,24997.9528,229299,0.192461027,0,42549.5,36850,-4016.5,-350.75,5919.5,5331,6908.25,39846,-5.12,-0.55,5.68,-1,-0.22,1.23,26092.5,-4910,7990.75,7326,10824,4861.75,-1.66,8928.75,11960.25,-6.9,-0.75,7.65,-7156.97,35722.17,28565.19,-1.93,1.93,-0.64,,4447.75,0.1,-0.06,0,0,4,-314972.64,4377.86,3774.72,5291.61,5666.43,7767.09,-0.8416,0.140312871,0,0,0,0,,1,96,0,72,-1676174.416,347934.668,24997.9528,229299,0.140312871,0.1,0,0,0,0,0,0,23,2,2
83,"Champaign-Urbana, IL Metro Area-Bus",2018,1,0,0," (1,806,293)",19012,-1806293,19012,29777,641560.75,0.133293226,0,3216,-6510,705.75,152.25,876,3082.75,89.25,3936.25,-3.17,-1.25,4.53,-0.22,-1.52,1.75,2157.25,443.75,909.25,-940,637.25,1107,0.2,3003.25,11194.5,-0.2,-7.47,7.68,-2172.38,5829.17,3656.8,-1.96,1.96,-0.64,,2049.5,-1.18,-0.06,0,1,3,232932.61,-607.44,1611.43,-1536.81,119.47,7262.76,-0.8416,0.102958565,0,0,0,0,,1,92,58,85,-1806293,19012,29777,641560.75,0.102958565,-1.18,0,0,0,0,0,0,21,1,2
304,"Memphis, TN-MS-AR Metro Area-Bus",2018,1,0,0," (1,843,022)",25761,-1843022,25761,-15456,-2168916.5,-0.046361834,0,3363,25918.25,-25339.75,-5816.5,3491.75,4690.75,2228,6168.5,-4.67,-2.37,7.05,-0.8,-1.07,1.88,-4581,-7260.5,-4178,7862.5,-1243.75,238.75,-1.41,6342.5,11244.5,-6.72,2.93,3.8,-18298.9,49721.88,31422.99,-3.23,3.23,-0.64,,-3341.25,0.86,-0.06,0,0,4,-2654244.8,1999.91,3375.79,444.02,3591.86,7330.52,-0.8332,-0.107837591,73,0,2,0,,1,86,0,85,-1843022,25761,-15456,-2168916.5,-0.107837591,0.86,0,0,0,0,0,0,24,1,2
87,"Charleston-North Charleston-Summerville, SC Metro Area-Bus",2018,1,0,0," (1,885,556)",-477484,-1885556,-477484,-11618,1467374,0.845543174,0,63306.25,16234.25,36977.25,-957,3985.75,2669.75,4417.25,63990.75,-4.32,1.03,3.3,-0.45,-1.42,1.88,19905,-6235.5,13406,12256.5,2058.25,-1580.25,-2.52,9446.5,12594.5,-4.8,-1.07,5.88,-7882.94,32245.41,24362.47,-2.44,2.44,-0.7,,-390,-1.53,-0.06,0,0,4,1290355.34,2342.77,1276.67,2489.63,6232.18,8136.56,-0.9046,0.809782421,31,0,0,0,,1,93,0,80,-1885556,-477484,-11618,1467374,0.809782421,-1.53,0,0,0,0,0,0,32,3,3
31,"Austin-Round Rock-San Marcos, TX Metro Area-Bus",2018,1,0,0," (1,937,381)",3343741.73,-1937381.44,3343741.73,345640.344,-32463.25,0.036236823,0,230980.75,101553.75,73968.75,7935,6944.5,8460.25,8038.75,230981.75,-5.27,-1.67,6.9,-0.92,-0.25,1.18,66290.25,952.25,361.5,36626.75,13391.25,14958.5,-0.25,13248.25,18170.75,-7.07,-1.5,8.58,-9234.65,150734.42,141499.76,-1.28,1.28,-0.64,,22183.5,-0.63,-0.06,0,0,4,-1163397.37,5065.42,6699.67,5678.41,9432.07,13022.39,-0.8332,0.001190882,68,0,5,0,,1,97,72,96,-1937381.44,3343741.73,345640.344,-32463.25,0.001190882,-0.63,0,0,0,0,0,0,23,2,2
298,"Madison, WI Metro Area-Bus",2018,1,0,0," (1,993,263)",-7821,-1993263,-7821,2944,-167400.5,0.116113917,0,26304.75,11572,3930.25,3020.25,7992.75,6654.75,8350.5,27865.75,-1.45,-2.32,3.78,-0.75,-1.25,2,19179.5,3922.75,-2776,10502,3600.5,3930.25,0.96,13581.75,12102.25,-5.82,-1.97,7.8,-5351.11,26545.81,21194.69,-1.67,1.67,-0.64,,8520,-0.11,-0.06,0,0,4,-948127.94,6143.25,4781.01,6467.34,9927.57,7346.83,-0.8416,0.064831111,44,0,0,0,,0,93,64,82,-1993263,-7821,2944,-167400.5,0.064831111,-0.11,0,0,0,0,0,0,21,2,2
67,"Bridgeport-Stamford-Norwalk, CT Metro Area-Bus",2018,1,0,0," (2,015,702)",-263779.918,-2015701.756,-263779.918,-20763.288,-2894563.75,-0.015862341,0,7822,-15450.5,-5396.25,-1955.75,1091.5,1234.25,3197.25,9721.75,-0.02,-0.95,1,-1.42,-0.42,1.85,-704.25,-193.5,-6480,-2439.5,7571,837.75,-0.05,7006.5,12379.5,-2.3,-2.1,4.4,-9638.33,12817.38,3179.05,-2.04,2.04,-0.7,,5488.25,-0.04,-0.06,0,0,4,-3734619.01,-1106.6,-747.43,145.05,1851,3848.1,-0.913,-0.098154626,0,0,0,0,,0,89,0,70,-2015701.756,-263779.918,-20763.288,-2894563.75,-0.098154626,-0.04,0,0,0,0,0,0,21,1,2
422,"Rochester, NY Metro Area-Bus",2018,1,0,0," (2,408,838)",-50068,-2408838,-50068,-5022,-2263634.25,0.079425636,0,-6912,-13954,-1789.75,2036.25,3604,3571.5,1557.5,-10185.25,-0.17,-0.2,0.33,-0.65,-1.07,1.73,7383.5,-2186.25,-14146,6666.25,7029.75,10019.75,-0.67,7626,8975.75,-3.37,-1.32,4.7,-7163.18,5876.06,-1287.13,-1.37,1.37,-0.62,,-2114.5,0.02,-0.06,0,0,4,-3717107.85,1988.44,1924.5,-210.7,4560.84,4840.85,-0.8324,-0.005894417,0,1,0,0,,1,91,75,83,-2408838,-50068,-5022,-2263634.25,-0.005894417,0.02,0,0,0,0,0,0,23,1,2
71,"Buffalo-Niagara Falls, NY Metro Area-Bus",2018,1,0,0," (2,697,357)",67,-2697357,67,-13285,-927002.75,0.150821309,0,2928.5,-4741.75,1597.25,2979.25,4245.5,3874,5929.75,2934.5,-0.77,-0.35,1.23,-0.45,-0.87,1.33,10154.75,-1630.5,-3124.5,12980.75,-1858.25,3787.25,-0.61,7273.5,8718,-4.5,-0.1,4.6,-8574.78,7012.17,-1562.62,-1.53,1.53,-0.62,,-3946,0.19,-0.06,0,0,4,-2779211.39,2645.9,2233.84,4340.41,4269.06,4675.14,-0.8324,0.065995401,57,0,0,0,,1,93,73,88,-2697357,67,-13285,-927002.75,0.065995401,0.19,0,0,0,0,0,0,21,1,2
338,"New Haven-Milford, CT Metro Area-Bus",2018,1,0,0," (2,807,558)",114579.037,-2807557.73,114579.037,2117.2103,-4547084.5,0.051681929,0,1179.25,-17198,14628.75,3918,4656.25,3233.5,7857.25,1780.75,-3.4,-0.2,3.43,-1.05,-0.8,1.85,-2182.75,-5110.5,-616.25,-956.25,1331.5,3168.75,-1.5,8091.25,11308.75,-7.27,2.5,4.78,-11915.67,12581.72,666.05,-2.61,2.61,-0.7,,-2881,0.19,-0.06,0,0,4,-5969381.44,2771.17,1294.3,5770.99,4467.79,6349.09,-0.913,-0.056864619,30,0,0,0,,1,96,0,97,-2807557.73,114579.037,2117.2103,-4547084.5,-0.056864619,0.19,0,0,0,0,0,0,21,1,2
292,"Louisville, Jefferson County, KY-IN Metro Area-Bus",2018,1,0,0," (2,943,495)",18599,-2943495,18599,12337,-733238,0.13321684,0,37321.25,4710.5,18225.25,-670.25,5342.5,6184,3012.5,37517.5,-2.85,-1.3,4.18,-0.7,-0.97,1.68,10516.5,375.25,-21546.75,13675.75,7854,10158.25,-0.09,8808.75,10758.5,-5.92,-0.4,6.33,-10835.83,51301.4,40465.57,-1.9,1.9,-0.64,,5015,-0.24,-0.06,0,0,4,-1404702.92,3731.44,4625.8,1180.28,5752.83,6624.68,-0.8416,0.086898191,37,0,2,0,,1,94,64,74,-2943495,18599,12337,-733238,0.086898191,-0.24,0,0,0,0,0,0,33,1,3
400,"Providence-New Bedford-Fall River, RI-MA Metro Area-Bus",2018,1,0,0," (2,986,614)",244018.25,-2986613.56,244018.25,23853.6946,-2533087.25,0.053948002,0,16954,-31272,37584.25,-778.75,4171.5,4702,5108,13116,-3,-0.32,3.35,-0.87,-0.2,1.08,8364.25,-9123.5,-7145.5,5325,12988.5,6319.75,-1.58,12594.25,15095,-4.87,-2.4,7.28,-27450.94,45526.99,18076.05,-3.34,3.34,-0.7,,1709.25,-0.09,-0.06,0,1,1,-4121547.65,2525.7,3016.9,3249.38,9244.09,10523.66,-0.913,-0.017724012,0,1,2,0,,0,85,77,87,-2986613.56,244018.25,23853.6946,-2533087.25,-0.017724012,-0.09,0,0,0,0,0,0,22,1,2
408,"Reading, PA Metro Area-Bus",2018,1,0,0," (3,146,643)",-1568583.838,-3146643.463,-1568583.838,-124162.4253,-5076644.5,-28.9989986,0,6329.75,-16886.75,17414.25,749.75,2818,4551.25,-2691.5,6893.25,-4.05,-1.82,5.73,-0.52,-1,1.53,5462.5,2065.25,-7399.5,4775,6937.25,-915.5,1.02,7119,12169.25,-5.17,-0.42,5.6,-2709.14,3908.27,1199.14,-1.31,1.31,-0.62,,908.25,0.94,-0.06,0,1,3,-5267600.44,1217.74,2882.35,-4539.8,3755.46,8019.65,-0.8324,-29.05840747,0,0,0,,,0,96,0,58,-3146643.463,-1568583.838,-124162.4253,-5076644.5,-29.05840747,0.94,0,0,0,0,0,0,31,1,3
103,"Cincinnati-Middletown, OH-KY-IN Metro Area-Bus",2018,1,0,0," (3,261,039)",207472,-3261039,207472,-48813,-4142592.25,0.073370935,0,45781.75,32932.25,-14271.5,705.25,3619,4094,4422.5,44643.5,-2.42,-1.37,3.8,-0.62,-0.52,1.15,34133.5,-6927.75,-3777.5,20692,11665.25,12481.5,-1.15,7827.25,11478,-4.8,-0.97,5.78,-15852.35,56402.82,40550.47,-1.61,1.61,-0.64,,3721,0.92,-0.06,0,0,4,-6192264.37,1907.86,2469.32,2545.52,4483.51,7022.94,-0.8416,-0.026227702,57,0,3,0,,0,98,83,60,-3261039,207472,-48813,-4142592.25,-0.026227702,0.92,0,0,0,0,0,0,24,2,2
