COUNTY,Year,LABOR_FORCE,EMPLOYED,UNEMPLOYED
"Wilkinson County, GA",2016,"3,651","3,420",231
"Worth County, GA",2016,"9,123","8,593",530
"Hawaii County, HI",2016,"91,367","88,009","3,358"
"Honolulu County/city, HI",2016,"470,086","457,073","13,013"
"Kauai County, HI",2016,"35,802","34,648","1,154"
"Maui County, HI",2016,"85,706","83,054","2,652"
"Ada County, ID",2016,"225,651","218,199","7,452"
"Adams County, ID",2016,"1,749","1,627",122
"Bannock County, ID",2016,"41,168","39,697","1,471"
"Bear Lake County, ID",2016,"2,817","2,688",129
"Benewah County, ID",2016,"4,022","3,782",240
"Bingham County, ID",2016,"22,842","22,035",807
"Blaine County, ID",2016,"11,873","11,497",376
"Boise County, ID",2016,"3,105","2,939",166
"Bonner County, ID",2016,"18,933","17,902","1,031"
"Bonneville County, ID",2016,"52,500","50,826","1,674"
"Boundary County, ID",2016,"5,119","4,848",271
"Butte County, ID",2016,"1,297","1,243",54
"Camas County, ID",2016,659,635,24
"Canyon County, ID",2016,"93,825","89,735","4,090"
"Caribou County, ID",2016,"3,803","3,666",137
"Cassia County, ID",2016,"11,615","11,268",347
"Clark County, ID",2016,394,381,13
"Clearwater County, ID",2016,"3,058","2,833",225
"Custer County, ID",2016,"2,147","2,036",111
"Elmore County, ID",2016,"10,980","10,524",456
"Franklin County, ID",2016,"6,655","6,450",205
"Fremont County, ID",2016,"7,385","7,136",249
"Gem County, ID",2016,"7,747","7,382",365
"Gooding County, ID",2016,"8,016","7,769",247
"Idaho County, ID",2016,"6,357","5,994",363
"Jefferson County, ID",2016,"12,853","12,455",398
"Jerome County, ID",2016,"11,371","11,012",359
"Kootenai County, ID",2016,"74,006","70,537","3,469"
"Latah County, ID",2016,"19,939","19,305",634
"Lemhi County, ID",2016,"3,417","3,206",211
"Lewis County, ID",2016,"1,629","1,526",103
"Lincoln County, ID",2016,"2,648","2,529",119
"Madison County, ID",2016,"20,607","20,108",499
"Minidoka County, ID",2016,"10,898","10,549",349
"Nez Perce County, ID",2016,"20,910","20,223",687
"Oneida County, ID",2016,"2,206","2,126",80
"Owyhee County, ID",2016,"5,292","5,049",243
"Payette County, ID",2016,"11,282","10,756",526
"Power County, ID",2016,"3,939","3,777",162
"Shoshone County, ID",2016,"5,130","4,763",367
"Teton County, ID",2016,"5,995","5,801",194
"Twin Falls County, ID",2016,"39,652","38,298","1,354"
"Valley County, ID",2016,"4,980","4,707",273
"Washington County, ID",2016,"4,610","4,355",255
"Adams County, IL",2016,"32,482","30,935","1,547"
"Alexander County, IL",2016,"2,205","1,999",206
"Bond County, IL",2016,"7,878","7,474",404
"Boone County, IL",2016,"26,373","24,696","1,677"
"Brown County, IL",2016,"2,855","2,759",96
"Bureau County, IL",2016,"17,373","16,323","1,050"
"Calhoun County, IL",2016,"2,374","2,227",147
"Carroll County, IL",2016,"7,864","7,420",444
"Cass County, IL",2016,"6,238","5,892",346
"Champaign County, IL",2016,"105,414","100,035","5,379"
"Christian County, IL",2016,"15,369","14,393",976
"Clark County, IL",2016,"8,162","7,687",475
"Clay County, IL",2016,"6,705","6,247",458
"Clinton County, IL",2016,"20,450","19,537",913
"Coles County, IL",2016,"24,522","23,074","1,448"
"Cook County, IL",2016,"2,665,321","2,504,624","160,697"
"Crawford County, IL",2016,"9,026","8,462",564
"Cumberland County, IL",2016,"5,981","5,670",311
"DeKalb County, IL",2016,"55,086","52,136","2,950"
"De Witt County, IL",2016,"7,909","7,457",452
"Douglas County, IL",2016,"10,230","9,745",485
"DuPage County, IL",2016,"517,069","492,745","24,324"
"Edgar County, IL",2016,"9,704","9,123",581
"Edwards County, IL",2016,"2,972","2,799",173
"Effingham County, IL",2016,"18,686","17,803",883
"Fayette County, IL",2016,"9,754","9,110",644
"Ford County, IL",2016,"6,545","6,184",361
"Franklin County, IL",2016,"16,691","15,339","1,352"
"Fulton County, IL",2016,"15,807","14,639","1,168"
"Gallatin County, IL",2016,"2,535","2,342",193
"Greene County, IL",2016,"6,068","5,715",353
"Grundy County, IL",2016,"25,768","24,043","1,725"
"Hamilton County, IL",2016,"4,257","3,990",267
"Hancock County, IL",2016,"8,830","8,253",577
"Hardin County, IL",2016,"1,399","1,263",136
"Henderson County, IL",2016,"3,717","3,490",227
"Henry County, IL",2016,"25,204","23,681","1,523"
"Iroquois County, IL",2016,"14,842","14,027",815
"Jackson County, IL",2016,"28,680","27,132","1,548"
"Jasper County, IL",2016,"4,646","4,354",292
"Jefferson County, IL",2016,"17,567","16,441","1,126"
"Jersey County, IL",2016,"11,056","10,410",646
"Jo Daviess County, IL",2016,"11,375","10,763",612
"Johnson County, IL",2016,"4,209","3,842",367
"Kane County, IL",2016,"269,704","254,742","14,962"
"Kankakee County, IL",2016,"55,303","51,760","3,543"
"Kendall County, IL",2016,"67,998","64,531","3,467"
"Knox County, IL",2016,"22,943","21,530","1,413"
"Lake County, IL",2016,"372,538","353,051","19,487"
"LaSalle County, IL",2016,"57,112","53,247","3,865"
"Lawrence County, IL",2016,"6,175","5,717",458
"Lee County, IL",2016,"18,020","17,095",925
"Livingston County, IL",2016,"17,018","16,096",922
"Logan County, IL",2016,"13,076","12,380",696
"McDonough County, IL",2016,"14,027","13,147",880
"McHenry County, IL",2016,"167,954","159,180","8,774"
"McLean County, IL",2016,"90,137","85,557","4,580"
"Macon County, IL",2016,"50,284","46,946","3,338"
"Macoupin County, IL",2016,"23,358","21,965","1,393"
"Madison County, IL",2016,"135,105","127,143","7,962"
"Marion County, IL",2016,"18,025","16,874","1,151"
"Marshall County, IL",2016,"5,636","5,263",373
"Mason County, IL",2016,"6,441","5,981",460
"Massac County, IL",2016,"5,992","5,564",428
"Menard County, IL",2016,"6,901","6,585",316
"Mercer County, IL",2016,"8,219","7,708",511
"Monroe County, IL",2016,"18,485","17,734",751
"Montgomery County, IL",2016,"12,140","11,280",860
"Morgan County, IL",2016,"17,000","16,163",837
"Moultrie County, IL",2016,"7,437","7,095",342
"Ogle County, IL",2016,"25,804","24,279","1,525"
"Peoria County, IL",2016,"88,138","82,056","6,082"
"Perry County, IL",2016,"8,705","8,086",619
"Piatt County, IL",2016,"8,539","8,117",422
"Pike County, IL",2016,"7,507","7,124",383
"Pope County, IL",2016,"1,761","1,640",121
"Pulaski County, IL",2016,"2,194","2,008",186
"Putnam County, IL",2016,"3,107","2,933",174
"Randolph County, IL",2016,"14,546","13,818",728
"Richland County, IL",2016,"7,540","7,093",447
"Rock Island County, IL",2016,"72,048","67,527","4,521"
"St. Clair County, IL",2016,"127,187","119,457","7,730"
"Saline County, IL",2016,"10,049","9,188",861
"Sangamon County, IL",2016,"106,304","101,124","5,180"
"Schuyler County, IL",2016,"3,358","3,169",189
"Scott County, IL",2016,"2,534","2,391",143
"Shelby County, IL",2016,"10,384","9,788",596
"Stark County, IL",2016,"2,762","2,559",203
"Stephenson County, IL",2016,"21,413","20,157","1,256"
"Tazewell County, IL",2016,"65,843","61,613","4,230"
"Union County, IL",2016,"7,524","6,966",558
"Vermilion County, IL",2016,"35,080","32,546","2,534"
"Wabash County, IL",2016,"5,753","5,392",361
"Warren County, IL",2016,"8,696","8,237",459
"Washington County, IL",2016,"9,644","9,281",363
"Wayne County, IL",2016,"7,301","6,678",623
"White County, IL",2016,"6,889","6,437",452
"Whiteside County, IL",2016,"28,727","27,060","1,667"
"Will County, IL",2016,"363,016","341,403","21,613"
"Williamson County, IL",2016,"32,322","30,334","1,988"
"Winnebago County, IL",2016,"141,580","132,144","9,436"
"Woodford County, IL",2016,"19,372","18,310","1,062"
"Adams County, IN",2016,"17,040","16,431",609
"Allen County, IN",2016,"180,882","173,176","7,706"
"Bartholomew County, IN",2016,"44,452","42,949","1,503"
"Benton County, IN",2016,"4,566","4,373",193
"Blackford County, IN",2016,"5,337","5,052",285
"Boone County, IN",2016,"34,859","33,685","1,174"
"Brown County, IN",2016,"7,523","7,221",302
"Carroll County, IN",2016,"10,109","9,681",428
"Cass County, IN",2016,"18,051","17,214",837
"Clark County, IN",2016,"60,539","58,023","2,516"
"Clay County, IN",2016,"12,386","11,809",577
"Clinton County, IN",2016,"17,153","16,488",665
"Crawford County, IN",2016,"4,999","4,718",281
"Daviess County, IN",2016,"15,975","15,411",564
"Dearborn County, IN",2016,"25,600","24,396","1,204"
"Decatur County, IN",2016,"14,556","14,039",517
"DeKalb County, IN",2016,"22,236","21,366",870
"Delaware County, IN",2016,"55,087","52,268","2,819"
"Dubois County, IN",2016,"23,397","22,670",727
"Elkhart County, IN",2016,"108,476","104,705","3,771"
"Fayette County, IN",2016,"9,351","8,814",537
"Floyd County, IN",2016,"40,988","39,313","1,675"
"Fountain County, IN",2016,"7,980","7,518",462
"Franklin County, IN",2016,"11,479","10,982",497
"Fulton County, IN",2016,"9,889","9,426",463
"Gibson County, IN",2016,"19,200","18,506",694
"Grant County, IN",2016,"32,144","30,563","1,581"
"Greene County, IN",2016,"13,742","12,846",896
"Hamilton County, IN",2016,"174,507","168,927","5,580"
"Hancock County, IN",2016,"38,689","37,227","1,462"
"Harrison County, IN",2016,"19,958","19,121",837
"Hendricks County, IN",2016,"85,792","82,802","2,990"
"Henry County, IN",2016,"22,117","21,098","1,019"
"Howard County, IN",2016,"38,083","36,313","1,770"
"Huntington County, IN",2016,"18,688","17,932",756
"Jackson County, IN",2016,"22,348","21,532",816
"Jasper County, IN",2016,"16,571","15,691",880
"Jay County, IN",2016,"9,946","9,496",450
"Jefferson County, IN",2016,"15,287","14,576",711
"Jennings County, IN",2016,"13,267","12,638",629
"Johnson County, IN",2016,"80,261","77,350","2,911"
"Knox County, IN",2016,"19,066","18,235",831
"Kosciusko County, IN",2016,"41,502","39,951","1,551"
"LaGrange County, IN",2016,"19,425","18,757",668
"Lake County, IN",2016,"232,251","217,590","14,661"
"LaPorte County, IN",2016,"48,653","45,798","2,855"
"Lawrence County, IN",2016,"20,596","19,428","1,168"
"Madison County, IN",2016,"58,972","56,005","2,967"
"Marion County, IN",2016,"481,513","460,005","21,508"
"Marshall County, IN",2016,"24,328","23,418",910
"Martin County, IN",2016,"5,150","4,940",210
"Miami County, IN",2016,"16,088","15,330",758
"Monroe County, IN",2016,"67,995","64,840","3,155"
"Montgomery County, IN",2016,"19,160","18,424",736
"Morgan County, IN",2016,"36,042","34,512","1,530"
"Newton County, IN",2016,"7,038","6,645",393
"Noble County, IN",2016,"23,332","22,387",945
"Ohio County, IN",2016,"3,225","3,067",158
"Orange County, IN",2016,"8,881","8,431",450
"Owen County, IN",2016,"9,260","8,746",514
"Parke County, IN",2016,"7,268","6,890",378
"Perry County, IN",2016,"9,462","9,031",431
"Pike County, IN",2016,"6,332","6,057",275
"Porter County, IN",2016,"86,283","81,870","4,413"
"Posey County, IN",2016,"13,453","12,923",530
"Pulaski County, IN",2016,"6,380","6,095",285
"Putnam County, IN",2016,"16,606","15,858",748
"Randolph County, IN",2016,"12,670","12,101",569
"Ripley County, IN",2016,"14,067","13,423",644
"Rush County, IN",2016,"8,979","8,641",338
"St. Joseph County, IN",2016,"134,142","128,072","6,070"
"Scott County, IN",2016,"10,477","9,970",507
"Shelby County, IN",2016,"22,958","22,043",915
"Spencer County, IN",2016,"10,977","10,528",449
"Starke County, IN",2016,"10,861","10,274",587
"Steuben County, IN",2016,"20,085","19,351",734
"Sullivan County, IN",2016,"8,700","8,190",510
"Switzerland County, IN",2016,"4,996","4,753",243
"Tippecanoe County, IN",2016,"94,397","90,572","3,825"
"Tipton County, IN",2016,"8,529","8,201",328
"Union County, IN",2016,"3,638","3,491",147
"Vanderburgh County, IN",2016,"93,237","89,412","3,825"
"Vermillion County, IN",2016,"7,272","6,794",478
"Vigo County, IN",2016,"49,382","46,726","2,656"
"Wabash County, IN",2016,"15,481","14,822",659
"Warren County, IN",2016,"4,112","3,913",199
"Warrick County, IN",2016,"32,487","31,177","1,310"
"Washington County, IN",2016,"13,685","13,060",625
"Wayne County, IN",2016,"30,951","29,472","1,479"
"Wells County, IN",2016,"14,170","13,666",504
"White County, IN",2016,"13,644","13,103",541
"Whitley County, IN",2016,"17,237","16,568",669
"Adair County, IA",2016,"4,232","4,108",124
"Adams County, IA",2016,"2,215","2,158",57
"Allamakee County, IA",2016,"7,668","7,290",378
"Appanoose County, IA",2016,"6,157","5,868",289
"Audubon County, IA",2016,"3,275","3,168",107
"Benton County, IA",2016,"13,596","13,109",487
"Black Hawk County, IA",2016,"69,257","66,068","3,189"
"Boone County, IA",2016,"15,112","14,693",419
"Bremer County, IA",2016,"13,904","13,410",494
"Buchanan County, IA",2016,"11,200","10,742",458
"Buena Vista County, IA",2016,"11,510","11,108",402
"Butler County, IA",2016,"8,027","7,680",347
"Calhoun County, IA",2016,"4,521","4,351",170
"Carroll County, IA",2016,"11,277","10,990",287
"Cass County, IA",2016,"7,262","7,027",235
"Cedar County, IA",2016,"10,856","10,498",358
"Cerro Gordo County, IA",2016,"23,113","22,288",825
"Cherokee County, IA",2016,"6,319","6,091",228
"Chickasaw County, IA",2016,"6,424","6,142",282
"Clarke County, IA",2016,"4,830","4,668",162
"Clay County, IA",2016,"8,718","8,384",334
"Clayton County, IA",2016,"10,300","9,865",435
"Clinton County, IA",2016,"23,809","22,641","1,168"
"Crawford County, IA",2016,"8,435","7,977",458
"Dallas County, IA",2016,"45,815","44,616","1,199"
"Davis County, IA",2016,"4,289","4,108",181
"Decatur County, IA",2016,"4,405","4,264",141
"Delaware County, IA",2016,"10,726","10,357",369
"Des Moines County, IA",2016,"20,035","19,052",983
"Dickinson County, IA",2016,"10,300","9,860",440
"Dubuque County, IA",2016,"54,679","52,745","1,934"
"Emmet County, IA",2016,"5,595","5,358",237
"Fayette County, IA",2016,"10,710","10,238",472
"Floyd County, IA",2016,"8,689","8,375",314
"Franklin County, IA",2016,"5,944","5,739",205
"Fremont County, IA",2016,"3,987","3,857",130
"Greene County, IA",2016,"5,666","5,490",176
"Grundy County, IA",2016,"6,634","6,406",228
"Guthrie County, IA",2016,"5,623","5,422",201
"Hamilton County, IA",2016,"7,141","6,873",268
"Hancock County, IA",2016,"6,390","6,219",171
"Hardin County, IA",2016,"8,571","8,240",331
"Harrison County, IA",2016,"7,449","7,199",250
"Henry County, IA",2016,"9,562","9,224",338
"Howard County, IA",2016,"5,328","5,138",190
"Humboldt County, IA",2016,"5,387","5,232",155
"Ida County, IA",2016,"4,024","3,922",102
"Iowa County, IA",2016,"10,557","10,231",326
"Jackson County, IA",2016,"11,062","10,601",461
"Jasper County, IA",2016,"19,246","18,565",681
"Jefferson County, IA",2016,"9,184","8,849",335
"Johnson County, IA",2016,"84,310","82,138","2,172"
"Jones County, IA",2016,"10,686","10,232",454
"Keokuk County, IA",2016,"5,320","5,093",227
"Kossuth County, IA",2016,"8,894","8,663",231
"Lee County, IA",2016,"17,458","16,411","1,047"
"Linn County, IA",2016,"118,783","114,458","4,325"
"Louisa County, IA",2016,"6,101","5,864",237
"Lucas County, IA",2016,"4,381","4,243",138
"Lyon County, IA",2016,"7,087","6,944",143
"Madison County, IA",2016,"8,250","7,959",291
"Mahaska County, IA",2016,"11,798","11,363",435
"Marion County, IA",2016,"17,446","16,923",523
"Marshall County, IA",2016,"19,133","18,202",931
"Mills County, IA",2016,"7,406","7,138",268
"Mitchell County, IA",2016,"5,879","5,726",153
"Monona County, IA",2016,"4,725","4,533",192
"Monroe County, IA",2016,"3,957","3,776",181
"Montgomery County, IA",2016,"5,112","4,933",179
"Muscatine County, IA",2016,"22,429","21,581",848
"O'Brien County, IA",2016,"8,360","8,130",230
"Osceola County, IA",2016,"3,643","3,547",96
"Page County, IA",2016,"6,466","6,143",323
"Palo Alto County, IA",2016,"4,966","4,813",153
"Plymouth County, IA",2016,"15,008","14,627",381
"Pocahontas County, IA",2016,"4,317","4,195",122
"Polk County, IA",2016,"257,323","248,455","8,868"
"Pottawattamie County, IA",2016,"48,263","46,637","1,626"
"Poweshiek County, IA",2016,"10,422","10,067",355
"Ringgold County, IA",2016,"2,606","2,516",90
"Sac County, IA",2016,"5,494","5,330",164
"Scott County, IA",2016,"86,680","82,794","3,886"
"Shelby County, IA",2016,"6,823","6,624",199
"Sioux County, IA",2016,"20,685","20,214",471
"Story County, IA",2016,"56,963","55,637","1,326"
"Tama County, IA",2016,"9,767","9,361",406
"Taylor County, IA",2016,"3,230","3,135",95
"Union County, IA",2016,"6,514","6,268",246
"Van Buren County, IA",2016,"3,859","3,719",140
"Wapello County, IA",2016,"17,889","16,859","1,030"
"Warren County, IA",2016,"27,108","26,247",861
"Washington County, IA",2016,"12,355","11,995",360
"Wayne County, IA",2016,"2,841","2,734",107
"Webster County, IA",2016,"20,430","19,620",810
"Winnebago County, IA",2016,"5,198","5,019",179
"Winneshiek County, IA",2016,"12,061","11,639",422
"Woodbury County, IA",2016,"55,748","53,775","1,973"
"Worth County, IA",2016,"4,269","4,124",145
"Wright County, IA",2016,"6,690","6,417",273
"Allen County, KS",2016,"6,439","6,080",359
"Anderson County, KS",2016,"4,174","3,996",178
"Atchison County, KS",2016,"7,046","6,608",438
"Barber County, KS",2016,"2,527","2,434",93
"Barton County, KS",2016,"14,024","13,396",628
"Bourbon County, KS",2016,"7,127","6,782",345
"Brown County, KS",2016,"5,165","4,978",187
"Butler County, KS",2016,"32,197","30,854","1,343"
"Chase County, KS",2016,"1,407","1,358",49
"Chautauqua County, KS",2016,"1,541","1,461",80
"Cherokee County, KS",2016,"10,290","9,834",456
"Cheyenne County, KS",2016,"1,345","1,307",38
"Clark County, KS",2016,"1,116","1,085",31
"Clay County, KS",2016,"4,035","3,871",164
"Cloud County, KS",2016,"4,256","4,081",175
"Coffey County, KS",2016,"4,283","4,018",265
"Comanche County, KS",2016,971,941,30
"Cowley County, KS",2016,"16,909","16,162",747
"Crawford County, KS",2016,"18,918","18,006",912
"Decatur County, KS",2016,"1,293","1,242",51
"Dickinson County, KS",2016,"9,167","8,762",405
"Doniphan County, KS",2016,"4,274","4,109",165
"Douglas County, KS",2016,"65,276","62,968","2,308"
"Edwards County, KS",2016,"1,654","1,604",50
"Elk County, KS",2016,"1,189","1,130",59
"Ellis County, KS",2016,"17,014","16,489",525
"Ellsworth County, KS",2016,"2,834","2,725",109
"Finney County, KS",2016,"20,152","19,531",621
"Ford County, KS",2016,"17,885","17,320",565
"Franklin County, KS",2016,"14,227","13,631",596
"Geary County, KS",2016,"12,058","11,379",679
"Gove County, KS",2016,"1,451","1,416",35
"Graham County, KS",2016,"1,225","1,171",54
"Grant County, KS",2016,"3,773","3,639",134
"Gray County, KS",2016,"3,410","3,333",77
"Greeley County, KS",2016,912,893,19
"Greenwood County, KS",2016,"3,323","3,161",162
"Hamilton County, KS",2016,"1,643","1,599",44
"Harper County, KS",2016,"2,881","2,778",103
"Harvey County, KS",2016,"17,206","16,479",727
"Haskell County, KS",2016,"2,305","2,245",60
"Hodgeman County, KS",2016,"1,030","1,003",27
"Jackson County, KS",2016,"7,259","7,009",250
"Jefferson County, KS",2016,"10,217","9,820",397
"Jewell County, KS",2016,"1,331","1,274",57
"Johnson County, KS",2016,"328,359","317,670","10,689"
"Kearny County, KS",2016,"2,058","1,993",65
"Kingman County, KS",2016,"3,528","3,373",155
"Kiowa County, KS",2016,"1,420","1,381",39
"Labette County, KS",2016,"10,734","10,156",578
"Lane County, KS",2016,810,785,25
"Leavenworth County, KS",2016,"35,787","34,247","1,540"
"Lincoln County, KS",2016,"1,737","1,678",59
"Linn County, KS",2016,"4,343","4,064",279
"Logan County, KS",2016,"1,723","1,679",44
"Lyon County, KS",2016,"16,819","16,132",687
"McPherson County, KS",2016,"16,340","15,825",515
"Marion County, KS",2016,"6,121","5,880",241
"Marshall County, KS",2016,"5,563","5,395",168
"Meade County, KS",2016,"2,377","2,313",64
"Miami County, KS",2016,"17,022","16,315",707
"Mitchell County, KS",2016,"3,696","3,574",122
"Montgomery County, KS",2016,"15,999","15,020",979
"Morris County, KS",2016,"3,051","2,934",117
"Morton County, KS",2016,"1,344","1,292",52
"Nemaha County, KS",2016,"5,897","5,739",158
"Neosho County, KS",2016,"6,057","5,623",434
"Ness County, KS",2016,"1,423","1,374",49
"Norton County, KS",2016,"2,872","2,802",70
"Osage County, KS",2016,"8,058","7,703",355
"Osborne County, KS",2016,"2,059","1,989",70
"Ottawa County, KS",2016,"3,163","3,043",120
"Pawnee County, KS",2016,"3,210","3,104",106
"Phillips County, KS",2016,"2,857","2,767",90
"Pottawatomie County, KS",2016,"12,152","11,728",424
"Pratt County, KS",2016,"5,104","4,897",207
"Rawlins County, KS",2016,"1,545","1,508",37
"Reno County, KS",2016,"30,136","28,813","1,323"
"Republic County, KS",2016,"2,544","2,474",70
"Rice County, KS",2016,"5,305","5,094",211
"Riley County, KS",2016,"34,889","33,707","1,182"
"Rooks County, KS",2016,"2,668","2,543",125
"Rush County, KS",2016,"1,732","1,663",69
"Russell County, KS",2016,"3,574","3,424",150
"Saline County, KS",2016,"30,113","28,991","1,122"
"Scott County, KS",2016,"2,887","2,816",71
"Sedgwick County, KS",2016,"247,301","235,810","11,491"
"Seward County, KS",2016,"10,232","9,787",445
"Shawnee County, KS",2016,"91,684","88,015","3,669"
"Sheridan County, KS",2016,"1,449","1,414",35
"Sherman County, KS",2016,"2,942","2,845",97
"Smith County, KS",2016,"2,034","1,969",65
"Stafford County, KS",2016,"2,095","2,018",77
"Stanton County, KS",2016,"1,071","1,041",30
"Stevens County, KS",2016,"2,908","2,793",115
"Sumner County, KS",2016,"10,933","10,470",463
"Thomas County, KS",2016,"4,352","4,233",119
"Trego County, KS",2016,"1,476","1,417",59
"Wabaunsee County, KS",2016,"3,706","3,574",132
"Wallace County, KS",2016,860,837,23
"Washington County, KS",2016,"3,084","2,983",101
"Wichita County, KS",2016,"1,206","1,178",28
"Wilson County, KS",2016,"4,116","3,869",247
"Woodson County, KS",2016,"1,617","1,524",93
"Wyandotte County, KS",2016,"76,434","72,196","4,238"
"Adair County, KY",2016,"7,081","6,610",471
"Allen County, KY",2016,"8,845","8,461",384
"Anderson County, KY",2016,"11,449","10,985",464
"Ballard County, KY",2016,"3,641","3,314",327
"Barren County, KY",2016,"18,845","17,952",893
"Bath County, KY",2016,"4,756","4,403",353
"Bell County, KY",2016,"8,655","7,855",800
"Boone County, KY",2016,"67,213","64,634","2,579"
"Bourbon County, KY",2016,"9,872","9,399",473
"Boyd County, KY",2016,"18,539","17,026","1,513"
"Boyle County, KY",2016,"12,304","11,690",614
"Bracken County, KY",2016,"3,829","3,597",232
"Breathitt County, KY",2016,"3,745","3,374",371
"Breckinridge County, KY",2016,"7,730","7,242",488
"Bullitt County, KY",2016,"40,495","38,800","1,695"
"Butler County, KY",2016,"5,158","4,875",283
"Caldwell County, KY",2016,"5,351","5,058",293
"Calloway County, KY",2016,"18,678","17,827",851
"Campbell County, KY",2016,"48,680","46,805","1,875"
"Carlisle County, KY",2016,"2,562","2,396",166
"Carroll County, KY",2016,"5,179","4,921",258
"Carter County, KY",2016,"9,939","8,883","1,056"
"Casey County, KY",2016,"6,684","6,359",325
"Christian County, KY",2016,"24,878","23,338","1,540"
"Clark County, KY",2016,"17,009","16,185",824
"Clay County, KY",2016,"5,451","4,895",556
"Clinton County, KY",2016,"3,748","3,464",284
"Crittenden County, KY",2016,"4,019","3,807",212
"Cumberland County, KY",2016,"2,888","2,722",166
"Daviess County, KY",2016,"46,651","44,552","2,099"
"Edmonson County, KY",2016,"4,802","4,502",300
"Elliott County, KY",2016,"2,098","1,855",243
"Estill County, KY",2016,"5,238","4,927",311
"Fayette County, KY",2016,"171,309","165,151","6,158"
"Fleming County, KY",2016,"5,941","5,569",372
"Floyd County, KY",2016,"11,453","10,150","1,303"
"Franklin County, KY",2016,"24,424","23,422","1,002"
"Fulton County, KY",2016,"2,066","1,922",144
"Gallatin County, KY",2016,"3,900","3,710",190
"Garrard County, KY",2016,"7,520","7,152",368
"Grant County, KY",2016,"11,341","10,785",556
"Graves County, KY",2016,"15,299","14,340",959
"Grayson County, KY",2016,"10,722","9,997",725
"Green County, KY",2016,"4,996","4,770",226
"Greenup County, KY",2016,"13,884","12,674","1,210"
"Hancock County, KY",2016,"4,037","3,819",218
"Hardin County, KY",2016,"47,758","45,602","2,156"
"Harlan County, KY",2016,"6,744","5,851",893
"Harrison County, KY",2016,"8,487","8,084",403
"Hart County, KY",2016,"7,896","7,520",376
"Henderson County, KY",2016,"21,589","20,556","1,033"
"Henry County, KY",2016,"7,920","7,592",328
"Hickman County, KY",2016,"1,920","1,804",116
"Hopkins County, KY",2016,"19,624","18,495","1,129"
"Jackson County, KY",2016,"4,166","3,834",332
"Jefferson County, KY",2016,"386,432","369,244","17,188"
"Jessamine County, KY",2016,"25,643","24,630","1,013"
"Johnson County, KY",2016,"7,012","6,285",727
"Kenton County, KY",2016,"84,655","81,154","3,501"
"Knott County, KY",2016,"4,559","4,028",531
"Knox County, KY",2016,"9,894","9,098",796
"Larue County, KY",2016,"5,895","5,621",274
"Laurel County, KY",2016,"23,901","22,408","1,493"
"Lawrence County, KY",2016,"5,042","4,488",554
"Lee County, KY",2016,"1,898","1,711",187
"Leslie County, KY",2016,"2,791","2,412",379
"Letcher County, KY",2016,"6,425","5,623",802
"Lewis County, KY",2016,"4,743","4,273",470
"Lincoln County, KY",2016,"9,143","8,583",560
"Livingston County, KY",2016,"3,685","3,418",267
"Logan County, KY",2016,"11,722","11,204",518
"Lyon County, KY",2016,"2,960","2,784",176
"McCracken County, KY",2016,"28,986","27,303","1,683"
"McCreary County, KY",2016,"4,601","4,227",374
"McLean County, KY",2016,"4,329","4,119",210
"Madison County, KY",2016,"45,073","43,173","1,900"
"Magoffin County, KY",2016,"3,147","2,520",627
"Marion County, KY",2016,"9,393","8,993",400
"Marshall County, KY",2016,"14,903","14,032",871
"Martin County, KY",2016,"3,084","2,764",320
"Mason County, KY",2016,"7,134","6,675",459
"Meade County, KY",2016,"12,082","11,455",627
"Menifee County, KY",2016,"2,393","2,184",209
"Mercer County, KY",2016,"9,881","9,400",481
"Metcalfe County, KY",2016,"4,117","3,927",190
"Monroe County, KY",2016,"4,599","4,403",196
"Montgomery County, KY",2016,"11,848","11,080",768
"Morgan County, KY",2016,"4,484","4,122",362
"Muhlenberg County, KY",2016,"11,357","10,520",837
"Nelson County, KY",2016,"21,688","20,693",995
"Nicholas County, KY",2016,"3,217","3,031",186
"Ohio County, KY",2016,"9,519","8,877",642
"Oldham County, KY",2016,"31,895","30,804","1,091"
"Owen County, KY",2016,"5,484","5,247",237
"Owsley County, KY",2016,"1,120","1,010",110
"Pendleton County, KY",2016,"6,845","6,514",331
"Perry County, KY",2016,"8,553","7,620",933
"Pike County, KY",2016,"20,235","18,019","2,216"
"Powell County, KY",2016,"4,956","4,598",358
"Pulaski County, KY",2016,"25,368","23,976","1,392"
"Robertson County, KY",2016,804,754,50
"Rockcastle County, KY",2016,"6,679","6,268",411
"Rowan County, KY",2016,"10,567","9,936",631
"Russell County, KY",2016,"6,136","5,616",520
"Scott County, KY",2016,"27,963","26,893","1,070"
"Shelby County, KY",2016,"23,784","22,929",855
"Simpson County, KY",2016,"8,384","8,006",378
"Spencer County, KY",2016,"9,646","9,276",370
"Taylor County, KY",2016,"12,213","11,601",612
"Todd County, KY",2016,"5,299","5,061",238
"Trigg County, KY",2016,"5,816","5,487",329
"Trimble County, KY",2016,"3,866","3,656",210
"Union County, KY",2016,"6,160","5,738",422
"Warren County, KY",2016,"61,929","59,489","2,440"
"Washington County, KY",2016,"6,076","5,814",262
"Wayne County, KY",2016,"7,258","6,696",562
"Webster County, KY",2016,"5,829","5,476",353
"Whitley County, KY",2016,"13,344","12,457",887
"Wolfe County, KY",2016,"1,918","1,722",196
"Woodford County, KY",2016,"14,745","14,268",477
