NTD ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Fares
40095.00,4095,Greenville Area Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$22,506"
40095.00,4095,Greenville Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40095.00,4095,Greenville Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$224,480"
40096.00,4096,Tar River Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,
40096.00,4096,Tar River Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$51,723"
40096.00,4096,Tar River Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,
40096.00,4096,Tar River Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$208,186"
40097.00,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,DR,DO,Funds Earned During Period,"$40,833"
40097.00,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,MB,DO,Funds Earned During Period,"$232,205"
40100.00,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,CB,DO,Funds Earned During Period,"$12,379"
40100.00,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$198,792"
40100.00,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$53,608"
40101.00,4101,Spartanburg Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40101.00,4101,Spartanburg Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$191,077"
40102.00,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40102.00,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$33,040"
40102.00,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40102.00,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$454,465"
40103.00,4103,Wiregrass Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$58,479"
40103.00,4103,Wiregrass Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,$0
40103.00,4103,Wiregrass Transit Authority,Full Reporter,Urban,DT,PT,Funds Earned During Period,$0
40104.00,4104,Indian River County,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$11,222"
40104.00,4104,Indian River County,Full Reporter,Urban,MB,PT,Funds Earned During Period,$0
40105.00,4105,Puerto Rico Highway and Transportation Authority - Pœblico,Full Reporter,Urban,PB,PT,Funds Earned During Period,"$29,217,225"
40108.00,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$109,541"
40108.00,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$2,124,875"
40108.00,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$97,760"
40108.00,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,"$539,851"
40110.00,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$277,607"
40110.00,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$323,875"
40110.00,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$4,025,304"
40112.00,4112,City of San Juan,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40112.00,4112,City of San Juan,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,
40115.00,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40115.00,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,
40115.00,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40115.00,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,
40120.00,4120,"City of Ocala, Florida",Full Reporter,Urban,DR,PT,Funds Earned During Period,"$27,838"
40120.00,4120,"City of Ocala, Florida",Full Reporter,Urban,MB,PT,Funds Earned During Period,"$303,338"
40121.00,4121,Municipality of Hormigueros,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40121.00,4121,Municipality of Hormigueros,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40121.00,4121,Municipality of Hormigueros,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40121.00,4121,Municipality of Hormigueros,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40122.00,4122,Municipality of Cayey,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40122.00,4122,Municipality of Cayey,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40122.00,4122,Municipality of Cayey,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40122.00,4122,Municipality of Cayey,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40123.00,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40123.00,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40123.00,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40123.00,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40125.00,4125,Municipality of Carolina,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40125.00,4125,Municipality of Carolina,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40125.00,4125,Municipality of Carolina,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40125.00,4125,Municipality of Carolina,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40128.00,4128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$87,605"
40128.00,4128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$112,100"
40129.00,4129,Charlotte County Transit Division,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$183,213"
40129.00,4129,Charlotte County Transit Division,Full Reporter,Urban,VP,DO,Funds Earned During Period,
40130.00,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40130.00,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$61,483"
40130.00,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40130.00,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$743,511"
40131.00,4131,Davidson County Transportation,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,
40131.00,4131,Davidson County Transportation,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,$0
40131.00,4131,Davidson County Transportation,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40131.00,4131,Davidson County Transportation,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40132.00,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40132.00,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$32,122"
40132.00,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40132.00,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$122,628"
40133.00,4133,Guilford County Transportation,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40133.00,4133,Guilford County Transportation,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$11,100"
40135.00,4135,Georgia Regional Transportation Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$4,973,065"
40135.00,4135,Georgia Regional Transportation Authority,Full Reporter,Urban,VP,PT,Funds Earned During Period,"$3,549,542"
40137.00,4137,Municipality of Bayamon,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40137.00,4137,Municipality of Bayamon,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40137.00,4137,Municipality of Bayamon,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40137.00,4137,Municipality of Bayamon,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40138.00,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$1,404,240"
40138.00,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$73,615"
40138.00,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,DT,PT,Funds Earned During Period,"$4,983"
40138.00,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$1,465,329"
40140.00,4140,Collier Area Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$221,625"
40140.00,4140,Collier Area Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$888,701"
40141.00,4141,Central Midlands Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$214,735"
40141.00,4141,Central Midlands Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$1,932,618"
40143.00,4143,Town of Cary,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,
40143.00,4143,Town of Cary,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$151,459"
40143.00,4143,Town of Cary,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,
40143.00,4143,Town of Cary,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$138,844"
40144.00,4144,Hall Area Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40144.00,4144,Hall Area Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$26,776"
40144.00,4144,Hall Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40144.00,4144,Hall Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$83,928"
40145.00,4145,Municipality of Manati,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40145.00,4145,Municipality of Manati,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40145.00,4145,Municipality of Manati,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40145.00,4145,Municipality of Manati,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40146.00,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0
40146.00,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$31,376"
40146.00,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,
40146.00,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$93,820"
40147.00,4147,North Carolina State University Transportation Department,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$5,350,953"
40150.00,4150,Municipality of Barceloneta,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40150.00,4150,Municipality of Barceloneta,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,
40150.00,4150,Municipality of Barceloneta,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40150.00,4150,Municipality of Barceloneta,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,
40151.00,4151,Municipality of Hatillo,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40151.00,4151,Municipality of Hatillo,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40151.00,4151,Municipality of Hatillo,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40151.00,4151,Municipality of Hatillo,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40152.00,4152,"Miami Lakes - vRide, Inc.",Full Reporter,Urban,VP,DO,Funds Earned During Period,"$2,559,865"
40153.00,4153,"vRide, Inc. - Atlanta",Full Reporter,Urban,VP,DO,Funds Earned During Period,"$1,347,078"
40155.00,4155,"St Johns County, Florida,  Board of County Commissioners",Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0
40155.00,4155,"St Johns County, Florida,  Board of County Commissioners",Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$31,427"
40155.00,4155,"St Johns County, Florida,  Board of County Commissioners",Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0
40155.00,4155,"St Johns County, Florida,  Board of County Commissioners",Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$99,671"
40156.00,4156,Lower Savannah COG,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0
40156.00,4156,Lower Savannah COG,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$18,474"
40156.00,4156,Lower Savannah COG,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0
40156.00,4156,Lower Savannah COG,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$25,104"
40158.00,4158,Lake County Board of County Commissioners,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$94,881"
40158.00,4158,Lake County Board of County Commissioners,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$156,664"
40159.00,4159,Regional Transportation Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$810,008"
40159.00,4159,Regional Transportation Authority,Full Reporter,Urban,CR,PT,Funds Earned During Period,"$918,392"
40159.00,4159,Regional Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$122,911"
40159.00,4159,Regional Transportation Authority,Full Reporter,Urban,VP,PT,Funds Earned During Period,"$359,213"
40160.00,4160,Municipality of Camuy,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40160.00,4160,Municipality of Camuy,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40160.00,4160,Municipality of Camuy,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40160.00,4160,Municipality of Camuy,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40161.00,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40161.00,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$26,438"
40161.00,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40161.00,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$16,844"
40162.00,4162,Franklin Transit Authority,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,
40162.00,4162,Franklin Transit Authority,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$29,851"
40162.00,4162,Franklin Transit Authority,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,
40162.00,4162,Franklin Transit Authority,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$53,565"
40163.00,4163,Municipality of Catano,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40163.00,4163,Municipality of Catano,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,
40163.00,4163,Municipality of Catano,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40163.00,4163,Municipality of Catano,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40165.00,4165,Municipality of Juncos,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40165.00,4165,Municipality of Juncos,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40165.00,4165,Municipality of Juncos,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40165.00,4165,Municipality of Juncos,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,
40166.00,4166,City of Jacksonville,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,$0
40166.00,4166,City of Jacksonville,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$11,165"
40166.00,4166,City of Jacksonville,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0
40166.00,4166,City of Jacksonville,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$94,740"
40167.00,4167,Concord Kannapolis Area Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,
40167.00,4167,Concord Kannapolis Area Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,"$16,722"
40167.00,4167,Concord Kannapolis Area Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0
40167.00,4167,Concord Kannapolis Area Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$267,349"
40169.00,4169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,VP,PT,Funds Earned During Period,"$317,015"
40170.00,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40170.00,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$10,599"
40170.00,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40170.00,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$34,243"
40171.00,4171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$1,633,942"
40172.00,4172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$90,393"
40172.00,4172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$74,131"
40173.00,4173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$484,417"
40173.00,4173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,VP,DO,Funds Earned During Period,"$561,576"
40174.00,4174,Municipality of Yauco,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40174.00,4174,Municipality of Yauco,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40174.00,4174,Municipality of Yauco,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40174.00,4174,Municipality of Yauco,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$47,047"
40175.00,4175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,FB,DO,,
40178.00,4178,The Transportation Management Association Group,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$34,351"
40178.00,4178,The Transportation Management Association Group,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$58,065"
40178.00,4178,The Transportation Management Association Group,Full Reporter,Urban,VP,DO,Funds Earned During Period,"$232,404"
40178.00,4178,The Transportation Management Association Group,Full Reporter,Urban,VP,PT,Funds Earned During Period,"$359,213"
40180.00,4180,University of Georgia Transit System,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$19,850"
40180.00,4180,University of Georgia Transit System,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$7,596,246"
40181.00,4181,Henry County Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40181.00,4181,Henry County Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$80,324"
40182.00,4182,Municipality of Toa Baja,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40182.00,4182,Municipality of Toa Baja,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40182.00,4182,Municipality of Toa Baja,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40182.00,4182,Municipality of Toa Baja,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40183.00,4183,Municipality of San Sebastian,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40183.00,4183,Municipality of San Sebastian,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,
40183.00,4183,Municipality of San Sebastian,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40183.00,4183,Municipality of San Sebastian,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,
40184.00,4184,The City of Bowling Green/Community Action of Southern Kentucky,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40184.00,4184,The City of Bowling Green/Community Action of Southern Kentucky,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$24,192"
40184.00,4184,The City of Bowling Green/Community Action of Southern Kentucky,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40184.00,4184,The City of Bowling Green/Community Action of Southern Kentucky,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$93,618"
40185.00,4185,Bay County Transportation Planning Organization,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$46,670"
40185.00,4185,Bay County Transportation Planning Organization,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$603,016"
40186.00,4186,City of Murfreesboro,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40186.00,4186,City of Murfreesboro,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$117,915"
40187.00,4187,York County Council on Aging,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40187.00,4187,York County Council on Aging,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$52,461"
40188.00,4188,Virgin Islands Department of Public Works,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40188.00,4188,Virgin Islands Department of Public Works,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$76,564"
40188.00,4188,Virgin Islands Department of Public Works,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40188.00,4188,Virgin Islands Department of Public Works,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$328,687"
40190.00,4190,"East Tennessee Human Resource Agency, Inc.",Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40190.00,4190,"East Tennessee Human Resource Agency, Inc.",Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$788,551"
40191.00,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$2,145,851"
40191.00,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,MB,DO,Funds Earned During Period,
40191.00,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,VP,DO,Funds Earned During Period,"$214,675"
40192.00,4192,Martin County,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$8,505"
40192.00,4192,Martin County,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$19,818"
40192.00,4192,Martin County,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$48,209"
40193.00,4193,Liberty Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,$0
40193.00,4193,Liberty Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,"$16,319"
40194.00,4194,Municipality of Mayaguez,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40194.00,4194,Municipality of Mayaguez,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,
40194.00,4194,Municipality of Mayaguez,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40194.00,4194,Municipality of Mayaguez,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,
40194.00,4194,Municipality of Mayaguez,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,
40194.00,4194,Municipality of Mayaguez,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,
40196.00,4196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,VP,DO,Funds Earned During Period,"$527,116"
40197.00,4197,Municipality of Lares,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40197.00,4197,Municipality of Lares,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,
40197.00,4197,Municipality of Lares,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40197.00,4197,Municipality of Lares,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,
40198.00,4198,Municipality of Dorado,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40198.00,4198,Municipality of Dorado,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,
40198.00,4198,Municipality of Dorado,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40198.00,4198,Municipality of Dorado,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,
40198.00,4198,Municipality of Dorado,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,
40198.00,4198,Municipality of Dorado,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,
40199.00,4199,Autonomous Municipality of Vega Alta,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40199.00,4199,Autonomous Municipality of Vega Alta,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40199.00,4199,Autonomous Municipality of Vega Alta,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40199.00,4199,Autonomous Municipality of Vega Alta,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40200.00,4200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,VP,PT,Funds Earned During Period,"$660,926"
40201.00,4201,Municipality of Guaynabo,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40201.00,4201,Municipality of Guaynabo,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,$0
40201.00,4201,Municipality of Guaynabo,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40201.00,4201,Municipality of Guaynabo,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40203.00,4203,Enterprise Rideshare,Full Reporter,Urban,VP,DO,Funds Earned During Period,"$945,706"
40204.00,4204,Mid-Cumberland Human Resource Agency,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40204.00,4204,Mid-Cumberland Human Resource Agency,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$335,500"
40204.00,4204,Mid-Cumberland Human Resource Agency,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,
40204.00,4204,Mid-Cumberland Human Resource Agency,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,
40205.00,4205,Iredell County Area Transportation Services,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,
40205.00,4205,Iredell County Area Transportation Services,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$18,139"
40205.00,4205,Iredell County Area Transportation Services,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,
40205.00,4205,Iredell County Area Transportation Services,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$12,016"
40206.00,4206,Berkeley Charleston Dorchester RTMA,Reduced Reporter,Urban,CB,DO,Funds Expended on Capital,$0
40206.00,4206,Berkeley Charleston Dorchester RTMA,Reduced Reporter,Urban,CB,DO,Funds Expended on Operations,"$158,076"
40206.00,4206,Berkeley Charleston Dorchester RTMA,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0
40206.00,4206,Berkeley Charleston Dorchester RTMA,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,$0
40208.00,4208,City of Clemson/ Clemson Area Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,
40209.00,4209,Hoke County,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
40209.00,4209,Hoke County,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$54,797"
40210.00,4210,Craven County,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0
