lma_title,Year,record,Total_Labor,Unemployment_Labor,employment_Labor,Unemployment_Rate,Month
"Corvallis, OR Metropolitan Statistical Area",2015,3466.0,45442.083333333336,1915.5833333333333,43526.5,4.216666666666667,6.5
"Corvallis, OR Metropolitan Statistical Area",2016,3466.0,46803.5,1829.4166666666667,44974.083333333336,3.9166666666666665,6.5
"Corvallis, OR Metropolitan Statistical Area",2017,3466.0,48324.083333333336,1564.0,46760.083333333336,3.2416666666666667,6.5
"Corvallis, OR Metropolitan Statistical Area",2018,3466.0,48344.416666666664,1534.75,46809.666666666664,3.1750000000000003,6.5
"Corvallis, OR Metropolitan Statistical Area",2019,3466.0,48718.0,1675.0,47043.0,3.4333333333333336,2.0
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2002,487.0,107808.63636363637,4670.909090909091,103137.72727272728,4.327272727272727,7.0
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2003,487.0,111490.66666666667,4213.166666666667,107277.5,3.783333333333333,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2004,487.0,117497.5,4004.75,113492.75,3.416666666666666,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2005,487.0,124513.91666666667,3492.5833333333335,121021.33333333333,2.8166666666666664,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2006,487.0,129853.16666666667,3059.6666666666665,126793.5,2.3416666666666663,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2007,487.0,128779.33333333333,3847.0,124932.33333333333,3.008333333333334,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2008,487.0,127989.33333333333,6036.916666666667,121952.41666666667,4.716666666666666,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2009,487.0,127254.91666666667,9255.583333333334,117999.33333333333,7.283333333333334,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2010,487.0,115029.5,9936.083333333334,105093.41666666667,8.658333333333333,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2011,487.0,117197.5,9341.75,107855.75,7.9750000000000005,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2012,487.0,117724.58333333333,8053.0,109671.58333333333,6.8500000000000005,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2013,487.0,119145.83333333333,6917.583333333333,112228.25,5.8,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2014,487.0,119308.0,6187.916666666667,113120.08333333333,5.166666666666667,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2015,487.0,119400.33333333333,5471.583333333333,113928.75,4.591666666666666,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2016,487.0,122075.83333333333,4980.583333333333,117095.25,4.083333333333334,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2017,487.0,124824.5,4388.25,120436.25,3.516666666666667,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2018,487.0,126913.5,3780.9166666666665,123132.58333333333,2.9916666666666667,6.5
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",2019,487.0,125760.66666666667,3922.3333333333335,121838.33333333333,3.1,2.0
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2002,785.0,197309.36363636365,9787.90909090909,187521.45454545456,4.972727272727273,7.0
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2003,785.0,194834.41666666666,10730.5,184103.91666666666,5.508333333333333,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2004,785.0,196282.33333333334,9965.5,186316.83333333334,5.075,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2005,785.0,202279.0,9189.0,193090.0,4.55,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2006,785.0,204818.75,8373.833333333334,196444.91666666666,4.1000000000000005,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2007,785.0,206059.16666666666,8729.083333333334,197330.08333333334,4.216666666666667,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2008,785.0,206308.83333333334,10442.833333333334,195866.0,5.066666666666667,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2009,785.0,203837.58333333334,16930.583333333332,186907.0,8.308333333333334,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2010,785.0,199429.91666666666,16387.083333333332,183042.83333333334,8.233333333333334,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2011,785.0,198644.0,14635.333333333334,184008.66666666666,7.366666666666667,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2012,785.0,197776.08333333334,13662.0,184114.08333333334,6.916666666666667,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2013,785.0,195834.33333333334,13675.5,182158.83333333334,6.991666666666667,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2014,785.0,195499.41666666666,11960.666666666666,183538.75,6.133333333333334,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2015,785.0,193909.75,10792.75,183117.0,5.558333333333334,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2016,785.0,192151.08333333334,10441.416666666666,181709.66666666666,5.441666666666666,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2017,785.0,190496.33333333334,8533.166666666666,181963.16666666666,4.483333333333333,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2018,785.0,191910.5,8010.166666666667,183900.33333333334,4.183333333333334,6.5
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",2019,785.0,192377.33333333334,9755.333333333334,182622.0,5.066666666666667,2.0
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2002,489.0,244944.36363636365,13874.545454545454,231069.81818181818,5.681818181818181,7.0
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2003,489.0,251881.33333333334,13423.75,238457.58333333334,5.341666666666668,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2004,489.0,261728.83333333334,12540.666666666666,249188.16666666666,4.783333333333334,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2005,489.0,274667.9166666667,10373.5,264294.4166666667,3.7999999999999994,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2006,489.0,280809.75,9600.75,271209.0,3.4250000000000003,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2007,489.0,283418.9166666667,12635.583333333334,270783.3333333333,4.458333333333333,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2008,489.0,286502.0,20432.583333333332,266069.4166666667,7.124999999999999,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2009,489.0,285208.0,32123.833333333332,253084.16666666666,11.258333333333333,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2010,489.0,279521.5833333333,34326.5,245195.08333333334,12.283333333333333,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2011,489.0,279770.75,31472.333333333332,248298.41666666666,11.250000000000002,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2012,489.0,279540.75,26663.666666666668,252877.08333333334,9.541666666666666,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2013,489.0,279647.3333333333,22983.833333333332,256663.5,8.208333333333334,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2014,489.0,280757.0,19395.416666666668,261361.58333333334,6.908333333333332,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2015,489.0,281927.75,16727.083333333332,265200.6666666667,5.9333333333333345,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2016,489.0,290574.8333333333,14893.916666666666,275680.9166666667,5.125000000000001,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2017,489.0,296745.8333333333,13329.75,283416.0833333333,4.491666666666668,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2018,489.0,300515.6666666667,11375.75,289139.9166666667,3.7916666666666665,6.5
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",2019,489.0,302247.3333333333,11631.0,290616.3333333333,3.8666666666666667,2.0
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2002,976.0,291477.45454545453,10277.636363636364,281199.8181818182,3.527272727272727,7.0
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2003,976.0,286730.6666666667,11589.333333333334,275141.3333333333,4.041666666666666,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2004,976.0,289375.5833333333,12468.666666666666,276906.9166666667,4.325,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2005,976.0,296274.5,11635.666666666666,284638.8333333333,3.9333333333333336,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2006,976.0,304869.75,10243.75,294626.0,3.383333333333334,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2007,976.0,309732.4166666667,10594.0,299138.4166666667,3.4166666666666665,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2008,976.0,314780.0,12557.166666666666,302222.8333333333,3.983333333333333,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2009,976.0,318878.0833333333,19122.916666666668,299755.1666666667,6.008333333333334,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2010,976.0,322858.5,18708.416666666668,304150.0833333333,5.8,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2011,976.0,321047.5,17583.916666666668,303463.5833333333,5.4750000000000005,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2012,976.0,322826.0833333333,16180.166666666666,306645.9166666667,5.016666666666667,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2013,976.0,331238.4166666667,15400.0,315838.4166666667,4.658333333333333,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2014,976.0,339542.6666666667,13877.583333333334,325665.0833333333,4.083333333333334,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2015,976.0,340108.6666666667,12213.083333333334,327895.5833333333,3.608333333333334,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2016,976.0,344120.5,11420.583333333334,332699.9166666667,3.3249999999999997,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2017,976.0,347466.25,10148.166666666666,337318.0833333333,2.933333333333333,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2018,976.0,353610.9166666667,8561.75,345049.1666666667,2.4249999999999994,6.5
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",2019,976.0,359699.0,10351.666666666666,349347.3333333333,2.9,2.0
"Duluth, MN-WI Metropolitan Statistical Area",2002,2330.0,142534.45454545456,8052.727272727273,134481.72727272726,5.654545454545454,7.0
"Duluth, MN-WI Metropolitan Statistical Area",2003,2330.0,142754.41666666666,8939.333333333334,133815.08333333334,6.241666666666666,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2004,2330.0,142184.16666666666,8393.0,133791.16666666666,5.8999999999999995,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2005,2330.0,141058.25,7264.083333333333,133794.16666666666,5.15,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2006,2330.0,142057.33333333334,7165.916666666667,134891.41666666666,5.041666666666667,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2007,2330.0,143721.16666666666,7882.416666666667,135838.75,5.483333333333334,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2008,2330.0,145258.91666666666,9009.083333333334,136249.83333333334,6.2,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2009,2330.0,146682.5,13061.0,133621.5,8.891666666666667,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2010,2330.0,144904.58333333334,11851.666666666666,133052.91666666666,8.191666666666665,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2011,2330.0,143517.75,10634.833333333334,132882.91666666666,7.399999999999999,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2012,2330.0,142466.83333333334,9405.666666666666,133061.16666666666,6.608333333333333,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2013,2330.0,143300.33333333334,8796.166666666666,134504.16666666666,6.141666666666666,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2014,2330.0,143402.16666666666,7460.666666666667,135941.5,5.2,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2015,2330.0,142828.66666666666,7060.333333333333,135768.33333333334,4.941666666666666,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2016,2330.0,144298.91666666666,8051.083333333333,136247.83333333334,5.574999999999999,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2017,2330.0,143810.33333333334,6544.25,137266.08333333334,4.558333333333333,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2018,2330.0,142927.58333333334,5412.416666666667,137515.16666666666,3.799999999999999,6.5
"Duluth, MN-WI Metropolitan Statistical Area",2019,2330.0,144006.0,7175.333333333333,136830.66666666666,4.966666666666667,2.0
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2002,3171.0,240003.0,13209.363636363636,226793.63636363635,5.518181818181818,7.0
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2003,3171.0,239643.0,12672.416666666666,226970.58333333334,5.2749999999999995,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2004,3171.0,240431.08333333334,10535.666666666666,229895.41666666666,4.374999999999999,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2005,3171.0,244489.33333333334,10507.083333333334,233982.25,4.308333333333334,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2006,3171.0,253214.66666666666,9899.666666666666,243315.0,3.9166666666666665,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2007,3171.0,255818.83333333334,9872.416666666666,245946.41666666666,3.858333333333333,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2008,3171.0,263825.8333333333,12455.166666666666,251370.66666666666,4.725,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2009,3171.0,267203.4166666667,20553.5,246649.91666666666,7.675000000000001,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2010,3171.0,262738.5,21376.75,241361.75,8.149999999999999,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2011,3171.0,265144.25,21087.0,244057.25,7.949999999999999,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2012,3171.0,270786.5,19913.166666666668,250873.33333333334,7.366666666666667,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2013,3171.0,272853.4166666667,17115.833333333332,255737.58333333334,6.258333333333333,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2014,3171.0,275743.5,14189.166666666666,261554.33333333334,5.133333333333333,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2015,3171.0,281372.4166666667,14046.083333333334,267326.3333333333,4.983333333333333,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2016,3171.0,289617.1666666667,12925.333333333334,276691.8333333333,4.466666666666666,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2017,3171.0,294247.3333333333,11650.75,282596.5833333333,3.9666666666666672,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2018,3171.0,298300.8333333333,10274.583333333334,288026.25,3.441666666666667,6.5
"Durham-Chapel Hill, NC Metropolitan Statistical Area",2019,3171.0,301588.6666666667,11377.666666666666,290211.0,3.8000000000000003,2.0
"Eau Claire, WI Metropolitan Statistical Area",2002,4586.0,85230.54545454546,4404.636363636364,80825.90909090909,5.172727272727272,7.0
"Eau Claire, WI Metropolitan Statistical Area",2003,4586.0,86639.16666666667,4658.833333333333,81980.33333333333,5.391666666666666,6.5
"Eau Claire, WI Metropolitan Statistical Area",2004,4586.0,86035.41666666667,4169.75,81865.66666666667,4.8500000000000005,6.5
"Eau Claire, WI Metropolitan Statistical Area",2005,4586.0,86404.16666666667,3943.3333333333335,82460.83333333333,4.575,6.5
"Eau Claire, WI Metropolitan Statistical Area",2006,4586.0,89104.66666666667,3943.3333333333335,85161.33333333333,4.433333333333334,6.5
"Eau Claire, WI Metropolitan Statistical Area",2007,4586.0,91076.75,4223.666666666667,86853.08333333333,4.6499999999999995,6.5
"Eau Claire, WI Metropolitan Statistical Area",2008,4586.0,90339.16666666667,4116.583333333333,86222.58333333333,4.5583333333333345,6.5
"Eau Claire, WI Metropolitan Statistical Area",2009,4586.0,89961.58333333333,6656.75,83304.83333333333,7.3999999999999995,6.5
"Eau Claire, WI Metropolitan Statistical Area",2010,4586.0,90288.91666666667,6766.833333333333,83522.08333333333,7.483333333333333,6.5
"Eau Claire, WI Metropolitan Statistical Area",2011,4586.0,91123.91666666667,6296.0,84827.91666666667,6.925,6.5
"Eau Claire, WI Metropolitan Statistical Area",2012,4586.0,91519.5,5629.166666666667,85890.33333333333,6.133333333333334,6.5
"Eau Claire, WI Metropolitan Statistical Area",2013,4586.0,90904.08333333333,5496.333333333333,85407.75,6.05,6.5
"Eau Claire, WI Metropolitan Statistical Area",2014,4586.0,91044.83333333333,4380.25,86664.58333333333,4.816666666666666,6.5
"Eau Claire, WI Metropolitan Statistical Area",2015,4586.0,91311.33333333333,3779.3333333333335,87532.0,4.15,6.5
"Eau Claire, WI Metropolitan Statistical Area",2016,4586.0,92425.58333333333,3434.25,88991.33333333333,3.7166666666666663,6.5
"Eau Claire, WI Metropolitan Statistical Area",2017,4586.0,92990.83333333333,2904.9166666666665,90085.91666666667,3.125,6.5
"Eau Claire, WI Metropolitan Statistical Area",2018,4586.0,92859.33333333333,2647.4166666666665,90211.91666666667,2.85,6.5
"Eau Claire, WI Metropolitan Statistical Area",2019,4586.0,92793.33333333333,3313.6666666666665,89479.66666666667,3.5666666666666664,2.0
"El Centro, CA Metropolitan Statistical Area",2002,195.0,57266.63636363636,8574.363636363636,48692.27272727273,14.972727272727274,7.0
"El Centro, CA Metropolitan Statistical Area",2003,195.0,58642.083333333336,9091.916666666666,49550.166666666664,15.491666666666667,6.5
"El Centro, CA Metropolitan Statistical Area",2004,195.0,59427.416666666664,10093.25,49334.166666666664,16.983333333333334,6.5
"El Centro, CA Metropolitan Statistical Area",2005,195.0,60592.166666666664,9671.916666666666,50920.25,15.950000000000001,6.5
"El Centro, CA Metropolitan Statistical Area",2006,195.0,63023.666666666664,9719.25,53304.416666666664,15.375000000000002,6.5
"El Centro, CA Metropolitan Statistical Area",2007,195.0,65967.08333333333,11915.0,54052.083333333336,18.000000000000004,6.5
"El Centro, CA Metropolitan Statistical Area",2008,195.0,72433.58333333333,16336.666666666666,56096.916666666664,22.416666666666668,6.5
"El Centro, CA Metropolitan Statistical Area",2009,195.0,75568.83333333333,20679.916666666668,54888.916666666664,27.325,6.5
"El Centro, CA Metropolitan Statistical Area",2010,195.0,78664.41666666667,22686.666666666668,55977.75,28.816666666666666,6.5
"El Centro, CA Metropolitan Statistical Area",2011,195.0,79455.25,22931.75,56523.5,28.849999999999998,6.5
"El Centro, CA Metropolitan Statistical Area",2012,195.0,79264.75,21679.083333333332,57585.666666666664,27.350000000000005,6.5
"El Centro, CA Metropolitan Statistical Area",2013,195.0,78271.08333333333,19600.666666666668,58670.416666666664,25.041666666666668,6.5
"El Centro, CA Metropolitan Statistical Area",2014,195.0,78263.75,18804.5,59459.25,24.025000000000002,6.5
"El Centro, CA Metropolitan Statistical Area",2015,195.0,76722.16666666667,18787.75,57934.416666666664,24.474999999999998,6.5
"El Centro, CA Metropolitan Statistical Area",2016,195.0,75206.41666666667,18157.666666666668,57048.75,24.116666666666664,6.5
"El Centro, CA Metropolitan Statistical Area",2017,195.0,72127.33333333333,14079.083333333334,58048.25,19.516666666666666,6.5
"El Centro, CA Metropolitan Statistical Area",2018,195.0,71054.58333333333,12854.833333333334,58199.75,18.075,6.5
"El Centro, CA Metropolitan Statistical Area",2019,195.0,71468.33333333333,12752.333333333334,58716.0,17.833333333333332,2.0
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2002,1184.0,61643.90909090909,3475.181818181818,58168.72727272727,5.645454545454545,7.0
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2003,1184.0,63120.833333333336,3556.8333333333335,59564.0,5.625,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2004,1184.0,63851.666666666664,3483.3333333333335,60368.333333333336,5.45,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2005,1184.0,65278.833333333336,3981.8333333333335,61297.0,6.1000000000000005,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2006,1184.0,66906.08333333333,3719.5,63186.583333333336,5.575,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2007,1184.0,65943.08333333333,3461.25,62481.833333333336,5.258333333333334,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2008,1184.0,66001.83333333333,4291.916666666667,61709.916666666664,6.499999999999999,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2009,1184.0,66357.16666666667,7231.333333333333,59125.833333333336,10.899999999999999,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2010,1184.0,65301.75,6682.583333333333,58619.166666666664,10.233333333333334,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2011,1184.0,66302.58333333333,6415.083333333333,59887.5,9.675,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2012,1184.0,66156.58333333333,5637.416666666667,60519.166666666664,8.508333333333333,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2013,1184.0,66241.75,5271.75,60970.0,7.949999999999999,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2014,1184.0,64516.166666666664,4133.0,60383.166666666664,6.408333333333332,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2015,1184.0,64235.333333333336,3263.25,60972.083333333336,5.075,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2016,1184.0,65735.25,3056.9166666666665,62678.333333333336,4.65,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2017,1184.0,67017.41666666667,3168.9166666666665,63848.5,4.7250000000000005,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2018,1184.0,67543.41666666667,2830.9166666666665,64712.5,4.183333333333333,6.5
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",2019,1184.0,67695.0,2907.0,64788.0,4.3,2.0
"Elkhart-Goshen, IN Metropolitan Statistical Area",2002,876.0,95119.54545454546,4361.090909090909,90758.45454545454,4.6,7.0
"Elkhart-Goshen, IN Metropolitan Statistical Area",2003,876.0,96259.83333333333,4527.666666666667,91732.16666666667,4.699999999999999,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2004,876.0,99462.08333333333,4260.833333333333,95201.25,4.291666666666667,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2005,876.0,101914.25,4725.583333333333,97188.66666666667,4.633333333333334,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2006,876.0,104165.16666666667,4908.25,99256.91666666667,4.716666666666667,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2007,876.0,101302.66666666667,4644.833333333333,96657.83333333333,4.591666666666667,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2008,876.0,97831.58333333333,8394.583333333334,89437.0,8.658333333333333,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2009,876.0,90687.66666666667,16209.75,74477.91666666667,17.866666666666664,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2010,876.0,94497.25,12598.666666666666,81898.58333333333,13.333333333333336,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2011,876.0,95375.5,10254.083333333334,85121.41666666667,10.75,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2012,876.0,96847.75,8653.333333333334,88194.41666666667,8.950000000000001,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2013,876.0,98968.5,7164.666666666667,91803.83333333333,7.241666666666666,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2014,876.0,102088.08333333333,5180.75,96907.33333333333,5.091666666666667,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2015,876.0,104700.83333333333,4070.0833333333335,100630.75,3.908333333333333,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2016,876.0,108476.41666666667,3771.3333333333335,104705.08333333333,3.475,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2017,876.0,112434.41666666667,2867.4166666666665,109567.0,2.55,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2018,876.0,116266.25,3011.5,113254.75,2.5916666666666663,6.5
"Elkhart-Goshen, IN Metropolitan Statistical Area",2019,876.0,117513.0,4042.0,113471.0,3.4333333333333336,2.0
"Evansville, IN-KY Metropolitan Statistical Area",2002,877.0,159878.72727272726,7182.181818181818,152696.54545454544,4.500000000000001,7.0
"Evansville, IN-KY Metropolitan Statistical Area",2003,877.0,159477.58333333334,7512.166666666667,151965.41666666666,4.708333333333333,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2004,877.0,156838.08333333334,7487.333333333333,149350.75,4.7749999999999995,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2005,877.0,159087.83333333334,8158.333333333333,150929.5,5.116666666666667,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2006,877.0,159370.16666666666,7495.916666666667,151874.25,4.7,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2007,877.0,157356.41666666666,7151.666666666667,150204.75,4.55,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2008,877.0,158718.66666666666,8231.166666666666,150487.5,5.175,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2009,877.0,158152.16666666666,13387.5,144764.66666666666,8.45,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2010,877.0,159286.83333333334,14105.416666666666,145181.41666666666,8.85,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2011,877.0,160162.5,12603.416666666666,147559.08333333334,7.875,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2012,877.0,158462.66666666666,11728.833333333334,146733.83333333334,7.408333333333334,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2013,877.0,156682.66666666666,10893.833333333334,145788.83333333334,6.95,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2014,877.0,157993.25,8440.166666666666,149553.08333333334,5.349999999999999,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2015,877.0,158688.58333333334,6788.166666666667,151900.41666666666,4.2749999999999995,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2016,877.0,160764.41666666666,6697.416666666667,154067.0,4.174999999999999,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2017,877.0,162007.33333333334,5504.333333333333,156503.0,3.399999999999999,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2018,877.0,164282.25,5249.333333333333,159032.91666666666,3.1916666666666664,6.5
"Evansville, IN-KY Metropolitan Statistical Area",2019,877.0,166445.0,5961.0,160484.0,3.6,2.0
