,Year,Total_Labor_MSA,Unemployment_Labor_MSA,Employment_Labor_MSA,Unemployment_Rate_MSA,Geography
442,2012,143313.91666666663,7496.416666666668,135817.5,5.225,"Cedar Rapids, IA  Metro Area"
443,2013,144118.0,7260.5,136857.5,5.033333333333333,"Cedar Rapids, IA  Metro Area"
444,2014,145899.08333333337,6473.25,139425.83333333337,4.441666666666666,"Cedar Rapids, IA  Metro Area"
445,2015,144833.41666666663,5586.75,139246.66666666663,3.841666666666667,"Cedar Rapids, IA  Metro Area"
446,2016,143064.75,5266.416666666667,137798.33333333337,3.658333333333333,"Cedar Rapids, IA  Metro Area"
447,2017,142413.16666666663,4772.666666666667,137640.5,3.3666666666666667,"Cedar Rapids, IA  Metro Area"
448,2018,143364.58333333337,3986.333333333334,139378.25,2.7750000000000004,"Cedar Rapids, IA  Metro Area"
449,2019,143944.33333333337,4462.666666666667,139481.66666666663,3.1,"Cedar Rapids, IA  Metro Area"
450,2002,268162.1818181818,11846.454545454546,256315.7272727273,4.409090909090909,"Charleston-North Charleston, SC  Metro Area"
451,2003,278348.66666666674,15133.416666666664,263215.25,5.449999999999998,"Charleston-North Charleston, SC  Metro Area"
452,2004,287980.41666666674,15500.583333333336,272479.83333333326,5.383333333333333,"Charleston-North Charleston, SC  Metro Area"
453,2005,295678.83333333326,15889.666666666664,279789.16666666674,5.366666666666667,"Charleston-North Charleston, SC  Metro Area"
454,2006,303404.08333333326,15648.75,287755.33333333326,5.158333333333334,"Charleston-North Charleston, SC  Metro Area"
455,2007,313303.66666666674,13990.583333333336,299313.08333333326,4.458333333333333,"Charleston-North Charleston, SC  Metro Area"
456,2008,317642.08333333326,17733.416666666668,299908.66666666674,5.566666666666666,"Charleston-North Charleston, SC  Metro Area"
457,2009,318076.08333333326,29685.75,288390.33333333326,9.341666666666667,"Charleston-North Charleston, SC  Metro Area"
458,2010,327148.75,30265.41666666667,296883.33333333326,9.25,"Charleston-North Charleston, SC  Metro Area"
459,2011,335792.08333333326,29442.25,306349.83333333326,8.775,"Charleston-North Charleston, SC  Metro Area"
460,2012,343101.25,26094.33333333333,317006.91666666674,7.6,"Charleston-North Charleston, SC  Metro Area"
461,2013,345076.41666666674,21787.0,323289.41666666674,6.316666666666667,"Charleston-North Charleston, SC  Metro Area"
462,2014,353373.41666666674,19516.416666666668,333857.0,5.525,"Charleston-North Charleston, SC  Metro Area"
463,2015,364100.41666666674,18754.0,345346.41666666674,5.15,"Charleston-North Charleston, SC  Metro Area"
464,2016,371518.75,16094.083333333336,355424.66666666674,4.325,"Charleston-North Charleston, SC  Metro Area"
465,2017,377155.41666666674,13801.083333333336,363354.33333333326,3.666666666666666,"Charleston-North Charleston, SC  Metro Area"
466,2018,382520.75,11056.5,371464.25,2.8833333333333333,"Charleston-North Charleston, SC  Metro Area"
467,2019,386230.0,11199.666666666664,375030.33333333326,2.9333333333333336,"Charleston-North Charleston, SC  Metro Area"
468,2002,963724.1818181819,59322.81818181818,904401.3636363636,6.163636363636365,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
469,2003,981821.8333333335,64303.16666666666,917518.6666666665,6.541666666666668,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
470,2004,982153.3333333335,57484.0,924669.3333333335,5.841666666666666,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
471,2005,1000378.6666666665,53908.91666666666,946469.75,5.375000000000001,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
472,2006,1044557.8333333335,51625.5,992932.3333333335,4.933333333333334,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
473,2007,1068672.0,53527.83333333334,1015144.1666666665,5.016666666666667,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
474,2008,1087868.166666667,70622.75,1017245.4166666665,6.491666666666667,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
475,2009,1092791.75,129866.16666666669,962925.5833333335,11.9,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
476,2010,1141149.833333333,133785.25,1007364.5833333335,11.733333333333334,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
477,2011,1153878.0,122671.08333333331,1031206.9166666665,10.641666666666666,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
478,2012,1173836.5,108649.75,1065186.75,9.25,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
479,2013,1185380.083333333,93160.0,1092220.083333333,7.850000000000001,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
480,2014,1204968.333333333,74406.75,1130561.583333333,6.183333333333333,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
481,2015,1241065.5,67922.66666666669,1173142.833333333,5.4750000000000005,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
482,2016,1278229.5,61651.08333333334,1216578.416666667,4.833333333333334,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
483,2017,1312234.25,55954.16666666666,1256280.083333333,4.258333333333333,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
484,2018,1333079.333333333,48578.41666666666,1284500.916666667,3.641666666666666,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
485,2019,1354230.0,52605.0,1301625.0,3.8666666666666663,"Charlotte-Concord-Gastonia, NC-SC  Metro Area"
486,2002,249922.0,10652.363636363636,239269.63636363635,4.2727272727272725,"Chattanooga, TN-GA  Metro Area"
487,2003,249642.33333333328,10992.833333333334,238649.5,4.408333333333333,"Chattanooga, TN-GA  Metro Area"
488,2004,248536.41666666663,10965.0,237571.41666666663,4.408333333333334,"Chattanooga, TN-GA  Metro Area"
489,2005,251217.75,12075.666666666664,239142.08333333328,4.791666666666667,"Chattanooga, TN-GA  Metro Area"
490,2006,261646.83333333328,11547.916666666664,250098.91666666663,4.425,"Chattanooga, TN-GA  Metro Area"
491,2007,265099.91666666674,10839.416666666666,254260.5,4.1000000000000005,"Chattanooga, TN-GA  Metro Area"
492,2008,264879.25,15538.083333333336,249341.16666666663,5.858333333333333,"Chattanooga, TN-GA  Metro Area"
493,2009,258186.41666666663,24427.41666666667,233759.0,9.466666666666667,"Chattanooga, TN-GA  Metro Area"
494,2010,258363.25,22815.0,235548.25,8.833333333333334,"Chattanooga, TN-GA  Metro Area"
495,2011,261822.0,21600.25,240221.75,8.258333333333335,"Chattanooga, TN-GA  Metro Area"
496,2012,260834.5,19242.0,241592.5,7.374999999999999,"Chattanooga, TN-GA  Metro Area"
497,2013,256186.33333333328,18922.0,237264.33333333328,7.366666666666667,"Chattanooga, TN-GA  Metro Area"
498,2014,249422.66666666663,15998.583333333336,233424.08333333328,6.3916666666666675,"Chattanooga, TN-GA  Metro Area"
499,2015,252889.25,13845.833333333336,239043.41666666663,5.466666666666668,"Chattanooga, TN-GA  Metro Area"
500,2016,259543.08333333328,12582.75,246960.33333333328,4.8500000000000005,"Chattanooga, TN-GA  Metro Area"
501,2017,266275.41666666674,10453.333333333334,255822.08333333328,3.933333333333333,"Chattanooga, TN-GA  Metro Area"
502,2018,270585.75,9584.166666666666,261001.58333333328,3.533333333333333,"Chattanooga, TN-GA  Metro Area"
503,2019,273096.33333333326,9444.0,263652.33333333326,3.4666666666666663,"Chattanooga, TN-GA  Metro Area"
504,2002,4689541.363636363,320227.1818181818,4369314.181818182,6.8181818181818175,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
505,2003,4662093.083333333,317819.0,4344274.083333333,6.825,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
506,2004,4668417.166666667,293100.0,4375317.166666667,6.275,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
507,2005,4698560.333333333,275637.91666666674,4422922.416666667,5.866666666666666,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
508,2006,4783087.833333333,218000.75,4565087.083333333,4.566666666666666,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
509,2007,4884675.416666667,239689.25,4644986.166666667,4.908333333333334,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
510,2008,4900450.666666667,300526.58333333326,4599924.083333333,6.1416666666666675,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
511,2009,4879052.666666667,498201.66666666674,4380851.0,10.208333333333334,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
512,2010,4872957.916666667,514471.25,4358486.666666667,10.558333333333332,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
513,2011,4860501.0,482317.5,4378183.5,9.916666666666666,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
514,2012,4884704.166666667,446002.41666666674,4438701.75,9.108333333333333,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
515,2013,4905472.083333333,444327.66666666674,4461144.416666667,9.058333333333332,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
516,2014,4890778.166666667,348728.58333333326,4542049.583333333,7.1416666666666675,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
517,2015,4892093.25,289855.08333333326,4602238.166666667,5.916666666666665,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
518,2016,4935286.25,282469.75,4652816.5,5.716666666666668,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
519,2017,4900321.5,235752.33333333328,4664569.166666667,4.824999999999998,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
520,2018,4876387.75,197064.16666666663,4679323.583333333,4.025,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
521,2019,4875619.666666667,214721.3333333333,4660898.333333333,4.4,"Chicago-Naperville-Elgin, IL-IN-WI  Metro Area"
522,2002,97267.63636363637,7045.818181818182,90221.81818181818,7.236363636363635,"Chico, CA  Metro Area"
523,2003,98295.25,7410.583333333332,90884.66666666669,7.533333333333334,"Chico, CA  Metro Area"
524,2004,97433.5,7163.0,90270.5,7.350000000000001,"Chico, CA  Metro Area"
525,2005,98309.58333333331,6632.416666666668,91677.16666666669,6.758333333333334,"Chico, CA  Metro Area"
526,2006,99752.08333333331,6195.416666666668,93556.66666666669,6.216666666666668,"Chico, CA  Metro Area"
527,2007,101228.0,6738.666666666668,94489.33333333331,6.6416666666666675,"Chico, CA  Metro Area"
528,2008,102815.25,8699.5,94115.75,8.458333333333332,"Chico, CA  Metro Area"
529,2009,103738.75,12738.75,91000.0,12.283333333333333,"Chico, CA  Metro Area"
530,2010,102568.16666666669,14245.833333333336,88322.33333333331,13.9,"Chico, CA  Metro Area"
531,2011,100646.75,13755.583333333336,86891.16666666669,13.683333333333332,"Chico, CA  Metro Area"
532,2012,100989.83333333331,12271.833333333336,88718.0,12.141666666666666,"Chico, CA  Metro Area"
533,2013,101747.25,10484.666666666666,91262.58333333331,10.308333333333335,"Chico, CA  Metro Area"
534,2014,101244.08333333331,8751.166666666666,92492.91666666669,8.65,"Chico, CA  Metro Area"
535,2015,101133.08333333331,7252.833333333332,93880.25,7.166666666666668,"Chico, CA  Metro Area"
536,2016,101712.75,6718.166666666668,94994.58333333331,6.591666666666668,"Chico, CA  Metro Area"
537,2017,102230.25,5903.0,96327.25,5.775000000000001,"Chico, CA  Metro Area"
538,2018,102711.75,5093.25,97618.5,4.966666666666667,"Chico, CA  Metro Area"
539,2019,104328.66666666669,6579.0,97749.66666666669,6.3,"Chico, CA  Metro Area"
540,2002,1054648.818181818,54372.181818181816,1000276.6363636364,5.172727272727274,"Cincinnati, OH-KY-IN  Metro Area"
541,2003,1066184.916666667,58262.25,1007922.6666666665,5.4750000000000005,"Cincinnati, OH-KY-IN  Metro Area"
542,2004,1076844.75,59031.83333333334,1017812.9166666665,5.4833333333333325,"Cincinnati, OH-KY-IN  Metro Area"
543,2005,1088916.166666667,59329.33333333334,1029586.8333333335,5.441666666666667,"Cincinnati, OH-KY-IN  Metro Area"
544,2006,1103039.833333333,57340.75,1045699.0833333335,5.191666666666666,"Cincinnati, OH-KY-IN  Metro Area"
545,2007,1114812.75,55806.41666666666,1059006.333333333,5.008333333333334,"Cincinnati, OH-KY-IN  Metro Area"
546,2008,1119582.0,65160.91666666666,1054421.083333333,5.824999999999998,"Cincinnati, OH-KY-IN  Metro Area"
547,2009,1113099.916666667,105453.91666666669,1007646.0,9.466666666666667,"Cincinnati, OH-KY-IN  Metro Area"
548,2010,1095960.583333333,108462.91666666669,987497.6666666665,9.9,"Cincinnati, OH-KY-IN  Metro Area"
549,2011,1086177.416666667,96254.33333333331,989923.0833333335,8.866666666666664,"Cincinnati, OH-KY-IN  Metro Area"
550,2012,1076468.833333333,79912.33333333331,996556.5,7.433333333333334,"Cincinnati, OH-KY-IN  Metro Area"
551,2013,1079275.5,78470.58333333331,1000804.9166666665,7.274999999999999,"Cincinnati, OH-KY-IN  Metro Area"
552,2014,1074759.166666667,59308.33333333334,1015450.8333333335,5.525,"Cincinnati, OH-KY-IN  Metro Area"
553,2015,1076895.416666667,48506.83333333334,1028388.5833333335,4.500000000000001,"Cincinnati, OH-KY-IN  Metro Area"
554,2016,1091334.833333333,47751.0,1043583.8333333335,4.366666666666666,"Cincinnati, OH-KY-IN  Metro Area"
555,2017,1108570.333333333,47466.58333333334,1061103.75,4.266666666666667,"Cincinnati, OH-KY-IN  Metro Area"
556,2018,1115798.0,44183.16666666666,1071614.833333333,3.9583333333333335,"Cincinnati, OH-KY-IN  Metro Area"
557,2019,1127006.333333333,45294.0,1081712.333333333,4.0,"Cincinnati, OH-KY-IN  Metro Area"
558,2002,98406.36363636363,4466.454545454545,93939.90909090909,4.554545454545455,"College Station-Bryan, TX  Metro Area"
559,2003,100725.91666666669,5011.083333333333,95714.83333333331,4.983333333333333,"College Station-Bryan, TX  Metro Area"
560,2004,101887.33333333331,4537.5,97349.83333333331,4.458333333333334,"College Station-Bryan, TX  Metro Area"
561,2005,102867.0,4380.5,98486.5,4.258333333333334,"College Station-Bryan, TX  Metro Area"
562,2006,102684.25,4183.333333333333,98500.91666666669,4.083333333333334,"College Station-Bryan, TX  Metro Area"
563,2007,102742.33333333331,3801.916666666666,98940.41666666669,3.725,"College Station-Bryan, TX  Metro Area"
564,2008,106519.66666666669,4223.333333333333,102296.33333333331,3.966666666666667,"College Station-Bryan, TX  Metro Area"
565,2009,112014.33333333331,6408.25,105606.08333333331,5.716666666666668,"College Station-Bryan, TX  Metro Area"
566,2010,115447.58333333331,7609.166666666668,107838.41666666669,6.583333333333332,"College Station-Bryan, TX  Metro Area"
567,2011,115080.58333333331,7275.333333333332,107805.25,6.324999999999998,"College Station-Bryan, TX  Metro Area"
568,2012,114788.66666666669,6334.583333333332,108454.08333333331,5.533333333333334,"College Station-Bryan, TX  Metro Area"
569,2013,117795.75,6027.916666666668,111767.83333333331,5.125,"College Station-Bryan, TX  Metro Area"
570,2014,119222.16666666669,4904.583333333333,114317.58333333331,4.133333333333334,"College Station-Bryan, TX  Metro Area"
571,2015,123711.25,4279.583333333333,119431.66666666669,3.458333333333333,"College Station-Bryan, TX  Metro Area"
572,2016,126484.5,4578.416666666667,121906.08333333331,3.6333333333333333,"College Station-Bryan, TX  Metro Area"
573,2017,128613.66666666669,4177.833333333333,124435.83333333331,3.2583333333333333,"College Station-Bryan, TX  Metro Area"
574,2018,132760.25,3930.833333333334,128829.41666666669,2.958333333333333,"College Station-Bryan, TX  Metro Area"
575,2019,135766.33333333337,4032.333333333334,131734.0,2.966666666666667,"College Station-Bryan, TX  Metro Area"
576,2002,287650.9090909091,17076.81818181818,270574.0909090909,5.918181818181817,"Colorado Springs, CO  Metro Area"
577,2003,292391.83333333326,17817.916666666668,274573.91666666674,6.1000000000000005,"Colorado Springs, CO  Metro Area"
578,2004,298046.58333333326,16807.5,281239.08333333326,5.633333333333334,"Colorado Springs, CO  Metro Area"
579,2005,301904.16666666674,15860.083333333336,286044.08333333326,5.266666666666667,"Colorado Springs, CO  Metro Area"
580,2006,308369.66666666674,14194.333333333336,294175.33333333326,4.616666666666666,"Colorado Springs, CO  Metro Area"
581,2007,309909.08333333326,13115.166666666664,296793.91666666674,4.233333333333333,"Colorado Springs, CO  Metro Area"
582,2008,312485.58333333326,17666.833333333332,294818.75,5.650000000000001,"Colorado Springs, CO  Metro Area"
583,2009,312324.5,24553.5,287771.0,7.866666666666666,"Colorado Springs, CO  Metro Area"
584,2010,318661.41666666674,29786.33333333333,288875.08333333326,9.358333333333333,"Colorado Springs, CO  Metro Area"
585,2011,319717.33333333326,29150.83333333333,290566.5,9.108333333333334,"Colorado Springs, CO  Metro Area"
586,2012,318914.25,28176.08333333333,290738.16666666674,8.824999999999998,"Colorado Springs, CO  Metro Area"
587,2013,318473.08333333326,25092.08333333333,293381.0,7.883333333333334,"Colorado Springs, CO  Metro Area"
588,2014,318330.91666666674,19065.416666666668,299265.5,6.008333333333333,"Colorado Springs, CO  Metro Area"
589,2015,319421.75,14578.916666666664,304842.83333333326,4.558333333333334,"Colorado Springs, CO  Metro Area"
590,2016,326726.33333333326,12066.833333333336,314659.5,3.691666666666667,"Colorado Springs, CO  Metro Area"
591,2017,338249.58333333326,10615.583333333334,327634.0,3.1333333333333333,"Colorado Springs, CO  Metro Area"
592,2018,349735.58333333326,13737.583333333336,335998.0,3.925,"Colorado Springs, CO  Metro Area"
593,2019,352600.33333333326,14975.666666666664,337624.66666666674,4.233333333333333,"Colorado Springs, CO  Metro Area"
594,2002,82141.90909090909,2825.181818181818,79316.72727272728,3.427272727272727,"Columbia, MO  Metro Area"
595,2003,83738.33333333331,2971.0,80767.33333333331,3.5416666666666665,"Columbia, MO  Metro Area"
596,2004,83660.75,3240.333333333333,80420.41666666669,3.866666666666668,"Columbia, MO  Metro Area"
597,2005,85726.91666666669,3055.25,82671.66666666669,3.5666666666666664,"Columbia, MO  Metro Area"
598,2006,86737.16666666669,2853.083333333333,83884.08333333331,3.3000000000000003,"Columbia, MO  Metro Area"
599,2007,87412.5,3250.416666666666,84162.08333333331,3.7000000000000006,"Columbia, MO  Metro Area"
600,2008,86870.83333333331,3832.833333333334,83038.0,4.416666666666667,"Columbia, MO  Metro Area"
601,2009,88081.16666666669,5555.0,82526.16666666669,6.300000000000002,"Columbia, MO  Metro Area"
602,2010,92559.16666666669,5970.833333333332,86588.33333333331,6.441666666666666,"Columbia, MO  Metro Area"
603,2011,94108.33333333331,5372.416666666667,88735.91666666669,5.7333333333333325,"Columbia, MO  Metro Area"
604,2012,96445.75,4367.75,92078.0,4.533333333333334,"Columbia, MO  Metro Area"
605,2013,97546.66666666669,4392.666666666667,93154.0,4.516666666666667,"Columbia, MO  Metro Area"
606,2014,97642.16666666669,4072.083333333334,93570.08333333331,4.175,"Columbia, MO  Metro Area"
607,2015,98825.5,3478.083333333333,95347.41666666669,3.533333333333333,"Columbia, MO  Metro Area"
608,2016,98295.25,3246.0,95049.25,3.316666666666667,"Columbia, MO  Metro Area"
609,2017,97475.25,2560.5,94914.75,2.6416666666666666,"Columbia, MO  Metro Area"
610,2018,97114.0,2205.583333333333,94908.41666666669,2.275,"Columbia, MO  Metro Area"
611,2019,96344.33333333331,2620.6666666666665,93723.66666666669,2.7000000000000006,"Columbia, MO  Metro Area"
612,2002,332173.5454545455,15387.636363636364,316785.9090909091,4.618181818181818,"Columbia, SC  Metro Area"
613,2003,340185.41666666674,19340.166666666668,320845.25,5.691666666666666,"Columbia, SC  Metro Area"
614,2004,347765.83333333326,20004.58333333333,327761.25,5.749999999999999,"Columbia, SC  Metro Area"
615,2005,355320.33333333326,20316.83333333333,335003.5,5.716666666666668,"Columbia, SC  Metro Area"
616,2006,363918.5,20326.666666666668,343591.83333333326,5.574999999999998,"Columbia, SC  Metro Area"
617,2007,367777.25,18241.666666666668,349535.58333333326,4.966666666666667,"Columbia, SC  Metro Area"
618,2008,369699.66666666674,21680.666666666668,348019.0,5.8500000000000005,"Columbia, SC  Metro Area"
619,2009,369214.75,33549.916666666664,335664.83333333326,9.108333333333333,"Columbia, SC  Metro Area"
620,2010,372407.0,34814.583333333336,337592.41666666674,9.35,"Columbia, SC  Metro Area"
621,2011,375316.91666666674,34281.416666666664,341035.5,9.133333333333336,"Columbia, SC  Metro Area"
622,2012,380000.25,30594.25,349406.0,8.066666666666665,"Columbia, SC  Metro Area"
623,2013,381586.16666666674,25548.83333333333,356037.33333333326,6.683333333333334,"Columbia, SC  Metro Area"
624,2014,389376.75,22548.91666666667,366827.83333333326,5.783333333333334,"Columbia, SC  Metro Area"
625,2015,398459.75,21795.75,376664.0,5.466666666666666,"Columbia, SC  Metro Area"
626,2016,403112.33333333326,18840.166666666668,384272.16666666674,4.658333333333334,"Columbia, SC  Metro Area"
627,2017,401765.91666666674,16554.083333333332,385211.83333333326,4.116666666666667,"Columbia, SC  Metro Area"
628,2018,398496.33333333326,13180.666666666664,385315.66666666674,3.2916666666666665,"Columbia, SC  Metro Area"
629,2019,400757.0,12836.0,387921.0,3.1666666666666665,"Columbia, SC  Metro Area"
630,2002,939382.4545454546,47797.272727272735,891585.1818181819,5.081818181818182,"Columbus, OH  Metro Area"
631,2003,942862.3333333335,52872.58333333334,889989.75,5.625,"Columbus, OH  Metro Area"
632,2004,948544.5833333335,54667.91666666666,893876.6666666665,5.7666666666666675,"Columbus, OH  Metro Area"
633,2005,956300.5,52555.83333333334,903744.6666666665,5.483333333333333,"Columbus, OH  Metro Area"
634,2006,973218.3333333335,46945.33333333334,926273.0,4.824999999999998,"Columbus, OH  Metro Area"
635,2007,990472.0,47901.58333333334,942570.4166666665,4.833333333333333,"Columbus, OH  Metro Area"
636,2008,995815.0,56437.66666666666,939377.3333333335,5.666666666666668,"Columbus, OH  Metro Area"
637,2009,994750.9166666665,86760.5,907990.4166666665,8.725,"Columbus, OH  Metro Area"
638,2010,1004296.5833333335,90418.41666666669,913878.1666666665,9.008333333333333,"Columbus, OH  Metro Area"
639,2011,1003769.3333333335,78750.91666666669,925018.4166666665,7.85,"Columbus, OH  Metro Area"
640,2012,1003946.9166666665,64913.41666666666,939033.5,6.4750000000000005,"Columbus, OH  Metro Area"
641,2013,1016140.0,65959.41666666669,950180.5833333335,6.491666666666667,"Columbus, OH  Metro Area"
642,2014,1027589.0,50816.41666666666,976772.5833333335,4.958333333333333,"Columbus, OH  Metro Area"
643,2015,1038160.75,43274.91666666666,994885.8333333335,4.158333333333332,"Columbus, OH  Metro Area"
644,2016,1055953.583333333,44180.83333333334,1011772.75,4.183333333333334,"Columbus, OH  Metro Area"
645,2017,1075547.833333333,43957.0,1031590.8333333335,4.075,"Columbus, OH  Metro Area"
646,2018,1080762.5,41576.333333333336,1039186.1666666665,3.8666666666666667,"Columbus, OH  Metro Area"
647,2019,1091205.333333333,42390.0,1048815.333333333,3.9,"Columbus, OH  Metro Area"
648,2002,42044.545454545456,2200.090909090909,39844.454545454544,5.236363636363635,"Corvallis, OR  Metro Area"
649,2003,42213.583333333336,2442.75,39770.833333333336,5.783333333333334,"Corvallis, OR  Metro Area"
650,2004,42111.91666666666,2289.6666666666665,39822.25,5.433333333333333,"Corvallis, OR  Metro Area"
651,2005,41922.0,2051.75,39870.25,4.883333333333333,"Corvallis, OR  Metro Area"
652,2006,42033.583333333336,1963.583333333333,40070.0,4.666666666666667,"Corvallis, OR  Metro Area"
653,2007,42323.333333333336,1746.916666666667,40576.41666666666,4.133333333333334,"Corvallis, OR  Metro Area"
654,2008,43100.25,2023.833333333333,41076.41666666666,4.675,"Corvallis, OR  Metro Area"
655,2009,43652.66666666666,3477.916666666666,40174.75,7.9499999999999975,"Corvallis, OR  Metro Area"
656,2010,45074.91666666666,3202.166666666666,41872.75,7.108333333333333,"Corvallis, OR  Metro Area"
657,2011,45957.0,2937.666666666666,43019.333333333336,6.383333333333334,"Corvallis, OR  Metro Area"
658,2012,44961.83333333334,2698.75,42263.083333333336,6.008333333333333,"Corvallis, OR  Metro Area"
659,2013,43860.41666666666,2504.6666666666665,41355.75,5.716666666666666,"Corvallis, OR  Metro Area"
660,2014,44305.41666666666,2238.9166666666665,42066.5,5.066666666666666,"Corvallis, OR  Metro Area"
661,2015,45442.08333333334,1915.583333333333,43526.5,4.216666666666667,"Corvallis, OR  Metro Area"
662,2016,46803.5,1829.416666666667,44974.08333333334,3.9166666666666665,"Corvallis, OR  Metro Area"
663,2017,48324.08333333334,1564.0,46760.08333333334,3.2416666666666667,"Corvallis, OR  Metro Area"
664,2018,48344.41666666666,1534.75,46809.66666666666,3.1750000000000003,"Corvallis, OR  Metro Area"
665,2019,48718.0,1675.0,47043.0,3.4333333333333336,"Corvallis, OR  Metro Area"
666,2002,107808.63636363637,4670.909090909091,103137.72727272726,4.327272727272727,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
667,2003,111490.66666666669,4213.166666666667,107277.5,3.783333333333333,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
668,2004,117497.5,4004.75,113492.75,3.416666666666666,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
669,2005,124513.91666666669,3492.583333333333,121021.33333333331,2.8166666666666664,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
670,2006,129853.16666666669,3059.666666666666,126793.5,2.3416666666666663,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
671,2007,128779.33333333331,3847.0,124932.33333333331,3.0083333333333337,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
672,2008,127989.33333333331,6036.916666666668,121952.41666666669,4.716666666666666,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
673,2009,127254.91666666669,9255.583333333334,117999.33333333331,7.283333333333334,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
674,2010,115029.5,9936.083333333334,105093.41666666669,8.658333333333333,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
675,2011,117197.5,9341.75,107855.75,7.975,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
676,2012,117724.58333333331,8053.0,109671.58333333331,6.8500000000000005,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
677,2013,119145.83333333331,6917.583333333332,112228.25,5.8,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
678,2014,119308.0,6187.916666666668,113120.08333333331,5.166666666666667,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
679,2015,119400.33333333331,5471.583333333333,113928.75,4.591666666666666,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
680,2016,122075.83333333331,4980.583333333333,117095.25,4.083333333333334,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
681,2017,124824.5,4388.25,120436.25,3.516666666666667,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
682,2018,126913.5,3780.916666666666,123132.58333333331,2.9916666666666667,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
683,2019,125760.66666666669,3922.333333333334,121838.33333333331,3.1,"Crestview-Fort Walton Beach-Destin, FL  Metro Area"
684,2002,197309.36363636365,9787.90909090909,187521.45454545453,4.9727272727272736,"Davenport-Moline-Rock Island, IA-IL  Metro Area"
685,2003,194834.41666666663,10730.5,184103.91666666663,5.508333333333333,"Davenport-Moline-Rock Island, IA-IL  Metro Area"
686,2004,196282.3333333333,9965.5,186316.8333333333,5.075,"Davenport-Moline-Rock Island, IA-IL  Metro Area"
687,2005,202279.0,9189.0,193090.0,4.55,"Davenport-Moline-Rock Island, IA-IL  Metro Area"
688,2006,204818.75,8373.833333333334,196444.91666666663,4.1000000000000005,"Davenport-Moline-Rock Island, IA-IL  Metro Area"
689,2007,206059.16666666663,8729.083333333334,197330.0833333333,4.216666666666667,"Davenport-Moline-Rock Island, IA-IL  Metro Area"
690,2008,206308.8333333333,10442.833333333334,195866.0,5.066666666666666,"Davenport-Moline-Rock Island, IA-IL  Metro Area"
691,2009,203837.5833333333,16930.583333333332,186907.0,8.308333333333334,"Davenport-Moline-Rock Island, IA-IL  Metro Area"
