,CBSA,MNAME,Year,TNC_TRIPS,TNC_BOOKINGS,TNC_REVENUE
548,28020,"Kalamazoo-Portage, MI Metro Area",2015,244798.19999999998,3668249.0057058,839078.3715582599
549,28020,"Kalamazoo-Portage, MI Metro Area",2016,441308.87,6445598.42338894,1444897.340429312
550,28020,"Kalamazoo-Portage, MI Metro Area",2017,686826.1399999999,9907354.34204516,3804164.8263819204
551,28020,"Kalamazoo-Portage, MI Metro Area",2018,975277.66,14192771.5249177,5382063.19802806
552,28100,"Kankakee-Bradley, IL Metro Area",2015,80941.67,1212893.72429073,277438.333512281
553,28100,"Kankakee-Bradley, IL Metro Area",2016,144110.48,2104825.77130576,471834.72491724807
554,28100,"Kankakee-Bradley, IL Metro Area",2017,222498.14999999997,3209499.2955561,1232363.7480732
555,28100,"Kankakee-Bradley, IL Metro Area",2018,313073.95,4556022.582075249,1727696.4844619501
556,28140,"Kansas City, MO-KS Metro Area",2014,910897.24,13697240.358626507,1409172.600495398
557,28140,"Kansas City, MO-KS Metro Area",2015,1524436.3699999999,22843355.05128003,5225208.301710491
558,28140,"Kansas City, MO-KS Metro Area",2016,2756390.65,40258849.1545253,9024748.40210944
559,28140,"Kansas City, MO-KS Metro Area",2017,4317698.35,62282090.0432149,23914692.871178802
560,28140,"Kansas City, MO-KS Metro Area",2018,6164843.23,89714155.30047685,34020645.843354434
561,28140,"Kansas City, MO-KS Metro Area",2016,2756390.65,40258849.1545253,9024748.40210944
562,28140,"Kansas City, MO-KS Metro Area",2017,4317698.35,62282090.0432149,23914692.871178802
563,28140,"Kansas City, MO-KS Metro Area",2018,6164843.23,89714155.30047685,34020645.843354434
564,28420,"Kennewick-Pasco-Richland, WA Metro Area",2016,371838.26,5430935.712694121,1217442.3617269762
565,28420,"Kennewick-Pasco-Richland, WA Metro Area",2017,589300.8799999999,8500568.47317872,3263995.86342464
566,28420,"Kennewick-Pasco-Richland, WA Metro Area",2018,850426.92,12375875.5780374,4693075.23023172
567,28660,"Killeen-Temple-Fort Hood, TX Metro Area",2015,314368.66,4710747.56460654,1077540.371219038
568,28660,"Killeen-Temple-Fort Hood, TX Metro Area",2016,571011.97,8339995.19105114,1869560.6023198722
569,28660,"Killeen-Temple-Fort Hood, TX Metro Area",2017,898666.7899999999,12963120.94929626,4977499.24479512
570,28660,"Killeen-Temple-Fort Hood, TX Metro Area",2018,1288942.1125,18757387.420888186,7113018.366559112
571,28940,"Knoxville, TN Metro Area",2014,377249.4,5672731.76384598,583610.8560756299
572,28940,"Knoxville, TN Metro Area",2015,629025.67,9425815.99268673,2156069.100393481
573,28940,"Knoxville, TN Metro Area",2016,1138489.56,16628368.50068472,3727549.2272578566
574,28940,"Knoxville, TN Metro Area",2017,1782084.2199999997,25706272.38344068,9870535.95160816
575,28940,"Knoxville, TN Metro Area",2018,2543743.4225,37017939.29490264,14037630.944466822
576,29020,"Kokomo, IN Metro Area",2016,108164.08,1579805.59854896,354141.967556608
577,29020,"Kokomo, IN Metro Area",2017,167196.88999999998,2411787.69654566,926063.36738792
578,29020,"Kokomo, IN Metro Area",2018,235949.1575,3433660.6089124624,1302083.8365009576
579,29100,"La Crosse, WI-MN Metro Area",2017,277976.01999999996,4009758.4648298803,1539642.32907856
580,29100,"La Crosse, WI-MN Metro Area",2018,392961.1175,5718584.140288662,2168553.2802553177
581,29140,"Lafayette, IN Metro Area",2014,93066.6,1399450.49077122,143975.51884257
582,29140,"Lafayette, IN Metro Area",2015,156947.81,2351829.58036539,537959.481868883
583,29140,"Lafayette, IN Metro Area",2016,284845.09,4160344.80116858,932616.4529059841
584,29140,"Lafayette, IN Metro Area",2017,444101.06999999995,6406085.04529458,2459769.03245496
585,29140,"Lafayette, IN Metro Area",2018,632481.99,9204222.29059905,3490347.60192759
586,29180,"Lafayette, LA Metro Area",2015,358056.24,5365396.66699656,1227285.3590650319
587,29180,"Lafayette, LA Metro Area",2016,643901.68,9404596.04500016,2108210.118074368
588,29180,"Lafayette, LA Metro Area",2017,997862.7399999999,14394006.247205561,5526921.75790672
589,29180,"Lafayette, LA Metro Area",2018,1411582.235,20542113.258277323,7789807.056570635
590,29460,"Lakeland-Winter Haven, FL Metro Area",2016,872655.1900000001,12745687.42936478,2857176.1159997443
591,29460,"Lakeland-Winter Haven, FL Metro Area",2017,1393560.4899999998,20101881.34584406,7718596.440568721
592,29460,"Lakeland-Winter Haven, FL Metro Area",2018,2025496.0425,29476121.247181535,11177686.268432243
593,29540,"Lancaster, PA Metro Area",2015,391735.52,5870073.52071888,1342725.568256336
594,29540,"Lancaster, PA Metro Area",2016,705435.0,10303329.556470001,2309677.472256
595,29540,"Lancaster, PA Metro Area",2017,1102093.0899999999,15897511.93882846,6104228.601981521
596,29540,"Lancaster, PA Metro Area",2018,1568955.0975000001,22832288.83933676,8658268.138340497
597,29620,"Lansing-East Lansing, MI Metro Area",2014,207001.52,3112699.7091801837,320234.662523404
598,29620,"Lansing-East Lansing, MI Metro Area",2015,344761.48,5166177.5136241205,1181715.801890764
599,29620,"Lansing-East Lansing, MI Metro Area",2016,622379.6900000001,9090253.60993378,2037744.5819709443
600,29620,"Lansing-East Lansing, MI Metro Area",2017,969641.6799999999,13986922.088573921,5370612.09296704
601,29620,"Lansing-East Lansing, MI Metro Area",2018,1378402.165,20059258.813840672,7606703.063749765
602,29700,"Laredo, TX Metro Area",2017,557831.82,8046632.447635081,3089696.30754096
603,29700,"Laredo, TX Metro Area",2018,797466.0925,11605160.780286286,4400811.260374293
604,29820,"Las Vegas-Paradise, NV Metro Area",2015,1543804.73,23133585.80997087,5291595.930249239
605,29820,"Las Vegas-Paradise, NV Metro Area",2016,2823919.8400000003,41245156.18387808,9245846.942531586
606,29820,"Las Vegas-Paradise, NV Metro Area",2017,4474280.369999999,64540759.98220878,24781963.026225362
607,29820,"Las Vegas-Paradise, NV Metro Area",2018,6459239.220000001,93998366.03890589,35645268.13135602
608,29940,"Lawrence, KS Metro Area",2015,86178.69,1291369.35608811,295388.915720067
609,29940,"Lawrence, KS Metro Area",2016,156466.4,2285291.8889968,512289.4657126401
610,29940,"Lawrence, KS Metro Area",2017,245209.78999999998,3537110.9749382604,1358158.06049912
611,29940,"Lawrence, KS Metro Area",2018,350583.41500000004,5101880.739809425,1934692.214431015
612,30140,"Lebanon, PA Metro Area",2016,181910.53,2656919.68839386,595596.551216128
613,30140,"Lebanon, PA Metro Area",2017,283700.62,4092334.8802622803,1571349.5118673602
614,30140,"Lebanon, PA Metro Area",2018,404300.4875,5883600.8265588125,2231129.5172274876
615,30340,"Lewiston-Auburn, ME Metro Area",2016,140587.89,2053376.09038218,460301.34938726405
616,30340,"Lewiston-Auburn, ME Metro Area",2017,218531.52999999997,3152281.45308982,1210393.59375784
617,30340,"Lewiston-Auburn, ME Metro Area",2018,309734.705,4507428.070691975,1709268.883419905
618,30460,"Lexington-Fayette, KY Metro Area",2014,217443.16,3269711.550404172,336388.046622182
619,30460,"Lexington-Fayette, KY Metro Area",2015,365390.55,5475299.7437554505,1252424.681540865
620,30460,"Lexington-Fayette, KY Metro Area",2016,663843.81,9695863.613873221,2173503.0060226563
621,30460,"Lexington-Fayette, KY Metro Area",2017,1040679.4999999999,15011630.982773,5764073.495276
622,30460,"Lexington-Fayette, KY Metro Area",2018,1488463.0775000001,21660925.13821486,8214073.468099678
623,30700,"Lincoln, NE Metro Area",2014,140899.88,2118723.647534196,217974.368117626
624,30700,"Lincoln, NE Metro Area",2015,236196.61,3539356.00745259,809595.278422723
625,30700,"Lincoln, NE Metro Area",2016,427834.21,6248792.39215802,1400779.7127976962
626,30700,"Lincoln, NE Metro Area",2017,673131.7599999999,9709815.158177441,3728314.94868928
627,30700,"Lincoln, NE Metro Area",2018,964610.5875,14037538.477918312,5323197.0302815875
628,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2014,320221.88,4815204.027241596,495388.370454526
629,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2015,533082.5,7988127.9788175,1827211.13147975
630,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2016,962039.11,14051196.77439182,3149829.6225679363
631,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2017,1498306.46,21612824.77133924,8298759.179830881
632,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2018,2129225.735,30985652.210909825,11750117.877854135
633,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2014,320221.88,4815204.027241596,495388.370454526
634,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2015,533082.5,7988127.9788175,1827211.13147975
635,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2016,962039.11,14051196.77439182,3149829.6225679363
636,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2017,1498306.46,21612824.77133924,8298759.179830881
637,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2018,2129225.735,30985652.210909825,11750117.877854135
638,30860,"Logan, UT-ID Metro Area",2017,280584.56999999995,4047386.37044358,1554090.4602429601
639,30860,"Logan, UT-ID Metro Area",2018,403833.395,5876803.442177525,2228551.870412195
640,31020,"Longview, WA Metro Area",2017,217027.3,3130583.1822262,1202062.0255144
641,31020,"Longview, WA Metro Area",2018,311812.585,4537666.511810575,1720735.650204985
642,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2012,7831752.6,120319315.76655631,3096177.0221567713
643,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2013,25474976.14,389355848.28056383,19852011.086035468
644,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2014,43367459.4,655532073.0878832,67441164.19087715
645,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2015,72970171.96,1090166523.92181,249365610.18216792
646,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2016,130309276.13,1902592910.2789423,426500575.40469086
647,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2017,202311691.05,2921303074.986227,1121703940.1092086
648,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2018,286580252.38500005,4174543362.3734045,1583035150.6511889
649,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2012,7831752.6,120319315.76655631,3096177.0221567713
650,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2013,25474976.14,389355848.28056383,19852011.086035468
651,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2014,43367459.4,655532073.0878832,67441164.19087715
652,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2015,72970171.96,1090166523.92181,249365610.18216792
653,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2016,130309276.13,1902592910.2789423,426500575.40469086
654,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2017,202311691.05,2921303074.986227,1121703940.1092086
655,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2018,286580252.38500005,4174543362.3734045,1583035150.6511889
656,31140,"Louisville, Jefferson County, KY-IN Metro Area",2014,556692.4,8371031.630989079,861212.04734798
657,31140,"Louisville, Jefferson County, KY-IN Metro Area",2015,933914.5499999999,13994511.06851145,3201116.265514065
658,31140,"Louisville, Jefferson County, KY-IN Metro Area",2016,1681119.07,24553819.70256134,5504182.304760832
659,31140,"Louisville, Jefferson County, KY-IN Metro Area",2017,2626255.6599999997,37883306.85320404,14546198.557408482
660,31140,"Louisville, Jefferson County, KY-IN Metro Area",2018,3738264.6875,54401263.13295781,20629588.50003969
661,31180,"Lubbock, TX Metro Area",2014,134315.28,2019710.449442376,207787.88659395598
662,31180,"Lubbock, TX Metro Area",2015,228076.09,3417671.74091871,781761.116660887
663,31180,"Lubbock, TX Metro Area",2016,411222.10000000003,6006161.8961402,1346389.7034649602
664,31180,"Lubbock, TX Metro Area",2017,645562.33,9312130.65534502,3575614.5056202402
665,31180,"Lubbock, TX Metro Area",2018,922578.7200000001,13425867.8566584,5091244.45257552
666,31340,"Lynchburg, VA Metro Area",2015,190167.91999999998,2849625.8692144803,651825.824847656
667,31340,"Lynchburg, VA Metro Area",2016,342128.77,4997009.60125274,1120169.9840235522
668,31340,"Lynchburg, VA Metro Area",2017,528035.48,7616825.133551121,2924661.5454934402
669,31340,"Lynchburg, VA Metro Area",2018,744746.345,10837954.309957774,4109877.6888731453
670,31540,"Madison, WI Metro Area",2014,278866.28,4193336.303309076,431410.595752906
671,31540,"Madison, WI Metro Area",2015,468211.05,7016043.08619495,1604855.613234015
672,31540,"Madison, WI Metro Area",2016,850096.99,12416210.48421638,2783317.906023424
673,31540,"Madison, WI Metro Area",2017,1328086.9,19157435.5561486,7355953.9701832
674,31540,"Madison, WI Metro Area",2018,1894463.3225,27569261.761393137,10454583.085642723
675,31700,"Manchester-Nashua, NH Metro Area",2014,178280.96,2680826.171442432,275803.49680499197
676,31700,"Manchester-Nashua, NH Metro Area",2015,296874.94,4448607.887941861,1017578.320476442
677,31700,"Manchester-Nashua, NH Metro Area",2016,534166.91,7801849.51397542,1748925.526025216
678,31700,"Manchester-Nashua, NH Metro Area",2017,831684.9099999999,11996918.32390354,4606502.71880248
679,31700,"Manchester-Nashua, NH Metro Area",2018,1180774.6825,17183276.084812336,6516097.132632483
680,32580,"McAllen-Edinburg-Mission, TX Metro Area",2016,1113294.33,16260376.04504946,3645057.0697390083
681,32580,"McAllen-Edinburg-Mission, TX Metro Area",2017,1747141.8299999998,25202234.14271802,9676998.456096241
682,32580,"McAllen-Edinburg-Mission, TX Metro Area",2018,2498792.0475,36363782.41089701,13789567.084285447
683,32780,"Medford, OR Metro Area",2017,441482.36999999994,6368310.72759678,2445264.68288136
684,32780,"Medford, OR Metro Area",2018,629055.2100000001,9154353.922234949,3471436.93957761
685,32820,"Memphis, TN-MS-AR Metro Area",2014,591413.24,8893131.896583708,914925.7422035979
686,32820,"Memphis, TN-MS-AR Metro Area",2015,980807.5599999999,14697192.85827564,3361848.290783308
687,32820,"Memphis, TN-MS-AR Metro Area",2016,1763832.47,25761901.83477214,5774995.741340673
688,32820,"Memphis, TN-MS-AR Metro Area",2017,2733650.78,39432463.83264932,15141034.30147184
689,32820,"Memphis, TN-MS-AR Metro Area",2018,3867279.08,56278750.8180326,21341553.55611428
690,32900,"Merced, CA Metro Area",2016,351960.32,5140605.67984384,1152359.6394168322
691,32900,"Merced, CA Metro Area",2017,553526.19,7984524.4415598605,3065848.4583583204
692,32900,"Merced, CA Metro Area",2018,791339.36,11516001.233079199,4367000.92833776
693,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2014,19390508.13,293102251.51640666,30154370.59566068
694,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2015,32887450.57,491334975.72406214,112388376.76330914
695,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2016,59389928.73,867128271.2900883,194382468.60736805
696,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2017,93306183.60000001,1347305435.7424366,517330032.8689691
697,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2018,133696480.36500001,1947523425.0634983,738523419.4427673
698,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2014,19390508.13,293102251.51640666,30154370.59566068
699,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2015,32887450.57,491334975.72406214,112388376.76330914
700,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2016,59389928.73,867128271.2900883,194382468.60736805
701,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2017,93306183.60000001,1347305435.7424366,517330032.8689691
702,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2018,133696480.36500001,1947523425.0634983,738523419.4427673
703,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2014,691787.8,10402472.81215326,1070206.79206031
704,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2015,1150295.31,17236930.77471789,3942790.083938133
705,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2016,2059951.4200000002,30086908.574962042,6744524.142856193
706,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2017,3199759.0799999996,46155999.55868952,17722696.08875424
707,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2018,4529535.1675,65916261.98677341,24996209.314561367
708,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2012,469521.36000000004,7096469.443245468,182613.45113035198
709,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2013,1556615.7,23544578.134089664,1200462.837280164
710,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2014,2621382.0,39658304.33894568,4080047.832910176
711,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015,4440974.58,66119553.939036846,15124242.538707372
712,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016,7989831.0,116518714.08825101,26119774.92856918
713,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017,12530150.64,180814265.25061998,69427946.5785108
714,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018,17930535.33,261034379.44474933,98987257.32809718
715,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2012,469521.36000000004,7096469.443245468,182613.45113035198
716,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2013,1556615.7,23544578.134089664,1200462.837280164
717,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2014,2621382.0,39658304.33894568,4080047.832910176
718,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015,4440974.58,66119553.939036846,15124242.538707372
719,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016,7989831.0,116518714.08825101,26119774.92856918
720,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017,12530150.64,180814265.25061998,69427946.5785108
721,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018,17930535.33,261034379.44474933,98987257.32809718
722,33540,"Missoula, MT Metro Area",2016,152130.30000000002,2221960.3739886,498092.56240128004
723,33540,"Missoula, MT Metro Area",2017,238405.22999999998,3438956.3137576203,1320469.2389714401
724,33540,"Missoula, MT Metro Area",2018,341276.005,4966434.241815475,1883329.335033205
725,33660,"Mobile, AL Metro Area",2015,303238.35,4543962.23452365,1039389.754140405
726,33660,"Mobile, AL Metro Area",2016,543435.16,7937218.23563192,1779270.8707164163
727,33660,"Mobile, AL Metro Area",2017,840328.6499999999,12121602.854723101,4654378.316077201
728,33660,"Mobile, AL Metro Area",2018,1185753.415,17255729.310959425,6543572.234401016
729,33700,"Modesto, CA Metro Area",2014,234078.68,3519861.2993821558,362123.462154886
730,33700,"Modesto, CA Metro Area",2015,393023.24,5889369.73126956,1347139.399733132
731,33700,"Modesto, CA Metro Area",2016,709443.6,10361877.7244232,2322802.1019033603
732,33700,"Modesto, CA Metro Area",2017,1112234.97,16043806.893261181,6160402.036454161
733,33700,"Modesto, CA Metro Area",2018,1588390.7375,23115126.85488256,8765523.586777737
734,33860,"Montgomery, AL Metro Area",2016,492773.53,7197272.71299986,1613398.7130849282
735,33860,"Montgomery, AL Metro Area",2017,758994.6699999999,10948373.542412981,4203888.95947576
736,33860,"Montgomery, AL Metro Area",2018,1068688.985,15552143.986668574,5897552.965897385
737,34580,"Mount Vernon-Anacortes, WA Metro Area",2016,162022.11000000002,2366436.58843782,530479.5161487361
738,34580,"Mount Vernon-Anacortes, WA Metro Area",2017,255006.56999999998,3678427.91851158,1412420.06905896
739,34580,"Mount Vernon-Anacortes, WA Metro Area",2018,366014.6875,5326445.019207812,2019849.5877896876
740,34620,"Muncie, IN Metro Area",2015,85301.95999999999,1278231.74334924,292383.807101228
741,34620,"Muncie, IN Metro Area",2016,151439.93,2211877.0783966603,495832.20951756806
742,34620,"Muncie, IN Metro Area",2017,233823.52,3372865.8989948803,1295092.24905856
743,34620,"Muncie, IN Metro Area",2018,328780.025,4784585.937077375,1814370.353566025
744,34900,"Napa, CA Metro Area",2014,62333.48,937313.914739316,96430.89061234599
745,34900,"Napa, CA Metro Area",2015,103992.88,1558311.20760072,356449.419987784
746,34900,"Napa, CA Metro Area",2016,186237.46000000002,2720117.26968452,609763.430864896
747,34900,"Napa, CA Metro Area",2017,286175.18999999994,4128030.14636586,1585055.5600303202
748,34900,"Napa, CA Metro Area",2018,401816.5025,5847452.524365237,2217421.6627351027
749,34940,"Naples-Marco Island, FL Metro Area",2014,153461.88,2307619.524949596,237407.983052526
750,34940,"Naples-Marco Island, FL Metro Area",2015,260832.65,3908521.83152535,894038.5803948949
751,34940,"Naples-Marco Island, FL Metro Area",2016,478328.16000000003,6986288.84109792,1566102.8663132163
752,34940,"Naples-Marco Island, FL Metro Area",2017,756946.3999999999,10918827.583841601,4192544.0844992003
753,34940,"Naples-Marco Island, FL Metro Area",2018,1092453.3025,15897975.274061237,6028696.191963903
754,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2013,456930.24,6975090.537609408,355637.587639728
755,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2014,788685.92,11859538.199615663,1220109.7336297838
756,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2015,1336117.54,20021437.40277126,4579720.478637622
757,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2016,2443850.85,35694005.392997704,8001456.199080961
758,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2017,3865578.78,55760339.45148132,21410511.29545584
759,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2018,5573693.545,81111423.21674177,30758390.288188346
760,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2013,456930.24,6975090.537609408,355637.587639728
761,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2014,788685.92,11859538.199615663,1220109.7336297838
762,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2015,1336117.54,20021437.40277126,4579720.478637622
763,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2016,2443850.85,35694005.392997704,8001456.199080961
764,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2017,3865578.78,55760339.45148132,21410511.29545584
765,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2018,5573693.545,81111423.21674177,30758390.288188346
766,35300,"New Haven-Milford, CT Metro Area",2014,378961.88,5698482.4732995955,586260.090027526
767,35300,"New Haven-Milford, CT Metro Area",2015,627413.1,9401651.9739189,2150541.80235933
768,35300,"New Haven-Milford, CT Metro Area",2016,1122506.25,16394922.0310125,3675217.9833600004
769,35300,"New Haven-Milford, CT Metro Area",2017,1746683.0499999998,25195616.3165167,9674457.3840004
770,35300,"New Haven-Milford, CT Metro Area",2018,2475249.4375,36021177.53175906,13659647.349564437
771,35380,"New Orleans-Metairie-Kenner, LA Metro Area",2015,921908.24,13814599.06458456,3159963.041988632
772,35380,"New Orleans-Metairie-Kenner, LA Metro Area",2016,1662236.73,24278031.04475826,5442359.294389249
773,35380,"New Orleans-Metairie-Kenner, LA Metro Area",2017,2589796.86,37357394.64711684,14344262.03156208
774,35380,"New Orleans-Metairie-Kenner, LA Metro Area",2018,3680545.4,53561300.634413,20311065.0007214
775,35380,"New Orleans-Metairie-Kenner, LA Metro Area",2015,921908.24,13814599.06458456,3159963.041988632
776,35380,"New Orleans-Metairie-Kenner, LA Metro Area",2016,1662236.73,24278031.04475826,5442359.294389249
777,35380,"New Orleans-Metairie-Kenner, LA Metro Area",2017,2589796.86,37357394.64711684,14344262.03156208
778,35380,"New Orleans-Metairie-Kenner, LA Metro Area",2018,3680545.4,53561300.634413,20311065.0007214
779,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2012,6706008.399999999,101468900.02175939,2611099.273203928
780,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2013,22343442.240000002,339841150.26745874,17327414.78643955
781,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2014,37774620.04,570596669.5099707,58703006.68731492
782,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2015,63372437.7,947577681.7153219,216749718.29221424
783,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2016,113263423.08,1655068071.1932425,371013410.65934914
784,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2017,176791621.2,2553994478.2068863,980667050.0088958
785,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2018,251605810.32250002,3663988104.7146473,1389426688.5078316
786,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2012,6706008.399999999,101468900.02175939,2611099.273203928
787,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2013,22343442.240000002,339841150.26745874,17327414.78643955
788,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2014,37774620.04,570596669.5099707,58703006.68731492
789,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2015,63372437.7,947577681.7153219,216749718.29221424
790,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2016,113263423.08,1655068071.1932425,371013410.65934914
791,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2017,176791621.2,2553994478.2068863,980667050.0088958
792,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2018,251605810.32250002,3663988104.7146473,1389426688.5078316
793,35660,"Niles-Benton Harbor, MI Metro Area",2017,313145.76999999996,4517076.33623638,1734439.1169565602
794,35660,"Niles-Benton Harbor, MI Metro Area",2018,442810.1475,6444014.366516512,2443644.8165675476
795,35840,"North Port-Bradenton-Sarasota, FL Metro Area",2014,329431.52,4953690.178211184,509635.83084690396
796,35840,"North Port-Bradenton-Sarasota, FL Metro Area",2015,561310.14,8411113.16565066,1923965.119883802
797,35840,"North Port-Bradenton-Sarasota, FL Metro Area",2016,1032878.67,15085853.87577654,3381766.7051857924
798,35840,"North Port-Bradenton-Sarasota, FL Metro Area",2017,1633520.7,23563267.9908858,9047678.339829601
799,35840,"North Port-Bradenton-Sarasota, FL Metro Area",2018,2358421.065,34321027.444736175,13014930.762784665
800,35980,"Norwich-New London, CT Metro Area",2016,353439.31,5162207.27514422,1157202.0272834562
801,35980,"Norwich-New London, CT Metro Area",2017,546136.99,7877936.44433506,3024921.4564607204
802,35980,"Norwich-New London, CT Metro Area",2018,768992.105,11190791.810744975,4243677.752133305
803,36100,"Ocala, FL Metro Area",2014,149233.48,2244036.709469316,230866.580617346
804,36100,"Ocala, FL Metro Area",2015,250575.41999999998,3754819.41970698,858880.561074906
805,36100,"Ocala, FL Metro Area",2016,457216.2,6677935.1565444,1496979.81683712
806,36100,"Ocala, FL Metro Area",2017,719336.59,10376312.247417461,3984232.39104952
807,36100,"Ocala, FL Metro Area",2018,1032609.4975,15027095.640104761,5698448.557130897
808,36420,"Oklahoma City, OK Metro Area",2013,343116.02,5237703.909472484,267053.79279196897
809,36420,"Oklahoma City, OK Metro Area",2014,588177.48,8844475.494394116,909919.969726146
810,36420,"Oklahoma City, OK Metro Area",2015,991669.96,14859963.613941241,3399080.6107236277
811,36420,"Oklahoma City, OK Metro Area",2016,1798906.4100000001,26274179.170974422,5889831.961660417
812,36420,"Oklahoma City, OK Metro Area",2017,2808986.11,40519163.603256345,15558298.57823608
813,36420,"Oklahoma City, OK Metro Area",2018,4004571.9875000003,58276711.96085131,22099203.541458987
814,36500,"Olympia, WA Metro Area",2016,360540.82,5265929.37268484,1180453.209413632
815,36500,"Olympia, WA Metro Area",2017,569593.6399999999,8216294.770690161,3154842.20012192
