,CBSA,MNAME,TTI_INTERPOLATION,Year,TTI,DEL_PER_AUTO_COMMUTER,TOT_DELAY_HRS
321,17460,"Cleveland-Elyria-Mentor, OH Metro Area",0,2018,1.15,46.75,57145.0
322,17780,"College Station-Bryan, TX Metro Area",1,2012,1.145,29.0,4968.5
323,17780,"College Station-Bryan, TX Metro Area",1,2013,1.1475,29.5,5049.25
324,17780,"College Station-Bryan, TX Metro Area",1,2014,1.15,30.0,5130.0
325,17780,"College Station-Bryan, TX Metro Area",1,2015,1.15,31.0,5235.0
326,17780,"College Station-Bryan, TX Metro Area",1,2016,1.16,31.0,5343.0
327,17780,"College Station-Bryan, TX Metro Area",1,2017,1.16,32.0,5453.0
328,17780,"College Station-Bryan, TX Metro Area",1,2018,1.1624999999999999,32.5,5533.75
329,17820,"Colorado Springs, CO Metro Area",0,2012,1.15,38.0,16141.0
330,17820,"Colorado Springs, CO Metro Area",0,2013,1.15,37.0,16538.0
331,17820,"Colorado Springs, CO Metro Area",0,2014,1.16,40.0,16832.0
332,17820,"Colorado Springs, CO Metro Area",0,2015,1.15,40.0,17103.0
333,17820,"Colorado Springs, CO Metro Area",0,2016,1.15,42.0,17470.0
334,17820,"Colorado Springs, CO Metro Area",0,2017,1.15,43.0,17883.0
335,17820,"Colorado Springs, CO Metro Area",0,2018,1.1475,43.75,18145.75
336,17860,"Columbia, MO Metro Area",1,2012,1.1,19.0,2632.0
337,17860,"Columbia, MO Metro Area",1,2013,1.1,19.0,2642.0
338,17860,"Columbia, MO Metro Area",1,2014,1.1,19.0,2652.0
339,17860,"Columbia, MO Metro Area",1,2015,1.1,19.0,2665.0
340,17860,"Columbia, MO Metro Area",1,2016,1.1,19.0,2679.0
341,17860,"Columbia, MO Metro Area",1,2017,1.1,19.0,2692.0
342,17860,"Columbia, MO Metro Area",1,2018,1.1,19.0,2702.0
343,17900,"Columbia, SC Metro Area",0,2012,1.15,42.0,14674.0
344,17900,"Columbia, SC Metro Area",0,2013,1.16,43.0,15128.0
345,17900,"Columbia, SC Metro Area",0,2014,1.16,43.0,15392.0
346,17900,"Columbia, SC Metro Area",0,2015,1.15,44.0,15687.0
347,17900,"Columbia, SC Metro Area",0,2016,1.15,44.0,16061.0
348,17900,"Columbia, SC Metro Area",0,2017,1.15,44.0,16331.0
349,17900,"Columbia, SC Metro Area",0,2018,1.1475,44.25,16565.75
350,18140,"Columbus, OH Metro Area",0,2012,1.18,44.0,43720.0
351,18140,"Columbus, OH Metro Area",0,2013,1.18,45.0,45865.0
352,18140,"Columbus, OH Metro Area",0,2014,1.18,47.0,46936.0
353,18140,"Columbus, OH Metro Area",0,2015,1.18,47.0,48216.0
354,18140,"Columbus, OH Metro Area",0,2016,1.19,48.0,49973.0
355,18140,"Columbus, OH Metro Area",0,2017,1.19,50.0,51381.0
356,18140,"Columbus, OH Metro Area",0,2018,1.1925,50.75,52492.25
357,18580,"Corpus Christi, TX Metro Area",0,2012,1.12,32.0,8115.0
358,18580,"Corpus Christi, TX Metro Area",0,2013,1.12,35.0,8694.0
359,18580,"Corpus Christi, TX Metro Area",0,2014,1.12,35.0,8851.0
360,18580,"Corpus Christi, TX Metro Area",0,2015,1.13,36.0,9001.0
361,18580,"Corpus Christi, TX Metro Area",0,2016,1.13,37.0,9279.0
362,18580,"Corpus Christi, TX Metro Area",0,2017,1.13,38.0,9458.0
363,18580,"Corpus Christi, TX Metro Area",0,2018,1.1324999999999998,38.75,9609.75
364,18700,"Corvallis, OR Metro Area",1,2012,1.0950000000000002,10.0,740.5
365,18700,"Corvallis, OR Metro Area",1,2013,1.0975000000000001,10.0,752.25
366,18700,"Corvallis, OR Metro Area",1,2014,1.1,10.0,764.0
367,18700,"Corvallis, OR Metro Area",1,2015,1.1,10.0,779.0
368,18700,"Corvallis, OR Metro Area",1,2016,1.11,10.0,796.0
369,18700,"Corvallis, OR Metro Area",1,2017,1.11,10.0,811.0
370,18700,"Corvallis, OR Metro Area",1,2018,1.1125,10.0,822.75
371,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",1,2012,1.13,21.5,4632.0
372,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",1,2013,1.13,21.75,4685.5
373,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",1,2014,1.13,22.0,4739.0
374,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",1,2015,1.13,22.0,4809.0
375,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",1,2016,1.13,22.0,4881.0
376,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",1,2017,1.13,23.0,4953.0
377,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",1,2018,1.13,23.25,5006.5
378,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",0,2012,1.26,57.0,198340.0
379,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",0,2013,1.27,59.0,205089.0
380,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",0,2014,1.27,60.0,209671.0
381,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",0,2015,1.26,63.0,214718.0
382,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",0,2016,1.26,65.0,220076.0
383,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",0,2017,1.26,67.0,224883.0
384,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",0,2018,1.2575,68.75,228686.0
385,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",1,2012,1.05,14.0,4060.0
386,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",1,2013,1.05,14.0,4067.0
387,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",1,2014,1.05,14.0,4074.0
388,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",1,2015,1.05,14.0,4084.0
389,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",1,2016,1.05,14.0,4093.0
390,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",1,2017,1.05,14.0,4102.0
391,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",1,2018,1.05,14.0,4109.0
392,19380,"Dayton, OH Metro Area",0,2012,1.11,27.0,15723.0
393,19380,"Dayton, OH Metro Area",0,2013,1.11,27.0,16003.0
394,19380,"Dayton, OH Metro Area",0,2014,1.12,28.0,16254.0
395,19380,"Dayton, OH Metro Area",0,2015,1.12,30.0,16447.0
396,19380,"Dayton, OH Metro Area",0,2016,1.12,30.0,16823.0
397,19380,"Dayton, OH Metro Area",0,2017,1.12,32.0,17377.0
398,19380,"Dayton, OH Metro Area",0,2018,1.12,33.0,17657.75
399,19500,"Decatur, IL Metro Area",1,2012,1.06,12.5,1172.0
400,19500,"Decatur, IL Metro Area",1,2013,1.06,12.25,1165.5
401,19500,"Decatur, IL Metro Area",1,2014,1.06,12.0,1159.0
402,19500,"Decatur, IL Metro Area",1,2015,1.06,12.0,1151.0
403,19500,"Decatur, IL Metro Area",1,2016,1.06,11.0,1142.0
404,19500,"Decatur, IL Metro Area",1,2017,1.06,11.0,1133.0
405,19500,"Decatur, IL Metro Area",1,2018,1.06,10.75,1126.5
406,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",1,2012,1.08,14.5,2986.0
407,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",1,2013,1.08,14.75,3012.5
408,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",1,2014,1.08,15.0,3039.0
409,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",1,2015,1.08,15.0,3074.0
410,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",1,2016,1.08,16.0,3109.0
411,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",1,2017,1.08,16.0,3145.0
412,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",1,2018,1.08,16.25,3171.5
413,19740,"Denver-Aurora-Broomfield, CO Metro Area",0,2012,1.3,53.0,95576.0
414,19740,"Denver-Aurora-Broomfield, CO Metro Area",0,2013,1.3,55.0,99468.0
415,19740,"Denver-Aurora-Broomfield, CO Metro Area",0,2014,1.3,55.0,101271.0
416,19740,"Denver-Aurora-Broomfield, CO Metro Area",0,2015,1.31,58.0,103318.0
417,19740,"Denver-Aurora-Broomfield, CO Metro Area",0,2016,1.31,59.0,105664.0
418,19740,"Denver-Aurora-Broomfield, CO Metro Area",0,2017,1.31,61.0,107463.0
419,19740,"Denver-Aurora-Broomfield, CO Metro Area",0,2018,1.3125,62.5,109011.0
420,19780,"Des Moines-West Des Moines, IA Metro Area",1,2012,1.065,16.5,7943.5
421,19780,"Des Moines-West Des Moines, IA Metro Area",1,2013,1.0675000000000001,16.75,8119.25
422,19780,"Des Moines-West Des Moines, IA Metro Area",1,2014,1.07,17.0,8295.0
423,19780,"Des Moines-West Des Moines, IA Metro Area",1,2015,1.07,17.0,8528.0
424,19780,"Des Moines-West Des Moines, IA Metro Area",1,2016,1.08,18.0,8762.0
425,19780,"Des Moines-West Des Moines, IA Metro Area",1,2017,1.08,18.0,8998.0
426,19780,"Des Moines-West Des Moines, IA Metro Area",1,2018,1.0825,18.25,9173.75
427,19820,"Detroit-Warren-Livonia, MI Metro Area",0,2012,1.24,57.0,151032.0
428,19820,"Detroit-Warren-Livonia, MI Metro Area",0,2013,1.24,58.0,153478.0
429,19820,"Detroit-Warren-Livonia, MI Metro Area",0,2014,1.24,59.0,157277.0
430,19820,"Detroit-Warren-Livonia, MI Metro Area",0,2015,1.24,60.0,160898.0
431,19820,"Detroit-Warren-Livonia, MI Metro Area",0,2016,1.24,61.0,162407.0
432,19820,"Detroit-Warren-Livonia, MI Metro Area",0,2017,1.24,61.0,165339.0
433,19820,"Detroit-Warren-Livonia, MI Metro Area",0,2018,1.24,61.5,167354.5
434,20260,"Duluth, MN-WI Metro Area",1,2012,1.07,15.0,1879.0
435,20260,"Duluth, MN-WI Metro Area",1,2013,1.07,15.0,1878.0
436,20260,"Duluth, MN-WI Metro Area",1,2014,1.07,15.0,1877.0
437,20260,"Duluth, MN-WI Metro Area",1,2015,1.07,15.0,1876.0
438,20260,"Duluth, MN-WI Metro Area",1,2016,1.07,15.0,1874.0
439,20260,"Duluth, MN-WI Metro Area",1,2017,1.07,15.0,1873.0
440,20260,"Duluth, MN-WI Metro Area",1,2018,1.07,15.0,1872.0
441,20500,"Durham-Chapel Hill, NC Metro Area",1,2012,1.145,30.0,11290.5
442,20500,"Durham-Chapel Hill, NC Metro Area",1,2013,1.1475,30.5,11447.25
443,20500,"Durham-Chapel Hill, NC Metro Area",1,2014,1.15,31.0,11604.0
444,20500,"Durham-Chapel Hill, NC Metro Area",1,2015,1.15,32.0,11811.0
445,20500,"Durham-Chapel Hill, NC Metro Area",1,2016,1.15,32.0,12019.0
446,20500,"Durham-Chapel Hill, NC Metro Area",1,2017,1.16,33.0,12231.0
447,20500,"Durham-Chapel Hill, NC Metro Area",1,2018,1.1624999999999999,33.5,12387.75
448,20740,"Eau Claire, WI Metro Area",1,2012,1.05,12.0,1306.5
449,20740,"Eau Claire, WI Metro Area",1,2013,1.05,12.0,1310.25
450,20740,"Eau Claire, WI Metro Area",1,2014,1.05,12.0,1314.0
451,20740,"Eau Claire, WI Metro Area",1,2015,1.05,12.0,1318.0
452,20740,"Eau Claire, WI Metro Area",1,2016,1.05,12.0,1324.0
453,20740,"Eau Claire, WI Metro Area",1,2017,1.05,12.0,1329.0
454,20740,"Eau Claire, WI Metro Area",1,2018,1.05,12.0,1332.75
455,20940,"El Centro, CA Metro Area",1,2012,1.13,15.0,1699.0
456,20940,"El Centro, CA Metro Area",1,2013,1.13,15.0,1719.5
457,20940,"El Centro, CA Metro Area",1,2014,1.13,15.0,1740.0
458,20940,"El Centro, CA Metro Area",1,2015,1.13,15.0,1767.0
459,20940,"El Centro, CA Metro Area",1,2016,1.13,15.0,1794.0
460,20940,"El Centro, CA Metro Area",1,2017,1.13,15.0,1822.0
461,20940,"El Centro, CA Metro Area",1,2018,1.13,15.0,1842.5
462,21060,"Elizabethtown, KY Metro Area",1,2012,1.08,14.0,1268.0
463,21060,"Elizabethtown, KY Metro Area",1,2013,1.08,14.0,1276.0
464,21060,"Elizabethtown, KY Metro Area",1,2014,1.08,14.0,1284.0
465,21060,"Elizabethtown, KY Metro Area",1,2015,1.08,14.0,1295.0
466,21060,"Elizabethtown, KY Metro Area",1,2016,1.08,14.0,1306.0
467,21060,"Elizabethtown, KY Metro Area",1,2017,1.08,14.0,1316.0
468,21060,"Elizabethtown, KY Metro Area",1,2018,1.08,14.0,1324.0
469,21140,"Elkhart-Goshen, IN Metro Area",1,2012,1.0550000000000002,13.0,2013.0
470,21140,"Elkhart-Goshen, IN Metro Area",1,2013,1.0575,13.0,2016.0
471,21140,"Elkhart-Goshen, IN Metro Area",1,2014,1.06,13.0,2019.0
472,21140,"Elkhart-Goshen, IN Metro Area",1,2015,1.06,13.0,2023.0
473,21140,"Elkhart-Goshen, IN Metro Area",1,2016,1.06,13.0,2027.0
474,21140,"Elkhart-Goshen, IN Metro Area",1,2017,1.07,13.0,2031.0
475,21140,"Elkhart-Goshen, IN Metro Area",1,2018,1.0725,13.0,2034.0
476,21340,"El Paso, TX Metro Area",0,2012,1.17,38.0,20106.0
477,21340,"El Paso, TX Metro Area",0,2013,1.16,37.0,20459.0
478,21340,"El Paso, TX Metro Area",0,2014,1.16,38.0,21018.0
479,21340,"El Paso, TX Metro Area",0,2015,1.16,39.0,21604.0
480,21340,"El Paso, TX Metro Area",0,2016,1.16,40.0,22216.0
481,21340,"El Paso, TX Metro Area",0,2017,1.16,41.0,22711.0
482,21340,"El Paso, TX Metro Area",0,2018,1.16,41.75,23134.25
483,21500,"Erie, PA Metro Area",1,2012,1.09,19.0,4009.5
484,21500,"Erie, PA Metro Area",1,2013,1.09,19.0,3989.25
485,21500,"Erie, PA Metro Area",1,2014,1.09,19.0,3969.0
486,21500,"Erie, PA Metro Area",1,2015,1.09,19.0,3941.0
487,21500,"Erie, PA Metro Area",1,2016,1.09,19.0,3914.0
488,21500,"Erie, PA Metro Area",1,2017,1.09,19.0,3888.0
489,21500,"Erie, PA Metro Area",1,2018,1.09,19.0,3867.75
490,21660,"Eugene-Springfield, OR Metro Area",0,2012,1.16,36.0,5759.0
491,21660,"Eugene-Springfield, OR Metro Area",0,2013,1.16,37.0,5897.0
492,21660,"Eugene-Springfield, OR Metro Area",0,2014,1.17,38.0,6126.0
493,21660,"Eugene-Springfield, OR Metro Area",0,2015,1.17,39.0,6281.0
494,21660,"Eugene-Springfield, OR Metro Area",0,2016,1.17,40.0,6436.0
495,21660,"Eugene-Springfield, OR Metro Area",0,2017,1.17,40.0,6589.0
496,21660,"Eugene-Springfield, OR Metro Area",0,2018,1.17,40.5,6704.75
497,21780,"Evansville, IN-KY Metro Area",1,2012,1.09,15.5,3947.5
498,21780,"Evansville, IN-KY Metro Area",1,2013,1.09,15.75,3953.25
499,21780,"Evansville, IN-KY Metro Area",1,2014,1.09,16.0,3959.0
500,21780,"Evansville, IN-KY Metro Area",1,2015,1.09,16.0,3967.0
501,21780,"Evansville, IN-KY Metro Area",1,2016,1.09,17.0,3975.0
502,21780,"Evansville, IN-KY Metro Area",1,2017,1.09,17.0,3982.0
503,21780,"Evansville, IN-KY Metro Area",1,2018,1.09,17.25,3987.75
504,22020,"Fargo, ND-MN Metro Area",1,2012,1.145,14.0,2238.5
505,22020,"Fargo, ND-MN Metro Area",1,2013,1.1475,14.5,2374.25
506,22020,"Fargo, ND-MN Metro Area",1,2014,1.15,15.0,2510.0
507,22020,"Fargo, ND-MN Metro Area",1,2015,1.15,15.0,2648.0
508,22020,"Fargo, ND-MN Metro Area",1,2016,1.16,16.0,2817.0
509,22020,"Fargo, ND-MN Metro Area",1,2017,1.16,17.0,3053.0
510,22020,"Fargo, ND-MN Metro Area",1,2018,1.1624999999999999,17.5,3188.75
511,22180,"Fayetteville, NC Metro Area",1,2012,1.09,20.0,6478.5
512,22180,"Fayetteville, NC Metro Area",1,2013,1.09,20.0,6502.75
513,22180,"Fayetteville, NC Metro Area",1,2014,1.09,20.0,6527.0
514,22180,"Fayetteville, NC Metro Area",1,2015,1.09,20.0,6557.0
515,22180,"Fayetteville, NC Metro Area",1,2016,1.09,20.0,6591.0
516,22180,"Fayetteville, NC Metro Area",1,2017,1.09,20.0,6624.0
517,22180,"Fayetteville, NC Metro Area",1,2018,1.09,20.0,6648.25
518,22380,"Flagstaff, AZ Metro Area",1,2012,1.0750000000000002,16.5,1416.5
519,22380,"Flagstaff, AZ Metro Area",1,2013,1.0775000000000001,16.75,1432.75
520,22380,"Flagstaff, AZ Metro Area",1,2014,1.08,17.0,1449.0
521,22380,"Flagstaff, AZ Metro Area",1,2015,1.08,17.0,1470.0
522,22380,"Flagstaff, AZ Metro Area",1,2016,1.08,18.0,1492.0
523,22380,"Flagstaff, AZ Metro Area",1,2017,1.09,18.0,1514.0
524,22380,"Flagstaff, AZ Metro Area",1,2018,1.0925,18.25,1530.25
525,22420,"Flint, MI Metro Area",1,2012,1.05,15.0,5676.5
526,22420,"Flint, MI Metro Area",1,2013,1.05,15.0,5646.25
527,22420,"Flint, MI Metro Area",1,2014,1.05,15.0,5616.0
528,22420,"Flint, MI Metro Area",1,2015,1.05,15.0,5575.0
529,22420,"Flint, MI Metro Area",1,2016,1.05,15.0,5535.0
530,22420,"Flint, MI Metro Area",1,2017,1.05,15.0,5495.0
531,22420,"Flint, MI Metro Area",1,2018,1.05,15.0,5464.75
532,22660,"Fort Collins-Loveland, CO Metro Area",1,2012,1.1,19.5,5822.5
533,22660,"Fort Collins-Loveland, CO Metro Area",1,2013,1.1,19.75,5846.75
534,22660,"Fort Collins-Loveland, CO Metro Area",1,2014,1.1,20.0,5871.0
535,22660,"Fort Collins-Loveland, CO Metro Area",1,2015,1.1,21.0,5902.0
536,22660,"Fort Collins-Loveland, CO Metro Area",1,2016,1.1,21.0,5934.0
537,22660,"Fort Collins-Loveland, CO Metro Area",1,2017,1.1,21.0,5968.0
538,22660,"Fort Collins-Loveland, CO Metro Area",1,2018,1.1,21.25,5992.25
539,23060,"Fort Wayne, IN Metro Area",1,2012,1.0750000000000002,18.0,5763.0
540,23060,"Fort Wayne, IN Metro Area",1,2013,1.0775000000000001,18.0,5784.5
541,23060,"Fort Wayne, IN Metro Area",1,2014,1.08,18.0,5806.0
542,23060,"Fort Wayne, IN Metro Area",1,2015,1.09,18.0,5835.0
543,23060,"Fort Wayne, IN Metro Area",1,2016,1.09,18.0,5863.0
544,23060,"Fort Wayne, IN Metro Area",1,2017,1.09,18.0,5892.0
545,23060,"Fort Wayne, IN Metro Area",1,2018,1.0925,18.0,5913.5
546,23420,"Fresno, CA Metro Area",0,2012,1.14,29.0,16127.0
547,23420,"Fresno, CA Metro Area",0,2013,1.15,32.0,16934.0
548,23420,"Fresno, CA Metro Area",0,2014,1.15,36.0,17638.0
549,23420,"Fresno, CA Metro Area",0,2015,1.15,39.0,18092.0
550,23420,"Fresno, CA Metro Area",0,2016,1.16,40.0,18769.0
551,23420,"Fresno, CA Metro Area",0,2017,1.16,40.0,19311.0
552,23420,"Fresno, CA Metro Area",0,2018,1.1624999999999999,41.0,19729.25
553,23540,"Gainesville, FL Metro Area",1,2012,1.17,26.5,5469.5
554,23540,"Gainesville, FL Metro Area",1,2013,1.17,26.75,5496.25
555,23540,"Gainesville, FL Metro Area",1,2014,1.17,27.0,5523.0
556,23540,"Gainesville, FL Metro Area",1,2015,1.17,27.0,5558.0
557,23540,"Gainesville, FL Metro Area",1,2016,1.17,28.0,5594.0
558,23540,"Gainesville, FL Metro Area",1,2017,1.17,28.0,5630.0
559,23540,"Gainesville, FL Metro Area",1,2018,1.17,28.25,5656.75
560,24340,"Grand Rapids-Wyoming, MI Metro Area",0,2012,1.14,40.0,16557.0
561,24340,"Grand Rapids-Wyoming, MI Metro Area",0,2013,1.13,39.0,17361.0
562,24340,"Grand Rapids-Wyoming, MI Metro Area",0,2014,1.13,40.0,17811.0
563,24340,"Grand Rapids-Wyoming, MI Metro Area",0,2015,1.13,40.0,18276.0
564,24340,"Grand Rapids-Wyoming, MI Metro Area",0,2016,1.13,41.0,18775.0
565,24340,"Grand Rapids-Wyoming, MI Metro Area",0,2017,1.13,41.0,19417.0
566,24340,"Grand Rapids-Wyoming, MI Metro Area",0,2018,1.13,41.25,19818.5
567,24500,"Great Falls, MT Metro Area",1,2012,1.1,13.0,966.0
568,24500,"Great Falls, MT Metro Area",1,2013,1.1,13.0,961.5
569,24500,"Great Falls, MT Metro Area",1,2014,1.1,13.0,957.0
570,24500,"Great Falls, MT Metro Area",1,2015,1.1,13.0,951.0
571,24500,"Great Falls, MT Metro Area",1,2016,1.1,13.0,945.0
572,24500,"Great Falls, MT Metro Area",1,2017,1.1,13.0,939.0
573,24500,"Great Falls, MT Metro Area",1,2018,1.1,13.0,934.5
574,24580,"Green Bay, WI Metro Area",1,2012,1.05,15.0,3359.5
575,24580,"Green Bay, WI Metro Area",1,2013,1.05,15.0,3369.75
576,24580,"Green Bay, WI Metro Area",1,2014,1.05,15.0,3380.0
577,24580,"Green Bay, WI Metro Area",1,2015,1.05,15.0,3394.0
578,24580,"Green Bay, WI Metro Area",1,2016,1.05,15.0,3408.0
579,24580,"Green Bay, WI Metro Area",1,2017,1.05,15.0,3421.0
580,24580,"Green Bay, WI Metro Area",1,2018,1.05,15.0,3431.25
581,24660,"Greensboro-High Point, NC Metro Area",0,2012,1.11,34.0,6969.0
582,24660,"Greensboro-High Point, NC Metro Area",0,2013,1.11,35.0,7092.0
583,24660,"Greensboro-High Point, NC Metro Area",0,2014,1.12,35.0,7385.0
584,24660,"Greensboro-High Point, NC Metro Area",0,2015,1.12,37.0,7508.0
585,24660,"Greensboro-High Point, NC Metro Area",0,2016,1.13,37.0,7758.0
586,24660,"Greensboro-High Point, NC Metro Area",0,2017,1.13,38.0,7896.0
587,24660,"Greensboro-High Point, NC Metro Area",0,2018,1.1324999999999998,38.75,8023.75
588,25060,"Gulfport-Biloxi, MS Metro Area",1,2012,1.07,19.5,4620.0
589,25060,"Gulfport-Biloxi, MS Metro Area",1,2013,1.07,19.75,4670.0
590,25060,"Gulfport-Biloxi, MS Metro Area",1,2014,1.07,20.0,4720.0
591,25060,"Gulfport-Biloxi, MS Metro Area",1,2015,1.07,20.0,4786.0
592,25060,"Gulfport-Biloxi, MS Metro Area",1,2016,1.07,20.0,4852.0
593,25060,"Gulfport-Biloxi, MS Metro Area",1,2017,1.07,21.0,4920.0
594,25060,"Gulfport-Biloxi, MS Metro Area",1,2018,1.07,21.25,4970.0
595,25260,"Hanford-Corcoran, CA Metro Area",1,2012,1.08,10.0,908.0
596,25260,"Hanford-Corcoran, CA Metro Area",1,2013,1.08,10.0,914.0
597,25260,"Hanford-Corcoran, CA Metro Area",1,2014,1.08,10.0,920.0
598,25260,"Hanford-Corcoran, CA Metro Area",1,2015,1.08,10.0,928.0
599,25260,"Hanford-Corcoran, CA Metro Area",1,2016,1.08,10.0,936.0
600,25260,"Hanford-Corcoran, CA Metro Area",1,2017,1.08,10.0,944.0
601,25260,"Hanford-Corcoran, CA Metro Area",1,2018,1.08,10.0,950.0
602,25420,"Harrisburg-Carlisle, PA Metro Area",1,2012,1.085,31.5,14171.5
603,25420,"Harrisburg-Carlisle, PA Metro Area",1,2013,1.0875000000000001,31.75,14273.75
604,25420,"Harrisburg-Carlisle, PA Metro Area",1,2014,1.09,32.0,14376.0
605,25420,"Harrisburg-Carlisle, PA Metro Area",1,2015,1.1,32.0,14511.0
606,25420,"Harrisburg-Carlisle, PA Metro Area",1,2016,1.1,32.0,14648.0
607,25420,"Harrisburg-Carlisle, PA Metro Area",1,2017,1.1,33.0,14785.0
608,25420,"Harrisburg-Carlisle, PA Metro Area",1,2018,1.1025,33.25,14887.25
609,25500,"Harrisonburg, VA Metro Area",1,2012,1.08,22.5,1799.0
610,25500,"Harrisonburg, VA Metro Area",1,2013,1.08,22.75,1809.0
611,25500,"Harrisonburg, VA Metro Area",1,2014,1.08,23.0,1819.0
612,25500,"Harrisonburg, VA Metro Area",1,2015,1.08,24.0,1832.0
613,25500,"Harrisonburg, VA Metro Area",1,2016,1.08,24.0,1846.0
614,25500,"Harrisonburg, VA Metro Area",1,2017,1.08,24.0,1859.0
615,25500,"Harrisonburg, VA Metro Area",1,2018,1.08,24.25,1869.0
616,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",0,2012,1.17,48.0,25017.0
617,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",0,2013,1.18,48.0,25451.0
618,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",0,2014,1.18,49.0,26100.0
619,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",0,2015,1.17,48.0,26428.0
620,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",0,2016,1.17,49.0,27021.0
621,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",0,2017,1.17,50.0,27436.0
622,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",0,2018,1.1675,50.25,27770.0
623,25860,"Hickory-Lenoir-Morganton, NC Metro Area",1,2012,1.05,18.0,4075.0
624,25860,"Hickory-Lenoir-Morganton, NC Metro Area",1,2013,1.05,18.0,4072.5
625,25860,"Hickory-Lenoir-Morganton, NC Metro Area",1,2014,1.05,18.0,4070.0
626,25860,"Hickory-Lenoir-Morganton, NC Metro Area",1,2015,1.05,18.0,4067.0
627,25860,"Hickory-Lenoir-Morganton, NC Metro Area",1,2016,1.05,18.0,4064.0
628,25860,"Hickory-Lenoir-Morganton, NC Metro Area",1,2017,1.05,18.0,4060.0
629,25860,"Hickory-Lenoir-Morganton, NC Metro Area",1,2018,1.05,18.0,4057.5
630,26100,"Holland-Grand Haven, MI Metro Area",1,2012,1.06,11.0,1161.5
631,26100,"Holland-Grand Haven, MI Metro Area",1,2013,1.06,11.0,1163.75
632,26100,"Holland-Grand Haven, MI Metro Area",1,2014,1.06,11.0,1166.0
633,26100,"Holland-Grand Haven, MI Metro Area",1,2015,1.06,11.0,1169.0
634,26100,"Holland-Grand Haven, MI Metro Area",1,2016,1.06,11.0,1172.0
635,26100,"Holland-Grand Haven, MI Metro Area",1,2017,1.06,11.0,1175.0
636,26100,"Holland-Grand Haven, MI Metro Area",1,2018,1.06,11.0,1177.25
637,26420,"Houston-Sugar Land-Baytown, TX Metro Area",0,2012,1.31,64.0,209742.0
638,26420,"Houston-Sugar Land-Baytown, TX Metro Area",0,2013,1.33,68.0,222132.0
639,26420,"Houston-Sugar Land-Baytown, TX Metro Area",0,2014,1.33,70.0,231617.0
640,26420,"Houston-Sugar Land-Baytown, TX Metro Area",0,2015,1.33,72.0,236989.0
641,26420,"Houston-Sugar Land-Baytown, TX Metro Area",0,2016,1.34,73.0,242869.0
642,26420,"Houston-Sugar Land-Baytown, TX Metro Area",0,2017,1.34,75.0,247440.0
643,26420,"Houston-Sugar Land-Baytown, TX Metro Area",0,2018,1.3425,76.25,251395.75
644,26620,"Huntsville, AL Metro Area",1,2012,1.11,22.5,7106.5
645,26620,"Huntsville, AL Metro Area",1,2013,1.11,22.75,7152.75
646,26620,"Huntsville, AL Metro Area",1,2014,1.11,23.0,7199.0
647,26620,"Huntsville, AL Metro Area",1,2015,1.11,23.0,7260.0
648,26620,"Huntsville, AL Metro Area",1,2016,1.11,23.0,7321.0
649,26620,"Huntsville, AL Metro Area",1,2017,1.11,24.0,7384.0
650,26620,"Huntsville, AL Metro Area",1,2018,1.11,24.25,7430.25
651,26900,"Indianapolis-Carmel, IN Metro Area",0,2012,1.18,43.0,37744.0
652,26900,"Indianapolis-Carmel, IN Metro Area",0,2013,1.18,44.0,39065.0
