NTD_ID,Agency,SSW,Mode,TOS,2013
3041,Allegany County Transit,Y,DR,DO,40209.00
3041,Allegany County Transit,Y,MB,DO,249803.00
3042,Washington County Transit,Y,DR,DO,18119.00
3042,Washington County Transit,Y,MB,DO,341379.00
3044,Westmoreland County Transit Authority,N,DT,PT,66452.00
3044,Westmoreland County Transit Authority,N,MB,PT,1226732.00
3045,"JAUNT, Inc.",N,DR,DO,1072588.00
3048,Howard Transit,N,DR,PT,180296.00
3048,Howard Transit,N,MB,PT,886435.00
3051,Ride-On Montgomery County Transit,N,MB,DO,21934919.00
3053,Bristol Virginia Transit,Y,DR,DO,2320.00
3053,Bristol Virginia Transit,Y,MB,DO,25594.00
3054,Centre Area Transportation Authority,N,DR,PT,106295.00
3054,Centre Area Transportation Authority,N,MB,DO,5841552.00
3054,Centre Area Transportation Authority,N,VP,DO,351913.00
3055,Shenango Valley Shuttle Service,N,DR,DO,111270.00
3055,Shenango Valley Shuttle Service,N,MB,DO,47544.00
3057,Pennsylvania Department of Transportation,N,CR,PT,10376663.00
3058,City of Fairfax CUE Bus,N,MB,DO,1324232.00
3061,Mid Mon Valley Transit Authority,N,DR,PT,3588.00
3061,Mid Mon Valley Transit Authority,N,MB,PT,629524.00
3066,Weirton Transit Corporation,Y,MB,DO,59155.00
3068,Fairfax Connector Bus System,N,MB,PT,12766563.00
3069,City of Danville Mass Transit System,Y,DR,DO,118683.00
3069,City of Danville Mass Transit System,Y,MB,DO,224824.00
3070,Potomac and Rappahannock Transportation Commission,N,CB,PT,8754345.00
3070,Potomac and Rappahannock Transportation Commission,N,MB,PT,1770827.00
3071,City of Alexandria ,N,DT,PT,154221.00
3071,City of Alexandria ,N,MB,DO,3481784.00
3072,Transit Services of Frederick County,N,DR,DO,372897.00
3072,Transit Services of Frederick County,N,MB,DO,631445.00
3073,Virginia Railway Express,N,CR,PT,34733106.00
3074,Harford Transit,N,DR,DO,65182.00
3074,Harford Transit,N,MB,DO,243076.00
3075,Delaware Transit Corporation,N,CR,PT,4107967.00
3075,Delaware Transit Corporation,N,DR,DO,1662576.00
3075,Delaware Transit Corporation,N,DR,PT,13237.00
3075,Delaware Transit Corporation,N,MB,DO,6747776.00
3075,Delaware Transit Corporation,N,MB,PT,267064.00
3076,Williamsburg Area Transit Authority,N,DR,DO,5064.00
3076,Williamsburg Area Transit Authority,N,MB,DO,525075.00
3076,Williamsburg Area Transit Authority,N,MB,PT,36985.00
3077,Borough of Pottstown - Pottstown Area Rapid Transit,N,DR,PT,13055.00
3077,Borough of Pottstown - Pottstown Area Rapid Transit,N,MB,PT,263847.00
3078,Southwestern Pennsylvania Commission,N,VP,PT,879217.00
3079,Fredericksburg Regional Transit,Y,MB,DO,344624.00
3080,Arlington Transit - Arlington County,N,DR,PT,164779.00
3080,Arlington Transit - Arlington County,N,DT,PT,328864.00
3080,Arlington Transit - Arlington County,N,MB,PT,2708967.00
3081,Loudoun County Commuter Bus Service - Office of Transportation Services,N,CB,PT,7652415.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",N,DR,PT,797763.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",N,FB,PT,313134.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",N,LR,DO,687892.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",N,MB,DO,13260332.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",N,VP,DO,1023780.00
3085,Prince George's County Transit,N,DR,DO,12861.00
3085,Prince George's County Transit,N,MB,PT,2175576.00
3087,Fayette Area Coordinated Transportation,N,DR,DO,25104.00
3087,Fayette Area Coordinated Transportation,N,DR,PT,28269.00
3087,Fayette Area Coordinated Transportation,N,MB,DO,165930.00
3087,Fayette Area Coordinated Transportation,N,MB,PT,32085.00
3088,"County Commissioners of Charles County, MD",N,DR,PT,10003.00
3088,"County Commissioners of Charles County, MD",N,MB,PT,335471.00
3089,Monongalia County Urban Mass Transit Authority,Y,DR,DO,144657.00
3089,Monongalia County Urban Mass Transit Authority,Y,MB,DO,1471087.00
3090,Eastern Panhandle Transit Authority,Y,DR,DO,4694.00
3090,Eastern Panhandle Transit Authority,Y,MB,DO,120096.00
3091,Blacksburg Transit,N,DR,DO,24204.00
3091,Blacksburg Transit,N,MB,DO,3167733.00
3092,Carroll County Department of Citizen Services,Y,DR,PT,223863.00
3092,Carroll County Department of Citizen Services,Y,MB,PT,20747.00
3093,City of Hazleton -- Hazleton Public Transit,Y,DR,PT,33501.00
3093,City of Hazleton -- Hazleton Public Transit,Y,MB,PT,157700.00
3094,City of Harrisonburg Department of Public Transportation,N,DR,DO,99408.00
3094,City of Harrisonburg Department of Public Transportation,N,MB,DO,1552174.00
3095,County of Lebanon Transit Authority,N,CB,DO,27845.00
3095,County of Lebanon Transit Authority,N,DR,DO,908409.00
3095,County of Lebanon Transit Authority,N,MB,DO,320214.00
3096,The Tri--County Council for the Lower Eastern Shore of Maryland,N,DR,DO,87261.00
3096,The Tri--County Council for the Lower Eastern Shore of Maryland,N,DT,PT,0.00
3096,The Tri--County Council for the Lower Eastern Shore of Maryland,N,MB,DO,860293.00
3098,Washington County Commissioners,Y,DR,PT,1036.00
3098,Washington County Commissioners,Y,MB,PT,10469.00
3099,City of Winchester,Y,DR,DO,7272.00
3099,City of Winchester,Y,MB,DO,81538.00
3101,City of Washington,N,DR,PT,16695.00
3101,City of Washington,N,MB,PT,91932.00
3102,Martz Trailways,N,CB,DO,20214450.00
3103,"Martz Group, National Coach Works of Virginia",N,CB,DO,2604832.00
3106,National Capital Region Transportation Planning Board,Y,VP,PT,28046.00
3107,West Virginia University - Morgantown Personal Rapid Transit,N,MG,DO,5148530.00
3108,Cecil County Government - SSCT,Y,DR,DO,37806.00
3108,Cecil County Government - SSCT,Y,MB,DO,76706.00
3109,St. Mary's Transit System -Dept. of Public Works and Transit,Y,DR,DO,46406.00
3109,St. Mary's Transit System -Dept. of Public Works and Transit,Y,MB,DO,288315.00
4001,Chattanooga Area Regional Transportation Authority,N,DR,DO,125433.00
4001,Chattanooga Area Regional Transportation Authority,N,DR,PT,33984.00
4001,Chattanooga Area Regional Transportation Authority,N,IP,DO,2268608.00
4001,Chattanooga Area Regional Transportation Authority,N,MB,DO,1977559.00
4002,Knoxville Area Transit,N,DR,DO,157219.00
4002,Knoxville Area Transit,N,MB,DO,1657005.00
4003,Memphis Area Transit Authority,N,DR,DO,550541.00
4003,Memphis Area Transit Authority,N,MB,DO,9100958.00
4003,Memphis Area Transit Authority,N,SR,DO,846992.00
4004,Metropolitan Transit Authority,N,DR,DO,812303.00
4004,Metropolitan Transit Authority,N,DT,PT,669827.00
4004,Metropolitan Transit Authority,N,MB,DO,10453080.00
4005,ART (Asheville Redefines Transit),N,DR,PT,50558.00
4005,ART (Asheville Redefines Transit),N,MB,DO,800146.00
4006,Cape Fear Public Transportation Authority,N,DR,DO,585564.00
4006,Cape Fear Public Transportation Authority,N,MB,PT,3432683.00
4006,Cape Fear Public Transportation Authority,N,VP,DO,15367.00
4007,Capital Area Transit,N,DT,PT,652489.00
4007,Capital Area Transit,N,MB,DO,3044730.00
4007,Capital Area Transit,N,MB,PT,65575.00
4008,Charlotte Area Transit System,N,DR,DO,681636.00
4008,Charlotte Area Transit System,N,LR,DO,4358896.00
4008,Charlotte Area Transit System,N,MB,DO,21568146.00
4008,Charlotte Area Transit System,N,VP,DO,656498.00
4009,Fayetteville Area System of Transit,N,DR,DO,72865.00
4009,Fayetteville Area System of Transit,N,MB,DO,1031083.00
4010,Gastonia Transit,Y,DR,DO,15514.00
4010,Gastonia Transit,Y,MB,DO,187905.00
4011,High Point Transit,Y,DR,DO,60796.00
4011,High Point Transit,Y,MB,DO,501749.00
4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,N,DR,DO,861761.00
4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,N,MB,DO,1816749.00
4014,Coast Transit Authority,N,DR,DO,42470.00
4014,Coast Transit Authority,N,MB,DO,765203.00
4014,Coast Transit Authority,N,VP,PT,473951.00
4015,City of Jackson Transit System ,N,DR,DO,71482.00
4015,City of Jackson Transit System ,N,MB,DO,529954.00
4016,Ashland Bus System,Y,DR,DO,19640.00
4016,Ashland Bus System,Y,MB,DO,58955.00
4017,Lexington Transit Authority,N,DR,PT,280864.00
4017,Lexington Transit Authority,N,MB,DO,2546411.00
4017,Lexington Transit Authority,N,VP,PT,5981.00
4018,Transit Authority of River City,N,DR,DO,23358.00
4018,Transit Authority of River City,N,DR,PT,801875.00
4018,Transit Authority of River City,N,DT,PT,324085.00
4018,Transit Authority of River City,N,MB,DO,11293781.00
4018,Transit Authority of River City,N,MB,PT,2429.00
4019,Transit Authority of Northern Kentucky,N,DR,DO,206264.00
4019,Transit Authority of Northern Kentucky,N,MB,DO,4121009.00
4020,Owensboro Transit System,Y,DR,PT,0.00
4020,Owensboro Transit System,Y,MB,DO,110066.00
4021,Albany Transit System,N,DR,DO,34021.00
4021,Albany Transit System,N,MB,DO,525669.00
4022,Metropolitan Atlanta Rapid Transit Authority,N,DR,DO,1599295.00
4022,Metropolitan Atlanta Rapid Transit Authority,N,HR,DO,75606822.00
4022,Metropolitan Atlanta Rapid Transit Authority,N,MB,DO,61368929.00
4023,Augusta Richmond County Transit Department,N,DR,PT,47269.00
4023,Augusta Richmond County Transit Department,N,MB,PT,619363.00
4024,"Metra Transit System (Columbus, GA)",Y,DR,DO,64026.00
4024,"Metra Transit System (Columbus, GA)",Y,MB,DO,976833.00
4025,Chatham Area Transit Authority,N,DR,DO,15643.00
4025,Chatham Area Transit Authority,N,DR,PT,109497.00
4025,Chatham Area Transit Authority,N,FB,DO,0.00
4025,Chatham Area Transit Authority,N,FB,PT,0.00
4025,Chatham Area Transit Authority,N,MB,DO,415778.00
4025,Chatham Area Transit Authority,N,MB,PT,2926447.00
4026,Manatee County Area Transit,N,DR,DO,227210.00
4026,Manatee County Area Transit,N,MB,DO,914061.00
4027,Pinellas Suncoast Transit Authority,N,CB,DO,226603.00
4027,Pinellas Suncoast Transit Authority,N,DR,PT,463352.00
4027,Pinellas Suncoast Transit Authority,N,DT,PT,574724.00
4027,Pinellas Suncoast Transit Authority,N,MB,DO,13613000.00
4027,Pinellas Suncoast Transit Authority,N,MB,PT,326789.00
4028,Lee County Transit,N,DR,DO,352580.00
4028,Lee County Transit,N,MB,DO,2974360.00
4028,Lee County Transit,N,VP,PT,117011.00
4029,Broward County Transit Division,N,DR,PT,1169506.00
4029,Broward County Transit Division,N,MB,DO,33695176.00
4029,Broward County Transit Division,N,MB,PT,90058.00
4030,Gainesville Regional Transit System,N,DR,PT,151230.00
4030,Gainesville Regional Transit System,N,MB,DO,13509645.00
4031,Lakeland Area Mass Transit District ,N,DR,DO,167256.00
4031,Lakeland Area Mass Transit District ,N,MB,DO,1736665.00
4032,"County of Volusia, dba: VOTRAN",N,DR,DO,514529.00
4032,"County of Volusia, dba: VOTRAN",N,DR,PT,244430.00
4032,"County of Volusia, dba: VOTRAN",N,DT,PT,11167.00
4032,"County of Volusia, dba: VOTRAN",N,MB,DO,2585454.00
4032,"County of Volusia, dba: VOTRAN",N,VP,DO,36779.00
4034,Miami-Dade Transit,N,DR,PT,4696661.00
4034,Miami-Dade Transit,N,HR,DO,22845276.00
4034,Miami-Dade Transit,N,MB,DO,86505094.00
4034,Miami-Dade Transit,N,MB,PT,577733.00
4034,Miami-Dade Transit,N,MG,DO,0.00
4035,Central Florida Regional Transportation Authority,N,DR,PT,1721478.00
4035,Central Florida Regional Transportation Authority,N,MB,DO,27714068.00
4035,Central Florida Regional Transportation Authority,N,MB,PT,107764.00
4035,Central Florida Regional Transportation Authority,N,RB,DO,0.00
4035,Central Florida Regional Transportation Authority,N,VP,PT,410720.00
4036,City of Tallahassee,N,DR,DO,185777.00
4036,City of Tallahassee,N,MB,DO,4388041.00
4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",N,DR,PT,1604240.00
4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",N,DT,PT,702359.00
4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",N,MB,DO,9279417.00
4038,Escambia County Area Transit,N,DR,PT,158435.00
4038,Escambia County Area Transit,N,MB,PT,1841812.00
4040,Jacksonville Transportation Authority,N,DR,PT,785786.00
4040,Jacksonville Transportation Authority,N,MB,DO,11403953.00
4040,Jacksonville Transportation Authority,N,MG,DO,0.00
4041,Hillsborough Area Regional Transit Authority,N,DR,DO,530893.00
4041,Hillsborough Area Regional Transit Authority,N,MB,DO,14517591.00
4041,Hillsborough Area Regional Transit Authority,N,SR,DO,487588.00
4042,Birmingham-Jefferson County Transit Authority,N,DR,DO,155564.00
4042,Birmingham-Jefferson County Transit Authority,N,MB,DO,2797212.00
4043,The Wave Transit System,N,DR,DO,208688.00
4043,The Wave Transit System,N,MB,DO,834380.00
4044,City of Montgomery-Montgomery Area Transit System,N,DR,DO,106170.00
4044,City of Montgomery-Montgomery Area Transit System,N,MB,DO,918803.00
4045,Tuscaloosa County Parking and Transit Authority,Y,DR,DO,42721.00
4045,Tuscaloosa County Parking and Transit Authority,Y,MB,DO,151386.00
4046,Sarasota County Area Transit,N,CB,DO,83439.00
4046,Sarasota County Area Transit,N,DR,DO,382370.00
4046,Sarasota County Area Transit,N,DR,PT,153033.00
4046,Sarasota County Area Transit,N,MB,DO,1804146.00
4047,Athens Transit System,N,DR,DO,26922.00
4047,Athens Transit System,N,MB,DO,1878216.00
4049,Gadsden Transportation Services - City of Gadsden,Y,DR,DO,50295.00
4049,Gadsden Transportation Services - City of Gadsden,Y,MB,DO,28945.00
4051,Chapel Hill Transit,N,DR,DO,0.00
4051,Chapel Hill Transit,N,MB,DO,8719496.00
4051,Chapel Hill Transit,N,MB,PT,15325.00
4053,Greenville Transit Authority,N,DR,DO,28771.00
4053,Greenville Transit Authority,N,MB,DO,871764.00
4054,Johnson City Transit System,Y,DR,DO,90007.00
4054,Johnson City Transit System,Y,MB,DO,161491.00
4055,Bristol Tennessee Transit System,Y,DR,DO,2058.00
4055,Bristol Tennessee Transit System,Y,MB,DO,27546.00
4056,Pee Dee Regional Transportation Authority,N,DR,DO,2015902.00
4056,Pee Dee Regional Transportation Authority,N,MB,DO,342385.00
4057,Jackson Transit Authority,N,DR,DO,259940.00
4057,Jackson Transit Authority,N,MB,DO,396674.00
4058,City of Rome Transit Department,N,DR,DO,55184.00
4058,City of Rome Transit Department,N,MB,DO,520862.00
4060,Hub City Transit,Y,DR,DO,10022.00
4060,Hub City Transit,Y,MB,DO,31526.00
4063,Space Coast Area Transit,N,DR,DO,149493.00
4063,Space Coast Area Transit,N,DR,PT,389470.00
4063,Space Coast Area Transit,N,MB,DO,969883.00
4063,Space Coast Area Transit,N,VP,PT,282030.00
4064,East Alabama Regional Planning and Development Commission,Y,DR,PT,131011.00
4064,East Alabama Regional Planning and Development Commission,Y,MB,PT,66613.00
4068,Northwest Alabama Council of Local Governments,N,DR,DO,70708.00
4071,"City of Huntsville, Alabama - Public Transportation Division",N,DR,DO,199676.00
4071,"City of Huntsville, Alabama - Public Transportation Division",N,MB,DO,246903.00
4073,Lee-Russell Council of Governments,Y,DR,DO,88834.00
4074,Pasco County Public Transportation,N,DR,DO,19903.00
4074,Pasco County Public Transportation,N,DT,PT,28822.00
4074,Pasco County Public Transportation,N,MB,DO,1079224.00
4077,South Florida Regional Transportation Authority,N,CR,PT,12043242.00
4077,South Florida Regional Transportation Authority,N,MB,PT,0.00
4078,Cobb County Department of Transportation Authority,N,CB,PT,1161157.00
4078,Cobb County Department of Transportation Authority,N,DR,PT,178741.00
4078,Cobb County Department of Transportation Authority,N,MB,PT,4534858.00
4080,Kingsport Area Transit System,Y,DR,DO,24587.00
4080,Kingsport Area Transit System,Y,MB,DO,53918.00
4081,Anderson Transit Authority,Y,MB,DO,79059.00
4082,Douglas County Rideshare,N,VP,DO,432451.00
4086,Metropolitan Bus Authority,N,DR,DO,99851.00
4086,Metropolitan Bus Authority,N,MB,DO,4790058.00
4087,Durham Area Transit Authority,N,DR,PT,223527.00
4087,Durham Area Transit Authority,N,MB,PT,2789301.00
4088,Spartanburg County Transportation Services,N,DR,PT,423560.00
4089,Phenix City Express,Y,DR,DO,13034.00
4089,Phenix City Express,Y,MB,DO,25455.00
4092,Clarksville Transit System,N,DR,DO,70601.00
4092,Clarksville Transit System,N,MB,DO,687049.00
4093,Greensboro Transit Authority,N,DR,PT,240966.00
4093,Greensboro Transit Authority,N,MB,PT,3613261.00
4094,Alternativa de Transporte Integrado -ATI,N,HR,PT,8041930.00
4094,Alternativa de Transporte Integrado -ATI,N,MB,PT,880775.00
4095,Greenville Area Transit,Y,DR,PT,27600.00
4095,Greenville Area Transit,Y,MB,DO,303126.00
4096,Tar River Transit,Y,DR,PT,86015.00
4096,Tar River Transit,Y,MB,PT,189409.00
4097,"Council on Aging of St. Lucie, Inc.",N,DR,DO,58921.00
4097,"Council on Aging of St. Lucie, Inc.",N,MB,DO,208365.00
4100,Santee Wateree Regional Transportation Authority,N,CB,DO,94201.00
4100,Santee Wateree Regional Transportation Authority,N,DR,DO,691675.00
4100,Santee Wateree Regional Transportation Authority,N,MB,DO,392071.00
4101,Spartanburg Transit System,Y,MB,DO,234260.00
4102,Waccamaw Regional Transportation Authority,N,DR,DO,88258.00
4102,Waccamaw Regional Transportation Authority,N,MB,DO,1081863.00
4103,Wiregrass Transit Authority,N,DR,DO,79788.00
4103,Wiregrass Transit Authority,N,DR,PT,0.00
4103,Wiregrass Transit Authority,N,DT,PT,0.00
4104,"Senior Resource Association, Inc.",N,DR,DO,42278.00
4104,"Senior Resource Association, Inc.",N,MB,DO,0.00
4105,Puerto Rico Highway and Transportation Authority PRHTA,N,PB,PT,38030208.00
4108,Research Triangle Regional Public Transportation Authority,N,DR,DO,38891.00
4108,Research Triangle Regional Public Transportation Authority,N,MB,DO,1959638.00
4108,Research Triangle Regional Public Transportation Authority,N,VP,DO,722752.00
4110,Charleston Area Regional Transportation Authority,N,DR,PT,256470.00
4110,Charleston Area Regional Transportation Authority,N,MB,PT,3985376.00
4111,Morgan County Area Transportation System,Y,DR,DO,326227.00
4112,City of San Juan,Y,MB,DO,0.00
4114,Municipality of Aguada,Y,DR,DO,0.00
4114,Municipality of Aguada,Y,MB,DO,0.00
4115,Municipality of Caguas Mobility Office,Y,DR,DO,0.00
4115,Municipality of Caguas Mobility Office,Y,MB,DO,0.00
4117,Municipality of Vega Baja,Y,DR,DO,0.00
4117,Municipality of Vega Baja,Y,MB,DO,0.00
4120,"City of Ocala, Florida",N,DR,PT,34510.00
4120,"City of Ocala, Florida",N,MB,PT,331242.00
4121,Municipality of Hormigueros,Y,DR,DO,0.00
4121,Municipality of Hormigueros,Y,MB,DO,0.00
4122,Municipality of Cayey,Y,DR,DO,0.00
4122,Municipality of Cayey,Y,MB,DO,0.00
4123,Federal Programs Municipality of Gurabo,Y,DR,DO,0.00
4123,Federal Programs Municipality of Gurabo,Y,MB,DO,0.00
4124,Municipality of Cidra,Y,DR,DO,0.00
4124,Municipality of Cidra,Y,MB,DO,0.00
4125,Municipality of Carolina,Y,DR,DO,0.00
4125,Municipality of Carolina,Y,MB,DO,0.00
4126,Municipality of Humacao,Y,DR,DO,0.00
4126,Municipality of Humacao,Y,MB,DO,0.00
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,N,DR,DO,53433.00
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,N,DR,PT,34016.00
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,N,MB,DO,245977.00
4128,Okaloosa County Board of County Commissioners,N,DR,PT,422914.00
4128,Okaloosa County Board of County Commissioners,N,MB,PT,124017.00
4129,Charlotte County Transit Division,N,DR,PT,245290.00
4129,Charlotte County Transit Division,N,DT,PT,3166.00
4129,Charlotte County Transit Division,N,VP,DO,0.00
4130,Macon-Bibb County Transit Authority,Y,DR,DO,55312.00
4130,Macon-Bibb County Transit Authority,Y,MB,DO,1043327.00
4131,Davidson County Transportation,Y,DR,DO,2958.00
4131,Davidson County Transportation,Y,DR,PT,0.00
4131,Davidson County Transportation,Y,MB,DO,0.00
4132,Goldsboro-Wayne Transportation Authority,Y,DR,DO,1163723.00
4132,Goldsboro-Wayne Transportation Authority,Y,MB,DO,179121.00
4133,Guilford County Transportation,Y,DR,DO,42023.00
4135,Georgia Regional Transportation Authority,N,CB,PT,6932824.00
4135,Georgia Regional Transportation Authority,N,VP,PT,3266465.00
4137,Municipality of Bayamon,Y,DR,DO,0.00
4137,Municipality of Bayamon,Y,MB,DO,0.00
4138,Gwinnett County Board of Commissioners,N,CB,PT,4213310.00
4138,Gwinnett County Board of Commissioners,N,DR,PT,78748.00
4138,Gwinnett County Board of Commissioners,N,MB,PT,809916.00
4140,Collier Area Transit,N,DR,PT,240476.00
4140,Collier Area Transit,N,MB,PT,1193107.00
4141,Central Midlands Transit,N,DR,PT,162929.00
4141,Central Midlands Transit,N,MB,PT,1466365.00
4143,Town of Cary,Y,DR,PT,131028.00
4143,Town of Cary,Y,MB,PT,152722.00
4144,Hall Area Transit,N,DR,DO,25801.00
4144,Hall Area Transit,N,MB,DO,107152.00
4145,Municipality of Manati,Y,DR,DO,0.00
4145,Municipality of Manati,Y,MB,DO,0.00
4146,Hernando County Board of County Commissioners,Y,DR,PT,34197.00
4146,Hernando County Board of County Commissioners,Y,MB,PT,59337.00
4147,North Carolina State University Transportation Department,Y,MB,PT,4135219.00
4148,"Tri-County Community Council, Inc.",N,DR,DO,54250.00
4150,Municipality of Barceloneta,Y,DR,DO,0.00
4150,Municipality of Barceloneta,Y,MB,DO,0.00
4151,Municipality of Hatillo,Y,DR,DO,0.00
4151,Municipality of Hatillo,Y,MB,DO,0.00
4152,"Miami Lakes - vRide, Inc.",N,VP,DO,1497497.00
4153,"vRide, Inc. - Atlanta",N,VP,DO,3739904.00
4155,"St Johns County, Florida,  Board of County Commissioners",Y,DR,PT,149528.00
4155,"St Johns County, Florida,  Board of County Commissioners",Y,MB,PT,100327.00
4156,Lower Savannah COG,Y,DR,PT,10485.00
4156,Lower Savannah COG,Y,MB,PT,30422.00
4158,Lake County Board of County Commissioners,N,DR,PT,106317.00
4158,Lake County Board of County Commissioners,N,MB,PT,152511.00
4159,Regional Transportation Authority,N,CB,PT,456578.00
4159,Regional Transportation Authority,N,CR,PT,756329.00
4159,Regional Transportation Authority,N,MB,PT,334059.00
4159,Regional Transportation Authority,N,VP,PT,580814.00
4160,Municipality of Camuy,Y,DR,DO,0.00
4160,Municipality of Camuy,Y,MB,DO,0.00
4161,Cherokee County Board of Commissioners,Y,DR,DO,28449.00
4161,Cherokee County Board of Commissioners,Y,MB,DO,19387.00
4162,Franklin Transit Authority,Y,DR,PT,52299.00
4162,Franklin Transit Authority,Y,MB,PT,19460.00
4164,Municipality of Fajardo,Y,DR,DO,0.00
4164,Municipality of Fajardo,Y,MB,DO,0.00
4165,Municipality of Juncos,Y,DR,DO,0.00
4165,Municipality of Juncos,Y,MB,DO,0.00
4166,City of Jacksonville,Y,DR,PT,9550.00
4166,City of Jacksonville,Y,MB,PT,134775.00
4167,Concord Kannapolis Area Transit,Y,MB,PT,254383.00
4169,Regional Planning Commission of Greater Birmingham,N,VP,PT,347780.00
4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Y,DR,DO,15497.00
4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Y,MB,DO,37770.00
4171,Knoxville-Knox County Community Action Committee,N,DR,DO,2389314.00
4172,Western Piedmont Regional Transit Authority dba: Greenway Public Transportation,N,DR,DO,96585.00
4172,Western Piedmont Regional Transit Authority dba: Greenway Public Transportation,N,DR,PT,0.00
4172,Western Piedmont Regional Transit Authority dba: Greenway Public Transportation,N,MB,DO,106298.00
4173,Piedmont Authority for Regional Transportation,N,MB,PT,544590.00
4173,Piedmont Authority for Regional Transportation,N,VP,DO,684459.00
4174,Municipality of Yauco,Y,DR,DO,0.00
4174,Municipality of Yauco,Y,MB,DO,35216.00
4175,Puerto Rico Maritime Transport Authority ,N,FB,DO,2070888.00
4177,Buckhead Community Improvement District,N,MB,PT,0.00
4178,The Transportation Management Association Group,N,VP,DO,268438.00
4179,Broward County Community Bus Service,N,MB,DO,17966.00
4179,Broward County Community Bus Service,N,MB,PT,150447.00
4180,University of Georgia Transit System,N,DR,DO,13194.00
4180,University of Georgia Transit System,N,MB,DO,6281720.00
4181,Henry County Transit,Y,DR,DO,78293.00
4182,Municipality of Toa Baja,Y,DR,DO,0.00
4182,Municipality of Toa Baja,Y,MB,DO,0.00
4183,Municipality of San Sebastian,Y,DR,DO,0.00
4183,Municipality of San Sebastian,Y,MB,DO,0.00
4184,The City of Bowling Green/Community Action of Southern Kentucky,Y,DR,DO,32453.00
4184,The City of Bowling Green/Community Action of Southern Kentucky,Y,MB,DO,55257.00
4185,Bay County Transportation Planning Organization,N,DR,PT,0.00
4185,Bay County Transportation Planning Organization,N,MB,PT,562733.00
4186,City of Murfreesboro,Y,MB,DO,128432.00
4187,York County Council on Aging,Y,DR,DO,70225.00
4188,Virgin Islands Department of Public Works,Y,DR,DO,0.00
4188,Virgin Islands Department of Public Works,Y,MB,DO,0.00
4190,"East Tennessee Human Resource Agency, Inc.",N,DR,DO,3508503.00
4191,Transit Authority of Central Kentucky,N,DR,DO,42774.00
4191,Transit Authority of Central Kentucky,N,MB,DO,0.00
4191,Transit Authority of Central Kentucky,N,VP,DO,0.00
4192,Martin County,N,DR,PT,24474.00
4192,Martin County,N,MB,PT,14370.00
4193,Liberty Transit,Y,MB,PT,12863.00
4194,Municipality of Mayaguez,Y,DR,DO,0.00
4194,Municipality of Mayaguez,Y,MB,DO,0.00
4195,Municipality of San Lorenzo,Y,DR,DO,0.00
4195,Municipality of San Lorenzo,Y,MB,DO,0.00
4196,Kentuckiana Regional Planning and Development Agency,N,VP,DO,742308.00
4197,Municipality of Lares,Y,MB,DO,0.00
4198,Municipality of Dorado,Y,DR,DO,0.00
4198,Municipality of Dorado,Y,MB,DO,0.00
4199,Autonomous Municipality of Vega Alta,Y,MB,DO,0.00
4200,Tampa Bay Area Regional Transportation Authority,N,VP,PT,474203.00
4201,Municipality of Guaynabo,Y,DR,DO,0.00
4201,Municipality of Guaynabo,Y,MB,DO,0.00
4203,Enterprise Rideshare,N,VP,DO,1270429.00
4204,Mid-Cumberland Human Resource Agency,Y,DR,DO,247170.00
4204,Mid-Cumberland Human Resource Agency,Y,DR,PT,0.00
4205,Iredell County Area Transportation Services,Y,DR,DO,58636.00
4205,Iredell County Area Transportation Services,Y,MB,DO,1857.00
4206,Berkeley Charleston Dorchester RTMA,Y,CB,DO,188639.00
4206,Berkeley Charleston Dorchester RTMA,Y,MB,DO,0.00
4208,City of Clemson/ Clemson Area Transit,Y,MB,DO,0.00
4209,Hoke County,Y,DR,DO,63018.00
4210,Craven County,Y,DR,DO,64481.00
4212,"HDB Service Group, Inc.",Y,MB,DO,3379.00
4213,Autauga County Commission,Y,DR,DO,27381.00
4214,Cabarrus County Transportation Services,Y,DR,DO,10025.00
4215,Union County Transportation ,Y,DR,DO,460233.00
4215,Union County Transportation ,Y,DR,PT,0.00
4217,Rowan Transit System,Y,DR,PT,3090.00
4217,Rowan Transit System,Y,MB,PT,17108.00
4220,Pitt Area Transit System,Y,DR,DO,549937.00
4221,Gaston County,Y,DR,DO,0.00
4221,Gaston County,Y,MB,DO,10394.00
4223,Cumberland County,Y,DR,PT,0.00
4224,Buncombe County,N,DR,PT,76241.00
4224,Buncombe County,N,MB,PT,16051.00
4225,Alamance County Transportation Authority,Y,DR,DO,415598.00
