NTD_ID,Company_Nm,MODE,Service_Cd,Small_Systems_Waiver_Fl,2012
3048,Howard Transit,DR,PT,N,218459.00
3048,Howard Transit,MB,PT,N,807441.00
3051,Ride-On Montgomery County Transit,DR,PT,N,0.00
3051,Ride-On Montgomery County Transit,DT,PT,N,545821.00
3051,Ride-On Montgomery County Transit,MB,DO,N,21294326.00
3053,Bristol Virginia Transit,DR,DO,Y,2154.00
3053,Bristol Virginia Transit,MB,DO,Y,33839.00
3054,Centre Area Transportation Authority,DR,PT,N,23770.00
3054,Centre Area Transportation Authority,DT,PT,N,70392.00
3054,Centre Area Transportation Authority,MB,DO,N,5772014.00
3054,Centre Area Transportation Authority,VP,DO,N,238082.00
3055,Shenango Valley Shuttle Service,DR,DO,N,114997.00
3055,Shenango Valley Shuttle Service,MB,DO,N,48880.00
3057,Pennsylvania Department of Transportation,CR,PT,N,9590375.00
3058,City of Fairfax CUE Bus,MB,DO,N,1146669.00
3061,Mid Mon Valley Transit Authority,DR,PT,N,3024.00
3061,Mid Mon Valley Transit Authority,MB,PT,N,631755.00
3066,Weirton Transit Corporation,MB,DO,Y,64453.00
3068,Fairfax Connector Bus System,MB,PT,N,5730412.00
3069,City of Danville Mass Transit System,DR,DO,N,90495.00
3069,City of Danville Mass Transit System,MB,DO,N,215279.00
3070,Potomac and Rappahannock Transportation Commission,MB,PT,N,11162304.00
3071,City of Alexandria ,DT,PT,N,123773.00
3071,City of Alexandria ,MB,DO,N,3600877.00
3071,City of Alexandria ,MB,PT,N,0.00
3072,Transit Services of Frederick County,DR,DO,N,431578.00
3072,Transit Services of Frederick County,MB,DO,N,591574.00
3073,Virginia Railway Express,CR,PT,N,34721591.00
3074,Harford Transit,DR,DO,N,67304.00
3074,Harford Transit,MB,DO,N,225977.00
3075,Delaware Transit Corporation,CR,PT,N,4045060.00
3075,Delaware Transit Corporation,DR,DO,N,1715690.00
3075,Delaware Transit Corporation,DR,PT,N,13561.00
3075,Delaware Transit Corporation,MB,DO,N,7000011.00
3075,Delaware Transit Corporation,MB,PT,N,321495.00
3076,Williamsburg Area Transit Authority,DR,DO,N,3929.00
3076,Williamsburg Area Transit Authority,MB,DO,N,514304.00
3076,Williamsburg Area Transit Authority,MB,PT,N,37051.00
3077,Borough of Pottstown - Pottstown Area Rapid Transit,DR,PT,N,11513.00
3077,Borough of Pottstown - Pottstown Area Rapid Transit,MB,PT,N,287850.00
3078,Southwestern Pennsylvania Commission,VP,PT,N,750741.00
3079,Fredericksburg Regional Transit,MB,DO,Y,368072.00
3080,Arlington Transit - Arlington County,DR,PT,N,147076.00
3080,Arlington Transit - Arlington County,DT,PT,N,293533.00
3080,Arlington Transit - Arlington County,MB,PT,N,2378538.00
3081,Loudoun County Commuter Bus Service - Office of Transportation Services,MB,PT,N,7697759.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",DR,PT,N,599648.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",DT,PT,N,174885.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",FB,PT,N,386035.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",LR,DO,N,680839.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",MB,DO,N,14722110.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",VP,DO,N,994582.00
3085,Prince George's County Transit,DR,DO,N,14649.00
3085,Prince George's County Transit,MB,PT,N,1786462.00
3087,Fayette Area Coordinated Transportation,DR,DO,N,29973.00
3087,Fayette Area Coordinated Transportation,DR,PT,N,25482.00
3087,Fayette Area Coordinated Transportation,MB,DO,N,142580.00
3087,Fayette Area Coordinated Transportation,MB,PT,N,33380.00
3088,"County Commissioners of Charles County, MD",DR,PT,N,12831.00
3088,"County Commissioners of Charles County, MD",MB,PT,N,341291.00
3089,Monongalia County Urban Mass Transit Authority,DR,DO,Y,132527.00
3089,Monongalia County Urban Mass Transit Authority,MB,DO,Y,1397786.00
3090,Eastern Panhandle Transit Authority,DR,DO,Y,0.00
3090,Eastern Panhandle Transit Authority,MB,DO,Y,0.00
3091,Blacksburg Transit,DR,DO,N,17796.00
3091,Blacksburg Transit,MB,DO,N,2884329.00
3092,Carroll County Bureau of Aging and Disabilities,DR,PT,Y,226388.00
3092,Carroll County Bureau of Aging and Disabilities,MB,PT,Y,21961.00
3093,City of Hazleton -- Hazleton Public Transit,DR,PT,Y,34589.00
3093,City of Hazleton -- Hazleton Public Transit,MB,PT,Y,131914.00
3094,City of Harrisonburg Department of Public Transportation,DR,DO,N,97836.00
3094,City of Harrisonburg Department of Public Transportation,DT,PT,N,1312.00
3094,City of Harrisonburg Department of Public Transportation,MB,DO,N,1460480.00
3095,County of Lebanon Transit Authority,CB,DO,N,29955.00
3095,County of Lebanon Transit Authority,DR,DO,N,997697.00
3095,County of Lebanon Transit Authority,MB,DO,N,327923.00
3096,The Tri--County Council for the Lower Eastern Shore of Maryland,DR,DO,N,180910.00
3096,The Tri--County Council for the Lower Eastern Shore of Maryland,DT,PT,N,0.00
3096,The Tri--County Council for the Lower Eastern Shore of Maryland,MB,DO,N,783647.00
3098,Washington County Commissioners,DR,PT,Y,1060.00
3098,Washington County Commissioners,MB,PT,Y,9807.00
3099,City of Winchester,DR,DO,Y,8540.00
3099,City of Winchester,MB,DO,Y,84171.00
3101,City of Washington,DR,PT,N,8398.00
3101,City of Washington,MB,PT,N,73512.00
3102,Martz Trailways,CB,DO,N,20252654.00
3103,"Martz Group, National Coach Works of Virginia",CB,DO,N,2115714.00
3106,National Capital Region Transportation Planning Board,VP,PT,Y,1696.00
3107,West Virginia University - Morgantown Personal Rapid Transit,MG,DO,N,3803444.00
3108,Cecil County Government - SSCT,DR,DO,Y,101236.00
3108,Cecil County Government - SSCT,MB,DO,Y,0.00
3109,St. Mary's Transit System -Dept. of Public Works and Transit,DR,DO,Y,53833.00
3109,St. Mary's Transit System -Dept. of Public Works and Transit,MB,DO,Y,275012.00
4001,Chattanooga Area Regional Transportation Authority,DR,DO,N,116415.00
4001,Chattanooga Area Regional Transportation Authority,DR,PT,N,37290.00
4001,Chattanooga Area Regional Transportation Authority,IP,DO,N,2031166.00
4001,Chattanooga Area Regional Transportation Authority,MB,DO,N,2033923.00
4002,Knoxville Area Transit,DR,DO,N,117961.00
4002,Knoxville Area Transit,MB,DO,N,1519247.00
4003,Memphis Area Transit Authority,DR,DO,N,497974.00
4003,Memphis Area Transit Authority,MB,DO,N,8938216.00
4003,Memphis Area Transit Authority,SR,DO,N,774166.00
4004,Metropolitan Transit Authority,DR,DO,N,794416.00
4004,Metropolitan Transit Authority,DT,PT,N,518376.00
4004,Metropolitan Transit Authority,MB,DO,N,9597966.00
4005,ART (Asheville Redefines Transit),DR,PT,N,48530.00
4005,ART (Asheville Redefines Transit),MB,DO,N,780902.00
4006,Cape Fear Public Transportation Authority,DR,DO,N,779490.00
4006,Cape Fear Public Transportation Authority,MB,PT,N,3674862.00
4007,Capital Area Transit,DT,PT,N,749441.00
4007,Capital Area Transit,MB,DO,N,2951107.00
4007,Capital Area Transit,MB,PT,N,58011.00
4008,Charlotte Area Transit System,DR,DO,N,619502.00
4008,Charlotte Area Transit System,LR,DO,N,3793166.00
4008,Charlotte Area Transit System,MB,DO,N,19914181.00
4008,Charlotte Area Transit System,VP,DO,N,552106.00
4009,Fayetteville Area System of Transit,DR,DO,N,69253.00
4009,Fayetteville Area System of Transit,MB,DO,N,944078.00
4010,Gastonia Transit,DR,DO,Y,12870.00
4010,Gastonia Transit,MB,DO,Y,190874.00
4011,High Point Transit,DR,DO,Y,42543.00
4011,High Point Transit,DR,PT,Y,14350.00
4011,High Point Transit,MB,DO,Y,518417.00
4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,DR,DO,N,854469.00
4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,MB,DO,N,1859868.00
4014,Coast Transit Authority,DR,DO,N,78226.00
4014,Coast Transit Authority,MB,DO,N,705517.00
4014,Coast Transit Authority,VP,PT,N,774676.00
4015,City of Jackson Transit System ,DR,DO,N,55246.00
4015,City of Jackson Transit System ,MB,DO,N,463062.00
4016,Ashland Bus System,DR,DO,Y,21202.00
4016,Ashland Bus System,MB,DO,Y,51281.00
4017,Lexington Transit Authority,DR,PT,N,244892.00
4017,Lexington Transit Authority,MB,DO,N,2561654.00
4018,Transit Authority of River City,DR,DO,N,25355.00
4018,Transit Authority of River City,DR,PT,N,783396.00
4018,Transit Authority of River City,DT,PT,N,152192.00
4018,Transit Authority of River City,MB,DO,N,10157387.00
4018,Transit Authority of River City,MB,PT,N,2780.00
4019,Transit Authority of Northern Kentucky,DR,DO,N,185000.00
4019,Transit Authority of Northern Kentucky,MB,DO,N,4034995.00
4020,Owensboro Transit System,DR,PT,Y,0.00
4020,Owensboro Transit System,MB,DO,Y,118324.00
4021,Albany Transit System,DR,DO,N,22636.00
4021,Albany Transit System,MB,DO,N,523278.00
4022,Metropolitan Atlanta Rapid Transit Authority,DR,DO,N,1535316.00
4022,Metropolitan Atlanta Rapid Transit Authority,HR,DO,N,70440991.00
4022,Metropolitan Atlanta Rapid Transit Authority,MB,DO,N,58666663.00
4023,Augusta Richmond County Transit Department,DR,PT,N,50657.00
4023,Augusta Richmond County Transit Department,MB,PT,N,621874.00
4024,"Metra Transit System (Columbus, GA)",DR,DO,Y,75423.00
4024,"Metra Transit System (Columbus, GA)",MB,DO,Y,571078.00
4025,Chatham Area Transit Authority,DR,PT,N,133614.00
4025,Chatham Area Transit Authority,FB,PT,N,0.00
4025,Chatham Area Transit Authority,MB,PT,N,3324852.00
4026,Manatee County Area Transit,DR,DO,N,239939.00
4026,Manatee County Area Transit,MB,DO,N,892121.00
4027,Pinellas Suncoast Transit Authority,DR,PT,N,430337.00
4027,Pinellas Suncoast Transit Authority,DT,PT,N,566743.00
4027,Pinellas Suncoast Transit Authority,MB,DO,N,14088340.00
4027,Pinellas Suncoast Transit Authority,MB,PT,N,320368.00
4028,Lee County Transit,DR,DO,N,379832.00
4028,Lee County Transit,MB,DO,N,2754811.00
4028,Lee County Transit,VP,PT,N,86574.00
4029,Broward County Transit Division,DR,PT,N,1314569.00
4029,Broward County Transit Division,MB,DO,N,32914576.00
4029,Broward County Transit Division,MB,PT,N,96889.00
4030,Gainesville Regional Transit System,DR,PT,N,0.00
4030,Gainesville Regional Transit System,MB,DO,N,12466279.00
4031,Lakeland Area Mass Transit District ,DR,DO,N,147367.00
4031,Lakeland Area Mass Transit District ,MB,DO,N,1213724.00
4032,"County of Volusia, dba: VOTRAN",DR,DO,N,412413.00
4032,"County of Volusia, dba: VOTRAN",DR,PT,N,241433.00
4032,"County of Volusia, dba: VOTRAN",DT,PT,N,9977.00
4032,"County of Volusia, dba: VOTRAN",MB,DO,N,2308825.00
4032,"County of Volusia, dba: VOTRAN",VP,DO,N,55117.00
4034,Miami-Dade Transit,DR,PT,N,4278474.00
4034,Miami-Dade Transit,HR,DO,N,21194397.00
4034,Miami-Dade Transit,MB,DO,N,84407206.00
4034,Miami-Dade Transit,MB,PT,N,7210.00
4034,Miami-Dade Transit,MG,DO,N,0.00
4035,Central Florida Regional Transportation Authority,DR,PT,N,1745668.00
4035,Central Florida Regional Transportation Authority,MB,DO,N,26945766.00
4035,Central Florida Regional Transportation Authority,RB,DO,N,0.00
4035,Central Florida Regional Transportation Authority,VP,PT,N,336423.00
4036,City of Tallahassee,DR,DO,N,180759.00
4036,City of Tallahassee,MB,DO,N,4120962.00
4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",DR,PT,N,2298853.00
4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",DT,PT,N,62336.00
4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",MB,DO,N,8985670.00
4038,Escambia County Area Transit,DR,PT,N,172501.00
4038,Escambia County Area Transit,MB,PT,N,1734533.00
4040,Jacksonville Transportation Authority,DR,PT,N,628760.00
4040,Jacksonville Transportation Authority,MB,DO,N,11354760.00
4040,Jacksonville Transportation Authority,MB,PT,N,252448.00
4040,Jacksonville Transportation Authority,MG,DO,N,67996.00
4041,Hillsborough Area Regional Transit Authority,DR,DO,N,392903.00
4041,Hillsborough Area Regional Transit Authority,MB,DO,N,13230433.00
4041,Hillsborough Area Regional Transit Authority,SR,DO,N,570134.00
4042,Birmingham-Jefferson County Transit Authority,DR,DO,N,161464.00
4042,Birmingham-Jefferson County Transit Authority,MB,DO,N,2212502.00
4043,The Wave Transit System,DR,DO,N,223860.00
4043,The Wave Transit System,MB,DO,N,742656.00
4044,City of Montgomery-Montgomery Area Transit System,DR,DO,N,97643.00
4044,City of Montgomery-Montgomery Area Transit System,MB,DO,N,767745.00
4045,Tuscaloosa County Parking and Transit Authority,DR,DO,Y,48964.00
4045,Tuscaloosa County Parking and Transit Authority,MB,DO,Y,156356.00
4046,Sarasota County Area Transit,CB,DO,N,67232.00
4046,Sarasota County Area Transit,DR,DO,N,256461.00
4046,Sarasota County Area Transit,DR,PT,N,155782.00
4046,Sarasota County Area Transit,MB,DO,N,1843786.00
4047,Athens Transit System,DR,DO,N,29519.00
4047,Athens Transit System,MB,DO,N,1937479.00
4049,Gadsden Transportation Services - City of Gadsden,DR,DO,Y,54628.00
4049,Gadsden Transportation Services - City of Gadsden,MB,DO,Y,29396.00
4051,Chapel Hill Transit,DR,DO,N,0.00
4051,Chapel Hill Transit,MB,DO,N,7380598.00
4051,Chapel Hill Transit,MB,PT,N,14568.00
4053,Greenville Transit Authority,DR,DO,N,27385.00
4053,Greenville Transit Authority,MB,DO,N,834549.00
4054,Johnson City Transit System,DR,DO,Y,96381.00
4054,Johnson City Transit System,MB,DO,Y,154402.00
4055,Bristol Tennessee Transit System,DR,DO,Y,2306.00
4055,Bristol Tennessee Transit System,MB,DO,Y,26227.00
4056,Pee Dee Regional Transportation Authority,DR,DO,N,2647360.00
4056,Pee Dee Regional Transportation Authority,MB,DO,N,642801.00
4057,Jackson Transit Authority,DR,DO,N,211295.00
4057,Jackson Transit Authority,MB,DO,N,353900.00
4058,City of Rome Transit Department,DR,DO,N,154294.00
4058,City of Rome Transit Department,MB,DO,N,576130.00
4060,Hub City Transit,DR,DO,Y,0.00
4060,Hub City Transit,MB,DO,Y,38741.00
4063,Space Coast Area Transit,DR,DO,N,155353.00
4063,Space Coast Area Transit,DR,PT,N,383096.00
4063,Space Coast Area Transit,MB,DO,N,895328.00
4063,Space Coast Area Transit,VP,PT,N,277035.00
4064,East Alabama Regional Planning and Development Commission,DR,PT,Y,176922.00
4064,East Alabama Regional Planning and Development Commission,MB,PT,Y,51350.00
4068,Northwest Alabama Council of Local Governments,DR,DO,N,58355.00
4071,"City of Huntsville, Alabama - Public Transportation Division",DR,DO,N,194116.00
4071,"City of Huntsville, Alabama - Public Transportation Division",MB,DO,N,229829.00
4073,Lee-Russell Council of Governments,DR,DO,Y,23241.00
4074,Pasco County Public Transportation,DR,DO,N,18666.00
4074,Pasco County Public Transportation,DT,PT,N,25802.00
4074,Pasco County Public Transportation,MB,DO,N,1099739.00
4077,South Florida Regional Transportation Authority,CR,PT,N,11940427.00
4077,South Florida Regional Transportation Authority,MB,PT,N,0.00
4078,Cobb County Department of Transportation Authority,DR,PT,N,94918.00
4078,Cobb County Department of Transportation Authority,MB,PT,N,6092257.00
4080,Kingsport Area Transit System,DR,DO,Y,24601.00
4080,Kingsport Area Transit System,MB,DO,Y,49577.00
4081,Anderson Transit Authority,MB,DO,Y,72452.00
4082,Douglas County Rideshare,VP,DO,N,489904.00
4086,Metropolitan Bus Authority,DR,DO,N,85100.00
4086,Metropolitan Bus Authority,MB,DO,N,4937697.00
4087,Durham Area Transit Authority,DR,PT,N,207910.00
4087,Durham Area Transit Authority,MB,PT,N,2828114.00
4088,Spartanburg County Transportation Services,DR,PT,N,1281261.00
4089,Phenix City Express,DR,DO,Y,11358.00
4089,Phenix City Express,MB,DO,Y,22781.00
4092,Clarksville Transit System,DR,DO,N,66735.00
4092,Clarksville Transit System,MB,DO,N,630830.00
4093,Greensboro Transit Authority,DR,PT,N,205198.00
4093,Greensboro Transit Authority,MB,PT,N,3272148.00
4094,Alternativa de Transporte Integrado -ATI,HR,PT,N,8119493.00
4094,Alternativa de Transporte Integrado -ATI,MB,PT,N,640874.00
4095,Greenville Area Transit,DR,PT,Y,27110.00
4095,Greenville Area Transit,MB,DO,Y,289599.00
4096,Tar River Transit,DR,PT,Y,91586.00
4096,Tar River Transit,MB,PT,Y,211923.00
4097,"Council on Aging of St. Lucie, Inc.",DR,DO,N,77386.00
4097,"Council on Aging of St. Lucie, Inc.",MB,DO,N,190893.00
4100,Santee Wateree Regional Transportation Authority,CB,DO,N,88090.00
4100,Santee Wateree Regional Transportation Authority,DR,DO,N,607648.00
4100,Santee Wateree Regional Transportation Authority,MB,DO,N,80572.00
4101,Spartanburg Transit System,MB,DO,Y,229474.00
4102,Waccamaw Regional Transportation Authority,DR,DO,N,33867.00
4102,Waccamaw Regional Transportation Authority,MB,DO,N,486465.00
4103,Wiregrass Transit Authority,DR,DO,N,91083.00
4103,Wiregrass Transit Authority,DR,PT,N,0.00
4103,Wiregrass Transit Authority,DT,PT,N,0.00
4104,"Senior Resource Association, Inc.",DR,DO,N,55177.00
4104,"Senior Resource Association, Inc.",MB,DO,N,0.00
4105,Puerto Rico Highway and Transportation Authority PRHTA,PB,PT,N,44904968.00
4108,Research Triangle Regional Public Transportation Authority,DR,DO,N,322024.00
4108,Research Triangle Regional Public Transportation Authority,MB,DO,N,1793503.00
4108,Research Triangle Regional Public Transportation Authority,VP,DO,N,759220.00
4110,Charleston Area Regional Transportation Authority,DR,PT,N,250292.00
4110,Charleston Area Regional Transportation Authority,MB,PT,N,3577474.00
4111,Morgan County Area Transportation System,DR,DO,Y,167375.00
4112,City of San Juan,MB,DO,Y,0.00
4114,Municipality of Aguada,DR,DO,Y,0.00
4114,Municipality of Aguada,MB,DO,Y,0.00
4115,Municipality of Caguas Mobility Office,DR,DO,Y,0.00
4115,Municipality of Caguas Mobility Office,MB,DO,Y,0.00
4117,Municipality of Vega Baja,DR,DO,Y,0.00
4117,Municipality of Vega Baja,MB,DO,Y,0.00
4120,"City of Ocala, Florida",DR,PT,N,24662.00
4120,"City of Ocala, Florida",MB,PT,N,330795.00
4121,Municipality of Hormigueros,DR,DO,Y,0.00
4121,Municipality of Hormigueros,MB,DO,Y,0.00
4122,Municipality of Cayey,DR,DO,Y,0.00
4122,Municipality of Cayey,MB,DO,Y,0.00
4123,Federal Programs Municipality of Gurabo,DR,DO,Y,0.00
4123,Federal Programs Municipality of Gurabo,MB,DO,Y,0.00
4124,Municipality of Cidra,DR,DO,Y,0.00
4124,Municipality of Cidra,MB,DO,Y,0.00
4125,Municipality of Carolina,DR,DO,Y,0.00
4125,Municipality of Carolina,MB,DO,Y,0.00
4126,Municipality of Humacao,DR,DO,Y,0.00
4126,Municipality of Humacao,MB,DO,Y,0.00
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,DO,N,84644.00
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,PT,N,29000.00
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,DO,N,280796.00
4128,Okaloosa County Board of County Commissioners,DR,PT,N,395473.00
4128,Okaloosa County Board of County Commissioners,MB,PT,N,120454.00
4129,Charlotte County Transit Division,DR,PT,N,224347.00
4129,Charlotte County Transit Division,DT,PT,N,10372.00
4129,Charlotte County Transit Division,VP,DO,N,0.00
4130,Macon-Bibb County Transit Authority,DR,DO,N,59789.00
4130,Macon-Bibb County Transit Authority,MB,DO,N,904472.00
4131,Davidson County Transportation,DR,DO,Y,0.00
4131,Davidson County Transportation,DR,PT,Y,0.00
4131,Davidson County Transportation,MB,DO,Y,0.00
4132,Goldsboro-Wayne Transportation Authority,DR,DO,Y,1141195.00
4132,Goldsboro-Wayne Transportation Authority,MB,DO,Y,169061.00
4133,Guilford County Transportation,DR,PT,N,49533.00
4135,Georgia Regional Transportation Authority,CB,PT,N,7107738.00
4135,Georgia Regional Transportation Authority,VP,PT,N,4111050.00
4137,Municipality of Bayamon,DR,DO,Y,0.00
4137,Municipality of Bayamon,MB,DO,Y,0.00
4138,Gwinnett County Board of Commissioners,DR,PT,N,91370.00
4138,Gwinnett County Board of Commissioners,MB,PT,N,4604668.00
4140,Collier Area Transit,DR,PT,N,159241.00
4140,Collier Area Transit,MB,PT,N,1195029.00
4141,Central Midlands Regional Transit Authority,DR,PT,N,202683.00
4141,Central Midlands Regional Transit Authority,MB,PT,N,1824142.00
4143,Town of Cary,DR,PT,Y,141303.00
4143,Town of Cary,MB,PT,Y,126415.00
4144,Hall Area Transit,DR,DO,N,41551.00
4144,Hall Area Transit,MB,DO,N,87961.00
4145,Municipality of Manati,DR,DO,Y,0.00
4145,Municipality of Manati,MB,DO,Y,0.00
4146,Hernando County Board of County Commissioners,DR,PT,Y,40296.00
4146,Hernando County Board of County Commissioners,MB,PT,Y,51590.00
4147,North Carolina State University Transportation Department,MB,PT,Y,4061766.00
4148,"Tri-County Community Council, Inc.",DR,DO,N,54362.00
4150,Municipality of Barceloneta,DR,DO,Y,0.00
4150,Municipality of Barceloneta,MB,DO,Y,0.00
4151,Municipality of Hatillo,DR,DO,Y,0.00
4151,Municipality of Hatillo,MB,DO,Y,0.00
4152,"Miami Lakes - vRide, Inc.",VP,DO,N,1859700.00
4153,"vRide, Inc. - Atlanta",VP,DO,N,3418772.00
4155,"St Johns County, Florida,  Board of County Commissioners",DR,PT,N,109988.00
4155,"St Johns County, Florida,  Board of County Commissioners",MB,PT,N,98017.00
4156,Lower Savannah COG,DR,PT,Y,10107.00
4156,Lower Savannah COG,MB,PT,Y,26453.00
4158,Lake County Board of County Commissioners,DR,PT,N,128336.00
4158,Lake County Board of County Commissioners,MB,PT,N,164001.00
4159,Regional Transportation Authority,CB,PT,N,336241.00
4159,Regional Transportation Authority,CR,PT,N,793440.00
4159,Regional Transportation Authority,MB,PT,N,289449.00
4159,Regional Transportation Authority,VP,PT,N,745769.00
4160,Municipality of Camuy,MB,DO,Y,0.00
4161,Cherokee County Board of Commissioners,DR,DO,Y,23143.00
4161,Cherokee County Board of Commissioners,MB,DO,Y,16313.00
4162,Franklin Transit Authority,DR,PT,Y,26880.00
4162,Franklin Transit Authority,MB,PT,Y,40320.00
4163,Municipality of Catano,DR,DO,Y,0.00
4163,Municipality of Catano,MB,DO,Y,0.00
4164,Municipality of Fajardo,DR,DO,Y,0.00
4164,Municipality of Fajardo,MB,DO,Y,0.00
4165,Municipality of Juncos,DR,DO,Y,0.00
4165,Municipality of Juncos,MB,DO,Y,0.00
4166,City of Jacksonville,DR,PT,Y,3368.00
4166,City of Jacksonville,MB,PT,Y,125641.00
4167,Concord Kannapolis Area Transit,MB,PT,Y,224597.00
4169,Regional Planning Commission of Greater Birmingham,VP,PT,N,149801.00
4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,DR,DO,Y,17733.00
4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,MB,DO,Y,23570.00
4171,Knoxville-Knox County Community Action Committee,DR,DO,N,2541173.00
4172,Western Piedmont Regional Transit Authority dba: Greenway Public Transportation,DR,DO,N,106880.00
4172,Western Piedmont Regional Transit Authority dba: Greenway Public Transportation,DR,PT,N,0.00
4172,Western Piedmont Regional Transit Authority dba: Greenway Public Transportation,MB,DO,N,85689.00
4173,Piedmont Authority for Regional Transportation,MB,PT,N,718984.00
4173,Piedmont Authority for Regional Transportation,VP,DO,N,595387.00
4174,Municipality of Yauco,DR,DO,Y,0.00
4174,Municipality of Yauco,MB,DO,Y,29902.00
4175,Puerto Rico Maritime Transport Authority ,FB,DO,N,1978711.00
4177,Buckhead Community Improvement District,MB,PT,N,0.00
4178,The Transportation Management Association Group,VP,DO,N,254511.00
4179,Broward County Community Bus Service,MB,DO,N,16599.00
4179,Broward County Community Bus Service,MB,PT,N,197913.00
4180,University of Georgia Transit System,DR,DO,N,11366.00
4180,University of Georgia Transit System,MB,DO,N,6170049.00
4181,Henry County Transit,DR,DO,Y,71484.00
4182,Municipality of Toa Baja,DR,DO,Y,0.00
4182,Municipality of Toa Baja,MB,DO,Y,0.00
4183,Municipality of San Sebastian,DR,DO,Y,0.00
4183,Municipality of San Sebastian,MB,DO,Y,0.00
4184,The City of Bowling Green/Community Action of Southern Kentucky,DR,DO,Y,22522.00
4184,The City of Bowling Green/Community Action of Southern Kentucky,MB,DO,Y,61025.00
4185,Bay County Transportation Planning Organization,MB,PT,N,538419.00
4186,City of Murfreesboro,DR,PT,Y,14208.00
4186,City of Murfreesboro,MB,DO,Y,123264.00
4187,York County Council on Aging,DR,DO,Y,56253.00
4188,Virgin Islands Department of Public Works,DR,DO,Y,0.00
4188,Virgin Islands Department of Public Works,MB,DO,Y,0.00
4192,Martin County,DR,PT,N,23652.00
4192,Martin County,MB,PT,N,0.00
4193,Liberty Transit,MB,DO,Y,57932.00
4194,Municipality of Mayaguez,DR,DO,Y,0.00
4194,Municipality of Mayaguez,MB,DO,Y,0.00
4195,Municipality of San Lorenzo,DR,DO,Y,0.00
4195,Municipality of San Lorenzo,MB,DO,Y,0.00
4196,Kentuckiana Regional Planning and Development Agency,VP,DO,N,404092.00
4197,Municipality of Lares,MB,DO,Y,0.00
4198,Municipality of Dorado,DR,DO,Y,0.00
4198,Municipality of Dorado,MB,DO,Y,0.00
4199,Municipality of Vega Alta,MB,DO,N,0.00
4200,Tampa Bay Area Regional Transportation Authority,VP,PT,N,482678.00
4201,Municipality of Guaynabo,DR,DO,N,0.00
4201,Municipality of Guaynabo,MB,DO,N,0.00
4203,Enterprise Rideshare,VP,DO,N,0.00
4205,Iredell County Area Transportation Services,DR,DO,Y,70154.00
4205,Iredell County Area Transportation Services,MB,DO,Y,6032.00
4208,City of Clemson/ Clemson Area Transit,MB,DO,Y,0.00
4209,Hoke County,DR,DO,Y,50024.00
4210,Craven County,DR,DO,Y,65607.00
4213,Autauga County Commission,DR,DO,Y,18525.00
4214,Cabarrus County Transportation Services,DR,DO,Y,16486.00
5001,City of Appleton - Valley Transit,DR,PT,N,563171.00
5001,City of Appleton - Valley Transit,MB,DO,N,847730.00
5001,City of Appleton - Valley Transit,MB,PT,N,0.00
5002,Green Bay Metro,DR,PT,N,246411.00
5002,Green Bay Metro,MB,DO,N,947843.00
5003,Kenosha Transit,DR,PT,N,55584.00
5003,Kenosha Transit,MB,DO,N,656790.00
5003,Kenosha Transit,SR,DO,N,43745.00
5004,LaCrosse Municipal Transit Utility,DR,PT,N,739122.00
5004,LaCrosse Municipal Transit Utility,MB,DO,N,640512.00
5005,Metro Transit System,DR,DO,N,94928.00
5005,Metro Transit System,DR,PT,N,214854.00
5005,Metro Transit System,MB,DO,N,11970811.00
5006,Belle Urban System - Racine,CB,PT,N,281398.00
5006,Belle Urban System - Racine,DR,DO,N,191651.00
5006,Belle Urban System - Racine,MB,DO,N,1144875.00
5008,Milwaukee County Transit System,DR,PT,N,1854392.00
5008,Milwaukee County Transit System,MB,DO,N,41360502.00
5008,Milwaukee County Transit System,MB,PT,N,677669.00
5009,GO Transit,DT,PT,N,489670.00
5009,GO Transit,MB,DO,N,517390.00
5009,GO Transit,MB,PT,N,19884.00
5010,METRO Regional Transit Authority ,CB,DO,N,208117.00
5010,METRO Regional Transit Authority ,DR,DO,N,684240.00
5010,METRO Regional Transit Authority ,DT,PT,N,28206.00
5010,METRO Regional Transit Authority ,MB,DO,N,3954224.00
5011,Stark Area Regional Transit Authority,DR,DO,N,278992.00
5011,Stark Area Regional Transit Authority,MB,DO,N,1385311.00
