NTD_ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,2017
40074,4074,Pasco County Public Transportation,Full Reporter,Urban,DT,PT,Funds Earned During Period,51625
40074,4074,Pasco County Public Transportation,Full Reporter,Urban,MB,DO,Funds Earned During Period,732736
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Urban,CR,PT,Funds Earned During Period,12785301
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,0
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,CB,PT,Funds Earned During Period,625960
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,DR,PT,Funds Earned During Period,104326
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,MB,PT,Funds Earned During Period,4486043
40080,4080,Kingsport Area Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40080,4080,Kingsport Area Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,28455
40080,4080,Kingsport Area Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40080,4080,Kingsport Area Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,46576
40081,4081,Anderson Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40081,4081,Anderson Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,76184
40082,4082,Douglas County Rideshare,Full Reporter,Urban,DR,DO,Funds Earned During Period,0
40082,4082,Douglas County Rideshare,Full Reporter,Urban,VP,DO,Funds Earned During Period,229233
40086,4086,Metropolitan Bus Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,79536
40086,4086,Metropolitan Bus Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,1737711
40087,4087,Durham Area Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,204579
40087,4087,Durham Area Transit Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,2634292
40092,4092,Clarksville Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40092,4092,Clarksville Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,77067
40092,4092,Clarksville Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40092,4092,Clarksville Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,637288
40093,4093,Greensboro Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,270107
40093,4093,Greensboro Transit Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,2848921
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,HR,PT,Funds Earned During Period,9824066
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,MB,PT,Funds Earned During Period,401106
40095,4095,Greenville Area Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0
40095,4095,Greenville Area Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,22506
40095,4095,Greenville Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40095,4095,Greenville Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,224480
40096,4096,Tar River Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0
40096,4096,Tar River Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,51723
40096,4096,Tar River Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0
40096,4096,Tar River Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,208186
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,DR,DO,Funds Earned During Period,40833
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,MB,DO,Funds Earned During Period,232205
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,CB,DO,Funds Earned During Period,12379
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,198792
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,53608
40101,4101,Spartanburg Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40101,4101,Spartanburg Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,191077
40102,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40102,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,33040
40102,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40102,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,454465
40103,4103,Wiregrass Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,58479
40103,4103,Wiregrass Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,0
40103,4103,Wiregrass Transit Authority,Full Reporter,Urban,DT,PT,Funds Earned During Period,0
40104,4104,Indian River County,Full Reporter,Urban,DR,PT,Funds Earned During Period,11222
40104,4104,Indian River County,Full Reporter,Urban,MB,PT,Funds Earned During Period,0
40105,4105,Puerto Rico Highway and Transportation Authority - Pœblico,Full Reporter,Urban,PB,PT,Funds Earned During Period,29217225
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,109541
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,2124875
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,97760
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,539851
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,277607
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,323875
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,4025304
40112,4112,City of San Juan,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40112,4112,City of San Juan,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40115,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40115,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40115,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40115,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40120,4120,"City of Ocala, Florida",Full Reporter,Urban,DR,PT,Funds Earned During Period,27838
40120,4120,"City of Ocala, Florida",Full Reporter,Urban,MB,PT,Funds Earned During Period,303338
40121,4121,Municipality of Hormigueros,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40121,4121,Municipality of Hormigueros,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40121,4121,Municipality of Hormigueros,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40121,4121,Municipality of Hormigueros,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40122,4122,Municipality of Cayey,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40122,4122,Municipality of Cayey,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40122,4122,Municipality of Cayey,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40122,4122,Municipality of Cayey,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40123,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40123,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40123,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40123,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40125,4125,Municipality of Carolina,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40125,4125,Municipality of Carolina,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40125,4125,Municipality of Carolina,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40125,4125,Municipality of Carolina,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,DR,PT,Funds Earned During Period,87605
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,MB,PT,Funds Earned During Period,112100
40129,4129,Charlotte County Transit Division,Full Reporter,Urban,DR,PT,Funds Earned During Period,183213
40129,4129,Charlotte County Transit Division,Full Reporter,Urban,VP,DO,Funds Earned During Period,0
40130,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40130,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,61483
40130,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40130,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,743511
40131,4131,Davidson County Transportation,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0
40131,4131,Davidson County Transportation,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,0
40131,4131,Davidson County Transportation,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40131,4131,Davidson County Transportation,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40132,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40132,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,32122
40132,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40132,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,122628
40133,4133,Guilford County Transportation,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40133,4133,Guilford County Transportation,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,11100
40135,4135,Georgia Regional Transportation Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,4973065
40135,4135,Georgia Regional Transportation Authority,Full Reporter,Urban,VP,PT,Funds Earned During Period,3549542
40137,4137,Municipality of Bayamon,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40137,4137,Municipality of Bayamon,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40137,4137,Municipality of Bayamon,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40137,4137,Municipality of Bayamon,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,CB,PT,Funds Earned During Period,1404240
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,DR,PT,Funds Earned During Period,73615
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,DT,PT,Funds Earned During Period,4983
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,MB,PT,Funds Earned During Period,1465329
40140,4140,Collier Area Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,221625
40140,4140,Collier Area Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,888701
40141,4141,Central Midlands Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,214735
40141,4141,Central Midlands Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,1932618
40143,4143,Town of Cary,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0
40143,4143,Town of Cary,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,151459
40143,4143,Town of Cary,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0
40143,4143,Town of Cary,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,138844
40144,4144,Hall Area Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40144,4144,Hall Area Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,26776
40144,4144,Hall Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40144,4144,Hall Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,83928
40145,4145,Municipality of Manati,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40145,4145,Municipality of Manati,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40145,4145,Municipality of Manati,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40145,4145,Municipality of Manati,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40146,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0
40146,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,31376
40146,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0
40146,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,93820
40147,4147,North Carolina State University Transportation Department,Full Reporter,Urban,MB,PT,Funds Earned During Period,5350953
40150,4150,Municipality of Barceloneta,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40150,4150,Municipality of Barceloneta,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40150,4150,Municipality of Barceloneta,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40150,4150,Municipality of Barceloneta,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40151,4151,Municipality of Hatillo,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40151,4151,Municipality of Hatillo,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40151,4151,Municipality of Hatillo,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40151,4151,Municipality of Hatillo,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40152,4152,"Miami Lakes - vRide, Inc.",Full Reporter,Urban,VP,DO,Funds Earned During Period,2559865
40153,4153,"vRide, Inc. - Atlanta",Full Reporter,Urban,VP,DO,Funds Earned During Period,1347078
40155,4155,"St Johns County, Florida,  Board of County Commissioners",Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0
40155,4155,"St Johns County, Florida,  Board of County Commissioners",Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,31427
40155,4155,"St Johns County, Florida,  Board of County Commissioners",Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0
40155,4155,"St Johns County, Florida,  Board of County Commissioners",Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,99671
40156,4156,Lower Savannah COG,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0
40156,4156,Lower Savannah COG,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,18474
40156,4156,Lower Savannah COG,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0
40156,4156,Lower Savannah COG,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,25104
40158,4158,Lake County Board of County Commissioners,Full Reporter,Urban,DR,PT,Funds Earned During Period,94881
40158,4158,Lake County Board of County Commissioners,Full Reporter,Urban,MB,PT,Funds Earned During Period,156664
40159,4159,Regional Transportation Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,810008
40159,4159,Regional Transportation Authority,Full Reporter,Urban,CR,PT,Funds Earned During Period,918392
40159,4159,Regional Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,122911
40159,4159,Regional Transportation Authority,Full Reporter,Urban,VP,PT,Funds Earned During Period,359213
40160,4160,Municipality of Camuy,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40160,4160,Municipality of Camuy,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40160,4160,Municipality of Camuy,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40160,4160,Municipality of Camuy,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40161,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40161,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,26438
40161,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40161,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,16844
40162,4162,Franklin Transit Authority,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0
40162,4162,Franklin Transit Authority,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,29851
40162,4162,Franklin Transit Authority,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0
40162,4162,Franklin Transit Authority,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,53565
40163,4163,Municipality of Catano,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40163,4163,Municipality of Catano,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40163,4163,Municipality of Catano,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40163,4163,Municipality of Catano,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40165,4165,Municipality of Juncos,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40165,4165,Municipality of Juncos,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40165,4165,Municipality of Juncos,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40165,4165,Municipality of Juncos,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40166,4166,City of Jacksonville,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0
40166,4166,City of Jacksonville,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,11165
40166,4166,City of Jacksonville,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0
40166,4166,City of Jacksonville,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,94740
40167,4167,Concord Kannapolis Area Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0
40167,4167,Concord Kannapolis Area Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,16722
40167,4167,Concord Kannapolis Area Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0
40167,4167,Concord Kannapolis Area Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,267349
40169,4169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,VP,PT,Funds Earned During Period,317015
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,10599
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,34243
40171,4171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,DR,DO,Funds Earned During Period,1633942
40172,4172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,DR,DO,Funds Earned During Period,90393
40172,4172,Western Piedmont Regional Transit Authority ,Full Reporter,Urban,MB,DO,Funds Earned During Period,74131
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,CB,PT,Funds Earned During Period,484417
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,VP,DO,Funds Earned During Period,561576
40174,4174,Municipality of Yauco,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40174,4174,Municipality of Yauco,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40174,4174,Municipality of Yauco,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40174,4174,Municipality of Yauco,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,47047
40175,4175,Puerto Rico Maritime Transport Authority ,Full Reporter,Urban,FB,DO,,0
40178,4178,The Transportation Management Association Group,Full Reporter,Urban,DR,PT,Funds Earned During Period,34351
40178,4178,The Transportation Management Association Group,Full Reporter,Urban,MB,PT,Funds Earned During Period,58065
40178,4178,The Transportation Management Association Group,Full Reporter,Urban,VP,DO,Funds Earned During Period,232404
40178,4178,The Transportation Management Association Group,Full Reporter,Urban,VP,PT,Funds Earned During Period,359213
40180,4180,University of Georgia Transit System,Full Reporter,Urban,DR,DO,Funds Earned During Period,19850
40180,4180,University of Georgia Transit System,Full Reporter,Urban,MB,DO,Funds Earned During Period,7596246
40181,4181,Henry County Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40181,4181,Henry County Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,80324
40182,4182,Municipality of Toa Baja,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40182,4182,Municipality of Toa Baja,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40182,4182,Municipality of Toa Baja,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40182,4182,Municipality of Toa Baja,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40183,4183,Municipality of San Sebastian,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40183,4183,Municipality of San Sebastian,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40183,4183,Municipality of San Sebastian,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40183,4183,Municipality of San Sebastian,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40184,4184,The City of Bowling Green/Community Action of Southern Kentucky,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40184,4184,The City of Bowling Green/Community Action of Southern Kentucky,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,24192
40184,4184,The City of Bowling Green/Community Action of Southern Kentucky,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40184,4184,The City of Bowling Green/Community Action of Southern Kentucky,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,93618
40185,4185,Bay County Transportation Planning Organization,Full Reporter,Urban,DR,PT,Funds Earned During Period,46670
40185,4185,Bay County Transportation Planning Organization,Full Reporter,Urban,MB,PT,Funds Earned During Period,603016
40186,4186,City of Murfreesboro,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40186,4186,City of Murfreesboro,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,117915
40187,4187,York County Council on Aging,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40187,4187,York County Council on Aging,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,52461
40188,4188,Virgin Islands Department of Public Works,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40188,4188,Virgin Islands Department of Public Works,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,76564
40188,4188,Virgin Islands Department of Public Works,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40188,4188,Virgin Islands Department of Public Works,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,328687
40190,4190,"East Tennessee Human Resource Agency, Inc.",Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40190,4190,"East Tennessee Human Resource Agency, Inc.",Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,788551
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,DR,DO,Funds Earned During Period,2145851
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,MB,DO,Funds Earned During Period,0
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,VP,DO,Funds Earned During Period,214675
40192,4192,Martin County,Full Reporter,Urban,CB,PT,Funds Earned During Period,8505
40192,4192,Martin County,Full Reporter,Urban,DR,PT,Funds Earned During Period,19818
40192,4192,Martin County,Full Reporter,Urban,MB,PT,Funds Earned During Period,48209
40193,4193,Liberty Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0
40193,4193,Liberty Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,16319
40194,4194,Municipality of Mayaguez,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40194,4194,Municipality of Mayaguez,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40194,4194,Municipality of Mayaguez,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40194,4194,Municipality of Mayaguez,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40194,4194,Municipality of Mayaguez,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0
40194,4194,Municipality of Mayaguez,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,0
40196,4196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,VP,DO,Funds Earned During Period,527116
40197,4197,Municipality of Lares,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40197,4197,Municipality of Lares,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40197,4197,Municipality of Lares,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40197,4197,Municipality of Lares,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40198,4198,Municipality of Dorado,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40198,4198,Municipality of Dorado,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40198,4198,Municipality of Dorado,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40198,4198,Municipality of Dorado,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40198,4198,Municipality of Dorado,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0
40198,4198,Municipality of Dorado,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,0
40199,4199,Autonomous Municipality of Vega Alta,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40199,4199,Autonomous Municipality of Vega Alta,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40199,4199,Autonomous Municipality of Vega Alta,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40199,4199,Autonomous Municipality of Vega Alta,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40200,4200,Tampa Bay Area Regional Transit Authority,Full Reporter,Urban,VP,PT,Funds Earned During Period,660926
40201,4201,Municipality of Guaynabo,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40201,4201,Municipality of Guaynabo,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0
40201,4201,Municipality of Guaynabo,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40201,4201,Municipality of Guaynabo,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0
40203,4203,Enterprise Rideshare,Full Reporter,Urban,VP,DO,Funds Earned During Period,945706
40204,4204,Mid-Cumberland Human Resource Agency,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40204,4204,Mid-Cumberland Human Resource Agency,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,335500
40204,4204,Mid-Cumberland Human Resource Agency,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0
40204,4204,Mid-Cumberland Human Resource Agency,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,0
40205,4205,Iredell County Area Transportation Services,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0
40205,4205,Iredell County Area Transportation Services,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,18139
40205,4205,Iredell County Area Transportation Services,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0
40205,4205,Iredell County Area Transportation Services,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,12016
