NTD_ID,Legacy NTD ID,Agency Name,Reporter Type,Form Module Type,Mode,TOS,Expense Type,2015
30111,3111,Washington County Transportation Authority,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,235966.00
30111,3111,Washington County Transportation Authority,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,20006.00
30112,3112,DDOT - Progressive Transportation Services Administration,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,3136900.00
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,174154.00
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter,Full Reporter,DT,PT,Funds Earned During Period,0.00
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,242133.00
30198,,Suffolk Transit,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Capital,0.00
30198,,Suffolk Transit,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Operations,3787.00
30198,,Suffolk Transit,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Capital,0.00
30198,,Suffolk Transit,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Operations,49268.00
30199,,New River Transit Authority,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Capital,0.00
30199,,New River Transit Authority,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Operations,0.00
30200,,City of Radford,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
30200,,City of Radford,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,384352.00
30989,3113,Central Shenandoah Planning District Commission,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Capital,0.00
30989,3113,Central Shenandoah Planning District Commission,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Operations,2932.00
30989,3113,Central Shenandoah Planning District Commission,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Capital,0.00
30989,3113,Central Shenandoah Planning District Commission,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Operations,53631.00
30990,,Airport Corridor Transportation Association,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Capital,0.00
30990,,Airport Corridor Transportation Association,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Operations,0.00
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,90943.00
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,18341.00
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Full Reporter,IP,DO,Funds Earned During Period,2482178.00
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,1988828.00
40002,4002,Knoxville Area Transit,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,133740.00
40002,4002,Knoxville Area Transit,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,1880384.00
40003,4003,Memphis Area Transit Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,509475.00
40003,4003,Memphis Area Transit Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,7791926.00
40003,4003,Memphis Area Transit Authority,Full Reporter,Full Reporter,SR,DO,Funds Earned During Period,0.00
40004,4004,Metropolitan Transit Authority,Full Reporter,Full Reporter,CB,DO,Funds Earned During Period,1051330.00
40004,4004,Metropolitan Transit Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,871450.00
40004,4004,Metropolitan Transit Authority,Full Reporter,Full Reporter,DT,PT,Funds Earned During Period,778558.00
40004,4004,Metropolitan Transit Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,9980484.00
40005,4005,ART (Asheville Redefines Transit),Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,670025.00
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,678989.00
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,1359286.00
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Full Reporter,VP,DO,Funds Earned During Period,26176.00
40007,4007,Capital Area Transit,Full Reporter,Full Reporter,DT,PT,Funds Earned During Period,757560.00
40007,4007,Capital Area Transit,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,3303411.00
40008,4008,Charlotte Area Transit System,Full Reporter,Full Reporter,CB,DO,Funds Earned During Period,2569406.00
40008,4008,Charlotte Area Transit System,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,776620.00
40008,4008,Charlotte Area Transit System,Full Reporter,Full Reporter,LR,DO,Funds Earned During Period,5053583.00
40008,4008,Charlotte Area Transit System,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,19837321.00
40008,4008,Charlotte Area Transit System,Full Reporter,Full Reporter,VP,DO,Funds Earned During Period,734169.00
40009,4009,Fayetteville Area System of Transit,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,100133.00
40009,4009,Fayetteville Area System of Transit,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,1226570.00
40010,4R06-082,City of Gastonia,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
40010,4R06-082,City of Gastonia,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,16413.00
40010,4R06-082,City of Gastonia,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40010,4R06-082,City of Gastonia,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,165845.00
40011,4011,High Point Transit,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
40011,4011,High Point Transit,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,56703.00
40011,4011,High Point Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40011,4011,High Point Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,554542.00
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,564568.00
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,1747889.00
40014,4014,Ms Coast Transportation Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,34436.00
40014,4014,Ms Coast Transportation Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,642396.00
40014,4014,Ms Coast Transportation Authority,Full Reporter,Full Reporter,VP,PT,Funds Earned During Period,131186.00
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division ",Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,76061.00
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division ",Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,507355.00
40016,4016,Ashland Bus System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
40016,4016,Ashland Bus System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,14968.00
40016,4016,Ashland Bus System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40016,4016,Ashland Bus System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,40231.00
40017,4017,Lexington Transit Authority,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,306918.00
40017,4017,Lexington Transit Authority,Full Reporter,Full Reporter,DT,PT,Funds Earned During Period,10355.00
40017,4017,Lexington Transit Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,2548086.00
40017,4017,Lexington Transit Authority,Full Reporter,Full Reporter,VP,PT,Funds Earned During Period,144640.00
40018,4018,Transit Authority of River City,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,19587.00
40018,4018,Transit Authority of River City,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,934635.00
40018,4018,Transit Authority of River City,Full Reporter,Full Reporter,DT,PT,Funds Earned During Period,357019.00
40018,4018,Transit Authority of River City,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,11257350.00
40018,4018,Transit Authority of River City,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,3250.00
40019,4019,Transit Authority of Northern Kentucky,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,204233.00
40019,4019,Transit Authority of Northern Kentucky,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,4282922.00
40020,4020,Owensboro Transit System,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Capital,0.00
40020,4020,Owensboro Transit System,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Operations,31714.00
40020,4020,Owensboro Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40020,4020,Owensboro Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,118144.00
40021,4021,Albany Transit System,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,39173.00
40021,4021,Albany Transit System,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,542312.00
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,1868322.00
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Full Reporter,HR,DO,Funds Earned During Period,78182100.00
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,63666673.00
40023,4023,Augusta Richmond County Transit Department,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,60107.00
40023,4023,Augusta Richmond County Transit Department,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,640724.00
40024,4024,"Metra Transit System (Columbus, GA)",Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
40024,4024,"Metra Transit System (Columbus, GA)",Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,81733.00
40024,4024,"Metra Transit System (Columbus, GA)",Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40024,4024,"Metra Transit System (Columbus, GA)",Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,1000924.00
40025,4025,Chatham Area Transit Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,104856.00
40025,4025,Chatham Area Transit Authority,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,9680.00
40025,4025,Chatham Area Transit Authority,Full Reporter,Full Reporter,FB,DO,Funds Earned During Period,0.00
40025,4025,Chatham Area Transit Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,2848235.00
40026,4026,Manatee County Area Transit,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,302276.00
40026,4026,Manatee County Area Transit,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,1001463.00
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Full Reporter,CB,DO,Funds Earned During Period,243896.00
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,553757.00
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Full Reporter,DT,PT,Funds Earned During Period,590240.00
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,11950903.00
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,430431.00
40028,4028,Lee County Transit,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,415231.00
40028,4028,Lee County Transit,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,3109933.00
40028,4028,Lee County Transit,Full Reporter,Full Reporter,VP,PT,Funds Earned During Period,120740.00
40029,4029,Broward County Transit Division,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,959220.00
40029,4029,Broward County Transit Division,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,33945767.00
40029,4029,Broward County Transit Division,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,101431.00
40030,4030,Gainesville Regional Transit System,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,158397.00
40030,4030,Gainesville Regional Transit System,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,13823703.00
40031,4031,Lakeland Area Mass Transit District ,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,125958.00
40031,4031,Lakeland Area Mass Transit District ,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,284018.00
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,451349.00
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,247881.00
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Full Reporter,DT,PT,Funds Earned During Period,14205.00
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,2888608.00
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter,Full Reporter,VP,DO,Funds Earned During Period,5500.00
40034,4034,Miami-Dade Transit,Full Reporter,Full Reporter,CB,PT,Funds Earned During Period,596119.00
40034,4034,Miami-Dade Transit,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,5732402.00
40034,4034,Miami-Dade Transit,Full Reporter,Full Reporter,HR,DO,Funds Earned During Period,26730861.00
40034,4034,Miami-Dade Transit,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,86791729.00
40034,4034,Miami-Dade Transit,Full Reporter,Full Reporter,MG,DO,Funds Earned During Period,0.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,CB,PT,Funds Earned During Period,8856.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,1701074.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,26384286.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,130877.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,RB,DO,Funds Earned During Period,0.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter,Full Reporter,VP,PT,Funds Earned During Period,308355.00
40036,4036,City of Tallahassee,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,179377.00
40036,4036,City of Tallahassee,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,5269801.00
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,2517294.00
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter,Full Reporter,DT,PT,Funds Earned During Period,19194.00
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,10593192.00
40038,4038,Escambia County Area Transit,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,116354.00
40038,4038,Escambia County Area Transit,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,1054397.00
40040,4040,Jacksonville Transportation Authority,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,1004655.00
40040,4040,Jacksonville Transportation Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,10844655.00
40040,4040,Jacksonville Transportation Authority,Full Reporter,Full Reporter,MG,DO,Funds Earned During Period,0.00
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,545456.00
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,15484564.00
40041,4041,Hillsborough Area Regional Transit Authority,Full Reporter,Full Reporter,SR,DO,Funds Earned During Period,563797.00
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,171635.00
40042,4042,Birmingham-Jefferson County Transit Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,2150759.00
40043,4043,The Wave Transit System,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,234078.00
40043,4043,The Wave Transit System,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,758316.00
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,90243.00
40044,4044,City of Montgomery-Montgomery Area Transit System,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,705162.00
40045,4045,Tuscaloosa County Parking and Transit Authority,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
40045,4045,Tuscaloosa County Parking and Transit Authority,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,46698.00
40045,4045,Tuscaloosa County Parking and Transit Authority,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40045,4045,Tuscaloosa County Parking and Transit Authority,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,140095.00
40046,4046,Sarasota County Area Transit,Full Reporter,Full Reporter,CB,DO,Funds Earned During Period,73053.00
40046,4046,Sarasota County Area Transit,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,192862.00
40046,4046,Sarasota County Area Transit,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,239042.00
40046,4046,Sarasota County Area Transit,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,1722881.00
40047,4047,Athens Transit System,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,23595.00
40047,4047,Athens Transit System,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,1951602.00
40049,4049,Gadsden Transportation Services - City of Gadsden,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,6448.00
40049,4049,Gadsden Transportation Services - City of Gadsden,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,43153.00
40049,4049,Gadsden Transportation Services - City of Gadsden,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,14545.00
40049,4049,Gadsden Transportation Services - City of Gadsden,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,11900.00
40051,4051,Chapel Hill Transit,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,0.00
40051,4051,Chapel Hill Transit,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,9642819.00
40051,4051,Chapel Hill Transit,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,12946.00
40053,4053,Greenville Transit Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,23295.00
40053,4053,Greenville Transit Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,965548.00
40054,4054,Johnson City Transit System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
40054,4054,Johnson City Transit System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,101215.00
40054,4054,Johnson City Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40054,4054,Johnson City Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,176614.00
40055,4055,Bristol Tennessee Transit System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
40055,4055,Bristol Tennessee Transit System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,2613.00
40055,4055,Bristol Tennessee Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40055,4055,Bristol Tennessee Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,22445.00
40056,4056,Pee Dee Regional Transportation Authority,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,426.00
40056,4056,Pee Dee Regional Transportation Authority,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,3124.00
40056,4056,Pee Dee Regional Transportation Authority,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,126249.00
40056,4056,Pee Dee Regional Transportation Authority,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,245072.00
40057,4057,Jackson Transit Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,283432.00
40057,4057,Jackson Transit Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,386461.00
40058,4058,City of Rome Transit Department,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,57458.00
40058,4058,City of Rome Transit Department,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,743746.00
40060,4060,Hub City Transit,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
40060,4060,Hub City Transit,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,0.00
40060,4060,Hub City Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40060,4060,Hub City Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,41177.00
40063,4063,Space Coast Area Transit,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,496985.00
40063,4063,Space Coast Area Transit,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,359873.00
40063,4063,Space Coast Area Transit,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,1236012.00
40063,4063,Space Coast Area Transit,Full Reporter,Full Reporter,VP,PT,Funds Earned During Period,280995.00
40064,4064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Capital,0.00
40064,4064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Operations,180221.00
40064,4064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Capital,0.00
40064,4064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Operations,67467.00
40068,4068,Northwest Alabama Council of Local Governments,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,95274.00
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,233356.00
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,293688.00
40073,4073,Lee-Russell Council of Governments,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
40073,4073,Lee-Russell Council of Governments,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,167428.00
40073,4073,Lee-Russell Council of Governments,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40073,4073,Lee-Russell Council of Governments,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,14426.00
40074,4074,Pasco County Public Transportation,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,10136.00
40074,4074,Pasco County Public Transportation,Full Reporter,Full Reporter,DT,PT,Funds Earned During Period,44650.00
40074,4074,Pasco County Public Transportation,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,865640.00
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Full Reporter,CR,PT,Funds Earned During Period,12783183.00
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,0.00
40078,4078,Cobb County Department of Transportation Authority,Full Reporter,Full Reporter,CB,PT,Funds Earned During Period,882566.00
40078,4078,Cobb County Department of Transportation Authority,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,201525.00
40078,4078,Cobb County Department of Transportation Authority,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,4372768.00
40080,4080,Kingsport Area Transit System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
40080,4080,Kingsport Area Transit System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,27491.00
40080,4080,Kingsport Area Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40080,4080,Kingsport Area Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,60969.00
40081,4081,Anderson Transit Authority,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40081,4081,Anderson Transit Authority,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,89692.00
40082,4082,Douglas County Rideshare,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,0.00
40082,4082,Douglas County Rideshare,Full Reporter,Full Reporter,VP,DO,Funds Earned During Period,364685.00
40086,4086,Metropolitan Bus Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,92110.00
40086,4086,Metropolitan Bus Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,3224281.00
40087,4087,Durham Area Transit Authority,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,232043.00
40087,4087,Durham Area Transit Authority,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,2765439.00
40092,4092,Clarksville Transit System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Capital,0.00
40092,4092,Clarksville Transit System,Reduced Reporter,Reduced Reporter,DR,DO,Funds Expended on Operations,68722.00
40092,4092,Clarksville Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40092,4092,Clarksville Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,677568.00
40093,4093,Greensboro Transit Authority,Full Reporter,Full Reporter,DR,PT,Funds Earned During Period,252664.00
40093,4093,Greensboro Transit Authority,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,3286794.00
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Full Reporter,HR,PT,Funds Earned During Period,10399180.00
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Full Reporter,MB,PT,Funds Earned During Period,1148195.00
40095,4095,Greenville Area Transit,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Capital,0.00
40095,4095,Greenville Area Transit,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Operations,23650.00
40095,4095,Greenville Area Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40095,4095,Greenville Area Transit,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,299580.00
40096,4096,Tar River Transit,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Capital,0.00
40096,4096,Tar River Transit,Reduced Reporter,Reduced Reporter,DR,PT,Funds Expended on Operations,46952.00
40096,4096,Tar River Transit,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Capital,0.00
40096,4096,Tar River Transit,Reduced Reporter,Reduced Reporter,MB,PT,Funds Expended on Operations,211570.00
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,53732.00
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,224211.00
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Full Reporter,CB,DO,Funds Earned During Period,15849.00
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,15631.00
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,12547.00
40101,4101,Spartanburg Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Capital,0.00
40101,4101,Spartanburg Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Funds Expended on Operations,225873.00
40102,4102,Waccamaw Regional Transportation Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,12165.00
40102,4102,Waccamaw Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,Funds Earned During Period,437416.00
40103,4103,Wiregrass Transit Authority,Full Reporter,Full Reporter,DR,DO,Funds Earned During Period,77934.00
