NTD_ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,2016
40047,4047,Athens Transit System,Full Reporter,Urban,MB,DO,Funds Earned During Period,1860562.00
40049,4049,Gadsden Transportation Services - City of Gadsden,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,13946.00
40049,4049,Gadsden Transportation Services - City of Gadsden,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,31042.00
40049,4049,Gadsden Transportation Services - City of Gadsden,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,8010.00
40049,4049,Gadsden Transportation Services - City of Gadsden,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,17830.00
40051,4051,Chapel Hill Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,0.00
40051,4051,Chapel Hill Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,8243321.00
40051,4051,Chapel Hill Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,8527.00
40053,4053,Greenville Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,23808.00
40053,4053,Greenville Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,893056.00
40054,4054,Johnson City Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40054,4054,Johnson City Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,99714.00
40054,4054,Johnson City Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40054,4054,Johnson City Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,169916.00
40055,4055,Bristol Tennessee Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40055,4055,Bristol Tennessee Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,2411.00
40055,4055,Bristol Tennessee Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40055,4055,Bristol Tennessee Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,20873.00
40056,4056,Pee Dee Regional Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40056,4056,Pee Dee Regional Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,5750.00
40056,4056,Pee Dee Regional Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40056,4056,Pee Dee Regional Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,356635.00
40057,4057,Jackson Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,294166.00
40057,4057,Jackson Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,339026.00
40058,4058,City of Rome Transit Department,Full Reporter,Urban,DR,DO,Funds Earned During Period,57438.00
40058,4058,City of Rome Transit Department,Full Reporter,Urban,MB,DO,Funds Earned During Period,685678.00
40060,4060,Hub City Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40060,4060,Hub City Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40060,4060,Hub City Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40060,4060,Hub City Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,40900.00
40063,4063,Space Coast Area Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,660533.00
40063,4063,Space Coast Area Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,308580.00
40063,4063,Space Coast Area Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,788177.00
40063,4063,Space Coast Area Transit,Full Reporter,Urban,VP,PT,Funds Earned During Period,323822.00
40064,4064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
40064,4064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,173312.00
40064,4064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0.00
40064,4064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,62769.00
40068,4068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,DO,Funds Earned During Period,99600.00
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Urban,DR,DO,Funds Earned During Period,231881.00
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Urban,MB,DO,Funds Earned During Period,296822.00
40073,4073,Lee-Russell Council of Governments,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40073,4073,Lee-Russell Council of Governments,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,123389.00
40073,4073,Lee-Russell Council of Governments,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40073,4073,Lee-Russell Council of Governments,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,15622.00
40074,4074,Pasco County Public Transportation,Full Reporter,Urban,DR,DO,Funds Earned During Period,5408.00
40074,4074,Pasco County Public Transportation,Full Reporter,Urban,DT,PT,Funds Earned During Period,49240.00
40074,4074,Pasco County Public Transportation,Full Reporter,Urban,MB,DO,Funds Earned During Period,737417.00
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Urban,CR,PT,Funds Earned During Period,13114959.00
40077,4077,South Florida Regional Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,0.00
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,CB,PT,Funds Earned During Period,893546.00
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,DR,PT,Funds Earned During Period,111693.00
40078,4078,Cobb County Department of Transportation,Full Reporter,Urban,MB,PT,Funds Earned During Period,4579421.00
40080,4080,Kingsport Area Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40080,4080,Kingsport Area Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,25134.00
40080,4080,Kingsport Area Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40080,4080,Kingsport Area Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,57772.00
40081,4081,Anderson Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40081,4081,Anderson Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,76619.00
40082,4082,Douglas County Rideshare,Full Reporter,Urban,DR,DO,Funds Earned During Period,0.00
40082,4082,Douglas County Rideshare,Full Reporter,Urban,VP,DO,Funds Earned During Period,295078.00
40086,4086,Metropolitan Bus Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,82641.00
40086,4086,Metropolitan Bus Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,2488757.00
40087,4087,Durham Area Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,229088.00
40087,4087,Durham Area Transit Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,2736678.00
40092,4092,Clarksville Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40092,4092,Clarksville Transit System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,73774.00
40092,4092,Clarksville Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40092,4092,Clarksville Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,633088.00
40093,4093,Greensboro Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,263000.00
40093,4093,Greensboro Transit Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,2989169.00
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,HR,PT,Funds Earned During Period,10731482.00
40094,4094,Alternativa de Transporte Integrado -ATI,Full Reporter,Urban,MB,PT,Funds Earned During Period,809776.00
40095,4095,Greenville Area Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
40095,4095,Greenville Area Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,22388.00
40095,4095,Greenville Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40095,4095,Greenville Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,267005.00
40096,4096,Tar River Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
40096,4096,Tar River Transit,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,49098.00
40096,4096,Tar River Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0.00
40096,4096,Tar River Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,218855.00
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,DR,DO,Funds Earned During Period,45533.00
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,MB,DO,Funds Earned During Period,206000.00
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,CB,DO,Funds Earned During Period,38101.00
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,193230.00
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,61043.00
40101,4101,Spartanburg Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40101,4101,Spartanburg Transit System,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,209782.00
40102,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40102,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,21749.00
40102,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40102,4102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,447474.00
40103,4103,Wiregrass Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,69391.00
40103,4103,Wiregrass Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,0.00
40103,4103,Wiregrass Transit Authority,Full Reporter,Urban,DT,PT,Funds Earned During Period,0.00
40104,4104,Indian River County,Full Reporter,Urban,DR,PT,Funds Earned During Period,18409.00
40104,4104,Indian River County,Full Reporter,Urban,MB,PT,Funds Earned During Period,0.00
40105,4105,Puerto Rico Highway and Transportation Authority - Publico,Full Reporter,Urban,PB,PT,Funds Earned During Period,30564583.00
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,43236.00
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,1906608.00
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,117453.00
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,573153.00
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,307958.00
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,375200.00
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,4449476.00
40111,4111,Morgan County Area Transportation System,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40111,4111,Morgan County Area Transportation System,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,166926.00
40112,4112,City of San Juan,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40112,4112,City of San Juan,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40114,4114,Municipality of Aguada,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40114,4114,Municipality of Aguada,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40114,4114,Municipality of Aguada,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40114,4114,Municipality of Aguada,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40115,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40115,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40115,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40115,4115,Municipality of Caguas Mobility Office,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40117,4117,Municipality of Vega Baja,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40117,4117,Municipality of Vega Baja,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40117,4117,Municipality of Vega Baja,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40117,4117,Municipality of Vega Baja,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40120,4120,"City of Ocala, Florida",Full Reporter,Urban,DR,PT,Funds Earned During Period,32832.00
40120,4120,"City of Ocala, Florida",Full Reporter,Urban,MB,PT,Funds Earned During Period,330335.00
40121,4121,Municipality of Hormigueros,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40121,4121,Municipality of Hormigueros,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40121,4121,Municipality of Hormigueros,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40121,4121,Municipality of Hormigueros,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40122,4122,Municipality of Cayey,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40122,4122,Municipality of Cayey,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40122,4122,Municipality of Cayey,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40122,4122,Municipality of Cayey,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40123,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40123,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40123,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40123,4123,Federal Programs Municipality of Gurabo,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40124,4124,Municipality of Cidra,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40124,4124,Municipality of Cidra,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40124,4124,Municipality of Cidra,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40124,4124,Municipality of Cidra,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40125,4125,Municipality of Carolina,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40125,4125,Municipality of Carolina,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40125,4125,Municipality of Carolina,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40125,4125,Municipality of Carolina,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40126,4126,Municipality of Humacao,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40126,4126,Municipality of Humacao,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40126,4126,Municipality of Humacao,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40126,4126,Municipality of Humacao,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,DR,PT,Funds Earned During Period,198726.00
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter,Urban,MB,PT,Funds Earned During Period,114733.00
40129,4129,Charlotte County Transit Division,Full Reporter,Urban,DR,PT,Funds Earned During Period,219622.00
40129,4129,Charlotte County Transit Division,Full Reporter,Urban,VP,DO,Funds Earned During Period,0.00
40130,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40130,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,65014.00
40130,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40130,4130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,900569.00
40131,4131,Davidson County Transportation,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
40131,4131,Davidson County Transportation,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,0.00
40131,4131,Davidson County Transportation,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40131,4131,Davidson County Transportation,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40132,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40132,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,29625.00
40132,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40132,4132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,122329.00
40133,4133,Guilford County Transportation,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40133,4133,Guilford County Transportation,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,25023.00
40135,4135,Georgia Regional Transportation Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,5519489.00
40137,4137,Municipality of Bayamon,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40137,4137,Municipality of Bayamon,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40137,4137,Municipality of Bayamon,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40137,4137,Municipality of Bayamon,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,CB,PT,Funds Earned During Period,2211317.00
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,DR,PT,Funds Earned During Period,97097.00
40138,4138,Gwinnett County Board of Commissioners,Full Reporter,Urban,MB,PT,Funds Earned During Period,769701.00
40140,4140,Collier Area Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,207159.00
40140,4140,Collier Area Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,945971.00
40141,4141,Central Midlands Transit,Full Reporter,Urban,CB,PT,Funds Earned During Period,2686.00
40141,4141,Central Midlands Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,200682.00
40141,4141,Central Midlands Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,1794902.00
40143,4143,Town of Cary,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
40143,4143,Town of Cary,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,171569.00
40143,4143,Town of Cary,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0.00
40143,4143,Town of Cary,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,172113.00
40144,4144,Hall Area Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40144,4144,Hall Area Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,33950.00
40144,4144,Hall Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40144,4144,Hall Area Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,85691.00
40145,4145,Municipality of Manati,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40145,4145,Municipality of Manati,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40145,4145,Municipality of Manati,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40145,4145,Municipality of Manati,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40146,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
40146,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,34944.00
40146,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0.00
40146,4146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,79544.00
40147,4147,North Carolina State University Transportation Department,Full Reporter,Urban,MB,PT,Funds Earned During Period,5071572.00
40150,4150,Municipality of Barceloneta,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40150,4150,Municipality of Barceloneta,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40150,4150,Municipality of Barceloneta,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40150,4150,Municipality of Barceloneta,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40151,4151,Municipality of Hatillo,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40151,4151,Municipality of Hatillo,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40151,4151,Municipality of Hatillo,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40151,4151,Municipality of Hatillo,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40152,4152,"Miami Lakes - vRide, Inc.",Full Reporter,Urban,VP,DO,Funds Earned During Period,2129686.00
40153,4153,"vRide, Inc. - Atlanta",Full Reporter,Urban,VP,DO,Funds Earned During Period,2735672.00
40155,4155,"St Johns County, Florida, Board of County Commissioners",Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
40155,4155,"St Johns County, Florida, Board of County Commissioners",Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,40836.00
40155,4155,"St Johns County, Florida, Board of County Commissioners",Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0.00
40155,4155,"St Johns County, Florida, Board of County Commissioners",Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,107132.00
40156,4156,Lower Savannah COG,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
40156,4156,Lower Savannah COG,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,17037.00
40156,4156,Lower Savannah COG,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0.00
40156,4156,Lower Savannah COG,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,25508.00
40158,4158,Lake County Board of County Commissioners,Full Reporter,Urban,DR,PT,Funds Earned During Period,99487.00
40158,4158,Lake County Board of County Commissioners,Full Reporter,Urban,MB,PT,Funds Earned During Period,153881.00
40159,4159,Regional Transportation Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,789620.00
40159,4159,Regional Transportation Authority,Full Reporter,Urban,CR,PT,Funds Earned During Period,877511.00
40159,4159,Regional Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,124915.00
40159,4159,Regional Transportation Authority,Full Reporter,Urban,VP,PT,Funds Earned During Period,437000.00
40160,4160,Municipality of Camuy,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40160,4160,Municipality of Camuy,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40160,4160,Municipality of Camuy,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40160,4160,Municipality of Camuy,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40161,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40161,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,29216.00
40161,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40161,4161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,21596.00
40162,4162,Franklin Transit Authority,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
40162,4162,Franklin Transit Authority,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,46873.00
40162,4162,Franklin Transit Authority,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0.00
40162,4162,Franklin Transit Authority,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,29419.00
40163,4163,Municipality of Catano,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40163,4163,Municipality of Catano,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40163,4163,Municipality of Catano,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40163,4163,Municipality of Catano,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40164,4164,Municipality of Fajardo,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40164,4164,Municipality of Fajardo,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40164,4164,Municipality of Fajardo,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40164,4164,Municipality of Fajardo,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40165,4165,Municipality of Juncos,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40165,4165,Municipality of Juncos,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40165,4165,Municipality of Juncos,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40165,4165,Municipality of Juncos,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,0.00
40166,4166,City of Jacksonville,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0.00
40166,4166,City of Jacksonville,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,10235.00
40166,4166,City of Jacksonville,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0.00
40166,4166,City of Jacksonville,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,117116.00
40167,4167,Concord Kannapolis Area Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0.00
40167,4167,Concord Kannapolis Area Transit,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,268081.00
40169,4169,Regional Planning Commission of Greater Birmingham,Full Reporter,Urban,VP,PT,Funds Earned During Period,343419.00
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,21876.00
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,43453.00
40171,4171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,DR,DO,Funds Earned During Period,1728827.00
40172,4172,Western Piedmont Regional Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,71366.00
40172,4172,Western Piedmont Regional Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,79088.00
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,CB,PT,Funds Earned During Period,510310.00
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,VP,DO,Funds Earned During Period,539387.00
40174,4174,Municipality of Yauco,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0.00
40174,4174,Municipality of Yauco,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,0.00
40174,4174,Municipality of Yauco,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0.00
40174,4174,Municipality of Yauco,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,62177.00
40175,4175,Puerto Rico Maritime Transport Authority,Full Reporter,Urban,FB,DO,Funds Earned During Period,1776603.00
