NTD_ID,4 digit NTDID,Reporter Name,Reporter Type,Mode,TOS,Expense Type,2014
30026,3026,Williamsport Bureau of Transportation,Full Reporter: Operating,DR,PT,Funds Earned During Period,2272.00
30026,3026,Williamsport Bureau of Transportation,Full Reporter: Operating,MB,DO,Funds Earned During Period,731033.00
30027,3027,York County Transportation Authority,Full Reporter: Operating,CB,DO,Funds Earned During Period,340212.00
30027,3027,York County Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,5151502.00
30027,3027,York County Transportation Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,6431.00
30027,3027,York County Transportation Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,4953.00
30027,3027,York County Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,1438429.00
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,6895898.00
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,646432.00
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter: Operating,HR,DO,Funds Earned During Period,593323968.00
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,141421406.00
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter: Operating,MB,PT,Funds Earned During Period,3969794.00
30034,3034,Maryland Transit Administration,Full Reporter: Operating,CB,PT,Funds Earned During Period,16390883.00
30034,3034,Maryland Transit Administration,Full Reporter: Operating,CR,PT,Funds Earned During Period,41937382.00
30034,3034,Maryland Transit Administration,Full Reporter: Operating,DR,DO,Funds Earned During Period,168606.00
30034,3034,Maryland Transit Administration,Full Reporter: Operating,DR,PT,Funds Earned During Period,1616296.00
30034,3034,Maryland Transit Administration,Full Reporter: Operating,DT,PT,Funds Earned During Period,0.00
30034,3034,Maryland Transit Administration,Full Reporter: Operating,HR,DO,Funds Earned During Period,13020548.00
30034,3034,Maryland Transit Administration,Full Reporter: Operating,LR,DO,Funds Earned During Period,7659146.00
30034,3034,Maryland Transit Administration,Full Reporter: Operating,MB,DO,Funds Earned During Period,55911764.00
30035,3035,Ohio Valley Regional Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,11711.00
30035,3035,Ohio Valley Regional Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,423242.00
30036,3036,Charlottesville Area Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30036,3036,Charlottesville Area Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,765326.00
30040,3040,Annapolis Department of Transportation,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
30040,3040,Annapolis Department of Transportation,Small Systems Reporter,DR,DO,Funds Expended on Operations,7104.00
30040,3040,Annapolis Department of Transportation,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30040,3040,Annapolis Department of Transportation,Small Systems Reporter,MB,DO,Funds Expended on Operations,778860.00
30041,3041,Allegany County Transit,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
30041,3041,Allegany County Transit,Small Systems Reporter,DR,DO,Funds Expended on Operations,42436.00
30041,3041,Allegany County Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30041,3041,Allegany County Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,250958.00
30042,3042,Washington County Transit,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
30042,3042,Washington County Transit,Small Systems Reporter,DR,DO,Funds Expended on Operations,17339.00
30042,3042,Washington County Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30042,3042,Washington County Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,332982.00
30044,3044,Westmoreland County Transit Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,4713477.00
30044,3044,Westmoreland County Transit Authority,Full Reporter: Operating,MB,PT,Funds Earned During Period,1370644.00
30045,3045,"JAUNT, Inc.",Full Reporter: Operating,DR,DO,Funds Earned During Period,883090.00
30048,3048,Howard Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,176857.00
30048,3048,Howard Transit,Full Reporter: Operating,MB,PT,Funds Earned During Period,853192.00
30051,3051,Ride-On Montgomery County Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,21650996.00
30053,3053,Bristol Virginia Transit,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
30053,3053,Bristol Virginia Transit,Small Systems Reporter,DR,DO,Funds Expended on Operations,2278.00
30053,3053,Bristol Virginia Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30053,3053,Bristol Virginia Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,30973.00
30054,3054,Centre Area Transportation Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,132678.00
30054,3054,Centre Area Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,6385340.00
30054,3054,Centre Area Transportation Authority,Full Reporter: Operating,VP,DO,Funds Earned During Period,381089.00
30055,3055,Shenango Valley Shuttle Service,Full Reporter: Operating,DR,DO,Funds Earned During Period,217277.00
30055,3055,Shenango Valley Shuttle Service,Full Reporter: Operating,MB,DO,Funds Earned During Period,52287.00
30057,3057,Pennsylvania Department of Transportation,Full Reporter: Operating,CR,PT,Funds Earned During Period,33009837.00
30058,3058,City of Fairfax CUE Bus,Full Reporter: Operating,MB,DO,Funds Earned During Period,1293130.00
30061,3061,Mid Mon Valley Transit Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,3144.00
30061,3061,Mid Mon Valley Transit Authority,Full Reporter: Operating,MB,PT,Funds Earned During Period,657719.00
30066,3066,Weirton Transit Corporation,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30066,3066,Weirton Transit Corporation,Small Systems Reporter,MB,DO,Funds Expended on Operations,75700.00
30068,3068,Fairfax Connector Bus System,Full Reporter: Operating,MB,PT,Funds Earned During Period,12552163.00
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter: Operating,CB,PT,Funds Earned During Period,9540132.00
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter: Operating,MB,PT,Funds Earned During Period,2238361.00
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter: Operating,VP,PT,Funds Earned During Period,2647455.00
30071,3071,City of Alexandria ,Full Reporter: Operating/Building,DT,PT,Funds Earned During Period,162616.00
30071,3071,City of Alexandria ,Full Reporter: Operating/Building,MB,DO,Funds Earned During Period,3822560.00
30072,3072,Transit Services of Frederick County,Full Reporter: Operating,DR,DO,Funds Earned During Period,387519.00
30072,3072,Transit Services of Frederick County,Full Reporter: Operating,MB,DO,Funds Earned During Period,617511.00
30073,3073,Virginia Railway Express,Full Reporter: Operating,CR,PT,Funds Earned During Period,37093476.00
30074,3074,Harford Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,75007.00
30074,3074,Harford Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,217294.00
30075,3075,Delaware Transit Corporation,Full Reporter: Operating,CR,PT,Funds Earned During Period,0.00
30075,3075,Delaware Transit Corporation,Full Reporter: Operating,DR,DO,Funds Earned During Period,1786379.00
30075,3075,Delaware Transit Corporation,Full Reporter: Operating,DR,PT,Funds Earned During Period,16201.00
30075,3075,Delaware Transit Corporation,Full Reporter: Operating,MB,DO,Funds Earned During Period,7540088.00
30075,3075,Delaware Transit Corporation,Full Reporter: Operating,MB,PT,Funds Earned During Period,342065.00
30076,3076,Williamsburg Area Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,7329.00
30076,3076,Williamsburg Area Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,559139.00
30076,3076,Williamsburg Area Transit Authority,Full Reporter: Operating,MB,PT,Funds Earned During Period,35447.00
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,15649.00
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,Full Reporter: Operating,MB,PT,Funds Earned During Period,279459.00
30078,3078,Southwestern Pennsylvania Commission,Full Reporter: Operating,VP,PT,Funds Earned During Period,957059.00
30079,3079,Fredericksburg Regional Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30079,3079,Fredericksburg Regional Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,423081.00
30080,3080,Arlington Transit - Arlington County,Full Reporter: Operating,DR,PT,Funds Earned During Period,104630.00
30080,3080,Arlington Transit - Arlington County,Full Reporter: Operating,DT,PT,Funds Earned During Period,361055.00
30080,3080,Arlington Transit - Arlington County,Full Reporter: Operating,MB,PT,Funds Earned During Period,2726909.00
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Full Reporter: Operating,CB,PT,Funds Earned During Period,8121085.00
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Full Reporter: Operating,MB,PT,Funds Earned During Period,380182.00
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,DR,PT,Funds Earned During Period,807075.00
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,FB,PT,Funds Earned During Period,567744.00
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,LR,DO,Funds Earned During Period,1499060.00
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,MB,DO,Funds Earned During Period,13973870.00
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter: Operating,VP,DO,Funds Earned During Period,685466.00
30085,3085,Prince George's County Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,10690.00
30085,3085,Prince George's County Transit,Full Reporter: Operating,MB,PT,Funds Earned During Period,2079183.00
30087,3087,Fayette Area Coordinated Transportation,Full Reporter: Operating,DR,DO,Funds Earned During Period,48961.00
30087,3087,Fayette Area Coordinated Transportation,Full Reporter: Operating,DR,PT,Funds Earned During Period,6646.00
30087,3087,Fayette Area Coordinated Transportation,Full Reporter: Operating,MB,DO,Funds Earned During Period,171500.00
30087,3087,Fayette Area Coordinated Transportation,Full Reporter: Operating,MB,PT,Funds Earned During Period,35075.00
30088,3088,"County Commissioners of Charles County, MD",Full Reporter: Operating,DR,PT,Funds Earned During Period,12492.00
30088,3088,"County Commissioners of Charles County, MD",Full Reporter: Operating,MB,PT,Funds Earned During Period,362507.00
30089,3089,Monongalia County Urban Mass Transit Authority,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
30089,3089,Monongalia County Urban Mass Transit Authority,Small Systems Reporter,DR,DO,Funds Expended on Operations,141059.00
30089,3089,Monongalia County Urban Mass Transit Authority,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30089,3089,Monongalia County Urban Mass Transit Authority,Small Systems Reporter,MB,DO,Funds Expended on Operations,1522376.00
30090,3090,Eastern Panhandle Transit Authority,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
30090,3090,Eastern Panhandle Transit Authority,Small Systems Reporter,DR,DO,Funds Expended on Operations,5312.00
30090,3090,Eastern Panhandle Transit Authority,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30090,3090,Eastern Panhandle Transit Authority,Small Systems Reporter,MB,DO,Funds Expended on Operations,157149.00
30091,3091,Blacksburg Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,26060.00
30091,3091,Blacksburg Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,3433680.00
30092,3092,Carroll County Department of Public Works,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
30092,3092,Carroll County Department of Public Works,Small Systems Reporter,DR,PT,Funds Expended on Operations,200293.00
30092,3092,Carroll County Department of Public Works,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
30092,3092,Carroll County Department of Public Works,Small Systems Reporter,MB,PT,Funds Expended on Operations,22854.00
30093,3093,City of Hazleton -- Hazleton Public Transit,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
30093,3093,City of Hazleton -- Hazleton Public Transit,Small Systems Reporter,DR,PT,Funds Expended on Operations,34152.00
30093,3093,City of Hazleton -- Hazleton Public Transit,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
30093,3093,City of Hazleton -- Hazleton Public Transit,Small Systems Reporter,MB,PT,Funds Expended on Operations,169717.00
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter: Operating,DR,DO,Funds Earned During Period,103800.00
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter: Operating,MB,DO,Funds Earned During Period,1662813.00
30095,3095,County of Lebanon Transit Authority,Full Reporter: Operating,CB,DO,Funds Earned During Period,52084.00
30095,3095,County of Lebanon Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,936096.00
30095,3095,County of Lebanon Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,310369.00
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter: Operating,DR,DO,Funds Earned During Period,160724.00
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter: Operating,DT,PT,Funds Earned During Period,0.00
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter: Operating,MB,DO,Funds Earned During Period,685222.00
30098,3098,Washington County Commissioners,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
30098,3098,Washington County Commissioners,Small Systems Reporter,DR,PT,Funds Expended on Operations,952.00
30098,3098,Washington County Commissioners,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
30098,3098,Washington County Commissioners,Small Systems Reporter,MB,PT,Funds Expended on Operations,10221.00
30099,3099,City of Winchester,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
30099,3099,City of Winchester,Small Systems Reporter,DR,DO,Funds Expended on Operations,6855.00
30099,3099,City of Winchester,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30099,3099,City of Winchester,Small Systems Reporter,MB,DO,Funds Expended on Operations,71595.00
30101,3101,City of Washington,Full Reporter: Operating,DR,PT,Funds Earned During Period,16177.00
30101,3101,City of Washington,Full Reporter: Operating,MB,PT,Funds Earned During Period,116908.00
30102,3102,Martz Trailways,Full Reporter: Operating,CB,DO,Funds Earned During Period,20275024.00
30103,3103,"Martz Group, National Coach Works of Virginia",Full Reporter: Operating,CB,DO,Funds Earned During Period,3167697.00
30106,3106,National Capital Region Transportation Planning Board,Small Systems Reporter,VP,PT,Funds Expended on Capital,0.00
30106,3106,National Capital Region Transportation Planning Board,Small Systems Reporter,VP,PT,Funds Expended on Operations,148038.00
30107,3107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter: Operating,MG,DO,Funds Earned During Period,5701255.00
30108,3108,Cecil County Government - SSCT,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
30108,3108,Cecil County Government - SSCT,Small Systems Reporter,DR,DO,Funds Expended on Operations,37453.00
30108,3108,Cecil County Government - SSCT,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30108,3108,Cecil County Government - SSCT,Small Systems Reporter,MB,DO,Funds Expended on Operations,106598.00
30109,3109,St. Mary's Transit System -Dept. of Public Works and Transit,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
30109,3109,St. Mary's Transit System -Dept. of Public Works and Transit,Small Systems Reporter,DR,DO,Funds Expended on Operations,42121.00
30109,3109,St. Mary's Transit System -Dept. of Public Works and Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
30109,3109,St. Mary's Transit System -Dept. of Public Works and Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,271766.00
30111,3111,Washington Rides,Full Reporter: Operating,DR,PT,Funds Earned During Period,253651.00
30111,3111,Washington Rides,Full Reporter: Operating,MB,PT,Funds Earned During Period,16262.00
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,240374.00
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,0.00
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,214076.00
30989,3113,Central Shenandoah Planning District Commission,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
30989,3113,Central Shenandoah Planning District Commission,Small Systems Reporter,DR,PT,Funds Expended on Operations,1667.00
30989,3113,Central Shenandoah Planning District Commission,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
30989,3113,Central Shenandoah Planning District Commission,Small Systems Reporter,MB,PT,Funds Expended on Operations,26186.00
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,165261.00
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,23286.00
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter: Operating,IP,DO,Funds Earned During Period,2426729.00
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,1957786.00
40002,4002,Knoxville Area Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,144847.00
40002,4002,Knoxville Area Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,1764236.00
40003,4003,Memphis Area Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,534550.00
40003,4003,Memphis Area Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,8088805.00
40003,4003,Memphis Area Transit Authority,Full Reporter: Operating,SR,DO,Funds Earned During Period,706781.00
40004,4004,Metropolitan Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,871443.00
40004,4004,Metropolitan Transit Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,709505.00
40004,4004,Metropolitan Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,10847629.00
40005,4005,ART (Asheville Redefines Transit),Full Reporter: Operating,DR,PT,Funds Earned During Period,0.00
40005,4005,ART (Asheville Redefines Transit),Full Reporter: Operating,MB,DO,Funds Earned During Period,676236.00
40006,4006,Cape Fear Public Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,642348.00
40006,4006,Cape Fear Public Transportation Authority,Full Reporter: Operating,MB,PT,Funds Earned During Period,3755821.00
40006,4006,Cape Fear Public Transportation Authority,Full Reporter: Operating,VP,DO,Funds Earned During Period,16685.00
40007,4007,Capital Area Transit,Full Reporter: Operating,DT,PT,Funds Earned During Period,671660.00
40007,4007,Capital Area Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,3088760.00
40007,4007,Capital Area Transit,Full Reporter: Operating,MB,PT,Funds Earned During Period,0.00
40008,4008,Charlotte Area Transit System,Full Reporter: Operating,CB,DO,Funds Earned During Period,0.00
40008,4008,Charlotte Area Transit System,Full Reporter: Operating,DR,DO,Funds Earned During Period,668297.00
40008,4008,Charlotte Area Transit System,Full Reporter: Operating,LR,DO,Funds Earned During Period,4553044.00
40008,4008,Charlotte Area Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,21416028.00
40008,4008,Charlotte Area Transit System,Full Reporter: Operating,VP,DO,Funds Earned During Period,648160.00
40009,4009,Fayetteville Area System of Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,81909.00
40009,4009,Fayetteville Area System of Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,1146253.00
40010,4R06-082,City of Gastonia,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
40010,4R06-082,City of Gastonia,Small Systems Reporter,DR,DO,Funds Expended on Operations,17159.00
40010,4R06-082,City of Gastonia,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
40010,4R06-082,City of Gastonia,Small Systems Reporter,MB,DO,Funds Expended on Operations,173386.00
40011,4011,High Point Transit,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
40011,4011,High Point Transit,Small Systems Reporter,DR,DO,Funds Expended on Operations,60050.00
40011,4011,High Point Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
40011,4011,High Point Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,487916.00
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter: Operating,DR,DO,Funds Earned During Period,630454.00
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter: Operating,MB,DO,Funds Earned During Period,1810743.00
40014,4014,Ms Coast Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,36826.00
40014,4014,Ms Coast Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,734680.00
40014,4014,Ms Coast Transportation Authority,Full Reporter: Operating,VP,PT,Funds Earned During Period,425913.00
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division ",Full Reporter: Operating,DR,DO,Funds Earned During Period,77551.00
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division ",Full Reporter: Operating,MB,DO,Funds Earned During Period,540825.00
40016,4016,Ashland Bus System,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
40016,4016,Ashland Bus System,Small Systems Reporter,DR,DO,Funds Expended on Operations,16871.00
40016,4016,Ashland Bus System,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
40016,4016,Ashland Bus System,Small Systems Reporter,MB,DO,Funds Expended on Operations,44889.00
40017,4017,Lexington Transit Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,304874.00
40017,4017,Lexington Transit Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,7755.00
40017,4017,Lexington Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,2442894.00
40017,4017,Lexington Transit Authority,Full Reporter: Operating,VP,PT,Funds Earned During Period,0.00
40018,4018,Transit Authority of River City,Full Reporter: Operating,DR,DO,Funds Earned During Period,20575.00
40018,4018,Transit Authority of River City,Full Reporter: Operating,DR,PT,Funds Earned During Period,884335.00
40018,4018,Transit Authority of River City,Full Reporter: Operating,DT,PT,Funds Earned During Period,296133.00
40018,4018,Transit Authority of River City,Full Reporter: Operating,MB,DO,Funds Earned During Period,11188284.00
40018,4018,Transit Authority of River City,Full Reporter: Operating,MB,PT,Funds Earned During Period,2798.00
40019,4019,Transit Authority of Northern Kentucky,Full Reporter: Operating,DR,DO,Funds Earned During Period,205030.00
40019,4019,Transit Authority of Northern Kentucky,Full Reporter: Operating,MB,DO,Funds Earned During Period,4155748.00
40020,4020,Owensboro Transit System,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
40020,4020,Owensboro Transit System,Small Systems Reporter,DR,PT,Funds Expended on Operations,0.00
40020,4020,Owensboro Transit System,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
40020,4020,Owensboro Transit System,Small Systems Reporter,MB,DO,Funds Expended on Operations,126033.00
40021,4021,Albany Transit System,Full Reporter: Operating,DR,DO,Funds Earned During Period,41248.00
40021,4021,Albany Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,535879.00
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,1669052.00
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter: Operating,HR,DO,Funds Earned During Period,74914218.00
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,61354897.00
40023,4023,Augusta Richmond County Transit Department,Full Reporter: Operating,DR,PT,Funds Earned During Period,52037.00
40023,4023,Augusta Richmond County Transit Department,Full Reporter: Operating,MB,PT,Funds Earned During Period,733183.00
40024,4024,"Metra Transit System (Columbus, GA)",Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
40024,4024,"Metra Transit System (Columbus, GA)",Small Systems Reporter,DR,DO,Funds Expended on Operations,100200.00
40024,4024,"Metra Transit System (Columbus, GA)",Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
40024,4024,"Metra Transit System (Columbus, GA)",Small Systems Reporter,MB,DO,Funds Expended on Operations,982717.00
40025,4025,Chatham Area Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,142676.00
40025,4025,Chatham Area Transit Authority,Full Reporter: Operating,FB,DO,Funds Earned During Period,0.00
40025,4025,Chatham Area Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,2791127.00
40026,4026,Manatee County Area Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,244568.00
40026,4026,Manatee County Area Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,926244.00
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter: Operating,CB,DO,Funds Earned During Period,0.00
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,469477.00
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,537330.00
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,13585399.00
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter: Operating,MB,PT,Funds Earned During Period,414668.00
40028,4028,Lee County Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,374702.00
40028,4028,Lee County Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,2869873.00
40028,4028,Lee County Transit,Full Reporter: Operating,VP,PT,Funds Earned During Period,120740.00
40029,4029,Broward County Transit Division,Full Reporter: Operating,DR,PT,Funds Earned During Period,1127486.00
40029,4029,Broward County Transit Division,Full Reporter: Operating,MB,DO,Funds Earned During Period,34340366.00
40029,4029,Broward County Transit Division,Full Reporter: Operating,MB,PT,Funds Earned During Period,89841.00
40030,4030,Gainesville Regional Transit System,Full Reporter: Operating,DR,PT,Funds Earned During Period,150159.00
40030,4030,Gainesville Regional Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,14582397.00
40031,4031,Lakeland Area Mass Transit District ,Full Reporter: Operating,DR,DO,Funds Earned During Period,176304.00
40031,4031,Lakeland Area Mass Transit District ,Full Reporter: Operating,MB,DO,Funds Earned During Period,1489939.00
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter: Operating,DR,DO,Funds Earned During Period,506352.00
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter: Operating,DR,PT,Funds Earned During Period,276470.00
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter: Operating,DT,PT,Funds Earned During Period,10954.00
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter: Operating,MB,DO,Funds Earned During Period,2728107.00
40032,4032,"County of Volusia, dba: VOTRAN",Full Reporter: Operating,VP,DO,Funds Earned During Period,26963.00
40034,4034,Miami-Dade Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,5360813.00
40034,4034,Miami-Dade Transit,Full Reporter: Operating,HR,DO,Funds Earned During Period,25654430.00
40034,4034,Miami-Dade Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,88856359.00
40034,4034,Miami-Dade Transit,Full Reporter: Operating,MB,PT,Funds Earned During Period,662294.00
40034,4034,Miami-Dade Transit,Full Reporter: Operating,MG,DO,Funds Earned During Period,0.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,CB,PT,Funds Earned During Period,7619.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,1776613.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,27179210.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,MB,PT,Funds Earned During Period,117675.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,RB,DO,Funds Earned During Period,0.00
40035,4035,Central Florida Regional Transportation Authority,Full Reporter: Operating,VP,PT,Funds Earned During Period,451751.00
40036,4036,City of Tallahassee,Full Reporter: Operating,DR,DO,Funds Earned During Period,183603.00
40036,4036,City of Tallahassee,Full Reporter: Operating,MB,DO,Funds Earned During Period,4413423.00
