,CBSA,MNAME,Year,POP_CENSUSTRACT
2489,29820,"Las Vegas-Paradise, NV Metro Area",2013,1184859
2490,29820,"Las Vegas-Paradise, NV Metro Area",2014,1196660
2491,29820,"Las Vegas-Paradise, NV Metro Area",2015,1210502
2492,29820,"Las Vegas-Paradise, NV Metro Area",2016,1223249
2493,29820,"Las Vegas-Paradise, NV Metro Area",2017,1236262
2494,29820,"Las Vegas-Paradise, NV Metro Area",2018,1249208.5
2495,29940,"Lawrence, KS Metro Area",2005,27560
2496,29940,"Lawrence, KS Metro Area",2006,26764
2497,29940,"Lawrence, KS Metro Area",2007,25968
2498,29940,"Lawrence, KS Metro Area",2008,25172
2499,29940,"Lawrence, KS Metro Area",2009,24376
2500,29940,"Lawrence, KS Metro Area",2010,23580
2501,29940,"Lawrence, KS Metro Area",2011,22784
2502,29940,"Lawrence, KS Metro Area",2012,22793
2503,29940,"Lawrence, KS Metro Area",2013,22844
2504,29940,"Lawrence, KS Metro Area",2014,22903
2505,29940,"Lawrence, KS Metro Area",2015,23153
2506,29940,"Lawrence, KS Metro Area",2016,23804
2507,29940,"Lawrence, KS Metro Area",2017,24234
2508,29940,"Lawrence, KS Metro Area",2018,24719.25
2509,30020,"Lawton, OK Metro Area",2005,8916
2510,30020,"Lawton, OK Metro Area",2006,8335
2511,30020,"Lawton, OK Metro Area",2007,7754
2512,30020,"Lawton, OK Metro Area",2008,7173
2513,30020,"Lawton, OK Metro Area",2009,6592
2514,30020,"Lawton, OK Metro Area",2010,6011
2515,30020,"Lawton, OK Metro Area",2011,5430
2516,30020,"Lawton, OK Metro Area",2012,5374
2517,30020,"Lawton, OK Metro Area",2013,5150
2518,30020,"Lawton, OK Metro Area",2014,5237
2519,30020,"Lawton, OK Metro Area",2015,5392
2520,30020,"Lawton, OK Metro Area",2016,5327
2521,30020,"Lawton, OK Metro Area",2017,5107
2522,30020,"Lawton, OK Metro Area",2018,4925.75
2523,30140,"Lebanon, PA Metro Area",2005,21337
2524,30140,"Lebanon, PA Metro Area",2006,21445
2525,30140,"Lebanon, PA Metro Area",2007,21553
2526,30140,"Lebanon, PA Metro Area",2008,21661
2527,30140,"Lebanon, PA Metro Area",2009,21769
2528,30140,"Lebanon, PA Metro Area",2010,21877
2529,30140,"Lebanon, PA Metro Area",2011,21985
2530,30140,"Lebanon, PA Metro Area",2012,22038
2531,30140,"Lebanon, PA Metro Area",2013,21843
2532,30140,"Lebanon, PA Metro Area",2014,21862
2533,30140,"Lebanon, PA Metro Area",2015,21849
2534,30140,"Lebanon, PA Metro Area",2016,21858
2535,30140,"Lebanon, PA Metro Area",2017,22151
2536,30140,"Lebanon, PA Metro Area",2018,22373
2537,30340,"Lewiston-Auburn, ME Metro Area",2005,22697
2538,30340,"Lewiston-Auburn, ME Metro Area",2006,21569
2539,30340,"Lewiston-Auburn, ME Metro Area",2007,20441
2540,30340,"Lewiston-Auburn, ME Metro Area",2008,19313
2541,30340,"Lewiston-Auburn, ME Metro Area",2009,18185
2542,30340,"Lewiston-Auburn, ME Metro Area",2010,17057
2543,30340,"Lewiston-Auburn, ME Metro Area",2011,15929
2544,30340,"Lewiston-Auburn, ME Metro Area",2012,16439
2545,30340,"Lewiston-Auburn, ME Metro Area",2013,16466
2546,30340,"Lewiston-Auburn, ME Metro Area",2014,16772
2547,30340,"Lewiston-Auburn, ME Metro Area",2015,15932
2548,30340,"Lewiston-Auburn, ME Metro Area",2016,15269
2549,30340,"Lewiston-Auburn, ME Metro Area",2017,14988
2550,30340,"Lewiston-Auburn, ME Metro Area",2018,14611.5
2551,30460,"Lexington-Fayette, KY Metro Area",2005,103350
2552,30460,"Lexington-Fayette, KY Metro Area",2006,102760
2553,30460,"Lexington-Fayette, KY Metro Area",2007,102170
2554,30460,"Lexington-Fayette, KY Metro Area",2008,101580
2555,30460,"Lexington-Fayette, KY Metro Area",2009,100990
2556,30460,"Lexington-Fayette, KY Metro Area",2010,100400
2557,30460,"Lexington-Fayette, KY Metro Area",2011,99810
2558,30460,"Lexington-Fayette, KY Metro Area",2012,101617
2559,30460,"Lexington-Fayette, KY Metro Area",2013,102059
2560,30460,"Lexington-Fayette, KY Metro Area",2014,103662
2561,30460,"Lexington-Fayette, KY Metro Area",2015,104087
2562,30460,"Lexington-Fayette, KY Metro Area",2016,104673
2563,30460,"Lexington-Fayette, KY Metro Area",2017,105611
2564,30460,"Lexington-Fayette, KY Metro Area",2018,106461
2565,30620,"Lima, OH Metro Area",2005,2902
2566,30620,"Lima, OH Metro Area",2006,3100
2567,30620,"Lima, OH Metro Area",2007,3298
2568,30620,"Lima, OH Metro Area",2008,3496
2569,30620,"Lima, OH Metro Area",2009,3694
2570,30620,"Lima, OH Metro Area",2010,3892
2571,30620,"Lima, OH Metro Area",2011,4090
2572,30620,"Lima, OH Metro Area",2012,3786
2573,30620,"Lima, OH Metro Area",2013,3998
2574,30620,"Lima, OH Metro Area",2014,3725
2575,30620,"Lima, OH Metro Area",2015,3538
2576,30620,"Lima, OH Metro Area",2016,3516
2577,30620,"Lima, OH Metro Area",2017,3436
2578,30620,"Lima, OH Metro Area",2018,3370.5
2579,30700,"Lincoln, NE Metro Area",2005,99560
2580,30700,"Lincoln, NE Metro Area",2006,98674
2581,30700,"Lincoln, NE Metro Area",2007,97788
2582,30700,"Lincoln, NE Metro Area",2008,96902
2583,30700,"Lincoln, NE Metro Area",2009,96016
2584,30700,"Lincoln, NE Metro Area",2010,95130
2585,30700,"Lincoln, NE Metro Area",2011,94244
2586,30700,"Lincoln, NE Metro Area",2012,93347
2587,30700,"Lincoln, NE Metro Area",2013,94886
2588,30700,"Lincoln, NE Metro Area",2014,96625
2589,30700,"Lincoln, NE Metro Area",2015,97267
2590,30700,"Lincoln, NE Metro Area",2016,98335
2591,30700,"Lincoln, NE Metro Area",2017,99710
2592,30700,"Lincoln, NE Metro Area",2018,101008.25
2593,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2005,32050
2594,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2006,31853
2595,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2007,31656
2596,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2008,31459
2597,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2009,31262
2598,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2010,31065
2599,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2011,30868
2600,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2012,31703
2601,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2013,32205
2602,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2014,33027
2603,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2015,33064
2604,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2016,32457
2605,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2017,31487
2606,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2018,30607.75
2607,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2005,32050
2608,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2006,31853
2609,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2007,31656
2610,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2008,31459
2611,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2009,31262
2612,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2010,31065
2613,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2011,30868
2614,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2012,31703
2615,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2013,32205
2616,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2014,33027
2617,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2015,33064
2618,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2016,32457
2619,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2017,31487
2620,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2018,30607.75
2621,30860,"Logan, UT-ID Metro Area",2005,23205
2622,30860,"Logan, UT-ID Metro Area",2006,22637
2623,30860,"Logan, UT-ID Metro Area",2007,22069
2624,30860,"Logan, UT-ID Metro Area",2008,21501
2625,30860,"Logan, UT-ID Metro Area",2009,20933
2626,30860,"Logan, UT-ID Metro Area",2010,20365
2627,30860,"Logan, UT-ID Metro Area",2011,19797
2628,30860,"Logan, UT-ID Metro Area",2012,19879
2629,30860,"Logan, UT-ID Metro Area",2013,20014
2630,30860,"Logan, UT-ID Metro Area",2014,20047
2631,30860,"Logan, UT-ID Metro Area",2015,19860
2632,30860,"Logan, UT-ID Metro Area",2016,19819
2633,30860,"Logan, UT-ID Metro Area",2017,19841
2634,30860,"Logan, UT-ID Metro Area",2018,19847.25
2635,31020,"Longview, WA Metro Area",2005,20387
2636,31020,"Longview, WA Metro Area",2006,20448
2637,31020,"Longview, WA Metro Area",2007,20509
2638,31020,"Longview, WA Metro Area",2008,20570
2639,31020,"Longview, WA Metro Area",2009,20631
2640,31020,"Longview, WA Metro Area",2010,20692
2641,31020,"Longview, WA Metro Area",2011,20753
2642,31020,"Longview, WA Metro Area",2012,20560
2643,31020,"Longview, WA Metro Area",2013,20957
2644,31020,"Longview, WA Metro Area",2014,20477
2645,31020,"Longview, WA Metro Area",2015,20496
2646,31020,"Longview, WA Metro Area",2016,20433
2647,31020,"Longview, WA Metro Area",2017,20592
2648,31020,"Longview, WA Metro Area",2018,20695.5
2649,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2005,
2650,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2006,
2651,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2007,
2652,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2008,
2653,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2009,
2654,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2010,
2655,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2011,
2656,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2012,
2657,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2018,0
2658,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2005,
2659,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2006,
2660,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2007,
2661,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2008,
2662,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2009,
2663,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2010,
2664,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2011,
2665,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2012,
2666,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",2018,0
2667,31140,"Louisville/Jefferson County, KY-IN Metro Area",2005,215533
2668,31140,"Louisville/Jefferson County, KY-IN Metro Area",2006,212338
2669,31140,"Louisville/Jefferson County, KY-IN Metro Area",2007,209143
2670,31140,"Louisville/Jefferson County, KY-IN Metro Area",2008,205948
2671,31140,"Louisville/Jefferson County, KY-IN Metro Area",2009,202753
2672,31140,"Louisville/Jefferson County, KY-IN Metro Area",2010,199558
2673,31140,"Louisville/Jefferson County, KY-IN Metro Area",2011,196363
2674,31140,"Louisville/Jefferson County, KY-IN Metro Area",2012,197397
2675,31140,"Louisville/Jefferson County, KY-IN Metro Area",2013,197463
2676,31140,"Louisville/Jefferson County, KY-IN Metro Area",2014,198780
2677,31140,"Louisville/Jefferson County, KY-IN Metro Area",2015,200738
2678,31140,"Louisville/Jefferson County, KY-IN Metro Area",2016,202737
2679,31140,"Louisville/Jefferson County, KY-IN Metro Area",2017,203056
2680,31140,"Louisville/Jefferson County, KY-IN Metro Area",2018,203795
2681,31180,"Lubbock, TX Metro Area",2005,80697
2682,31180,"Lubbock, TX Metro Area",2006,79511
2683,31180,"Lubbock, TX Metro Area",2007,78325
2684,31180,"Lubbock, TX Metro Area",2008,77139
2685,31180,"Lubbock, TX Metro Area",2009,75953
2686,31180,"Lubbock, TX Metro Area",2010,74767
2687,31180,"Lubbock, TX Metro Area",2011,73581
2688,31180,"Lubbock, TX Metro Area",2012,75315
2689,31180,"Lubbock, TX Metro Area",2013,76534
2690,31180,"Lubbock, TX Metro Area",2014,78257
2691,31180,"Lubbock, TX Metro Area",2015,78834
2692,31180,"Lubbock, TX Metro Area",2016,78559
2693,31180,"Lubbock, TX Metro Area",2017,77857
2694,31180,"Lubbock, TX Metro Area",2018,77261.75
2695,31340,"Lynchburg, VA Metro Area",2005,2295
2696,31340,"Lynchburg, VA Metro Area",2006,2266
2697,31340,"Lynchburg, VA Metro Area",2007,2237
2698,31340,"Lynchburg, VA Metro Area",2008,2208
2699,31340,"Lynchburg, VA Metro Area",2009,2179
2700,31340,"Lynchburg, VA Metro Area",2010,2150
2701,31340,"Lynchburg, VA Metro Area",2011,2121
2702,31340,"Lynchburg, VA Metro Area",2012,2248
2703,31340,"Lynchburg, VA Metro Area",2013,2411
2704,31340,"Lynchburg, VA Metro Area",2014,2601
2705,31340,"Lynchburg, VA Metro Area",2015,2562
2706,31340,"Lynchburg, VA Metro Area",2016,2535
2707,31340,"Lynchburg, VA Metro Area",2017,2668
2708,31340,"Lynchburg, VA Metro Area",2018,2761
2709,31420,"Macon, GA Metro Area",2005,8027
2710,31420,"Macon, GA Metro Area",2006,8140
2711,31420,"Macon, GA Metro Area",2007,8253
2712,31420,"Macon, GA Metro Area",2008,8366
2713,31420,"Macon, GA Metro Area",2009,8479
2714,31420,"Macon, GA Metro Area",2010,8592
2715,31420,"Macon, GA Metro Area",2011,8705
2716,31420,"Macon, GA Metro Area",2012,8927
2717,31420,"Macon, GA Metro Area",2013,9278
2718,31420,"Macon, GA Metro Area",2014,8775
2719,31420,"Macon, GA Metro Area",2015,8640
2720,31420,"Macon, GA Metro Area",2016,8549
2721,31420,"Macon, GA Metro Area",2017,8292
2722,31420,"Macon, GA Metro Area",2018,8076.5
2723,31540,"Madison, WI Metro Area",2005,130950
2724,31540,"Madison, WI Metro Area",2006,128914
2725,31540,"Madison, WI Metro Area",2007,126878
2726,31540,"Madison, WI Metro Area",2008,124842
2727,31540,"Madison, WI Metro Area",2009,122806
2728,31540,"Madison, WI Metro Area",2010,120770
2729,31540,"Madison, WI Metro Area",2011,118734
2730,31540,"Madison, WI Metro Area",2012,121724
2731,31540,"Madison, WI Metro Area",2013,124192
2732,31540,"Madison, WI Metro Area",2014,125526
2733,31540,"Madison, WI Metro Area",2015,128942
2734,31540,"Madison, WI Metro Area",2016,130578
2735,31540,"Madison, WI Metro Area",2017,132326
2736,31540,"Madison, WI Metro Area",2018,134046
2737,31700,"Manchester-Nashua, NH Metro Area",2005,82119
2738,31700,"Manchester-Nashua, NH Metro Area",2006,81183
2739,31700,"Manchester-Nashua, NH Metro Area",2007,80247
2740,31700,"Manchester-Nashua, NH Metro Area",2008,79311
2741,31700,"Manchester-Nashua, NH Metro Area",2009,78375
2742,31700,"Manchester-Nashua, NH Metro Area",2010,77439
2743,31700,"Manchester-Nashua, NH Metro Area",2011,76503
2744,31700,"Manchester-Nashua, NH Metro Area",2012,77424
2745,31700,"Manchester-Nashua, NH Metro Area",2013,78579
2746,31700,"Manchester-Nashua, NH Metro Area",2014,78149
2747,31700,"Manchester-Nashua, NH Metro Area",2015,78187
2748,31700,"Manchester-Nashua, NH Metro Area",2016,77786
2749,31700,"Manchester-Nashua, NH Metro Area",2017,78072
2750,31700,"Manchester-Nashua, NH Metro Area",2018,78186.25
2751,31900,"Mansfield, OH Metro Area",2005,1591
2752,31900,"Mansfield, OH Metro Area",2006,2019
2753,31900,"Mansfield, OH Metro Area",2007,2447
2754,31900,"Mansfield, OH Metro Area",2008,2875
2755,31900,"Mansfield, OH Metro Area",2009,3303
2756,31900,"Mansfield, OH Metro Area",2010,3731
2757,31900,"Mansfield, OH Metro Area",2011,4159
2758,31900,"Mansfield, OH Metro Area",2012,3861
2759,31900,"Mansfield, OH Metro Area",2013,3775
2760,31900,"Mansfield, OH Metro Area",2014,3649
2761,31900,"Mansfield, OH Metro Area",2015,3586
2762,31900,"Mansfield, OH Metro Area",2016,3426
2763,31900,"Mansfield, OH Metro Area",2017,3331
2764,31900,"Mansfield, OH Metro Area",2018,3219.75
2765,32580,"McAllen-Edinburg-Mission, TX Metro Area",2005,62050
2766,32580,"McAllen-Edinburg-Mission, TX Metro Area",2006,64315
2767,32580,"McAllen-Edinburg-Mission, TX Metro Area",2007,66580
2768,32580,"McAllen-Edinburg-Mission, TX Metro Area",2008,68845
2769,32580,"McAllen-Edinburg-Mission, TX Metro Area",2009,71110
2770,32580,"McAllen-Edinburg-Mission, TX Metro Area",2010,73375
2771,32580,"McAllen-Edinburg-Mission, TX Metro Area",2011,75640
2772,32580,"McAllen-Edinburg-Mission, TX Metro Area",2012,73936
2773,32580,"McAllen-Edinburg-Mission, TX Metro Area",2013,73757
2774,32580,"McAllen-Edinburg-Mission, TX Metro Area",2014,74626
2775,32580,"McAllen-Edinburg-Mission, TX Metro Area",2015,74765
2776,32580,"McAllen-Edinburg-Mission, TX Metro Area",2016,74299
2777,32580,"McAllen-Edinburg-Mission, TX Metro Area",2017,74847
2778,32580,"McAllen-Edinburg-Mission, TX Metro Area",2018,75141.5
2779,32780,"Medford, OR Metro Area",2005,41437
2780,32780,"Medford, OR Metro Area",2006,41404
2781,32780,"Medford, OR Metro Area",2007,41371
2782,32780,"Medford, OR Metro Area",2008,41338
2783,32780,"Medford, OR Metro Area",2009,41305
2784,32780,"Medford, OR Metro Area",2010,41272
2785,32780,"Medford, OR Metro Area",2011,41239
2786,32780,"Medford, OR Metro Area",2012,40830
2787,32780,"Medford, OR Metro Area",2013,41463
2788,32780,"Medford, OR Metro Area",2014,41477
2789,32780,"Medford, OR Metro Area",2015,41967
2790,32780,"Medford, OR Metro Area",2016,43311
2791,32780,"Medford, OR Metro Area",2017,43596
2792,32780,"Medford, OR Metro Area",2018,44145.75
2793,32820,"Memphis, TN-MS-AR Metro Area",2005,99968
2794,32820,"Memphis, TN-MS-AR Metro Area",2006,99117
2795,32820,"Memphis, TN-MS-AR Metro Area",2007,98266
2796,32820,"Memphis, TN-MS-AR Metro Area",2008,97415
2797,32820,"Memphis, TN-MS-AR Metro Area",2009,96564
2798,32820,"Memphis, TN-MS-AR Metro Area",2010,95713
2799,32820,"Memphis, TN-MS-AR Metro Area",2011,94862
2800,32820,"Memphis, TN-MS-AR Metro Area",2012,95136
2801,32820,"Memphis, TN-MS-AR Metro Area",2013,96801
2802,32820,"Memphis, TN-MS-AR Metro Area",2014,97896
2803,32820,"Memphis, TN-MS-AR Metro Area",2015,98580
2804,32820,"Memphis, TN-MS-AR Metro Area",2016,97513
2805,32820,"Memphis, TN-MS-AR Metro Area",2017,95975
2806,32820,"Memphis, TN-MS-AR Metro Area",2018,94554.75
2807,32820,"Memphis, TN-MS-AR Metro Area",2005,99968
2808,32820,"Memphis, TN-MS-AR Metro Area",2006,99117
2809,32820,"Memphis, TN-MS-AR Metro Area",2007,98266
2810,32820,"Memphis, TN-MS-AR Metro Area",2008,97415
2811,32820,"Memphis, TN-MS-AR Metro Area",2009,96564
2812,32820,"Memphis, TN-MS-AR Metro Area",2010,95713
2813,32820,"Memphis, TN-MS-AR Metro Area",2011,94862
2814,32820,"Memphis, TN-MS-AR Metro Area",2012,95136
2815,32820,"Memphis, TN-MS-AR Metro Area",2013,96801
2816,32820,"Memphis, TN-MS-AR Metro Area",2014,97896
2817,32820,"Memphis, TN-MS-AR Metro Area",2015,98580
2818,32820,"Memphis, TN-MS-AR Metro Area",2016,97513
2819,32820,"Memphis, TN-MS-AR Metro Area",2017,95975
2820,32820,"Memphis, TN-MS-AR Metro Area",2018,94554.75
2821,32900,"Merced, CA Metro Area",2005,40209
2822,32900,"Merced, CA Metro Area",2006,39454
2823,32900,"Merced, CA Metro Area",2007,38699
2824,32900,"Merced, CA Metro Area",2008,37944
2825,32900,"Merced, CA Metro Area",2009,37189
2826,32900,"Merced, CA Metro Area",2010,36434
2827,32900,"Merced, CA Metro Area",2011,35679
2828,32900,"Merced, CA Metro Area",2012,37189
2829,32900,"Merced, CA Metro Area",2013,36457
2830,32900,"Merced, CA Metro Area",2014,36317
2831,32900,"Merced, CA Metro Area",2015,36206
2832,32900,"Merced, CA Metro Area",2016,37035
2833,32900,"Merced, CA Metro Area",2017,36293
2834,32900,"Merced, CA Metro Area",2018,35943.75
2835,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2005,3273735
2836,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2006,3249105
2837,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2007,3224475
2838,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2008,3199845
2839,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2009,3175215
2840,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2010,3150585
2841,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2011,3125955
2842,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2012,3159105
2843,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2013,3204258
2844,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2014,3267090
2845,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2015,3313214
2846,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2016,3351620
2847,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2017,3404834
2848,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2018,3454346
2849,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2005,3273735
2850,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2006,3249105
2851,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2007,3224475
2852,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2008,3199845
2853,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2009,3175215
2854,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2010,3150585
2855,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2011,3125955
2856,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2012,3159105
2857,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2013,3204258
2858,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2014,3267090
2859,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2015,3313214
2860,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2016,3351620
2861,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2017,3404834
2862,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2018,3454346
2863,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2005,617053
2864,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2006,612588
2865,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2007,608123
2866,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2008,603658
2867,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2009,599193
2868,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2010,594728
2869,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2011,590263
2870,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2012,590919
2871,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2013,592135
2872,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2014,593174
2873,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2015,597123
2874,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2016,595752
2875,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2017,596378
2876,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2018,596504.75
2877,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2005,787913
2878,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2006,784040
2879,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2007,780167
2880,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2008,776294
2881,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2009,772421
2882,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2010,768548
2883,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2011,764675
2884,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2012,772148
2885,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2013,778675
2886,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2014,790607
2887,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015,800939
2888,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016,809408
2889,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017,819424
2890,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018,829053.25
2891,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2005,787913
2892,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2006,784040
2893,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2007,780167
2894,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2008,776294
2895,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2009,772421
2896,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2010,768548
2897,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2011,764675
2898,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2012,772148
2899,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2013,778675
2900,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2014,790607
2901,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015,800939
2902,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016,809408
2903,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017,819424
2904,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018,829053.25
2905,33540,"Missoula, MT Metro Area",2005,21732
2906,33540,"Missoula, MT Metro Area",2006,21804
2907,33540,"Missoula, MT Metro Area",2007,21876
2908,33540,"Missoula, MT Metro Area",2008,21948
2909,33540,"Missoula, MT Metro Area",2009,22020
2910,33540,"Missoula, MT Metro Area",2010,22092
2911,33540,"Missoula, MT Metro Area",2011,22164
2912,33540,"Missoula, MT Metro Area",2012,22322
2913,33540,"Missoula, MT Metro Area",2013,22502
2914,33540,"Missoula, MT Metro Area",2014,22805
2915,33540,"Missoula, MT Metro Area",2015,22816
2916,33540,"Missoula, MT Metro Area",2016,23027
2917,33540,"Missoula, MT Metro Area",2017,22929
2918,33540,"Missoula, MT Metro Area",2018,22908.25
2919,33660,"Mobile, AL Metro Area",2005,40482
2920,33660,"Mobile, AL Metro Area",2006,38626
2921,33660,"Mobile, AL Metro Area",2007,36770
2922,33660,"Mobile, AL Metro Area",2008,34914
2923,33660,"Mobile, AL Metro Area",2009,33058
2924,33660,"Mobile, AL Metro Area",2010,31202
2925,33660,"Mobile, AL Metro Area",2011,29346
2926,33660,"Mobile, AL Metro Area",2012,29081
2927,33660,"Mobile, AL Metro Area",2013,29880
